model,draw,band,layer,cov_trace,total_variance
pythia-410m,draw_2,medium,16,361.4807451887862,359.8741760253906
pythia-410m,draw_2,medium,17,526.5794349029636,524.2390747070312
pythia-410m,draw_2,medium,18,800.288566361369,796.731689453125
pythia-410m,draw_2,medium,19,799.9285739244006,796.3733520507812
pythia-410m,draw_2,medium,20,1107.6261637662046,1102.703369140625
pythia-410m,draw_2,medium,21,1023.1206243101171,1018.5734252929688
pythia-410m,draw_2,medium,22,1060.9396573892961,1056.224365234375
pythia-410m,draw_2,medium,23,1194.588129805687,1189.27880859375
pythia-410m,draw_2,high,0,129.06159320221542,128.48797607421875
pythia-410m,draw_2,high,1,151.35119877513904,150.67852783203125
pythia-410m,draw_2,high,2,167.9351046864798,167.188720703125
pythia-410m,draw_2,high,3,182.19732253848093,181.38754272460938
pythia-410m,draw_2,high,4,189.30220307319303,188.4608612060547
pythia-410m,draw_2,high,5,207.78730204126484,206.86380004882812
pythia-410m,draw_2,high,6,222.63718693579216,221.647705078125
pythia-410m,draw_2,high,7,225.74167021210837,224.73837280273438
pythia-410m,draw_2,high,8,234.6346143765632,233.591796875
pythia-410m,draw_2,high,9,254.3399752612635,253.20956420898438
pythia-410m,draw_2,high,10,284.26859330159067,283.00518798828125
pythia-410m,draw_2,high,11,356.92961981359116,355.34326171875
pythia-410m,draw_2,high,12,307.09154730040086,305.7266845703125
pythia-410m,draw_2,high,13,331.0237400559715,329.5525207519531
pythia-410m,draw_2,high,14,292.4915098824656,291.1915283203125
pythia-410m,draw_2,high,15,299.83438125692226,298.50177001953125
pythia-410m,draw_2,high,16,362.1955478356591,360.5858154296875
pythia-410m,draw_2,high,17,486.8781193423796,484.7142333984375
pythia-410m,draw_2,high,18,738.294215873578,735.012939453125
pythia-410m,draw_2,high,19,754.0148738977922,750.6636962890625
pythia-410m,draw_2,high,20,1074.7645522802968,1069.98779296875
pythia-410m,draw_2,high,21,1059.7470567992584,1055.037109375
pythia-410m,draw_2,high,22,1070.1269951092568,1065.370849609375
pythia-410m,draw_2,high,23,1145.3840289325626,1140.29345703125
pythia-410m,draw_2,very_high,0,108.55719217363836,108.07471466064453
pythia-410m,draw_2,very_high,1,133.90786809511195,133.31271362304688
pythia-410m,draw_2,very_high,2,153.99458658690742,153.31015014648438
pythia-410m,draw_2,very_high,3,171.1958433176521,170.43496704101562
pythia-410m,draw_2,very_high,4,181.29873220723817,180.4929656982422
pythia-410m,draw_2,very_high,5,201.95156793110652,201.05401611328125
pythia-410m,draw_2,very_high,6,218.45384567411554,217.48294067382812
pythia-410m,draw_2,very_high,7,224.9514984800067,223.95172119140625
pythia-410m,draw_2,very_high,8,235.25950535323602,234.21389770507812
pythia-410m,draw_2,very_high,9,253.62487926066046,252.49766540527344
pythia-410m,draw_2,very_high,10,282.266702979746,281.01214599609375
pythia-410m,draw_2,very_high,11,349.03419761095586,347.48291015625
pythia-410m,draw_2,very_high,12,300.3567564398505,299.0218505859375
pythia-410m,draw_2,very_high,13,327.8088714711273,326.3519287109375
pythia-410m,draw_2,very_high,14,286.29852420733175,285.02606201171875
pythia-410m,draw_2,very_high,15,292.2070397139516,290.9083251953125
pythia-410m,draw_2,very_high,16,354.9843402645381,353.4066162109375
pythia-410m,draw_2,very_high,17,471.21522517294125,469.12091064453125
pythia-410m,draw_2,very_high,18,706.9776002321227,703.83544921875
pythia-410m,draw_2,very_high,19,759.4463094297703,756.0709838867188
pythia-410m,draw_2,very_high,20,1108.4863409366342,1103.5596923828125
pythia-410m,draw_2,very_high,21,1184.1251913276983,1178.8624267578125
pythia-410m,draw_2,very_high,22,1044.4719065415475,1039.8297119140625
pythia-410m,draw_2,very_high,23,1022.4323743482693,1017.88818359375
pythia-410m,draw_2,control,0,119.2202677394219,118.69039916992188
pythia-410m,draw_2,control,1,142.73113222483158,142.09677124023438
pythia-410m,draw_2,control,2,162.755077435453,162.03170776367188
pythia-410m,draw_2,control,3,179.93060452592698,179.1309051513672
pythia-410m,draw_2,control,4,189.9264747972662,189.0823516845703
pythia-410m,draw_2,control,5,208.60459055908984,207.67745971679688
pythia-410m,draw_2,control,6,226.29936592451872,225.29359436035156
pythia-410m,draw_2,control,7,231.87957210928033,230.8489990234375
pythia-410m,draw_2,control,8,241.77695317303545,240.702392578125
pythia-410m,draw_2,control,9,257.51018229278384,256.3656921386719
pythia-410m,draw_2,control,10,286.5292682839878,285.25579833984375
pythia-410m,draw_2,control,11,358.2365470907879,356.6443786621094
pythia-410m,draw_2,control,12,308.6103234394702,307.2387390136719
pythia-410m,draw_2,control,13,338.5023632082365,336.9979248046875
pythia-410m,draw_2,control,14,297.08899689906826,295.7685852050781
pythia-410m,draw_2,control,15,302.62661209698683,301.2816162109375
pythia-410m,draw_2,control,16,363.9692169205462,362.3515625
pythia-410m,draw_2,control,17,531.4272942311684,529.0653686523438
pythia-410m,draw_2,control,18,787.958541423043,784.45654296875
pythia-410m,draw_2,control,19,825.5646102931794,821.8953857421875
pythia-410m,draw_2,control,20,1201.6543443537948,1196.313720703125
pythia-410m,draw_2,control,21,1185.7802359208858,1180.510009765625
pythia-410m,draw_2,control,22,1118.867658522896,1113.8948974609375
pythia-410m,draw_2,control,23,1102.4683776397678,1097.5684814453125
pythia-410m,draw_3,low,0,192.9978478977665,192.1400909423828
pythia-410m,draw_3,low,1,205.60548743095603,204.69168090820312
pythia-410m,draw_3,low,2,217.91495495869674,216.94644165039062
pythia-410m,draw_3,low,3,226.38136650950014,225.37522888183594
pythia-410m,draw_3,low,4,227.91655520847632,226.90359497070312
pythia-410m,draw_3,low,5,231.57568748641205,230.54644775390625
pythia-410m,draw_3,low,6,240.93842560116224,239.86758422851562
pythia-410m,draw_3,low,7,242.6473518874465,241.56890869140625
pythia-410m,draw_3,low,8,247.92034104853963,246.8184814453125
pythia-410m,draw_3,low,9,268.74105144834317,267.546630859375
pythia-410m,draw_3,low,10,290.45374982039993,289.162841796875
pythia-410m,draw_3,low,11,355.0426787305167,353.4647216796875
pythia-410m,draw_3,low,12,305.5048236534046,304.14703369140625
pythia-410m,draw_3,low,13,329.2984481679378,327.83489990234375
pythia-410m,draw_3,low,14,291.9370675548021,290.6395568847656
pythia-410m,draw_3,low,15,298.2666585196669,296.9410400390625
pythia-410m,draw_3,low,16,356.3281170669536,354.74444580078125
pythia-410m,draw_3,low,17,534.3418136481725,531.9669189453125
pythia-410m,draw_3,low,18,815.6492336792849,812.024169921875
pythia-410m,draw_3,low,19,777.0761983530768,773.6224975585938
pythia-410m,draw_3,low,20,1036.8365688469328,1032.2283935546875
pythia-410m,draw_3,low,21,952.7285201244665,948.494140625
pythia-410m,draw_3,low,22,1039.2720355642457,1034.653076171875
pythia-410m,draw_3,low,23,1216.3248141076615,1210.9189453125
pythia-410m,draw_3,medium,0,165.11644067232254,164.38259887695312
pythia-410m,draw_3,medium,1,182.01144752674966,181.2025146484375
pythia-410m,draw_3,medium,2,196.2769215044588,195.40457153320312
pythia-410m,draw_3,medium,3,208.36940503524377,207.44332885742188
pythia-410m,draw_3,medium,4,209.7864741069036,208.85409545898438
pythia-410m,draw_3,medium,5,220.12811521045387,219.14976501464844
pythia-410m,draw_3,medium,6,231.8121842618073,230.7819061279297
pythia-410m,draw_3,medium,7,235.39673605877488,234.35052490234375
pythia-410m,draw_3,medium,8,240.62869838580372,239.55923461914062
pythia-410m,draw_3,medium,9,260.9563318801761,259.7965393066406
pythia-410m,draw_3,medium,10,287.19879472199904,285.92236328125
pythia-410m,draw_3,medium,11,353.1783046598569,351.6086120605469
pythia-410m,draw_3,medium,12,308.58040040085393,307.20892333984375
pythia-410m,draw_3,medium,13,335.03412479355165,333.5450744628906
pythia-410m,draw_3,medium,14,297.1911251778913,295.8702697753906
pythia-410m,draw_3,medium,15,304.24834210971665,302.8961181640625
pythia-410m,draw_3,medium,16,362.93448810014354,361.3214416503906
pythia-410m,draw_3,medium,17,533.3455154355577,530.97509765625
pythia-410m,draw_3,medium,18,802.6867262389526,799.1192626953125
pythia-410m,draw_3,medium,19,801.7269776675822,798.1637573242188
pythia-410m,draw_3,medium,20,1116.600926750587,1111.63818359375
pythia-410m,draw_3,medium,21,1020.4035080324805,1015.868408203125
pythia-410m,draw_3,medium,22,1070.1096459285477,1065.353515625
pythia-410m,draw_3,medium,23,1197.9258762971754,1192.601806640625
pythia-410m,draw_3,high,0,132.0473081982189,131.46043395996094
pythia-410m,draw_3,high,1,154.22592326548732,153.54046630859375
pythia-410m,draw_3,high,2,171.80206035039959,171.0384979248047
pythia-410m,draw_3,high,3,187.01368012734568,186.1824951171875
pythia-410m,draw_3,high,4,194.05767053670183,193.1951904296875
pythia-410m,draw_3,high,5,212.06454182352803,211.12203979492188
pythia-410m,draw_3,high,6,227.12636067987074,226.11691284179688
pythia-410m,draw_3,high,7,231.8683553152024,230.83782958984375
pythia-410m,draw_3,high,8,240.46461701728293,239.39588928222656
pythia-410m,draw_3,high,9,259.3630964057671,258.21038818359375
pythia-410m,draw_3,high,10,285.3295453557557,284.0614013671875
pythia-410m,draw_3,high,11,354.5100151377312,352.93438720703125
pythia-410m,draw_3,high,12,306.91766862300324,305.5535888671875
pythia-410m,draw_3,high,13,330.218625410901,328.7509765625
pythia-410m,draw_3,high,14,291.73049908599205,290.43389892578125
pythia-410m,draw_3,high,15,300.127083328515,298.793212890625
pythia-410m,draw_3,high,16,358.9258248003779,357.3305969238281
pythia-410m,draw_3,high,17,515.3590050904957,513.0684814453125
pythia-410m,draw_3,high,18,800.8095475325362,797.2503662109375
pythia-410m,draw_3,high,19,785.8607550345205,782.3680419921875
pythia-410m,draw_3,high,20,1074.1690398683413,1069.3948974609375
pythia-410m,draw_3,high,21,1020.459152087975,1015.923828125
pythia-410m,draw_3,high,22,1020.97554505347,1016.4378662109375
pythia-410m,draw_3,high,23,1140.4431914821307,1135.37451171875
pythia-410m,draw_3,very_high,0,108.5715122676339,108.08897399902344
pythia-410m,draw_3,very_high,1,134.2772408246505,133.68045043945312
pythia-410m,draw_3,very_high,2,154.73037975415872,154.04269409179688
pythia-410m,draw_3,very_high,3,173.35566153352042,172.58517456054688
pythia-410m,draw_3,very_high,4,184.62299740448972,183.80245971679688
pythia-410m,draw_3,very_high,5,204.19047875945213,203.28297424316406
pythia-410m,draw_3,very_high,6,221.92538417372512,220.93905639648438
pythia-410m,draw_3,very_high,7,229.59358293240177,228.57318115234375
pythia-410m,draw_3,very_high,8,239.15756474221186,238.09463500976562
pythia-410m,draw_3,very_high,9,256.44598912285454,255.3062286376953
pythia-410m,draw_3,very_high,10,287.45877447706044,286.1811828613281
pythia-410m,draw_3,very_high,11,359.532401086634,357.9344787597656
pythia-410m,draw_3,very_high,12,308.9697799003586,307.5965576171875
pythia-410m,draw_3,very_high,13,334.21497876089995,332.72955322265625
pythia-410m,draw_3,very_high,14,293.239994189198,291.93670654296875
pythia-410m,draw_3,very_high,15,299.04417268655357,297.715087890625
pythia-410m,draw_3,very_high,16,360.8975291460805,359.29351806640625
pythia-410m,draw_3,very_high,17,504.5623380077864,502.31982421875
pythia-410m,draw_3,very_high,18,742.678078104841,739.3772583007812
pythia-410m,draw_3,very_high,19,756.8591698268879,753.495361328125
pythia-410m,draw_3,very_high,20,1107.0498151547245,1102.1295166015625
pythia-410m,draw_3,very_high,21,1146.3692539165045,1141.274169921875
pythia-410m,draw_3,very_high,22,1047.996420144565,1043.338623046875
pythia-410m,draw_3,very_high,23,1046.920056742505,1042.26708984375
pythia-410m,draw_3,control,0,119.31558628457114,118.78529357910156
pythia-410m,draw_3,control,1,142.21569340680924,141.5836181640625
pythia-410m,draw_3,control,2,160.31732805157174,159.60479736328125
pythia-410m,draw_3,control,3,177.103851665474,176.31674194335938
pythia-410m,draw_3,control,4,187.93629139273858,187.10101318359375
pythia-410m,draw_3,control,5,206.05883731972978,205.1430206298828
pythia-410m,draw_3,control,6,222.33739254758774,221.34922790527344
pythia-410m,draw_3,control,7,225.8565294751897,224.85272216796875
pythia-410m,draw_3,control,8,234.71597883032666,233.6728057861328
pythia-410m,draw_3,control,9,252.57954629563886,251.45697021484375
pythia-410m,draw_3,control,10,282.0582604382971,280.8046569824219
pythia-410m,draw_3,control,11,358.2183682147728,356.62628173828125
pythia-410m,draw_3,control,12,308.01393868368336,306.64495849609375
pythia-410m,draw_3,control,13,331.82177344864203,330.3470153808594
pythia-410m,draw_3,control,14,294.68394704919046,293.374267578125
pythia-410m,draw_3,control,15,303.48002789883685,302.1312255859375
pythia-410m,draw_3,control,16,366.01440812199803,364.3876953125
pythia-410m,draw_3,control,17,535.3577877745479,532.9783935546875
pythia-410m,draw_3,control,18,827.00289313537,823.3273315429688
pythia-410m,draw_3,control,19,842.136275884339,838.3934326171875
pythia-410m,draw_3,control,20,1257.0861232093407,1251.4990234375
pythia-410m,draw_3,control,21,1134.050559517007,1129.01025390625
pythia-410m,draw_3,control,22,1070.988380801815,1066.2283935546875
pythia-410m,draw_3,control,23,1062.1095541416964,1057.3890380859375
pythia-1b,draw_1,low,0,515.3845093167768,513.0938720703125
pythia-1b,draw_1,low,1,556.4082563345856,553.935302734375
pythia-1b,draw_1,low,2,620.439521627548,617.6820068359375
pythia-1b,draw_1,low,3,738.9766974321948,735.6923828125
pythia-1b,draw_1,low,4,824.1065161306224,820.44384765625
pythia-1b,draw_1,low,5,952.5136094689435,948.2801513671875
pythia-1b,draw_1,low,6,991.8290401847622,987.4208984375
pythia-1b,draw_1,low,7,1272.7232548117845,1267.0667724609375
pythia-1b,draw_1,low,8,1189.179823634265,1183.89453125
pythia-1b,draw_1,low,9,1248.921512241572,1243.370849609375
pythia-1b,draw_1,low,10,1520.2501607011632,1513.4935302734375
pythia-1b,draw_1,low,11,2383.7107314363875,2373.1162109375
pythia-1b,draw_1,low,12,2551.978703196091,2540.63671875
pythia-1b,draw_1,low,13,3024.937611934065,3011.49365234375
pythia-1b,draw_1,low,14,6393.053514503081,6364.6396484375
pythia-1b,draw_1,low,15,10710.273623316021,10662.671875
pythia-1b,draw_1,medium,0,436.76141572713857,434.82025146484375
pythia-1b,draw_1,medium,1,490.5444936225388,488.36431884765625
pythia-1b,draw_1,medium,2,559.6884653513921,557.200927734375
pythia-1b,draw_1,medium,3,696.4827801812655,693.3872680664062
pythia-1b,draw_1,medium,4,805.8723759777749,802.2907104492188
pythia-1b,draw_1,medium,5,1063.486445391396,1058.759765625
pythia-1b,draw_1,medium,6,1176.7149570362174,1171.485107421875
pythia-1b,draw_1,medium,7,1486.3643905463186,1479.758544921875
pythia-1b,draw_1,medium,8,1442.2689699028683,1435.85888671875
pythia-1b,draw_1,medium,9,1537.3156322478492,1530.483154296875
pythia-1b,draw_1,medium,10,1879.4402981449366,1871.0872802734375
pythia-1b,draw_1,medium,11,2739.1618338639364,2726.98779296875
pythia-1b,draw_1,medium,12,2848.520901823861,2835.86083984375
pythia-1b,draw_1,medium,13,3272.3332884756437,3257.78955078125
pythia-1b,draw_1,medium,14,6368.208123638822,6339.90478515625
pythia-1b,draw_1,medium,15,10412.304696679148,10366.02734375
pythia-1b,draw_1,high,0,347.15440889932216,345.6114807128906
pythia-1b,draw_1,high,1,409.48520675151883,407.665283203125
pythia-1b,draw_1,high,2,491.079089727047,488.8965148925781
pythia-1b,draw_1,high,3,632.2597279985496,629.44970703125
pythia-1b,draw_1,high,4,730.5811103907365,727.3341064453125
pythia-1b,draw_1,high,5,871.3784351291462,867.505615234375
pythia-1b,draw_1,high,6,950.6816016440963,946.456298828125
pythia-1b,draw_1,high,7,1316.68364342195,1310.8316650390625
pythia-1b,draw_1,high,8,1258.4397219043274,1252.8466796875
pythia-1b,draw_1,high,9,1364.5410567571396,1358.4764404296875
pythia-1b,draw_1,high,10,1718.032505346665,1710.396728515625
pythia-1b,draw_1,high,11,2530.7656317840156,2519.517822265625
pythia-1b,draw_1,high,12,2651.3328236684347,2639.549072265625
pythia-1b,draw_1,high,13,3009.6795128775493,2996.30322265625
pythia-1b,draw_1,high,14,5378.320796261988,5354.4169921875
pythia-1b,draw_1,high,15,9221.309832992716,9180.326171875
pythia-1b,draw_1,very_high,0,296.0391459864866,294.7234191894531
pythia-1b,draw_1,very_high,1,360.92968308695845,359.3255615234375
pythia-1b,draw_1,very_high,2,449.5179806356618,447.5201110839844
pythia-1b,draw_1,very_high,3,580.5443747308107,577.9641723632812
pythia-1b,draw_1,very_high,4,682.5182787115111,679.48486328125
pythia-1b,draw_1,very_high,5,830.1162393011944,826.4268798828125
pythia-1b,draw_1,very_high,6,925.6593687474854,921.5453491210938
pythia-1b,draw_1,very_high,7,1284.846140873201,1279.1357421875
pythia-1b,draw_1,very_high,8,1230.495624234978,1225.0267333984375
pythia-1b,draw_1,very_high,9,1352.9863178102107,1346.9730224609375
pythia-1b,draw_1,very_high,10,1664.2324717348347,1656.8358154296875
pythia-1b,draw_1,very_high,11,2331.8767455136413,2321.5126953125
pythia-1b,draw_1,very_high,12,2503.675472626813,2492.548095703125
pythia-1b,draw_1,very_high,13,2852.360966983686,2839.68408203125
pythia-1b,draw_1,very_high,14,4580.576861526881,4560.21875
pythia-1b,draw_1,very_high,15,7642.615475394992,7608.6484375
pythia-1b,draw_1,control,0,315.8884217076377,314.4844970703125
pythia-1b,draw_1,control,1,378.61853418312023,376.935791015625
pythia-1b,draw_1,control,2,462.58336973260793,460.5274658203125
pythia-1b,draw_1,control,3,595.8283953978058,593.1802978515625
pythia-1b,draw_1,control,4,698.1032553400395,695.0006103515625
pythia-1b,draw_1,control,5,839.7146221052599,835.9825439453125
pythia-1b,draw_1,control,6,917.0628539174684,912.987060546875
pythia-1b,draw_1,control,7,1286.2066038312914,1280.4901123046875
pythia-1b,draw_1,control,8,1229.5875166216451,1224.1226806640625
pythia-1b,draw_1,control,9,1351.080286110278,1345.075439453125
pythia-1b,draw_1,control,10,1677.105598849268,1669.6517333984375
pythia-1b,draw_1,control,11,2402.3494467681594,2391.67236328125
pythia-1b,draw_1,control,12,2580.9727339514766,2569.501708984375
pythia-1b,draw_1,control,13,2954.6438310460444,2941.51220703125
pythia-1b,draw_1,control,14,4980.779902912567,4958.642578125
pythia-1b,draw_1,control,15,8463.111597759518,8425.498046875
pythia-1b,draw_2,low,0,510.9487467385929,508.6778564453125
pythia-1b,draw_2,low,1,554.614175073853,552.1492309570312
pythia-1b,draw_2,low,2,614.5287488780418,611.7974853515625
pythia-1b,draw_2,low,3,727.5945127012142,724.3607788085938
pythia-1b,draw_2,low,4,812.1488682490188,808.539306640625
pythia-1b,draw_2,low,5,938.864627315082,934.69189453125
pythia-1b,draw_2,low,6,980.8274514723071,976.46826171875
pythia-1b,draw_2,low,7,1260.732588578167,1255.12939453125
pythia-1b,draw_2,low,8,1187.9675079235842,1182.687744140625
pythia-1b,draw_2,low,9,1254.3641597136912,1248.7891845703125
pythia-1b,draw_2,low,10,1537.4086824939313,1530.5758056640625
pythia-1b,draw_2,low,11,2444.2914094511098,2433.427734375
pythia-1b,draw_2,low,12,2587.9426237179614,2576.4404296875
pythia-1b,draw_2,low,13,3077.212061151963,3063.53564453125
pythia-1b,draw_2,low,14,6525.272703567908,6496.271484375
pythia-1b,draw_2,low,15,11106.194248930307,11056.8330078125
pythia-1b,draw_2,medium,0,438.27615573553703,436.3282470703125
pythia-1b,draw_2,medium,1,492.46879404012543,490.280029296875
pythia-1b,draw_2,medium,2,563.0106273436196,560.5084228515625
pythia-1b,draw_2,medium,3,695.5726514538107,692.481201171875
pythia-1b,draw_2,medium,4,792.0101177753088,788.4900512695312
pythia-1b,draw_2,medium,5,922.7520123260026,918.65087890625
pythia-1b,draw_2,medium,6,974.8406642355342,970.508056640625
pythia-1b,draw_2,medium,7,1285.8480049859,1280.133056640625
pythia-1b,draw_2,medium,8,1219.6835614088418,1214.2626953125
pythia-1b,draw_2,medium,9,1291.994412638595,1286.252197265625
pythia-1b,draw_2,medium,10,1615.8188746305377,1608.637451171875
pythia-1b,draw_2,medium,11,2508.883817096109,2497.7333984375
pythia-1b,draw_2,medium,12,2594.817990050865,2583.28564453125
pythia-1b,draw_2,medium,13,3016.400963621585,3002.99462890625
pythia-1b,draw_2,medium,14,6113.75645622851,6086.583984375
pythia-1b,draw_2,medium,15,10284.712978489068,10239.0029296875
pythia-1b,draw_2,high,0,336.91674416200385,335.4193115234375
pythia-1b,draw_2,high,1,396.74849572620053,394.98516845703125
pythia-1b,draw_2,high,2,476.34332396615014,474.22625732421875
pythia-1b,draw_2,high,3,615.8115230232786,613.0745849609375
pythia-1b,draw_2,high,4,714.3466849059481,711.1718139648438
pythia-1b,draw_2,high,5,863.4167509271883,859.579345703125
pythia-1b,draw_2,high,6,936.3074202965374,932.1460571289062
pythia-1b,draw_2,high,7,1292.8469094429615,1287.1009521484375
pythia-1b,draw_2,high,8,1223.8953973720577,1218.455810546875
pythia-1b,draw_2,high,9,1320.9659083819704,1315.094970703125
pythia-1b,draw_2,high,10,1663.3379834548723,1655.9453125
pythia-1b,draw_2,high,11,2476.565142481145,2465.55810546875
pythia-1b,draw_2,high,12,2594.4817874669407,2582.95068359375
pythia-1b,draw_2,high,13,2958.9579367206425,2945.80712890625
pythia-1b,draw_2,high,14,5371.655186856147,5347.78125
pythia-1b,draw_2,high,15,9021.03553334238,8980.94140625
pythia-1b,draw_2,very_high,0,294.51577845852694,293.206787109375
pythia-1b,draw_2,very_high,1,357.1719198673289,355.58447265625
pythia-1b,draw_2,very_high,2,445.7767662153855,443.7955322265625
pythia-1b,draw_2,very_high,3,578.6008599942642,576.029296875
pythia-1b,draw_2,very_high,4,678.1921186494935,675.1779174804688
pythia-1b,draw_2,very_high,5,824.0529243043632,820.3905029296875
pythia-1b,draw_2,very_high,6,917.3480549950133,913.2709350585938
pythia-1b,draw_2,very_high,7,1271.569125453653,1265.917724609375
pythia-1b,draw_2,very_high,8,1221.9902138994235,1216.55908203125
pythia-1b,draw_2,very_high,9,1351.0037859724246,1344.999267578125
pythia-1b,draw_2,very_high,10,1689.4637864967249,1681.955078125
pythia-1b,draw_2,very_high,11,2360.8079504802,2350.3154296875
pythia-1b,draw_2,very_high,12,2513.7308799550683,2502.55859375
pythia-1b,draw_2,very_high,13,2860.9175830896374,2848.202392578125
pythia-1b,draw_2,very_high,14,4573.0847955596455,4552.759765625
pythia-1b,draw_2,very_high,15,7711.939305441733,7677.6640625
pythia-1b,draw_2,control,0,320.40727873702406,318.98321533203125
pythia-1b,draw_2,control,1,380.1720974921661,378.4824523925781
pythia-1b,draw_2,control,2,467.0125724622865,464.93695068359375
pythia-1b,draw_2,control,3,599.83628865066,597.1703491210938
pythia-1b,draw_2,control,4,700.7044810542509,697.5902099609375
pythia-1b,draw_2,control,5,843.91695252656,840.1661987304688
pythia-1b,draw_2,control,6,923.6827214907344,919.5775146484375
pythia-1b,draw_2,control,7,1281.1056991998707,1275.411865234375
pythia-1b,draw_2,control,8,1223.5575580554955,1218.1195068359375
pythia-1b,draw_2,control,9,1342.431314296504,1336.4649658203125
pythia-1b,draw_2,control,10,1677.3393303040702,1669.884521484375
pythia-1b,draw_2,control,11,2417.4836360747618,2406.7392578125
pythia-1b,draw_2,control,12,2621.0994679524947,2609.4501953125
pythia-1b,draw_2,control,13,3007.882747768345,2994.514404296875
pythia-1b,draw_2,control,14,5073.829260863181,5051.279296875
pythia-1b,draw_2,control,15,8603.23248209093,8564.99609375
pythia-1b,draw_3,low,0,511.79626632270276,509.5216064453125
pythia-1b,draw_3,low,1,555.4521221958262,552.9833984375
pythia-1b,draw_3,low,2,620.1613412048159,617.405029296875
pythia-1b,draw_3,low,3,739.5775015676643,736.29052734375
pythia-1b,draw_3,low,4,823.992626724475,820.3304443359375
pythia-1b,draw_3,low,5,959.3690171157373,955.1051635742188
pythia-1b,draw_3,low,6,999.8814125162163,995.4375
pythia-1b,draw_3,low,7,1278.2839677503039,1272.602783203125
pythia-1b,draw_3,low,8,1204.7855684915457,1199.430908203125
pythia-1b,draw_3,low,9,1262.3775845636374,1256.76708984375
pythia-1b,draw_3,low,10,1531.0873495608766,1524.282470703125
pythia-1b,draw_3,low,11,2415.5832122653587,2404.84716796875
pythia-1b,draw_3,low,12,2579.5680000969282,2568.103271484375
pythia-1b,draw_3,low,13,3068.3494534836523,3054.71240234375
pythia-1b,draw_3,low,14,6419.674118168678,6391.14208984375
pythia-1b,draw_3,low,15,10795.072505973574,10747.0947265625
pythia-1b,draw_3,medium,0,433.1289865979646,431.2039794921875
pythia-1b,draw_3,medium,1,486.474060288024,484.31195068359375
pythia-1b,draw_3,medium,2,556.5424134167404,554.0689086914062
pythia-1b,draw_3,medium,3,688.0452669291171,684.9873046875
pythia-1b,draw_3,medium,4,784.3891140749752,780.9029541015625
pythia-1b,draw_3,medium,5,925.0580132958715,920.9466552734375
pythia-1b,draw_3,medium,6,981.5587205378163,977.1962280273438
pythia-1b,draw_3,medium,7,1301.9412238783616,1296.15478515625
pythia-1b,draw_3,medium,8,1227.1391176735015,1221.68505859375
pythia-1b,draw_3,medium,9,1306.3986697844211,1300.5924072265625
pythia-1b,draw_3,medium,10,1631.8840234133868,1624.6312255859375
pythia-1b,draw_3,medium,11,2521.3241152932783,2510.1181640625
pythia-1b,draw_3,medium,12,2626.327216537877,2614.65478515625
pythia-1b,draw_3,medium,13,3075.7817060382395,3062.111328125
pythia-1b,draw_3,medium,14,6205.889735505087,6178.30810546875
pythia-1b,draw_3,medium,15,10594.286787226327,10547.201171875
pythia-1b,draw_3,high,0,348.4419693003465,346.8933410644531
pythia-1b,draw_3,high,1,412.00445407387565,410.17333984375
pythia-1b,draw_3,high,2,491.4003539565524,489.21636962890625
pythia-1b,draw_3,high,3,630.2918578202425,627.4905395507812
pythia-1b,draw_3,high,4,722.1584379715582,718.9488525390625
pythia-1b,draw_3,high,5,865.4970776573961,861.6504516601562
pythia-1b,draw_3,high,6,941.018254355215,936.8359375
pythia-1b,draw_3,high,7,1285.8877287879802,1280.172607421875
pythia-1b,draw_3,high,8,1219.213045660704,1213.7943115234375
pythia-1b,draw_3,high,9,1319.8558393561873,1313.9898681640625
pythia-1b,draw_3,high,10,1665.6651540652274,1658.26220703125
pythia-1b,draw_3,high,11,2463.0848754476892,2452.137939453125
pythia-1b,draw_3,high,12,2585.3127796194167,2573.822509765625
pythia-1b,draw_3,high,13,2964.001914282523,2950.82861328125
pythia-1b,draw_3,high,14,5427.640761431666,5403.5185546875
pythia-1b,draw_3,high,15,9193.765500344078,9152.904296875
pythia-1b,draw_3,very_high,0,293.48893333226,292.1845397949219
pythia-1b,draw_3,very_high,1,356.3140308557782,354.73040771484375
pythia-1b,draw_3,very_high,2,445.251171506148,443.27227783203125
pythia-1b,draw_3,very_high,3,573.7292104358326,571.1793212890625
pythia-1b,draw_3,very_high,4,675.35581186028,672.354248046875
pythia-1b,draw_3,very_high,5,825.2609786474345,821.5931396484375
pythia-1b,draw_3,very_high,6,915.3476656741248,911.2794189453125
pythia-1b,draw_3,very_high,7,1282.5773270757572,1276.876953125
pythia-1b,draw_3,very_high,8,1233.0372622171126,1227.55712890625
pythia-1b,draw_3,very_high,9,1374.8261626157514,1368.7158203125
pythia-1b,draw_3,very_high,10,1706.5303878928876,1698.94580078125
pythia-1b,draw_3,very_high,11,2338.4545064392987,2328.0615234375
pythia-1b,draw_3,very_high,12,2518.483442895631,2507.290283203125
pythia-1b,draw_3,very_high,13,2876.3441788109953,2863.560302734375
pythia-1b,draw_3,very_high,14,4525.3867467108275,4505.2734375
pythia-1b,draw_3,very_high,15,7596.310578113014,7562.54931640625
pythia-1b,draw_3,control,0,318.0281046614962,316.6146240234375
pythia-1b,draw_3,control,1,376.96118540610405,375.2857666015625
pythia-1b,draw_3,control,2,461.823986392562,459.77142333984375
pythia-1b,draw_3,control,3,593.8081199973255,591.1690063476562
