model,draw,band,layer,mean_norm,std_norm,participation_ratio,isotropy
pythia-70m,draw_3,control,1,10.400618553161621,1.1066035032272339,39.33853460626515,0.44386327266693115
pythia-70m,draw_3,control,2,15.171570777893066,11.425277709960938,1.9433096564366852,0.45987075567245483
pythia-70m,draw_3,control,3,16.55689811706543,10.924766540527344,2.211787824360348,0.49544501304626465
pythia-70m,draw_3,control,4,15.266485214233398,3.7680282592773438,9.415914703854906,0.4211588501930237
pythia-70m,draw_3,control,5,71.43274688720703,9.077893257141113,6.887255353673409,0.030408799648284912
pythia-160m,draw_1,low,0,12.940467834472656,0.757228672504425,99.43665424356473,0.6031156480312347
pythia-160m,draw_1,low,1,16.5728816986084,1.2117040157318115,91.20352060060546,0.4042198061943054
pythia-160m,draw_1,low,2,16.00570297241211,1.008632779121399,78.33718099206877,0.451926589012146
pythia-160m,draw_1,low,3,16.376300811767578,0.7702720165252686,83.18606628493973,0.5174803137779236
pythia-160m,draw_1,low,4,17.284013748168945,0.8007216453552246,79.55716084474778,0.4436466693878174
pythia-160m,draw_1,low,5,21.806243896484375,1.251729130744934,58.94577522530076,0.3425370454788208
pythia-160m,draw_1,low,6,23.764997482299805,1.205517292022705,52.94383930831872,0.2918850779533386
pythia-160m,draw_1,low,7,27.60379409790039,1.4704362154006958,39.58573383868961,0.24731779098510742
pythia-160m,draw_1,low,8,28.152265548706055,3.414975643157959,15.699550119760989,0.3492792248725891
pythia-160m,draw_1,low,9,29.337617874145508,2.2348175048828125,15.059281696931139,0.3690927028656006
pythia-160m,draw_1,low,10,30.709936141967773,1.5988597869873047,25.430068997856143,0.3657326102256775
pythia-160m,draw_1,low,11,112.06806182861328,13.128912925720215,10.711909229465446,0.037837862968444824
pythia-160m,draw_1,medium,0,12.277021408081055,0.7645878195762634,108.6619346954176,0.6117467284202576
pythia-160m,draw_1,medium,1,15.741341590881348,1.109965443611145,99.73737730915569,0.42223668098449707
pythia-160m,draw_1,medium,2,15.297026634216309,0.8473679423332214,81.78436552869971,0.47890162467956543
pythia-160m,draw_1,medium,3,15.947982788085938,0.6757084131240845,83.10058104643275,0.5496425926685333
pythia-160m,draw_1,medium,4,17.119234085083008,0.8282026052474976,74.87822488023333,0.4624951481819153
pythia-160m,draw_1,medium,5,21.38717269897461,1.3062927722930908,41.46067045148619,0.3802163004875183
pythia-160m,draw_1,medium,6,23.163368225097656,1.4213443994522095,38.71645556016464,0.32595187425613403
pythia-160m,draw_1,medium,7,27.657461166381836,1.5698000192642212,31.63131380642976,0.26291680335998535
pythia-160m,draw_1,medium,8,27.238128662109375,3.7061238288879395,10.50558094691175,0.41623228788375854
pythia-160m,draw_1,medium,9,29.0669002532959,2.406978130340576,12.398934681388914,0.4110354781150818
pythia-160m,draw_1,medium,10,30.85767364501953,1.5232861042022705,15.17256025366219,0.3781821131706238
pythia-160m,draw_1,medium,11,115.33446502685547,10.976760864257812,16.550726087725117,0.03387182950973511
pythia-160m,draw_1,high,0,11.543428421020508,0.6195621490478516,99.60965902108866,0.6092580556869507
pythia-160m,draw_1,high,1,14.602545738220215,0.9525133371353149,92.9241447031646,0.45354121923446655
pythia-160m,draw_1,high,2,14.414729118347168,0.7869318723678589,78.06602286824318,0.5158418715000153
pythia-160m,draw_1,high,3,15.42492389678955,0.6475778222084045,78.47255296226045,0.5855852961540222
pythia-160m,draw_1,high,4,16.886247634887695,0.9174081683158875,71.29036771651319,0.48096221685409546
pythia-160m,draw_1,high,5,21.053281784057617,1.3468363285064697,30.63301713982775,0.4068242907524109
pythia-160m,draw_1,high,6,22.621849060058594,1.3929054737091064,40.771052044593695,0.340221643447876
pythia-160m,draw_1,high,7,27.67226219177246,1.6236004829406738,30.33115202969467,0.2679997682571411
pythia-160m,draw_1,high,8,25.925838470458984,2.8545608520507812,12.528804233715448,0.4551759958267212
pythia-160m,draw_1,high,9,29.189773559570312,2.329362154006958,12.962656426036823,0.40350741147994995
pythia-160m,draw_1,high,10,31.036149978637695,1.5483750104904175,13.02551885507784,0.37375307083129883
pythia-160m,draw_1,high,11,117.39468383789062,11.292031288146973,13.703012366086606,0.029898643493652344
pythia-160m,draw_1,very_high,0,10.885520935058594,0.5029993653297424,92.89812042827889,0.6070685982704163
pythia-160m,draw_1,very_high,1,13.866015434265137,0.8959766626358032,88.61318514443563,0.4707036018371582
pythia-160m,draw_1,very_high,2,13.731851577758789,0.7549543380737305,74.44489221404244,0.5463550388813019
pythia-160m,draw_1,very_high,3,14.769777297973633,0.7160614132881165,78.29171030382973,0.6199733018875122
pythia-160m,draw_1,very_high,4,16.5255184173584,1.051986575126648,73.28241426343202,0.4937226176261902
pythia-160m,draw_1,very_high,5,20.676271438598633,1.5341860055923462,30.697156838735296,0.4274287223815918
pythia-160m,draw_1,very_high,6,22.441553115844727,1.4616286754608154,38.92721245708894,0.3559795618057251
pythia-160m,draw_1,very_high,7,27.465438842773438,1.7449415922164917,23.677651697561476,0.2859012484550476
pythia-160m,draw_1,very_high,8,24.69182014465332,2.5449225902557373,14.108442092089195,0.48568159341812134
pythia-160m,draw_1,very_high,9,29.099834442138672,2.6534171104431152,14.107477438712847,0.39017748832702637
pythia-160m,draw_1,very_high,10,30.741792678833008,1.5227934122085571,12.887609659572371,0.36575186252593994
pythia-160m,draw_1,very_high,11,119.50619506835938,11.227256774902344,13.16590128218767,0.027339041233062744
pythia-160m,draw_1,control,0,11.099631309509277,0.6532819271087646,102.19787058660826,0.6025627255439758
pythia-160m,draw_1,control,1,14.123851776123047,0.925383448600769,95.22910103109237,0.4570807218551636
pythia-160m,draw_1,control,2,13.984472274780273,0.8224292397499084,78.0565439255021,0.5274433791637421
pythia-160m,draw_1,control,3,15.045058250427246,0.7352034449577332,80.75339327030736,0.600882887840271
pythia-160m,draw_1,control,4,16.72024917602539,0.9959103465080261,71.61506036284989,0.49017971754074097
pythia-160m,draw_1,control,5,20.8698787689209,1.5173592567443848,34.55236853596257,0.4077688455581665
pythia-160m,draw_1,control,6,22.54104995727539,1.3984240293502808,39.72059146416561,0.35017889738082886
pythia-160m,draw_1,control,7,27.60572052001953,1.5765583515167236,26.522439627928485,0.28120797872543335
pythia-160m,draw_1,control,8,25.133068084716797,2.6466925144195557,13.292317877174185,0.48624473810195923
pythia-160m,draw_1,control,9,29.017431259155273,2.451981782913208,12.621230080121249,0.4118567705154419
pythia-160m,draw_1,control,10,30.72669219970703,1.475188136100769,13.273771369946534,0.369645357131958
pythia-160m,draw_1,control,11,118.38915252685547,11.413646697998047,13.143087340372801,0.028304219245910645
pythia-160m,draw_2,low,0,12.88620376586914,0.6899536848068237,105.43715832159212,0.6076392531394958
pythia-160m,draw_2,low,1,16.4870548248291,1.0920698642730713,95.43483029468536,0.41344207525253296
pythia-160m,draw_2,low,2,16.07716941833496,0.8706806898117065,78.01686106498512,0.4587056636810303
pythia-160m,draw_2,low,3,16.431779861450195,0.7013780474662781,81.66510026394415,0.5247800350189209
pythia-160m,draw_2,low,4,17.269441604614258,0.7950068116188049,76.68165499020422,0.4480223059654236
pythia-160m,draw_2,low,5,21.737720489501953,1.3053545951843262,55.34715322825991,0.34103041887283325
pythia-160m,draw_2,low,6,23.787322998046875,1.5108803510665894,46.101407032904326,0.29430240392684937
pythia-160m,draw_2,low,7,27.7611026763916,1.4731708765029907,34.64469412451508,0.252544105052948
pythia-160m,draw_2,low,8,28.223796844482422,3.7358245849609375,14.661466789701034,0.34564918279647827
pythia-160m,draw_2,low,9,29.21933937072754,2.3811423778533936,17.051236209775034,0.35100388526916504
pythia-160m,draw_2,low,10,30.69634246826172,1.5195438861846924,28.94516746733215,0.35524260997772217
pythia-160m,draw_2,low,11,111.316650390625,11.636748313903809,14.323431842076424,0.038005173206329346
pythia-160m,draw_2,medium,0,12.231746673583984,0.6706447005271912,103.72281748772146,0.6159526407718658
pythia-160m,draw_2,medium,1,15.706823348999023,1.0437254905700684,95.8217559546141,0.42470335960388184
pythia-160m,draw_2,medium,2,15.24853229522705,0.8149859309196472,81.34362651592832,0.4819018244743347
pythia-160m,draw_2,medium,3,15.944965362548828,0.6633557677268982,81.93435658717637,0.5525664687156677
pythia-160m,draw_2,medium,4,17.09568214416504,0.7467951774597168,77.90553177386982,0.4593111276626587
pythia-160m,draw_2,medium,5,21.327600479125977,1.3566666841506958,48.55226863662202,0.3673674464225769
pythia-160m,draw_2,medium,6,23.1888427734375,1.4243783950805664,46.43371850281224,0.3116467595100403
pythia-160m,draw_2,medium,7,27.91567039489746,1.5155476331710815,30.689749974072743,0.25782305002212524
pythia-160m,draw_2,medium,8,27.06047821044922,3.141024112701416,12.973240791616712,0.3989154100418091
pythia-160m,draw_2,medium,9,28.898942947387695,2.406018018722534,14.238231862074558,0.3850908875465393
pythia-160m,draw_2,medium,10,30.9157772064209,1.4218649864196777,16.321509777663437,0.3745969533920288
pythia-160m,draw_2,medium,11,116.52734375,11.490053176879883,14.671311542038932,0.0334126353263855
pythia-160m,draw_2,high,0,11.480618476867676,0.6608838438987732,99.23173140904049,0.596555233001709
pythia-160m,draw_2,high,1,14.631211280822754,1.094484806060791,89.68867141132498,0.44022029638290405
pythia-160m,draw_2,high,2,14.375804901123047,0.7859707474708557,75.77331213305791,0.5059350728988647
pythia-160m,draw_2,high,3,15.385047912597656,0.6128026247024536,75.17741787198474,0.5805126428604126
pythia-160m,draw_2,high,4,16.8457088470459,0.8736782073974609,70.75279342569183,0.47311562299728394
pythia-160m,draw_2,high,5,20.961519241333008,1.3867526054382324,37.34517186113291,0.3902714252471924
pythia-160m,draw_2,high,6,22.66483497619629,1.5076700448989868,40.3478662911962,0.33353322744369507
pythia-160m,draw_2,high,7,27.650299072265625,1.7369170188903809,24.615770842561744,0.27366942167282104
pythia-160m,draw_2,high,8,25.672643661499023,2.9632818698883057,13.14879850205843,0.4560277462005615
pythia-160m,draw_2,high,9,29.333011627197266,2.448528289794922,12.39998982107498,0.4033716917037964
pythia-160m,draw_2,high,10,31.094501495361328,1.501888632774353,12.218047411035656,0.3732142448425293
pythia-160m,draw_2,high,11,117.72769927978516,10.446276664733887,17.019643449618563,0.029926180839538574
pythia-160m,draw_2,very_high,0,10.803821563720703,0.5049896240234375,102.68394982806893,0.6000304818153381
pythia-160m,draw_2,very_high,1,13.817994117736816,0.8675400018692017,96.40838354108686,0.45866119861602783
pythia-160m,draw_2,very_high,2,13.70985221862793,0.6931270360946655,80.59218333305807,0.5248554646968842
pythia-160m,draw_2,very_high,3,14.83765697479248,0.6536461710929871,81.24440363555465,0.5996191501617432
pythia-160m,draw_2,very_high,4,16.67416000366211,0.9440023303031921,73.76156915601948,0.4771580100059509
pythia-160m,draw_2,very_high,5,20.96519660949707,1.3947938680648804,33.97316621018791,0.4042995572090149
pythia-160m,draw_2,very_high,6,22.626453399658203,1.454289197921753,39.46967763756669,0.3390718102455139
pythia-160m,draw_2,very_high,7,27.74765968322754,1.7928180694580078,22.69366047781136,0.27639514207839966
pythia-160m,draw_2,very_high,8,24.60549545288086,2.4579412937164307,15.003985164262057,0.47160404920578003
pythia-160m,draw_2,very_high,9,29.0970401763916,2.5209455490112305,13.556964127733869,0.3879973292350769
pythia-160m,draw_2,very_high,10,30.804397583007812,1.4385261535644531,11.858066296236393,0.3588900566101074
pythia-160m,draw_2,very_high,11,119.99456787109375,11.376171112060547,12.691156894978686,0.026325762271881104
pythia-160m,draw_2,control,0,11.10424518585205,0.7367779016494751,103.15843905540085,0.6035816371440887
pythia-160m,draw_2,control,1,14.147603988647461,1.0394853353500366,95.86645763736455,0.45391035079956055
pythia-160m,draw_2,control,2,13.927046775817871,0.9187809824943542,79.38257770236473,0.5287938117980957
pythia-160m,draw_2,control,3,14.931130409240723,0.8225749135017395,80.5491656381355,0.6078246235847473
pythia-160m,draw_2,control,4,16.634153366088867,1.134291648864746,73.84785443680583,0.4926009178161621
pythia-160m,draw_2,control,5,20.863908767700195,1.641919493675232,30.23010423203474,0.4203353524208069
pythia-160m,draw_2,control,6,22.459869384765625,1.4470270872116089,38.50948507265241,0.35707271099090576
pythia-160m,draw_2,control,7,27.581174850463867,1.7624181509017944,25.4451616348318,0.2881028652191162
pythia-160m,draw_2,control,8,25.310110092163086,2.611914873123169,12.549077953860685,0.49625492095947266
pythia-160m,draw_2,control,9,29.204729080200195,2.5807080268859863,11.886469445837353,0.41669613122940063
pythia-160m,draw_2,control,10,30.922861099243164,1.543188452720642,10.82238607896161,0.3896971344947815
pythia-160m,draw_2,control,11,119.1553955078125,11.824317932128906,12.182935200360316,0.028726577758789062
pythia-160m,draw_3,low,0,12.769025802612305,0.7500044703483582,104.79634141221337,0.6078440546989441
pythia-160m,draw_3,low,1,16.394702911376953,1.1171202659606934,92.39769138469654,0.41282278299331665
pythia-160m,draw_3,low,2,15.938931465148926,0.9228867888450623,76.21202086702581,0.46133995056152344
pythia-160m,draw_3,low,3,16.373394012451172,0.7821245789527893,82.38846191665844,0.5252504348754883
pythia-160m,draw_3,low,4,17.2418212890625,0.8209394812583923,76.63331057570392,0.4480552673339844
pythia-160m,draw_3,low,5,21.582500457763672,1.3904643058776855,59.5844689024577,0.3459245562553406
pythia-160m,draw_3,low,6,23.45372772216797,1.3651471138000488,52.72719484332075,0.2961691617965698
pythia-160m,draw_3,low,7,27.54307746887207,1.3651942014694214,35.976527387076246,0.25449973344802856
pythia-160m,draw_3,low,8,27.94178009033203,3.4574055671691895,14.756036674807424,0.36252617835998535
pythia-160m,draw_3,low,9,28.877365112304688,2.1635358333587646,15.107768167484357,0.37337392568588257
pythia-160m,draw_3,low,10,30.798154830932617,1.3661350011825562,21.53933191300509,0.3710055947303772
pythia-160m,draw_3,low,11,113.57648468017578,11.769967079162598,14.011405852804819,0.036646485328674316
pythia-160m,draw_3,medium,0,12.249761581420898,0.7331886291503906,101.08074228305726,0.6089972257614136
pythia-160m,draw_3,medium,1,15.763420104980469,1.1090022325515747,93.48760903944189,0.4166516661643982
pythia-160m,draw_3,medium,2,15.234726905822754,0.8834667205810547,79.70192690987629,0.47319018840789795
pythia-160m,draw_3,medium,3,15.874068260192871,0.6924157738685608,82.38717518058158,0.5437468588352203
pythia-160m,draw_3,medium,4,17.050935745239258,0.8402472138404846,76.47987176237648,0.4531213045120239
pythia-160m,draw_3,medium,5,21.281587600708008,1.3176441192626953,41.93603580965204,0.3662928342819214
pythia-160m,draw_3,medium,6,23.150951385498047,1.3691717386245728,43.63828298836268,0.31201815605163574
pythia-160m,draw_3,medium,7,27.597408294677734,1.4120336771011353,31.000102148759517,0.2607092261314392
pythia-160m,draw_3,medium,8,27.101503372192383,3.25703763961792,13.382927070297635,0.3975755572319031
pythia-160m,draw_3,medium,9,28.817968368530273,2.4267356395721436,13.553757457376602,0.3954099416732788
pythia-160m,draw_3,medium,10,30.788244247436523,1.5022389888763428,15.012077874004685,0.38878047466278076
pythia-160m,draw_3,medium,11,115.86869812011719,11.311861038208008,15.371841191352793,0.03386545181274414
pythia-160m,draw_3,high,0,11.50912857055664,0.5763732194900513,98.72200977654319,0.6114932894706726
pythia-160m,draw_3,high,1,14.612175941467285,0.9084741473197937,91.4829125574305,0.4512450695037842
pythia-160m,draw_3,high,2,14.269869804382324,0.7154644727706909,78.32656042540461,0.5208889245986938
pythia-160m,draw_3,high,3,15.271004676818848,0.5995631217956543,80.64556461866063,0.5912981629371643
pythia-160m,draw_3,high,4,16.807470321655273,0.8243224620819092,75.2894597343301,0.47785401344299316
pythia-160m,draw_3,high,5,20.914688110351562,1.3272072076797485,33.47949791967914,0.4042065739631653
pythia-160m,draw_3,high,6,22.671072006225586,1.405321717262268,41.03927947477171,0.3409426808357239
pythia-160m,draw_3,high,7,27.563474655151367,1.692812204360962,26.75266846852522,0.2803882956504822
pythia-160m,draw_3,high,8,25.490921020507812,2.7985494136810303,13.252828913764889,0.4603006839752197
pythia-160m,draw_3,high,9,28.855955123901367,2.396787405014038,12.456971220449917,0.4190673828125
pythia-160m,draw_3,high,10,30.831296920776367,1.5033940076828003,13.054896109053935,0.3768947720527649
pythia-160m,draw_3,high,11,117.41619873046875,11.300594329833984,14.26232517093396,0.030528604984283447
pythia-160m,draw_3,very_high,0,10.855862617492676,0.508326530456543,96.489840454222,0.5966267287731171
pythia-160m,draw_3,very_high,1,13.884221076965332,0.9204980731010437,88.79847940112853,0.46139657497406006
pythia-160m,draw_3,very_high,2,13.7294340133667,0.7467727065086365,76.72516986496017,0.5318293273448944
pythia-160m,draw_3,very_high,3,14.790238380432129,0.7171234488487244,78.92837847245448,0.6107349395751953
pythia-160m,draw_3,very_high,4,16.532936096191406,1.0325899124145508,75.59520295702755,0.4902927875518799
pythia-160m,draw_3,very_high,5,20.651025772094727,1.3987228870391846,35.77202788276588,0.417568564414978
pythia-160m,draw_3,very_high,6,22.37065887451172,1.3833789825439453,43.002459377987336,0.344843327999115
pythia-160m,draw_3,very_high,7,27.661489486694336,1.6851415634155273,19.916877971014834,0.28770124912261963
pythia-160m,draw_3,very_high,8,24.76154136657715,2.5522263050079346,14.3658151191385,0.47924166917800903
pythia-160m,draw_3,very_high,9,28.830488204956055,2.551482915878296,13.366506573105484,0.40150636434555054
pythia-160m,draw_3,very_high,10,30.648473739624023,1.4782651662826538,11.115446758914077,0.3741818070411682
pythia-160m,draw_3,very_high,11,119.01982116699219,11.961901664733887,11.14853162460536,0.026955723762512207
pythia-160m,draw_3,control,0,11.087828636169434,0.7940359115600586,104.86449786194918,0.5974188446998596
pythia-160m,draw_3,control,1,14.12524700164795,1.12563157081604,97.16143439260068,0.4521368741989136
pythia-160m,draw_3,control,2,13.86772346496582,0.9601189494132996,80.39238449967868,0.5258863866329193
pythia-160m,draw_3,control,3,14.902606964111328,0.7693406939506531,83.02098311416961,0.6038534045219421
pythia-160m,draw_3,control,4,16.601667404174805,1.0078500509262085,75.36080539895856,0.48979324102401733
pythia-160m,draw_3,control,5,20.86853790283203,1.412222981452942,41.943750615464154,0.4024794101715088
pythia-160m,draw_3,control,6,22.59751319885254,1.5572184324264526,40.58616062183522,0.34406304359436035
pythia-160m,draw_3,control,7,27.546545028686523,1.7380157709121704,21.598278279599622,0.29274702072143555
pythia-160m,draw_3,control,8,25.073694229125977,2.653552293777466,12.514299840178444,0.49428319931030273
pythia-160m,draw_3,control,9,29.024253845214844,2.431497812271118,13.693864407409738,0.4083234667778015
pythia-160m,draw_3,control,10,30.820117950439453,1.4743610620498657,13.315671224754933,0.3684699535369873
pythia-160m,draw_3,control,11,120.38591766357422,11.056803703308105,14.233202932552805,0.02773594856262207
pythia-410m,draw_1,low,0,16.622488021850586,1.0585459470748901,107.5982260277113,0.7065083682537079
pythia-410m,draw_1,low,1,20.32986068725586,1.3869519233703613,110.71889128183237,0.5022451877593994
pythia-410m,draw_1,low,2,23.30893898010254,1.5492486953735352,106.05741471759248,0.4030616879463196
pythia-410m,draw_1,low,3,24.540979385375977,1.5638245344161987,105.63792345732021,0.376323401927948
pythia-410m,draw_1,low,4,24.393007278442383,1.4952144622802734,101.47105611533367,0.3811238408088684
pythia-410m,draw_1,low,5,22.22674560546875,1.2670050859451294,96.5742308085154,0.46539318561553955
pythia-410m,draw_1,low,6,22.902034759521484,1.072263240814209,95.33137078966556,0.455510675907135
