model,band,draw,layer,mean_norm,std_norm,participation_ratio,isotropy
pythia-410m,very_high,draw_3,20,61.14649200439453,6.139929294586182,4.7374851706317385,0.29265427589416504
pythia-410m,very_high,draw_3,21,55.5113639831543,6.607781887054443,6.8878446600113215,0.36310964822769165
pythia-410m,very_high,draw_3,22,55.05743408203125,4.185892105102539,15.006387875230509,0.33613651990890503
pythia-410m,very_high,draw_3,23,73.3602066040039,8.496404647827148,42.13376656759603,0.176413893699646
pythia-410m,control,draw_1,0,13.892189979553223,0.9170444011688232,113.51418769158253,0.6075367033481598
pythia-410m,control,draw_1,1,17.15724754333496,1.2462375164031982,118.05115285851058,0.47928041219711304
pythia-410m,control,draw_1,2,20.356542587280273,1.4168720245361328,110.81246621026303,0.3922536373138428
pythia-410m,control,draw_1,3,21.02633285522461,1.4518574476242065,106.48742259142466,0.40528422594070435
pythia-410m,control,draw_1,4,21.145803451538086,1.2817822694778442,101.19031944509095,0.42676281929016113
pythia-410m,control,draw_1,5,19.79010009765625,1.0162408351898193,99.86586830588405,0.5335600972175598
pythia-410m,control,draw_1,6,21.063323974609375,0.8976609110832214,98.98779027727727,0.5065099895000458
pythia-410m,control,draw_1,7,21.875072479248047,0.8353674411773682,91.88582390674866,0.483817994594574
pythia-410m,control,draw_1,8,23.476394653320312,0.9411853551864624,88.87272867422182,0.4363885521888733
pythia-410m,control,draw_1,9,23.499032974243164,1.112844705581665,86.07867496901306,0.4650641083717346
pythia-410m,control,draw_1,10,23.795011520385742,1.2295012474060059,89.49002385976962,0.5077619254589081
pythia-410m,control,draw_1,11,26.660329818725586,1.3968743085861206,79.96808658509099,0.5010472238063812
pythia-410m,control,draw_1,12,25.93436622619629,1.4877922534942627,81.09428541542208,0.45396745204925537
pythia-410m,control,draw_1,13,30.989826202392578,2.975443124771118,48.81628602506592,0.3449561595916748
pythia-410m,control,draw_1,14,26.916088104248047,1.628471851348877,63.09071633143373,0.40671950578689575
pythia-410m,control,draw_1,15,25.82221794128418,1.4302409887313843,67.51670277090605,0.4554823040962219
pythia-410m,control,draw_1,16,32.960365295410156,2.1401333808898926,65.99416502221882,0.336799681186676
pythia-410m,control,draw_1,17,35.81462097167969,2.559250593185425,18.406548265506807,0.3980860114097595
pythia-410m,control,draw_1,18,43.280364990234375,3.878858804702759,9.827181338387074,0.40167421102523804
pythia-410m,control,draw_1,19,57.432315826416016,4.89493465423584,10.138647871351429,0.24643200635910034
pythia-410m,control,draw_1,20,61.47475814819336,6.36857271194458,4.263913831239905,0.3087926506996155
pythia-410m,control,draw_1,21,55.37016677856445,6.6752166748046875,6.928330156054828,0.3800646662712097
pythia-410m,control,draw_1,22,55.01559829711914,4.384456634521484,14.068676589821878,0.36011189222335815
pythia-410m,control,draw_1,23,72.11538696289062,9.269038200378418,39.378035708952396,0.19421112537384033
pythia-410m,control,draw_2,0,13.865325927734375,0.9963792562484741,114.84252747965724,0.6186938285827637
pythia-410m,control,draw_2,1,16.994972229003906,1.433914065361023,117.20164446859258,0.4877246618270874
pythia-410m,control,draw_2,2,20.03803253173828,1.60763418674469,107.831530710458,0.4010128378868103
pythia-410m,control,draw_2,3,20.689599990844727,1.6599042415618896,105.93071136802457,0.4122515916824341
pythia-410m,control,draw_2,4,20.821578979492188,1.4914697408676147,98.63309080973104,0.4284955859184265
pythia-410m,control,draw_2,5,19.581615447998047,1.228935956954956,99.35752386904561,0.5299354791641235
pythia-410m,control,draw_2,6,20.98520851135254,0.9886356592178345,98.33860774903695,0.4992564916610718
pythia-410m,control,draw_2,7,21.72747039794922,0.9459891319274902,90.65780616612814,0.47754526138305664
pythia-410m,control,draw_2,8,23.26472282409668,1.0010974407196045,87.14696542750202,0.43405789136886597
pythia-410m,control,draw_2,9,23.228322982788086,1.2558882236480713,82.80244250379995,0.46169811487197876
pythia-410m,control,draw_2,10,23.485504150390625,1.290330171585083,87.24099535412087,0.5033140480518341
pythia-410m,control,draw_2,11,26.354328155517578,1.3638060092926025,74.62833828654117,0.5032961070537567
pythia-410m,control,draw_2,12,25.605321884155273,1.3884477615356445,74.8100802448885,0.456670880317688
pythia-410m,control,draw_2,13,30.5394229888916,2.7547109127044678,47.61720571741244,0.35085374116897583
pythia-410m,control,draw_2,14,26.67638397216797,1.5968600511550903,60.30986523915775,0.40949541330337524
pythia-410m,control,draw_2,15,25.641489028930664,1.428125262260437,64.37793517829645,0.4544675350189209
pythia-410m,control,draw_2,16,32.8258056640625,1.9840338230133057,65.30061898472435,0.33630526065826416
pythia-410m,control,draw_2,17,35.95441818237305,3.4731056690216064,13.796049149861286,0.3861095905303955
pythia-410m,control,draw_2,18,43.2932014465332,4.393711090087891,7.603673130830179,0.3977750539779663
pythia-410m,control,draw_2,19,56.918094635009766,4.8790106773376465,9.789701027605734,0.25734543800354004
pythia-410m,control,draw_2,20,60.86994171142578,6.324105739593506,4.053730100486764,0.32094722986221313
pythia-410m,control,draw_2,21,54.145729064941406,5.926279067993164,6.723305360558326,0.39231038093566895
pythia-410m,control,draw_2,22,54.83930587768555,3.8745546340942383,13.939620119986447,0.3605361580848694
pythia-410m,control,draw_2,23,72.9171371459961,8.295886039733887,46.68603890703351,0.18826162815093994
pythia-410m,control,draw_3,0,13.779070854187012,0.9874356985092163,112.91492534389779,0.6124516725540161
pythia-410m,control,draw_3,1,17.122255325317383,1.4647661447525024,116.01147976724347,0.4784073829650879
pythia-410m,control,draw_3,2,20.25990867614746,1.548222303390503,110.38912388145054,0.39099276065826416
pythia-410m,control,draw_3,3,20.87172508239746,1.6618564128875732,106.42875070531544,0.4042351245880127
pythia-410m,control,draw_3,4,21.1145076751709,1.4499319791793823,100.26781436563063,0.4197322726249695
pythia-410m,control,draw_3,5,19.746553421020508,1.1536052227020264,98.35530348238773,0.5230493247509003
pythia-410m,control,draw_3,6,21.143287658691406,0.9782532453536987,97.3381076070888,0.4902127981185913
pythia-410m,control,draw_3,7,21.864887237548828,0.9715133309364319,91.145870527058,0.4633815884590149
pythia-410m,control,draw_3,8,23.49660873413086,1.0340112447738647,88.39303098767165,0.41701531410217285
pythia-410m,control,draw_3,9,23.53456687927246,1.2063720226287842,82.94697444586436,0.44704669713974
pythia-410m,control,draw_3,10,23.749540328979492,1.2670447826385498,87.79035093715977,0.4934934377670288
pythia-410m,control,draw_3,11,26.62259292602539,1.4263442754745483,80.51489080663664,0.49815577268600464
pythia-410m,control,draw_3,12,25.843122482299805,1.461399793624878,82.7624492230243,0.4543052315711975
pythia-410m,control,draw_3,13,30.942134857177734,2.669732093811035,59.53897061910152,0.33741313219070435
pythia-410m,control,draw_3,14,26.658910751342773,1.606532335281372,67.4836482228196,0.4097844958305359
pythia-410m,control,draw_3,15,25.45317268371582,1.3686972856521606,67.78794280865307,0.4689694046974182
pythia-410m,control,draw_3,16,32.821285247802734,1.8829331398010254,66.43890986009771,0.34282517433166504
pythia-410m,control,draw_3,17,35.71946716308594,2.452249050140381,12.359167536177415,0.419375479221344
pythia-410m,control,draw_3,18,43.45166778564453,4.524808883666992,6.2837619714045285,0.4249216914176941
pythia-410m,control,draw_3,19,57.49716567993164,4.678956985473633,7.853268992543005,0.2583136558532715
pythia-410m,control,draw_3,20,61.62685775756836,8.219222068786621,3.535676988329477,0.31540781259536743
pythia-410m,control,draw_3,21,54.92097091674805,6.902698516845703,7.081805460988584,0.3632882833480835
pythia-410m,control,draw_3,22,54.684478759765625,3.862649917602539,14.895447707133274,0.3502976894378662
pythia-410m,control,draw_3,23,71.77998352050781,8.504737854003906,43.05046331036022,0.1951712965965271
pythia-1b,low,draw_1,0,31.132383346557617,1.7472482919692993,120.50118354832932,0.5166266858577728
pythia-1b,low,draw_1,1,40.86904525756836,2.2749030590057373,120.73710582764576,0.3202071785926819
pythia-1b,low,draw_1,2,43.39725875854492,2.638906240463257,121.12729902657826,0.31359589099884033
pythia-1b,low,draw_1,3,43.647830963134766,2.657463550567627,121.53189207395519,0.36566710472106934
pythia-1b,low,draw_1,4,49.20456314086914,3.050246238708496,117.03015832892956,0.3183436989784241
pythia-1b,low,draw_1,5,55.02604675292969,2.826643705368042,110.17494857217702,0.29607677459716797
pythia-1b,low,draw_1,6,52.112388610839844,2.3665246963500977,107.87842049482401,0.3442401885986328
pythia-1b,low,draw_1,7,62.620845794677734,2.623918056488037,104.83578658503683,0.30996495485305786
pythia-1b,low,draw_1,8,59.61735534667969,2.7722880840301514,104.55221149961517,0.3207741975784302
pythia-1b,low,draw_1,9,55.49257278442383,2.975261688232422,98.9491754432002,0.3881707787513733
pythia-1b,low,draw_1,10,61.60969543457031,3.9521291255950928,105.45983757315314,0.3923403024673462
pythia-1b,low,draw_1,11,80.00605773925781,5.440151214599609,105.56968180155746,0.3870829939842224
pythia-1b,low,draw_1,12,93.03585052490234,5.030185699462891,104.93179042508983,0.29855406284332275
pythia-1b,low,draw_1,13,105.98482513427734,5.685064792633057,94.21838741649825,0.2725514769554138
pythia-1b,low,draw_1,14,132.41407775878906,6.603085041046143,84.81762558023095,0.3689693212509155
pythia-1b,low,draw_1,15,200.3291015625,21.243101119995117,53.585461528063014,0.2633563280105591
pythia-1b,low,draw_2,0,31.296232223510742,1.7815080881118774,129.66335875682284,0.512137770652771
pythia-1b,low,draw_2,1,40.72260284423828,2.0051019191741943,126.96127805659566,0.3248763680458069
pythia-1b,low,draw_2,2,43.06681442260742,2.269892692565918,128.81997760973977,0.3183937668800354
pythia-1b,low,draw_2,3,43.493309020996094,2.5065715312957764,126.02074880605622,0.3724457025527954
pythia-1b,low,draw_2,4,49.40873336791992,3.058109998703003,120.64753089839067,0.3205621838569641
pythia-1b,low,draw_2,5,55.1198844909668,2.4313671588897705,110.37638934386311,0.2981206774711609
pythia-1b,low,draw_2,6,52.20085144042969,2.287337064743042,105.9707996174096,0.3464897871017456
pythia-1b,low,draw_2,7,62.50428771972656,3.056016206741333,101.45748151420885,0.3115938901901245
pythia-1b,low,draw_2,8,60.11185836791992,3.184476613998413,98.34706048137122,0.31694352626800537
pythia-1b,low,draw_2,9,55.916072845458984,2.9653286933898926,92.01927299977929,0.3862660527229309
pythia-1b,low,draw_2,10,62.2906608581543,3.755838394165039,98.83929680510944,0.3925790786743164
pythia-1b,low,draw_2,11,81.3132553100586,5.16126823425293,101.60482488525139,0.38606083393096924
pythia-1b,low,draw_2,12,94.16352081298828,4.594329357147217,100.79305313739056,0.2959672212600708
pythia-1b,low,draw_2,13,106.85498046875,5.743199825286865,89.33444985491704,0.2729461193084717
pythia-1b,low,draw_2,14,133.45645141601562,6.93955135345459,80.82880870117063,0.3709598183631897
pythia-1b,low,draw_2,15,202.7200927734375,23.126419067382812,47.38074106228525,0.26711082458496094
pythia-1b,low,draw_3,0,30.964887619018555,1.7693355083465576,122.50042146155113,0.5188471674919128
pythia-1b,low,draw_3,1,41.06781005859375,2.171811103820801,121.91932844880327,0.3201221823692322
pythia-1b,low,draw_3,2,43.28059005737305,2.4086852073669434,122.1126019066082,0.31788480281829834
pythia-1b,low,draw_3,3,43.350677490234375,2.4629297256469727,123.0885493143921,0.3744574189186096
pythia-1b,low,draw_3,4,49.059425354003906,2.872687339782715,119.61117753249637,0.3232700824737549
pythia-1b,low,draw_3,5,55.06822204589844,2.4812369346618652,108.32699063221824,0.29649436473846436
pythia-1b,low,draw_3,6,52.03202438354492,2.4153852462768555,105.89450678265483,0.34317654371261597
pythia-1b,low,draw_3,7,62.519805908203125,2.622234344482422,102.59799730190402,0.3074081540107727
pythia-1b,low,draw_3,8,59.84172058105469,2.8043649196624756,100.00421612704672,0.3157561421394348
pythia-1b,low,draw_3,9,55.37766647338867,2.722593069076538,94.3139306141379,0.38270819187164307
pythia-1b,low,draw_3,10,60.97313690185547,3.520836114883423,102.66087457010273,0.3873339295387268
pythia-1b,low,draw_3,11,78.7103271484375,4.587444305419922,104.54986073813538,0.37319064140319824
pythia-1b,low,draw_3,12,94.23417663574219,4.711941719055176,103.23904383353523,0.2911771535873413
pythia-1b,low,draw_3,13,108.57574462890625,5.722309589385986,93.51100908867068,0.2617313861846924
pythia-1b,low,draw_3,14,136.60751342773438,6.820874214172363,82.77015359202002,0.35078704357147217
pythia-1b,low,draw_3,15,211.30780029296875,24.22056007385254,47.5909201667862,0.2392330765724182
pythia-1b,medium,draw_1,0,29.35852813720703,1.4308916330337524,133.03359817182803,0.4947282075881958
pythia-1b,medium,draw_1,1,38.49212646484375,1.7676321268081665,130.78456613972176,0.32233482599258423
pythia-1b,medium,draw_1,2,41.09975814819336,1.938556432723999,132.48336939979427,0.3204585909843445
pythia-1b,medium,draw_1,3,41.89772033691406,2.3932785987854004,129.48566134226454,0.37987613677978516
pythia-1b,medium,draw_1,4,47.74763107299805,2.9846200942993164,123.63767507168373,0.32721424102783203
pythia-1b,medium,draw_1,5,53.11617660522461,3.135713577270508,113.84662129393693,0.30337804555892944
pythia-1b,medium,draw_1,6,51.18737030029297,3.1573710441589355,110.22460868660056,0.34894704818725586
pythia-1b,medium,draw_1,7,62.6204948425293,3.2354865074157715,106.02585923218479,0.3137778043746948
pythia-1b,medium,draw_1,8,59.897483825683594,3.439532518386841,103.1500159957432,0.3239338994026184
pythia-1b,medium,draw_1,9,56.44377136230469,3.3883800506591797,97.53251672560529,0.3867172598838806
pythia-1b,medium,draw_1,10,63.52333450317383,3.7655255794525146,106.12554703522994,0.39468395709991455
pythia-1b,medium,draw_1,11,81.60492706298828,4.6601338386535645,105.34244752655184,0.38426822423934937
pythia-1b,medium,draw_1,12,96.13524627685547,4.824781894683838,102.4773706172595,0.2849390506744385
pythia-1b,medium,draw_1,13,109.07061004638672,6.06353235244751,94.30601492900489,0.25644153356552124
pythia-1b,medium,draw_1,14,135.0071563720703,7.60587215423584,85.97995577462879,0.3346920609474182
pythia-1b,medium,draw_1,15,209.23583984375,22.659399032592773,50.565089480675006,0.2253381609916687
pythia-1b,medium,draw_2,0,29.43384552001953,1.4669089317321777,120.6929125343085,0.5006875395774841
pythia-1b,medium,draw_2,1,38.544010162353516,1.9457279443740845,121.14792272690775,0.3249667286872864
pythia-1b,medium,draw_2,2,41.100894927978516,2.1380157470703125,123.81309523842326,0.32139015197753906
pythia-1b,medium,draw_2,3,41.93089294433594,2.327712059020996,123.93374763008855,0.38058358430862427
pythia-1b,medium,draw_2,4,47.90529251098633,2.7746315002441406,121.33392942118789,0.3304900527000427
pythia-1b,medium,draw_2,5,54.03010559082031,2.505514621734619,112.81623344196565,0.30246222019195557
pythia-1b,medium,draw_2,6,51.07589340209961,2.51667857170105,109.13677278535137,0.35489946603775024
pythia-1b,medium,draw_2,7,62.291351318359375,2.632485866546631,103.46922221389732,0.317524254322052
pythia-1b,medium,draw_2,8,59.75593566894531,2.942779064178467,101.00190578679309,0.32490384578704834
pythia-1b,medium,draw_2,9,55.805030822753906,2.7889046669006348,96.09395624427016,0.3923074007034302
pythia-1b,medium,draw_2,10,62.7340202331543,3.4913642406463623,105.99101005415429,0.3994544744491577
pythia-1b,medium,draw_2,11,81.85981750488281,5.214445114135742,108.21602996644191,0.39376211166381836
pythia-1b,medium,draw_2,12,95.3714599609375,5.088010787963867,108.11064614558994,0.29041653871536255
pythia-1b,medium,draw_2,13,108.73713684082031,5.8715009689331055,101.2413330749167,0.26033657789230347
pythia-1b,medium,draw_2,14,134.69577026367188,7.223552227020264,90.2439585984835,0.3344166874885559
pythia-1b,medium,draw_2,15,210.00491333007812,24.051959991455078,50.15526593125808,0.22155320644378662
pythia-1b,medium,draw_3,0,29.41167449951172,1.3854999542236328,122.98804507196512,0.4975798726081848
pythia-1b,medium,draw_3,1,38.420555114746094,1.883662462234497,121.2431356927054,0.32416844367980957
pythia-1b,medium,draw_3,2,40.86502456665039,2.1184961795806885,124.43009702806116,0.322177529335022
pythia-1b,medium,draw_3,3,41.747074127197266,2.3447022438049316,123.87248955740303,0.38146066665649414
pythia-1b,medium,draw_3,4,47.7848014831543,2.836786985397339,119.76063438892152,0.33054274320602417
pythia-1b,medium,draw_3,5,54.10359191894531,2.458353281021118,110.62148299026958,0.30653560161590576
pythia-1b,medium,draw_3,6,51.5091552734375,2.2793545722961426,108.26207321250183,0.3548109531402588
pythia-1b,medium,draw_3,7,62.92405319213867,2.7323944568634033,98.19308230434916,0.317929208278656
pythia-1b,medium,draw_3,8,59.77984619140625,2.9093785285949707,97.56183723572488,0.32892268896102905
pythia-1b,medium,draw_3,9,55.996978759765625,3.0368947982788086,90.51632358832204,0.3929867148399353
pythia-1b,medium,draw_3,10,62.825435638427734,3.5620574951171875,98.18411576962595,0.39960575103759766
pythia-1b,medium,draw_3,11,82.34595489501953,5.466353893280029,97.51219567167051,0.39851152896881104
pythia-1b,medium,draw_3,12,95.35423278808594,5.5837602615356445,95.80869168845845,0.29894334077835083
pythia-1b,medium,draw_3,13,108.63817596435547,6.244185447692871,87.03245767518018,0.2702690362930298
pythia-1b,medium,draw_3,14,134.4547882080078,7.643573760986328,84.62330959154258,0.3472934365272522
pythia-1b,medium,draw_3,15,210.48373413085938,25.513547897338867,44.5155843276735,0.23314356803894043
pythia-1b,high,draw_1,0,28.103090286254883,1.1166194677352905,130.18478483589985,0.430988073348999
pythia-1b,high,draw_1,1,36.34397506713867,1.5433987379074097,126.43584430761,0.3019089102745056
pythia-1b,high,draw_1,2,38.842079162597656,1.8816107511520386,124.96360014359422,0.31306302547454834
pythia-1b,high,draw_1,3,39.93009567260742,2.161432981491089,123.27206803789213,0.3813682198524475
pythia-1b,high,draw_1,4,45.623870849609375,2.622332811355591,119.78168591869762,0.33679449558258057
pythia-1b,high,draw_1,5,51.62044143676758,2.6208574771881104,113.7537337540529,0.3119460344314575
pythia-1b,high,draw_1,6,49.65684127807617,2.3427107334136963,110.21354464726357,0.3639490604400635
pythia-1b,high,draw_1,7,61.03108215332031,2.713716506958008,101.6289656883442,0.33626216650009155
pythia-1b,high,draw_1,8,58.754669189453125,2.974907636642456,102.03663060975519,0.3440260887145996
pythia-1b,high,draw_1,9,55.94093704223633,3.046374559402466,95.1358490426979,0.40882807970046997
pythia-1b,high,draw_1,10,63.083984375,3.7153513431549072,104.44670905640282,0.4062173366546631
pythia-1b,high,draw_1,11,79.72154235839844,5.219343185424805,106.05397543801526,0.37365055084228516
pythia-1b,high,draw_1,12,95.82777404785156,5.5086750984191895,100.10495297356147,0.27292299270629883
pythia-1b,high,draw_1,13,110.81236267089844,6.357624530792236,94.26264098154036,0.2315240502357483
pythia-1b,high,draw_1,14,135.5727996826172,7.774214744567871,89.32556454034165,0.2727757692337036
pythia-1b,high,draw_1,15,211.4555206298828,25.001937866210938,45.448667070240326,0.18344545364379883
pythia-1b,high,draw_2,0,27.804914474487305,1.055553913116455,132.23176274035848,0.4215131998062134
pythia-1b,high,draw_2,1,36.24335479736328,1.6682380437850952,128.75146736347605,0.29024040699005127
pythia-1b,high,draw_2,2,38.88631057739258,1.9894213676452637,128.23950679524026,0.30312925577163696
pythia-1b,high,draw_2,3,39.592750549316406,2.0079729557037354,127.97818939282222,0.3811313509941101
pythia-1b,high,draw_2,4,45.03843688964844,2.462557792663574,123.68367420842962,0.3394045829772949
pythia-1b,high,draw_2,5,51.46133804321289,2.355228900909424,117.07617298876669,0.31551092863082886
pythia-1b,high,draw_2,6,49.523521423339844,1.926272988319397,114.46059133443973,0.36793118715286255
pythia-1b,high,draw_2,7,61.18486022949219,2.5272276401519775,108.21393946799444,0.3343307375907898
pythia-1b,high,draw_2,8,58.641841888427734,2.83286190032959,106.0376192198195,0.3417705297470093
pythia-1b,high,draw_2,9,55.54491424560547,2.8944387435913086,98.20405979681017,0.41019511222839355
pythia-1b,high,draw_2,10,62.90202713012695,3.808256149291992,108.79584421826364,0.4130300283432007
pythia-1b,high,draw_2,11,81.52210235595703,5.8200154304504395,111.98916309178321,0.40140408277511597
pythia-1b,high,draw_2,12,95.82491302490234,5.576048374176025,111.14271667276083,0.29296815395355225
pythia-1b,high,draw_2,13,109.46253204345703,6.16270637512207,103.90597880894605,0.2535415291786194
pythia-1b,high,draw_2,14,133.80894470214844,7.4489946365356445,97.93918412716522,0.30225396156311035
pythia-1b,high,draw_2,15,209.18475341796875,24.229476928710938,53.063642019072546,0.20334279537200928
pythia-1b,high,draw_3,0,28.179658889770508,1.1496409177780151,124.96672843513299,0.43610668182373047
pythia-1b,high,draw_3,1,36.68093490600586,1.7168593406677246,119.95971901600471,0.30256855487823486
pythia-1b,high,draw_3,2,38.965431213378906,1.8872395753860474,121.0150213004147,0.31603413820266724
pythia-1b,high,draw_3,3,39.57378005981445,2.2088735103607178,121.78113083001011,0.3857136368751526
pythia-1b,high,draw_3,4,44.84528732299805,2.6065664291381836,120.86924434132251,0.3417850136756897
pythia-1b,high,draw_3,5,51.944358825683594,2.177781343460083,113.90980059699689,0.30902063846588135
pythia-1b,high,draw_3,6,50.27504348754883,2.0738353729248047,108.8260095816717,0.35615527629852295
pythia-1b,high,draw_3,7,61.21305465698242,2.7666409015655518,103.49409305520676,0.32866936922073364
pythia-1b,high,draw_3,8,57.9599723815918,3.0606513023376465,101.42492669019302,0.3439154624938965
pythia-1b,high,draw_3,9,54.54090881347656,3.0115580558776855,93.7924253297072,0.41787809133529663
pythia-1b,high,draw_3,10,61.458248138427734,3.7581827640533447,104.73111516152348,0.42461496591567993
pythia-1b,high,draw_3,11,79.66751861572266,5.80634880065918,106.54195850808141,0.40753382444381714
pythia-1b,high,draw_3,12,94.36309051513672,5.59331750869751,105.25733491501859,0.29663997888565063
pythia-1b,high,draw_3,13,108.46378326416016,6.335907459259033,97.94739662542457,0.2555249333381653
pythia-1b,high,draw_3,14,132.9635772705078,7.744407653808594,90.60901044233684,0.3050583004951477
pythia-1b,high,draw_3,15,208.8244171142578,25.469728469848633,45.50326588484265,0.20215082168579102
pythia-1b,very_high,draw_1,0,27.388885498046875,0.8698947429656982,123.26145352374758,0.39029669761657715
pythia-1b,very_high,draw_1,1,34.757076263427734,1.5115058422088623,119.24719490861229,0.29024338722229004
pythia-1b,very_high,draw_1,2,37.20894241333008,1.8736995458602905,118.41779567878805,0.3120124340057373
pythia-1b,very_high,draw_1,3,37.673377990722656,2.262941598892212,118.57708448618216,0.39111948013305664
pythia-1b,very_high,draw_1,4,43.14007568359375,2.8685266971588135,114.18160315999454,0.3517109155654907
pythia-1b,very_high,draw_1,5,50.12745666503906,2.470231294631958,109.20975523123445,0.32204610109329224
pythia-1b,very_high,draw_1,6,49.07305145263672,2.1726019382476807,104.5999968554621,0.3712564706802368
pythia-1b,very_high,draw_1,7,60.28329086303711,2.6296582221984863,101.64967674874354,0.34391117095947266
pythia-1b,very_high,draw_1,8,57.468055725097656,2.9359099864959717,100.37471268767962,0.3578631281852722
pythia-1b,very_high,draw_1,9,54.61545181274414,3.1760053634643555,90.78964770708811,0.43332862854003906
pythia-1b,very_high,draw_1,10,61.51045608520508,3.847341775894165,101.12181831122633,0.4356294870376587
pythia-1b,very_high,draw_1,11,79.03977966308594,5.63568639755249,106.39349424912977,0.40969711542129517
pythia-1b,very_high,draw_1,12,94.30744934082031,5.82620906829834,105.4322784963631,0.3085976839065552
pythia-1b,very_high,draw_1,13,110.25617980957031,6.638154029846191,99.10264292936736,0.2571384310722351
pythia-1b,very_high,draw_1,14,133.3160400390625,7.778083801269531,94.24628774974134,0.2725793123245239
pythia-1b,very_high,draw_1,15,214.2602081298828,28.034881591796875,37.55747493364908,0.1723126769065857
pythia-1b,very_high,draw_2,0,27.081806182861328,0.8541515469551086,134.32884972990527,0.39853471517562866
pythia-1b,very_high,draw_2,1,34.81886291503906,1.37025785446167,133.19521331220952,0.2946878671646118
pythia-1b,very_high,draw_2,2,37.393558502197266,1.756582498550415,131.91769168673395,0.3181079030036926
pythia-1b,very_high,draw_2,3,38.329227447509766,1.9013227224349976,130.89730416760358,0.38161540031433105
pythia-1b,very_high,draw_2,4,43.647464752197266,2.4608397483825684,128.10351597168548,0.3412715792655945
pythia-1b,very_high,draw_2,5,50.809871673583984,2.3760666847229004,118.83066576701417,0.3092414140701294
pythia-1b,very_high,draw_2,6,49.62881851196289,2.177942991256714,114.36169265153532,0.35765260457992554
pythia-1b,very_high,draw_2,7,60.89841079711914,2.739992141723633,103.11166911880915,0.32834696769714355
pythia-1b,very_high,draw_2,8,57.754966735839844,2.647508144378662,102.06798392363953,0.34620922803878784
pythia-1b,very_high,draw_2,9,55.0963134765625,2.896512508392334,90.54269045300525,0.4179587960243225
pythia-1b,very_high,draw_2,10,62.19259262084961,3.6012535095214844,101.2151803456316,0.41850441694259644
pythia-1b,very_high,draw_2,11,79.0534896850586,5.970697402954102,105.2906902371836,0.3920968174934387
pythia-1b,very_high,draw_2,12,93.83279418945312,5.42527437210083,104.84056371041372,0.28935641050338745
pythia-1b,very_high,draw_2,13,109.33838653564453,6.319249153137207,100.63675914882693,0.2407529354095459
pythia-1b,very_high,draw_2,14,132.32669067382812,7.589137554168701,96.37109786044387,0.2555829882621765
pythia-1b,very_high,draw_2,15,205.9287567138672,24.848228454589844,44.2673789126731,0.16605544090270996
pythia-1b,very_high,draw_3,0,27.165206909179688,0.9379400610923767,126.75671263638868,0.3933030962944031
pythia-1b,very_high,draw_3,1,35.15250778198242,1.5460426807403564,124.23533250831018,0.2843536138534546
pythia-1b,very_high,draw_3,2,37.74171829223633,1.9671387672424316,122.72370845150785,0.3081350326538086
pythia-1b,very_high,draw_3,3,38.27312469482422,1.9248912334442139,124.00800142897765,0.3776746392250061
pythia-1b,very_high,draw_3,4,43.49678039550781,2.5145068168640137,119.98145429339046,0.34014391899108887
pythia-1b,very_high,draw_3,5,51.073272705078125,2.2948977947235107,113.31373218066786,0.30491477251052856
pythia-1b,very_high,draw_3,6,49.35750961303711,1.9758884906768799,110.11457935135554,0.355343222618103
pythia-1b,very_high,draw_3,7,60.484954833984375,2.476588249206543,100.70904930814856,0.33146023750305176
pythia-1b,very_high,draw_3,8,57.44927978515625,2.7617480754852295,100.33381663262148,0.34524744749069214
pythia-1b,very_high,draw_3,9,54.36616897583008,2.751650810241699,92.13232445599206,0.42094719409942627
pythia-1b,very_high,draw_3,10,60.7998161315918,3.707314968109131,103.1351124927405,0.42459142208099365
pythia-1b,very_high,draw_3,11,77.0979232788086,5.922483444213867,105.11578255219578,0.3940090537071228
pythia-1b,very_high,draw_3,12,92.0369644165039,5.683465003967285,103.88165817699347,0.2886296510696411
pythia-1b,very_high,draw_3,13,108.36395263671875,6.232210636138916,98.601203350631,0.23712998628616333
pythia-1b,very_high,draw_3,14,131.6590576171875,7.7236480712890625,96.72103295954311,0.24939453601837158
pythia-1b,very_high,draw_3,15,208.9159393310547,23.931310653686523,46.55924504675083,0.1571153998374939
pythia-1b,control,draw_1,0,27.612682342529297,1.138471007347107,139.03542649403218,0.4050126075744629
pythia-1b,control,draw_1,1,35.300880432128906,1.7171525955200195,136.67704782285938,0.29352277517318726
pythia-1b,control,draw_1,2,37.927978515625,1.9584389925003052,135.48169035931826,0.3121379613876343
pythia-1b,control,draw_1,3,39.0411376953125,2.2211484909057617,132.50756929121206,0.3771635890007019
pythia-1b,control,draw_1,4,44.461666107177734,2.799414873123169,127.37431762313884,0.3400815725326538
pythia-1b,control,draw_1,5,50.89704895019531,2.45881724357605,118.07865918155363,0.310230553150177
pythia-1b,control,draw_1,6,48.919593811035156,2.23569917678833,112.19670411917238,0.3616858720779419
pythia-1b,control,draw_1,7,60.8823356628418,2.659433126449585,103.6493455793557,0.33117741346359253
pythia-1b,control,draw_1,8,58.33905029296875,3.0715043544769287,102.77730674529853,0.3417924642562866
pythia-1b,control,draw_1,9,55.51445388793945,3.0416173934936523,94.05372415286232,0.41560953855514526
pythia-1b,control,draw_1,10,62.30717468261719,3.6595852375030518,105.17525972077067,0.40890568494796753
