model,draw,layer,mi,efficiency,d_model,model_capacity
pythia-410m,draw_2,10,0.8738253789964372,0.0008533450966762082,1024,410
pythia-410m,draw_2,11,0.8791374869126487,0.0008585327020631335,1024,410
pythia-410m,draw_2,12,0.8748802373810441,0.0008543752318174259,1024,410
pythia-410m,draw_2,13,0.8695919216161605,0.0008492108609532817,1024,410
pythia-410m,draw_2,14,0.9070763313536035,0.0008858167298375035,1024,410
pythia-410m,draw_2,15,0.9606660787284625,0.0009381504675082642,1024,410
pythia-410m,draw_2,16,0.9919332979982249,0.0009686848613263915,1024,410
pythia-410m,draw_2,17,0.884820649654431,0.0008640826656781552,1024,410
pythia-410m,draw_2,18,0.7948235347328085,0.0007761948581375083,1024,410
pythia-410m,draw_2,19,0.8170227744896635,0.000797873803212562,1024,410
pythia-410m,draw_2,20,0.7837321593954302,0.0007653634369095998,1024,410
pythia-410m,draw_2,21,0.7441441157067455,0.0007267032379948687,1024,410
pythia-410m,draw_2,22,0.8942457819321873,0.0008732868964181516,1024,410
pythia-410m,draw_2,23,1.0093662618028962,0.0009857092400418909,1024,410
pythia-410m,draw_3,0,0.8643203342379653,0.000844062826404263,1024,410
pythia-410m,draw_3,1,0.9679842881737472,0.000945297156419675,1024,410
pythia-410m,draw_3,2,0.945051939470297,0.0009229022846389619,1024,410
pythia-410m,draw_3,3,0.9673452978010697,0.0009446731423838571,1024,410
pythia-410m,draw_3,4,0.923706476841845,0.0009020571062908643,1024,410
pythia-410m,draw_3,5,0.8839315406398356,0.0008632143951560894,1024,410
pythia-410m,draw_3,6,0.8715601633317501,0.0008511329720036622,1024,410
pythia-410m,draw_3,7,0.8583971013351112,0.0008382784192725695,1024,410
pythia-410m,draw_3,8,0.8662512465112426,0.0008459484829211354,1024,410
pythia-410m,draw_3,9,0.8375201530843387,0.0008178907744964245,1024,410
pythia-410m,draw_3,10,0.8842544045348362,0.000863529691928551,1024,410
pythia-410m,draw_3,11,0.8343212135853141,0.0008147668101419083,1024,410
pythia-410m,draw_3,12,0.8121044652617847,0.0007930707668572116,1024,410
pythia-410m,draw_3,13,0.828521392206118,0.0008091029220762871,1024,410
pythia-410m,draw_3,14,0.8735959197172657,0.0008531210153488923,1024,410
pythia-410m,draw_3,15,0.8901429007871754,0.000869280176549976,1024,410
pythia-410m,draw_3,16,0.909131992628005,0.0008878242115507862,1024,410
pythia-410m,draw_3,17,0.8291342291518042,0.0008097013956560588,1024,410
pythia-410m,draw_3,18,0.7594947394389984,0.0007416940814833968,1024,410
pythia-410m,draw_3,19,0.7757299255841534,0.0007575487554532748,1024,410
pythia-410m,draw_3,20,0.7180322576192818,0.0007012033765813299,1024,410
pythia-410m,draw_3,21,0.7478011644281646,0.0007302745746368795,1024,410
pythia-410m,draw_3,22,0.8932109294869202,0.0008722762983270705,1024,410
pythia-410m,draw_3,23,0.9560582446372999,0.0009336506295286132,1024,410
pythia-1b,draw_1,0,1.1203560112455606,0.0005470488336159964,2048,1000
pythia-1b,draw_1,1,1.125527686200807,0.0005495740655277378,2048,1000
pythia-1b,draw_1,2,1.0680806563849865,0.0005215237580004817,2048,1000
pythia-1b,draw_1,3,1.0154259172742774,0.0004958134361690808,2048,1000
pythia-1b,draw_1,4,0.9985711205282081,0.0004875835549454141,2048,1000
pythia-1b,draw_1,5,1.0168133300940063,0.000496490883834964,2048,1000
pythia-1b,draw_1,6,0.983519080470998,0.0004802339260112295,2048,1000
pythia-1b,draw_1,7,0.9113403499516252,0.000444990405249817,2048,1000
pythia-1b,draw_1,8,0.8794492247375106,0.0004294185667663626,2048,1000
pythia-1b,draw_1,9,0.9151338964215296,0.000446842722862075,2048,1000
pythia-1b,draw_1,10,0.9613221295140122,0.00046939557105176377,2048,1000
pythia-1b,draw_1,11,1.0796636263380055,0.0005271795050478542,2048,1000
pythia-1b,draw_1,12,1.121607485025194,0.000547659904797458,2048,1000
pythia-1b,draw_1,13,1.1509096385643247,0.0005619675969552367,2048,1000
pythia-1b,draw_1,14,1.1515625822610067,0.0005622864171196322,2048,1000
pythia-1b,draw_1,15,1.0239297913381264,0.0004999657184268196,2048,1000
pythia-1b,draw_2,0,1.1505468983091354,0.0005617904776900075,2048,1000
pythia-1b,draw_2,1,1.168618830289527,0.0005706146632273081,2048,1000
pythia-1b,draw_2,2,1.094634165275317,0.0005344893385133384,2048,1000
pythia-1b,draw_2,3,1.070061242843522,0.0005224908412321885,2048,1000
pythia-1b,draw_2,4,1.054322024363,0.0005148056759584961,2048,1000
pythia-1b,draw_2,5,1.0016398384082008,0.0004890819523477543,2048,1000
pythia-1b,draw_2,6,0.9801181805548691,0.0004785733303490572,2048,1000
pythia-1b,draw_2,7,0.947370142796143,0.0004625830775371792,2048,1000
pythia-1b,draw_2,8,0.9067848703453472,0.00044276604997331404,2048,1000
pythia-1b,draw_2,9,0.9529968087885101,0.0004653304730412647,2048,1000
pythia-1b,draw_2,10,0.9704313460042453,0.0004738434306661354,2048,1000
pythia-1b,draw_2,11,1.095677137626816,0.0005349986023568437,2048,1000
pythia-1b,draw_2,12,1.1200308477550414,0.0005468900623803913,2048,1000
pythia-1b,draw_2,13,1.1617618888847316,0.0005672665473069979,2048,1000
pythia-1b,draw_2,14,1.1653004070724942,0.0005689943393908663,2048,1000
pythia-1b,draw_2,15,1.0704822364597648,0.0005226964045213695,2048,1000
pythia-1b,draw_3,0,1.137856990921581,0.0005555942338484282,2048,1000
pythia-1b,draw_3,1,1.1299644318554323,0.0005517404452419103,2048,1000
pythia-1b,draw_3,2,1.0809854412971185,0.0005278249225083586,2048,1000
pythia-1b,draw_3,3,1.0259155968638953,0.0005009353500311989,2048,1000
pythia-1b,draw_3,4,1.055778531099417,0.0005155168608883872,2048,1000
pythia-1b,draw_3,5,1.0911033825049579,0.000532765323488749,2048,1000
pythia-1b,draw_3,6,0.9810790510198959,0.00047904250538080854,2048,1000
pythia-1b,draw_3,7,0.9555764385133731,0.000466590057867858,2048,1000
pythia-1b,draw_3,8,0.9077964972883596,0.00044326000844158186,2048,1000
pythia-1b,draw_3,9,0.9426099470922173,0.00046025876322862175,2048,1000
pythia-1b,draw_3,10,0.9753694178422467,0.00047625459855578454,2048,1000
pythia-1b,draw_3,11,1.0874795922684557,0.0005309958946623319,2048,1000
pythia-1b,draw_3,12,1.0939768864059447,0.0005341684015654027,2048,1000
pythia-1b,draw_3,13,1.112735481402982,0.0005433278717787998,2048,1000
pythia-1b,draw_3,14,1.1528272090856775,0.000562903910686366,2048,1000
pythia-1b,draw_3,15,1.0151877340216933,0.0004956971357527799,2048,1000
pythia-1.4b,draw_1,0,0.9956799563637833,0.00048617185369325354,2048,1400
pythia-1.4b,draw_1,1,1.1026594983193168,0.0005384079581637289,2048,1400
pythia-1.4b,draw_1,2,1.0675077316839698,0.0005212440096113134,2048,1400
pythia-1.4b,draw_1,3,1.047809234557742,0.0005116256028113975,2048,1400
pythia-1.4b,draw_1,4,1.0139928705686427,0.0004951137063323451,2048,1400
pythia-1.4b,draw_1,5,0.9145338832045499,0.0004465497476584716,2048,1400
pythia-1.4b,draw_1,6,0.9292350395317731,0.0004537280466463736,2048,1400
pythia-1.4b,draw_1,7,0.7852505415861557,0.0003834231160088651,2048,1400
pythia-1.4b,draw_1,8,0.8248284141471592,0.0004027482490952926,2048,1400
pythia-1.4b,draw_1,9,0.7416836502613023,0.00036215021985415153,2048,1400
pythia-1.4b,draw_1,10,0.8524071151457913,0.0004162144116922809,2048,1400
pythia-1.4b,draw_1,11,0.9656006152373814,0.00047148467540887763,2048,1400
pythia-1.4b,draw_1,12,0.994961443273875,0.0004858210172235718,2048,1400
pythia-1.4b,draw_1,13,1.0138440654967944,0.0004950410476058566,2048,1400
pythia-1.4b,draw_1,14,1.015735920107851,0.0004959648047401617,2048,1400
pythia-1.4b,draw_1,15,1.0460428677326281,0.0005107631190100723,2048,1400
pythia-1.4b,draw_1,16,1.0737334205154496,0.0005242838967360594,2048,1400
pythia-1.4b,draw_1,17,1.0754421800898202,0.0005251182519969825,2048,1400
pythia-1.4b,draw_1,18,1.0727261183808945,0.0005237920499906711,2048,1400
pythia-1.4b,draw_1,19,1.0880544026444607,0.0005312765637912406,2048,1400
pythia-1.4b,draw_1,20,1.0814479444805087,0.0005280507541408734,2048,1400
pythia-1.4b,draw_1,21,1.0950960307841926,0.000534714858781344,2048,1400
pythia-1.4b,draw_1,22,1.1228942855490804,0.0005482882253657619,2048,1400
pythia-1.4b,draw_1,23,1.0984440393270254,0.0005363496285776491,2048,1400
pythia-1.4b,draw_2,0,0.9968355746137534,0.00048673612041687177,2048,1400
pythia-1.4b,draw_2,1,1.1501011254526234,0.0005615728151624138,2048,1400
pythia-1.4b,draw_2,2,1.1609369235143085,0.000566863732184721,2048,1400
pythia-1.4b,draw_2,3,1.1287067197395393,0.0005511263279978219,2048,1400
pythia-1.4b,draw_2,4,1.0710645630650417,0.0005229807436841024,2048,1400
pythia-1.4b,draw_2,5,0.9884925110936076,0.0004826623589324256,2048,1400
pythia-1.4b,draw_2,6,0.9435105819956663,0.00046069852636507143,2048,1400
pythia-1.4b,draw_2,7,0.8528054434561991,0.00041640890793759723,2048,1400
pythia-1.4b,draw_2,8,0.877143224965987,0.0004282925903154233,2048,1400
pythia-1.4b,draw_2,9,0.8328768532649412,0.0004066781510082721,2048,1400
pythia-1.4b,draw_2,10,0.8620620824778256,0.00042092875120987576,2048,1400
pythia-1.4b,draw_2,11,1.0200012481269227,0.000498047484436974,2048,1400
pythia-1.4b,draw_2,12,1.0457153786914517,0.0005106032122516854,2048,1400
pythia-1.4b,draw_2,13,1.0165483144391154,0.0004963614816597243,2048,1400
pythia-1.4b,draw_2,14,1.0263145609809168,0.0005011301567289633,2048,1400
pythia-1.4b,draw_2,15,1.0328042340833297,0.0005042989424235008,2048,1400
pythia-1.4b,draw_2,16,1.0694456686096236,0.0005221902678757928,2048,1400
pythia-1.4b,draw_2,17,1.0604286431112224,0.0005177874233941516,2048,1400
pythia-1.4b,draw_2,18,1.0749577883597956,0.0005248817325975564,2048,1400
pythia-1.4b,draw_2,19,1.1005935187954123,0.0005373991790993224,2048,1400
pythia-1.4b,draw_2,20,1.1064988534271747,0.0005402826432749876,2048,1400
pythia-1.4b,draw_2,21,1.1239701118517973,0.0005488135311776354,2048,1400
pythia-1.4b,draw_2,22,1.1414545853408553,0.0005573508717484645,2048,1400
pythia-1.4b,draw_2,23,1.121581445849575,0.0005476471903562378,2048,1400
pythia-1.4b,draw_3,0,0.9783713821323746,0.00047772040143182355,2048,1400
pythia-1.4b,draw_3,1,1.112535385610387,0.0005432301687550718,2048,1400
pythia-1.4b,draw_3,2,1.1091187079784366,0.000541561869130096,2048,1400
pythia-1.4b,draw_3,3,1.0541528860317206,0.0005147230888826761,2048,1400
pythia-1.4b,draw_3,4,1.0140256160309797,0.0004951296953276268,2048,1400
pythia-1.4b,draw_3,5,0.9658161808405528,0.00047158993205105115,2048,1400
pythia-1.4b,draw_3,6,0.9387754684692741,0.00045838645921351273,2048,1400
pythia-1.4b,draw_3,7,0.8715758592423808,0.00042557415002069375,2048,1400
pythia-1.4b,draw_3,8,0.8522914359890473,0.000416157927729027,2048,1400
pythia-1.4b,draw_3,9,0.7851923169341247,0.0003833946860029906,2048,1400
pythia-1.4b,draw_3,10,0.8324336535551984,0.0004064617448999992,2048,1400
pythia-1.4b,draw_3,11,0.988132731402647,0.00048248668525519874,2048,1400
pythia-1.4b,draw_3,12,0.976674060876068,0.0004768916312871426,2048,1400
pythia-1.4b,draw_3,13,0.9962198810260803,0.00048643548878226576,2048,1400
pythia-1.4b,draw_3,14,1.0135322283257224,0.0004948887833621692,2048,1400
pythia-1.4b,draw_3,15,1.013724608926194,0.0004949827192022432,2048,1400
pythia-1.4b,draw_3,16,1.0506659764752664,0.0005130204963258137,2048,1400
pythia-1.4b,draw_3,17,1.0394428680987513,0.0005075404629388434,2048,1400
pythia-1.4b,draw_3,18,1.0504376641422275,0.000512909015694447,2048,1400
pythia-1.4b,draw_3,19,1.0571579805215507,0.0005161904201765384,2048,1400
pythia-1.4b,draw_3,20,1.0611947857227373,0.0005181615164661803,2048,1400
pythia-1.4b,draw_3,21,1.0758244207514578,0.0005253048929450477,2048,1400
pythia-1.4b,draw_3,22,1.0775555771943768,0.0005261501841769418,2048,1400
pythia-1.4b,draw_3,23,1.034823779255225,0.0005052850484644654,2048,1400
