model,draw,layer,neuron_idx,rank,f_stat,p_val,preferred_band,preferred_band_mean
pythia-160m,draw_1,4,2980,35,51.42454355523475,8.65022793645175e-40,control,-0.43400871753692627
pythia-160m,draw_1,4,906,36,51.03989653266536,1.6471269064970546e-39,very_high,-1.434289813041687
pythia-160m,draw_1,4,2778,37,49.931816557162335,1.0572608658721168e-38,low,0.3790760636329651
pythia-160m,draw_1,4,264,38,49.09729152427541,4.3050058714219476e-38,low,0.1863829493522644
pythia-160m,draw_1,4,2593,39,48.991720037321464,5.143019241033098e-38,low,0.25663048028945923
pythia-160m,draw_1,4,648,40,48.6716439300502,8.821700078662594e-38,control,-1.0467923879623413
pythia-160m,draw_1,4,838,41,47.66690860287395,4.814172535149714e-37,very_high,-0.489322692155838
pythia-160m,draw_1,4,2464,42,47.16055203073766,1.1343010323704425e-36,very_high,-0.5451504588127136
pythia-160m,draw_1,4,759,43,47.07748649218846,1.305684343286772e-36,very_high,-0.5434737205505371
pythia-160m,draw_1,4,2776,44,46.8743605045579,1.8421927655261657e-36,low,-0.5829684734344482
pythia-160m,draw_1,4,2548,45,46.78753220972817,2.134348419283378e-36,very_high,-0.62095707654953
pythia-160m,draw_1,4,3024,46,46.74825002426583,2.2813573238136672e-36,very_high,-1.1219120025634766
pythia-160m,draw_1,4,731,47,46.567503811392896,3.099838559020312e-36,low,-0.07523971796035767
pythia-160m,draw_1,4,904,48,46.399366452457365,4.123422607356818e-36,very_high,-1.4595550298690796
pythia-160m,draw_1,4,883,49,46.24475941265487,5.361135450522317e-36,low,-0.16652938723564148
pythia-160m,draw_1,5,49,0,124.27943539223645,8.038858694987164e-88,very_high,-0.06098038703203201
pythia-160m,draw_1,5,1026,1,118.08915915792144,4.390613963623123e-84,low,-0.5315508842468262
pythia-160m,draw_1,5,1556,2,101.11517393331133,1.5554796235511265e-73,low,-0.39647793769836426
pythia-160m,draw_1,5,3050,3,99.79228718807718,1.0797894315627988e-72,very_high,-0.3886614739894867
pythia-160m,draw_1,5,1158,4,97.12023056473902,5.51837556417749e-71,control,-0.4492703676223755
pythia-160m,draw_1,5,2425,5,96.05052852827679,2.6859068721099406e-70,very_high,-0.6577465534210205
pythia-160m,draw_1,5,2490,6,87.28809247911806,1.3553438722562889e-64,low,0.4962436258792877
pythia-160m,draw_1,5,2488,7,85.42380836625637,2.304318529894903e-63,very_high,-1.0382746458053589
pythia-160m,draw_1,5,2624,8,75.91248855790309,5.458448948563877e-57,very_high,-0.5679427981376648
pythia-160m,draw_1,5,1224,9,75.24248708286291,1.5571300283611832e-56,low,0.9121344685554504
pythia-160m,draw_1,5,1596,10,73.27606891547399,3.414237668199401e-55,very_high,-0.5374038219451904
pythia-160m,draw_1,5,355,11,72.59814752499653,9.937262130629595e-55,very_high,-0.7262906432151794
pythia-160m,draw_1,5,2003,12,71.72599696404752,3.939501894451807e-54,low,1.1047686338424683
pythia-160m,draw_1,5,1782,13,70.73626436201513,1.8879873863897736e-53,very_high,-0.8167245984077454
pythia-160m,draw_1,5,2474,14,70.17271623793586,4.616721174016768e-53,very_high,-0.5262463092803955
pythia-160m,draw_1,5,1933,15,67.71361412545116,2.3224954223740735e-51,low,-0.5069817900657654
pythia-160m,draw_1,5,598,16,63.85541076033226,1.1459892532724288e-48,very_high,-0.4248234033584595
pythia-160m,draw_1,5,2230,17,63.7301790856595,1.4030845091080922e-48,very_high,-1.1382828950881958
pythia-160m,draw_1,5,2996,18,63.667331770302226,1.5531361082610887e-48,very_high,-0.5058175921440125
pythia-160m,draw_1,5,918,19,63.5877190293262,1.7665155528259142e-48,low,2.3745198249816895
pythia-160m,draw_1,5,1056,20,62.577123134428696,9.075850561929306e-48,low,0.05173712968826294
pythia-160m,draw_1,5,2806,21,62.268475870576374,1.4974916407563683e-47,low,0.33407220244407654
pythia-160m,draw_1,5,493,22,61.42446989790841,5.902300203555074e-47,control,-0.17520496249198914
pythia-160m,draw_1,5,2204,23,59.82124353947739,8.060831900465192e-46,low,0.11380435526371002
pythia-160m,draw_1,5,3064,24,59.39659158522851,1.614216210741255e-45,medium,0.26157039403915405
pythia-160m,draw_1,5,1036,25,58.34619223135208,9.025820173531448e-45,very_high,-1.211634635925293
pythia-160m,draw_1,5,524,26,55.532334618958664,9.30905921773186e-43,low,0.22956456243991852
pythia-160m,draw_1,5,1214,27,54.634434827157556,4.118636089427339e-42,very_high,-1.1476283073425293
pythia-160m,draw_1,5,2718,28,54.30044051266354,7.168182989428069e-42,very_high,-0.044926222413778305
pythia-160m,draw_1,5,2320,29,53.67159640782951,2.0376600233994732e-41,very_high,-1.6427531242370605
pythia-160m,draw_1,5,1309,30,52.37987304163613,1.7525358908561782e-40,low,0.15073837339878082
pythia-160m,draw_1,5,3055,31,51.912176372283795,3.827175909715376e-40,very_high,-0.49367159605026245
pythia-160m,draw_1,5,2418,32,51.667401822202336,5.762192489820693e-40,very_high,-0.1359061300754547
pythia-160m,draw_1,5,2704,33,51.5996827634536,6.453188846497593e-40,low,-0.061807870864868164
pythia-160m,draw_1,5,69,34,51.1683040307568,1.3283745276982307e-39,very_high,-0.9226094484329224
pythia-160m,draw_1,5,756,35,50.60304207216085,3.4257786134013104e-39,low,-0.287371963262558
pythia-160m,draw_1,5,295,36,50.57703469632487,3.5785344595584134e-39,very_high,-0.6276792883872986
pythia-160m,draw_1,5,1241,37,50.55379772655507,3.7207809443467354e-39,very_high,-0.9262641072273254
pythia-160m,draw_1,5,1806,38,50.52149958584001,3.9279523720606755e-39,low,-0.47093525528907776
pythia-160m,draw_1,5,1701,39,49.81005480411992,1.2973712473765914e-38,low,0.3668283522129059
pythia-160m,draw_1,5,2105,40,49.25866325322541,3.2805461327394577e-38,very_high,0.02211380936205387
pythia-160m,draw_1,5,663,41,47.724871734377494,4.3646442907492846e-37,low,1.1496598720550537
pythia-160m,draw_1,5,1649,42,46.57530029076564,3.059105339999163e-36,very_high,-1.5429757833480835
pythia-160m,draw_1,5,2095,43,46.0425398591886,7.558542212200681e-36,low,0.15265768766403198
pythia-160m,draw_1,5,2052,44,45.67708656191747,1.4068796787296196e-35,very_high,-0.9646512269973755
pythia-160m,draw_1,5,324,45,45.51453528906164,1.8550708085728327e-35,very_high,-0.33594396710395813
pythia-160m,draw_1,5,2663,46,45.4872114892405,1.943365719438078e-35,very_high,-0.6823824048042297
pythia-160m,draw_1,5,334,47,44.516937624547865,1.0154621675968637e-34,control,0.14963941276073456
pythia-160m,draw_1,5,634,48,44.28660905404075,1.5046041900710594e-34,very_high,-0.7872709035873413
pythia-160m,draw_1,5,620,49,44.16284161475415,1.8587700220798135e-34,low,0.12751340866088867
pythia-160m,draw_1,6,1620,0,213.59598506460898,3.210621937268164e-136,low,-0.08919242769479752
pythia-160m,draw_1,6,474,1,152.89489510872548,2.151326075815273e-104,low,-1.7064812183380127
pythia-160m,draw_1,6,1153,2,133.23153033049928,3.973424762222501e-93,very_high,-0.3744964003562927
pythia-160m,draw_1,6,2986,3,132.70301849934452,8.114327941565375e-93,very_high,0.09454271197319031
pythia-160m,draw_1,6,1804,4,123.9368217087303,1.2899240162833219e-87,very_high,-0.38373807072639465
pythia-160m,draw_1,6,2809,5,115.36182476096778,2.0293291592411455e-82,very_high,0.7712435722351074
pythia-160m,draw_1,6,2138,6,114.1696536893898,1.0930456721788514e-81,low,-0.0018828710308298469
pythia-160m,draw_1,6,1087,7,109.28685143321643,1.1394250395621884e-78,low,0.057587042450904846
pythia-160m,draw_1,6,1337,8,93.89307519621367,6.623580976700508e-69,very_high,-0.9989452362060547
pythia-160m,draw_1,6,669,9,88.61677896845474,1.8146151187433895e-65,very_high,-0.863487958908081
pythia-160m,draw_1,6,469,10,86.48056286301771,4.616337914363963e-64,very_high,-0.8535543084144592
pythia-160m,draw_1,6,2438,11,85.19307891741762,3.275349735903606e-63,low,0.5972668528556824
pythia-160m,draw_1,6,1421,12,79.06470751708862,4.039055978077476e-59,low,0.4447920620441437
pythia-160m,draw_1,6,1696,13,78.9299027222129,4.977724235560396e-59,very_high,-0.20552131533622742
pythia-160m,draw_1,6,426,14,75.349777889436,1.3163352563886266e-56,very_high,-0.48436811566352844
pythia-160m,draw_1,6,1202,15,73.2876569100483,3.352512089059375e-55,low,0.8379398584365845
pythia-160m,draw_1,6,2652,16,71.52081978633058,5.449701332162688e-54,very_high,-0.49344655871391296
pythia-160m,draw_1,6,2125,17,71.41419298527508,6.451244898765823e-54,very_high,-0.7257492542266846
pythia-160m,draw_1,6,741,18,67.90404918666397,1.7130354571378822e-51,very_high,-1.1618702411651611
pythia-160m,draw_1,6,396,19,67.85755472813858,1.8451580359399208e-51,very_high,-1.1060729026794434
pythia-160m,draw_1,6,2843,20,67.49553496083746,3.2916818748102945e-51,very_high,-0.11810371279716492
pythia-160m,draw_1,6,776,21,67.1356190542062,5.855866421054368e-51,very_high,-0.08279066532850266
pythia-160m,draw_1,6,1460,22,66.73628049689916,1.110347255479296e-50,low,-0.5442342758178711
pythia-160m,draw_1,6,2716,23,65.4896897697682,8.21947893153487e-50,very_high,-0.778130829334259
pythia-160m,draw_1,6,96,24,64.36756554297818,5.011931912572966e-49,very_high,0.07477252185344696
pythia-160m,draw_1,6,1419,25,63.99703087285519,9.116135145566985e-49,very_high,-0.8058736324310303
pythia-160m,draw_1,6,1636,26,63.60926264898601,1.70603234409913e-48,very_high,-1.2680995464324951
pythia-160m,draw_1,6,720,27,63.359783498435334,2.554192097586964e-48,very_high,-0.8666297793388367
pythia-160m,draw_1,6,2602,28,62.12666856603905,1.8851532283000788e-47,low,0.7211993932723999
pythia-160m,draw_1,6,941,29,60.558024360143165,2.420916225862237e-46,very_high,-0.2642521560192108
pythia-160m,draw_1,6,934,30,60.476036524991336,2.7673132136457074e-46,low,0.2827981412410736
pythia-160m,draw_1,6,325,31,59.82118064755314,8.061660464683921e-46,very_high,-1.02369225025177
pythia-160m,draw_1,6,1485,32,58.95858966780311,3.30674896787966e-45,very_high,-1.1530355215072632
pythia-160m,draw_1,6,2195,33,58.69571401237712,5.087470520245192e-45,low,0.5788357257843018
pythia-160m,draw_1,6,1541,34,58.493749287349694,7.0850569848791e-45,very_high,0.01100710779428482
pythia-160m,draw_1,6,2209,35,58.19125753241373,1.163949011918405e-44,control,-0.4815843105316162
pythia-160m,draw_1,6,279,36,58.126451738502055,1.2946307077020326e-44,low,0.6792769432067871
pythia-160m,draw_1,6,2632,37,57.77977742824887,2.2882143378194996e-44,very_high,-0.11665637046098709
pythia-160m,draw_1,6,389,38,55.610856473503944,8.175301667487294e-43,low,-0.846086859703064
pythia-160m,draw_1,6,1095,39,55.605560892672955,8.247212668189777e-43,very_high,-0.34781375527381897
pythia-160m,draw_1,6,1911,40,54.792704625255276,3.168058506527687e-42,very_high,-0.15577474236488342
pythia-160m,draw_1,6,1843,41,54.280527501437035,7.409080922865818e-42,low,-0.025670725852251053
pythia-160m,draw_1,6,695,42,54.20274073576732,8.430404564931228e-42,low,-0.031431037932634354
pythia-160m,draw_1,6,394,43,53.559512573154215,2.45520041012587e-41,low,0.35794296860694885
pythia-160m,draw_1,6,2991,44,52.53296544947627,1.3574672480123606e-40,very_high,-0.6945332884788513
pythia-160m,draw_1,6,742,45,52.28498016217574,2.0533105401892022e-40,low,-0.11164064705371857
pythia-160m,draw_1,6,2705,46,52.00557809279648,3.274161228666681e-40,low,-0.36376649141311646
pythia-160m,draw_1,6,1168,47,51.87990351743343,4.039260575156511e-40,low,-0.3568285405635834
pythia-160m,draw_1,6,2512,48,51.84372966178408,4.2910066021555364e-40,low,0.3131239116191864
pythia-160m,draw_1,6,3054,49,51.41607441316322,8.773698078972966e-40,low,-0.05618240311741829
pythia-160m,draw_1,7,1593,0,219.6525380505672,3.526789027257466e-139,very_high,-0.637424886226654
pythia-160m,draw_1,7,263,1,203.82470019278387,2.279245453492283e-131,very_high,0.2369047999382019
pythia-160m,draw_1,7,2391,2,183.88991765192978,3.667902513892879e-121,low,-0.6210755705833435
pythia-160m,draw_1,7,1521,3,156.2480234188292,2.898558627297449e-106,very_high,-0.26464560627937317
pythia-160m,draw_1,7,1603,4,152.12312056581354,5.824634030420854e-104,very_high,-0.12418133020401001
pythia-160m,draw_1,7,2566,5,135.40592502663662,2.1257820096417414e-94,very_high,0.33842575550079346
pythia-160m,draw_1,7,1255,6,125.93773884628472,8.195865159845656e-89,low,-0.32760635018348694
pythia-160m,draw_1,7,2271,7,119.00004625581364,1.2274463590189528e-84,very_high,0.5953291058540344
pythia-160m,draw_1,7,1723,8,116.1761981330622,6.442555646434451e-83,low,-0.13965849578380585
pythia-160m,draw_1,7,2584,9,111.85890230697146,2.89929824671591e-80,very_high,0.5101508498191833
pythia-160m,draw_1,7,2186,10,95.40130595931475,7.033132637803225e-70,low,0.46355441212654114
pythia-160m,draw_1,7,2287,11,95.0870582183256,1.1213952409168117e-69,very_high,-0.4796818494796753
pythia-160m,draw_1,7,247,12,95.06732791094944,1.1547428642645088e-69,low,0.09828568994998932
pythia-160m,draw_1,7,161,13,94.36512394219851,3.279843617845746e-69,very_high,-0.11889509111642838
pythia-160m,draw_1,7,2294,14,89.57161856025394,4.296578696383197e-66,low,-0.5921748280525208
pythia-160m,draw_1,7,1205,15,87.5025125472955,9.792998889658628e-65,very_high,-0.5576132535934448
pythia-160m,draw_1,7,59,16,86.05556964806193,8.807916908616346e-64,low,1.030068278312683
pythia-160m,draw_1,7,2222,17,85.29136556986953,2.819630684695986e-63,low,0.06310294568538666
pythia-160m,draw_1,7,2468,18,85.24291167596512,3.035752899045652e-63,control,0.6359491348266602
pythia-160m,draw_1,7,146,19,84.25739781375914,1.3662553015980484e-62,very_high,0.03182360529899597
pythia-160m,draw_1,7,1692,20,81.482925233527,9.636736726750535e-61,very_high,0.5548036694526672
pythia-160m,draw_1,7,2827,21,79.84945668778938,1.198508045525453e-59,low,0.18243394792079926
pythia-160m,draw_1,7,57,22,79.8212916489406,1.2518688185634406e-59,very_high,-0.8133101463317871
pythia-160m,draw_1,7,1106,23,79.53531620384919,1.9486062619013211e-59,low,-0.3461298644542694
pythia-160m,draw_1,7,2734,24,78.93959675946098,4.903471728006606e-59,very_high,2.3682661056518555
pythia-160m,draw_1,7,2921,25,77.92334425105085,2.375182788829929e-58,very_high,-1.043998122215271
pythia-160m,draw_1,7,1769,26,77.31395841538006,6.130175995976429e-58,low,-0.3917931020259857
pythia-160m,draw_1,7,1341,27,77.19007762646366,7.434732844200514e-58,very_high,4.227532386779785
pythia-160m,draw_1,7,1135,28,76.4450544184719,2.3756978986655777e-57,low,-0.014174954034388065
pythia-160m,draw_1,7,2823,29,75.5190918041198,1.0098932873156192e-56,very_high,-0.4656619131565094
pythia-160m,draw_1,7,2431,30,72.15305955138066,2.0061185529895493e-54,very_high,-1.4311003684997559
pythia-160m,draw_1,7,183,31,72.12155081318022,2.108476124810998e-54,low,-1.3005565404891968
pythia-160m,draw_1,7,2986,32,72.05668745617227,2.3359571014615238e-54,very_high,0.2267262041568756
pythia-160m,draw_1,7,1028,33,71.98526897217123,2.61497180925459e-54,low,-1.3564282655715942
pythia-160m,draw_1,7,568,34,71.10683665086341,1.049470045876172e-53,very_high,-0.2884937524795532
pythia-160m,draw_1,7,2106,35,70.78988084043601,1.734139236524691e-53,very_high,-0.6899164319038391
pythia-160m,draw_1,7,1538,36,70.2749685914314,3.9248942286602815e-53,low,0.630245566368103
pythia-160m,draw_1,7,852,37,69.16209898234821,2.302771206367416e-52,low,0.07556658983230591
pythia-160m,draw_1,7,1254,38,67.82880123329207,1.931926548734462e-51,low,0.9583815932273865
pythia-160m,draw_1,7,2125,39,67.23416816655374,5.001105727663179e-51,very_high,-0.2231646180152893
pythia-160m,draw_1,7,720,40,67.0731481446021,6.472012770001339e-51,low,0.9127740859985352
pythia-160m,draw_1,7,143,41,67.05766972738962,6.634461675480572e-51,very_high,-1.6868007183074951
pythia-160m,draw_1,7,1457,42,67.05764680012702,6.634705306054786e-51,very_high,-0.6364217400550842
pythia-160m,draw_1,7,500,43,66.95530992888523,7.816561182252528e-51,low,-0.7739731073379517
pythia-160m,draw_1,7,2181,44,66.67096407777343,1.2329247139340592e-50,very_high,-0.2608296573162079
pythia-160m,draw_1,7,2949,45,66.21676464112873,2.5551068501083373e-50,low,-0.6964914202690125
pythia-160m,draw_1,7,1878,46,66.12156316588228,2.9770982547671047e-50,very_high,-0.5820629596710205
pythia-160m,draw_1,7,1365,47,65.5567521438519,7.379002370879663e-50,very_high,-1.0035618543624878
pythia-160m,draw_1,7,2057,48,64.12746140841064,7.384599894572542e-49,very_high,-0.9171546101570129
pythia-160m,draw_1,7,1867,49,63.50917788988023,2.0057880734038677e-48,very_high,-1.454735279083252
pythia-160m,draw_1,8,475,0,145.3129456509263,4.1278903289602024e-100,low,0.1753552109003067
pythia-160m,draw_1,8,1859,1,141.37280419412411,7.43787704674596e-98,very_high,-0.15501819550991058
pythia-160m,draw_1,8,1377,2,139.64229655635955,7.392047799957421e-97,low,6.825465679168701
pythia-160m,draw_1,8,760,3,136.93072009483316,2.7523007028096416e-95,very_high,-1.1110613346099854
pythia-160m,draw_1,8,1243,4,130.6652907147098,1.2838359020612075e-91,very_high,-2.99076247215271
pythia-160m,draw_1,8,265,5,126.70406799671277,2.8622704988085265e-89,very_high,-0.21368375420570374
pythia-160m,draw_1,8,1459,6,124.31316775689442,7.673328778373243e-88,low,0.8269662261009216
pythia-160m,draw_1,8,2020,7,114.06638091480082,1.2649956602411914e-81,low,1.9476112127304077
pythia-160m,draw_1,8,2608,8,112.18695884971474,1.81833739516248e-80,low,1.099265217781067
pythia-160m,draw_1,8,2746,9,111.32714198768224,6.1813081107389084e-80,very_high,-0.17423313856124878
pythia-160m,draw_1,8,2759,10,106.26955673723332,8.716542746088596e-77,very_high,-1.2607579231262207
pythia-160m,draw_1,8,236,11,105.32287400343209,3.4223830477582827e-76,very_high,-0.9521100521087646
pythia-160m,draw_1,8,1039,12,104.20315702679851,1.7327472875699355e-75,very_high,-0.42613327503204346
pythia-160m,draw_1,8,2226,13,103.97692431844911,2.406033379629402e-75,very_high,-0.727787435054779
pythia-160m,draw_1,8,1758,14,102.30443220053796,2.7405181306557262e-74,very_high,-0.8945772051811218
pythia-160m,draw_1,8,119,15,98.71258684013985,5.275448867919789e-72,low,0.2998388707637787
pythia-160m,draw_1,8,36,16,98.14910592024728,1.2093804323272475e-71,very_high,-2.2317934036254883
pythia-160m,draw_1,8,1689,17,96.35794789929261,1.703645158480554e-70,very_high,-0.24307341873645782
pythia-160m,draw_1,8,1132,18,93.94727798855446,6.109767232813328e-69,very_high,-1.7690746784210205
pythia-160m,draw_1,8,357,19,93.40306898252473,1.3751297336078313e-68,low,-0.26591911911964417
pythia-160m,draw_1,8,2360,20,87.99148894995852,4.670530176727149e-65,very_high,-0.0674295499920845
pythia-160m,draw_1,8,1430,21,87.66639434762199,7.64013403265397e-65,very_high,-0.23207558691501617
pythia-160m,draw_1,8,1059,22,87.6513247879402,7.81651195009287e-65,very_high,0.17065253853797913
pythia-160m,draw_1,8,2271,23,85.4431785537687,2.2373094357389683e-63,very_high,-0.520258903503418
pythia-160m,draw_1,8,1601,24,83.82893927420848,2.6307566128419866e-62,very_high,0.47133511304855347
pythia-160m,draw_1,8,567,25,83.77404395110315,2.8612872883912673e-62,low,0.5229217410087585
pythia-160m,draw_1,8,2075,26,83.43375141144541,4.817517281013728e-62,low,4.116826057434082
pythia-160m,draw_1,8,2241,27,81.44873529512887,1.0157665773021043e-60,control,-1.1429591178894043
pythia-160m,draw_1,8,1173,28,80.91438197013399,2.314232848675902e-60,very_high,-0.7430862188339233
pythia-160m,draw_1,8,1080,29,80.08276687778736,8.355774126678478e-60,very_high,-0.29895272850990295
pythia-160m,draw_1,8,469,30,78.35040584054931,1.223283645400639e-58,control,-0.07756995409727097
pythia-160m,draw_1,8,775,31,77.7719300912172,3.005712725314749e-58,very_high,-0.9389755725860596
pythia-160m,draw_1,8,1338,32,77.69979924285694,3.362578399546415e-58,very_high,-1.65447998046875
pythia-160m,draw_1,8,2048,33,77.43866522522728,5.048359446918429e-58,high,-0.5091162919998169
pythia-160m,draw_1,8,755,34,76.69868280133943,1.5992657891587206e-57,very_high,0.12275165319442749
pythia-160m,draw_1,8,1247,35,76.59186618054112,1.8892532622467523e-57,very_high,-0.4828537106513977
pythia-160m,draw_1,8,841,36,76.58069764384824,1.9224639806674927e-57,very_high,-0.4437134563922882
pythia-160m,draw_1,8,2049,37,76.44949842690887,2.3592758537567995e-57,very_high,-0.9374261498451233
pythia-160m,draw_1,8,2668,38,76.44619143568924,2.3714853841879166e-57,very_high,0.1823616921901703
pythia-160m,draw_1,8,1730,39,76.04745492426649,4.420406639956262e-57,very_high,-1.1799166202545166
pythia-160m,draw_1,8,941,40,75.91155412453182,5.466427684860515e-57,very_high,-1.226109266281128
pythia-160m,draw_1,8,909,41,75.74276421283533,7.117307243118786e-57,very_high,-1.187624454498291
pythia-160m,draw_1,8,32,42,75.44266334936314,1.138206606320939e-56,very_high,-1.5713690519332886
pythia-160m,draw_1,8,2887,43,75.34156972085962,1.3333598125315328e-56,very_high,-0.9628605246543884
pythia-160m,draw_1,8,2373,44,75.0725321826071,2.0320710866505012e-56,control,-0.7131317853927612
pythia-160m,draw_1,8,1640,45,74.98161009430355,2.3432133647643365e-56,very_high,-0.8702585101127625
pythia-160m,draw_1,8,1467,46,74.87951065114225,2.749852012032876e-56,very_high,-0.8111972212791443
pythia-160m,draw_1,8,575,47,73.57049639583124,2.1480985453411096e-55,very_high,0.11289658397436142
pythia-160m,draw_1,8,704,48,73.53999930909688,2.2536748680062657e-55,very_high,-0.09959973394870758
pythia-160m,draw_1,8,1189,49,72.9487493526569,5.71748965962988e-55,very_high,-0.3197326064109802
pythia-160m,draw_1,9,3009,0,227.1281158355939,8.783367477085782e-143,low,0.34056994318962097
pythia-160m,draw_1,9,367,1,169.08786485117986,2.685236155514369e-113,low,0.43065258860588074
pythia-160m,draw_1,9,2517,2,164.51532977526801,8.138036159803062e-111,low,-0.21277296543121338
pythia-160m,draw_1,9,920,3,160.11425023550635,2.1039504920016146e-108,low,-0.3791767358779907
pythia-160m,draw_1,9,2560,4,156.32890182059037,2.6136095203238344e-106,low,-0.28625744581222534
pythia-160m,draw_1,9,768,5,132.49951915017593,1.0684495338041554e-92,low,-1.5996603965759277
pythia-160m,draw_1,9,1930,6,123.9995602316056,1.1828903921016202e-87,very_high,0.16281287372112274
pythia-160m,draw_1,9,1611,7,110.64178695119371,1.6424220771756632e-79,low,-0.7035653591156006
pythia-160m,draw_1,9,1533,8,108.83391545809259,2.1803691188904434e-78,low,-1.0684869289398193
pythia-160m,draw_1,9,520,9,108.48940202454428,3.573744735255152e-78,low,-0.29710543155670166
pythia-160m,draw_1,9,988,10,106.31115389970635,8.208758321462575e-77,low,0.09155668318271637
pythia-160m,draw_1,9,2293,11,106.21646833571077,9.410572260998453e-77,low,0.5978175401687622
pythia-160m,draw_1,9,819,12,104.56239607217884,1.0292497704842586e-75,low,-0.2644614279270172
pythia-160m,draw_1,9,80,13,103.95374273761733,2.4883690119318905e-75,low,-1.1724001169204712
pythia-160m,draw_1,9,2117,14,103.79695642025759,3.1244389142801117e-75,low,-0.27777138352394104
pythia-160m,draw_1,9,2235,15,101.89074624798711,5.0102874600435796e-74,very_high,-0.061744824051856995
pythia-160m,draw_1,9,2198,16,101.3611821891409,1.0856682278962352e-73,very_high,-1.2314119338989258
pythia-160m,draw_1,9,1390,17,101.00809425750755,1.8191558860308582e-73,very_high,0.3039141595363617
pythia-160m,draw_1,9,1217,18,99.94339701637298,8.651158798689124e-73,low,-0.6661502122879028
pythia-160m,draw_1,9,480,19,96.80674608469306,8.77052918793331e-71,low,1.0938305854797363
pythia-160m,draw_1,9,1754,20,92.29174290749422,7.2339564737663e-68,very_high,0.9997776746749878
pythia-160m,draw_1,9,2954,21,92.15604444150522,8.862612494609038e-68,very_high,-0.9255844354629517
pythia-160m,draw_1,9,72,22,91.73346070591582,1.6687310750008805e-67,low,0.11926484853029251
pythia-160m,draw_1,9,2576,23,87.08447477766158,1.845642194827672e-64,low,2.0444893836975098
pythia-160m,draw_1,9,994,24,85.4518946680043,2.2077971855354484e-63,low,1.7484071254730225
pythia-160m,draw_1,9,2351,25,84.27444172096824,1.3311266246642672e-62,low,-0.4891173541545868
pythia-160m,draw_1,9,2695,26,82.63056305512485,1.6507665717008152e-61,low,-0.08631496131420135
pythia-160m,draw_1,9,242,27,80.06295873953196,8.615547362051716e-60,low,0.024028027430176735
pythia-160m,draw_1,9,1558,28,78.71828146981392,6.911330355451199e-59,low,-0.22046948969364166
pythia-160m,draw_1,9,2143,29,76.53306212263222,2.0708069061083265e-57,low,-0.38888055086135864
pythia-160m,draw_1,9,2319,30,76.09912406484052,4.077568226710826e-57,low,-0.47722238302230835
pythia-160m,draw_1,9,209,31,74.43795922031197,5.496542440097736e-56,low,-0.458053857088089
pythia-160m,draw_1,9,105,32,74.31402630757732,6.676926850597759e-56,low,-0.6324530839920044
pythia-160m,draw_1,9,2438,33,73.39278222509483,2.8411976366020214e-55,low,-0.0570698082447052
pythia-160m,draw_1,9,2929,34,72.75610583959504,7.746083958984635e-55,low,-0.4486313760280609
pythia-160m,draw_1,9,906,35,72.63479250694346,9.379175880853943e-55,low,-0.6736536026000977
pythia-160m,draw_1,9,2177,36,72.3010270944462,1.588142521293038e-54,very_high,0.04900919273495674
pythia-160m,draw_1,9,1299,37,71.93862218409271,2.8149962344672454e-54,very_high,-0.3347127139568329
pythia-160m,draw_1,9,2719,38,71.8031424765473,3.487164349450826e-54,low,-0.48315274715423584
pythia-160m,draw_1,9,2646,39,71.15805794693588,9.676979733891871e-54,low,0.5205711722373962
pythia-160m,draw_1,9,642,40,70.88461398571988,1.492358591977425e-53,very_high,-0.6455880999565125
pythia-160m,draw_1,9,3013,41,70.47482695938791,2.858101689250046e-53,low,2.514622926712036
pythia-160m,draw_1,9,1934,42,70.46281813532595,2.913080538118895e-53,low,-0.7934475541114807
pythia-160m,draw_1,9,202,43,70.28416679470207,3.8680005559652787e-53,low,-0.2800750136375427
pythia-160m,draw_1,9,2448,44,68.80356122746733,4.0768024575232566e-52,low,-0.5845430493354797
pythia-160m,draw_1,9,2772,45,68.72902442685093,4.5911536038870054e-52,low,-1.238405704498291
pythia-160m,draw_1,9,2806,46,68.0804979322754,1.292255665302792e-51,low,-0.3531111776828766
pythia-160m,draw_1,9,2063,47,67.05599410558328,6.652290861188529e-51,very_high,0.3579225242137909
pythia-160m,draw_1,9,1795,48,66.57742771031282,1.4324427949110292e-50,low,-1.7159792184829712
pythia-160m,draw_1,9,979,49,66.50727874634586,1.6030298837020617e-50,low,-0.443026602268219
pythia-160m,draw_1,10,2836,0,167.09277452204782,3.2257523761679147e-112,low,-0.0741729661822319
pythia-160m,draw_1,10,2182,1,144.61248502087122,1.0356769747632398e-99,low,0.49573367834091187
pythia-160m,draw_1,10,1391,2,138.80100118819792,2.2650921197253523e-96,low,0.23730739951133728
pythia-160m,draw_1,10,1252,3,134.99920292079403,3.671808246421613e-94,low,-0.0896444246172905
pythia-160m,draw_1,10,1828,4,127.53456828162336,9.173321709177034e-90,low,-0.3901859223842621
pythia-160m,draw_1,10,518,5,125.35198806485168,1.8339731850557739e-88,low,-0.7446457147598267
pythia-160m,draw_1,10,2799,6,120.07216806895431,2.7484995837996815e-85,low,0.022096458822488785
pythia-160m,draw_1,10,1750,7,118.80065284984947,1.6220423725003197e-84,very_high,1.1147561073303223
pythia-160m,draw_1,10,2975,8,110.84770870432527,1.2243096733732437e-79,low,-0.3723127841949463
pythia-160m,draw_1,10,2317,9,103.17113873561976,7.758174640607371e-75,low,-0.5614717602729797
