model,draw,band,layer,mlp_frac_mean,mlp_frac_std,attn_frac_mean,mlp_norm_mean,attn_norm_mean
pythia-1.4b,draw_1,high,15,0.5801041722297668,0.052450112998485565,0.41989579796791077,23.804452896118164,17.319496154785156
pythia-1.4b,draw_1,high,16,0.5211244225502014,0.037900328636169434,0.47887560725212097,23.03342056274414,21.317325592041016
pythia-1.4b,draw_1,high,17,0.662959098815918,0.049850866198539734,0.33704090118408203,18.27603530883789,9.339735984802246
pythia-1.4b,draw_1,high,18,0.5907189846038818,0.041028574109077454,0.40928101539611816,20.350072860717773,14.244804382324219
pythia-1.4b,draw_1,high,19,0.4098067581653595,0.03554849699139595,0.5901932716369629,16.270233154296875,23.406307220458984
pythia-1.4b,draw_1,high,20,0.6014145016670227,0.03598889708518982,0.39858555793762207,15.484112739562988,10.307143211364746
pythia-1.4b,draw_1,high,21,0.6314126253128052,0.03937002643942833,0.3685874044895172,16.736167907714844,9.729166984558105
pythia-1.4b,draw_1,high,22,0.7039589881896973,0.0282236710190773,0.29604095220565796,26.915742874145508,11.344122886657715
pythia-1.4b,draw_1,high,23,0.8731560707092285,0.012579061090946198,0.12684394419193268,137.094482421875,19.744205474853516
pythia-1.4b,draw_1,very_high,0,0.6211150884628296,0.018310774117708206,0.37888482213020325,19.555395126342773,11.927372932434082
pythia-1.4b,draw_1,very_high,1,0.4729323387145996,0.031298160552978516,0.5270676612854004,9.610319137573242,10.668394088745117
pythia-1.4b,draw_1,very_high,2,0.5132797360420227,0.023265250027179718,0.4867202341556549,10.627543449401855,10.074974060058594
pythia-1.4b,draw_1,very_high,3,0.5976167917251587,0.03220605477690697,0.4023832082748413,12.240635871887207,8.166335105895996
pythia-1.4b,draw_1,very_high,4,0.5318301916122437,0.043960731476545334,0.46816983819007874,13.389631271362305,11.709409713745117
pythia-1.4b,draw_1,very_high,5,0.4926575720310211,0.028919637203216553,0.5073423981666565,15.214653015136719,15.69823169708252
pythia-1.4b,draw_1,very_high,6,0.5744878053665161,0.0338883213698864,0.4255122244358063,18.344070434570312,13.580253601074219
pythia-1.4b,draw_1,very_high,7,0.5007902979850769,0.02826218120753765,0.49920976161956787,19.61556053161621,19.605140686035156
pythia-1.4b,draw_1,very_high,8,0.5121241807937622,0.025685688480734825,0.4878758490085602,20.74728012084961,19.79679298400879
pythia-1.4b,draw_1,very_high,9,0.5888650417327881,0.03812231868505478,0.4111349880695343,20.345611572265625,14.330209732055664
pythia-1.4b,draw_1,very_high,10,0.44321563839912415,0.02859344519674778,0.5567843914031982,22.468460083007812,28.342130661010742
pythia-1.4b,draw_1,very_high,11,0.5446537137031555,0.032313134521245956,0.45534634590148926,22.94792366027832,19.263029098510742
pythia-1.4b,draw_1,very_high,12,0.5367489457130432,0.04114661365747452,0.4632510840892792,20.447521209716797,17.55050277709961
pythia-1.4b,draw_1,very_high,13,0.627131998538971,0.05152123048901558,0.37286797165870667,20.837434768676758,12.527813911437988
pythia-1.4b,draw_1,very_high,14,0.6258968710899353,0.04824201390147209,0.3741031289100647,21.2498779296875,12.842907905578613
pythia-1.4b,draw_1,very_high,15,0.6011654734611511,0.05267167463898659,0.3988344967365265,23.553037643432617,15.753632545471191
pythia-1.4b,draw_1,very_high,16,0.5379806160926819,0.03546341508626938,0.4620193839073181,23.968351364135742,20.684757232666016
pythia-1.4b,draw_1,very_high,17,0.6635512709617615,0.05259282886981964,0.33644863963127136,18.297842025756836,9.348540306091309
pythia-1.4b,draw_1,very_high,18,0.6090519428253174,0.0425947867333889,0.3909481465816498,20.822742462158203,13.521577835083008
pythia-1.4b,draw_1,very_high,19,0.41364362835884094,0.03955940157175064,0.5863563418388367,16.639541625976562,23.516220092773438
pythia-1.4b,draw_1,very_high,20,0.6079683303833008,0.03149160370230675,0.392031729221344,15.598326683044434,10.086868286132812
pythia-1.4b,draw_1,very_high,21,0.6301067471504211,0.03648007661104202,0.36989328265190125,16.209430694580078,9.491628646850586
pythia-1.4b,draw_1,very_high,22,0.7235709428787231,0.03442095220088959,0.2764289975166321,27.138389587402344,10.382278442382812
pythia-1.4b,draw_1,very_high,23,0.8789917230606079,0.011157643049955368,0.12100829929113388,141.79519653320312,19.39161491394043
pythia-1.4b,draw_1,control,0,0.6188933849334717,0.020648624747991562,0.3811066448688507,19.865074157714844,12.223673820495605
pythia-1.4b,draw_1,control,1,0.47561517357826233,0.029526501893997192,0.5243848562240601,9.793530464172363,10.75799560546875
pythia-1.4b,draw_1,control,2,0.5079396963119507,0.0226760134100914,0.49206027388572693,10.571931838989258,10.247204780578613
pythia-1.4b,draw_1,control,3,0.5951237678527832,0.03143378347158432,0.4048762321472168,12.266725540161133,8.211857795715332
pythia-1.4b,draw_1,control,4,0.5331124067306519,0.042549312114715576,0.46688759326934814,13.652313232421875,11.616886138916016
pythia-1.4b,draw_1,control,5,0.49036023020744324,0.0326610691845417,0.5096397399902344,15.240959167480469,15.859369277954102
pythia-1.4b,draw_1,control,6,0.5763586163520813,0.037832457572221756,0.4236413538455963,18.416988372802734,13.513395309448242
pythia-1.4b,draw_1,control,7,0.4969123601913452,0.03134813904762268,0.50308758020401,19.66851043701172,19.965511322021484
pythia-1.4b,draw_1,control,8,0.5125457644462585,0.02971247397363186,0.48745423555374146,20.98225212097168,20.004222869873047
pythia-1.4b,draw_1,control,9,0.5874494314193726,0.03531267121434212,0.41255059838294983,20.348827362060547,14.41736125946045
pythia-1.4b,draw_1,control,10,0.4390886127948761,0.031182769685983658,0.5609114170074463,22.41887092590332,28.78434944152832
pythia-1.4b,draw_1,control,11,0.5413458347320557,0.03295952454209328,0.45865413546562195,22.920673370361328,19.508098602294922
pythia-1.4b,draw_1,control,12,0.531065046787262,0.037681203335523605,0.46893492341041565,19.96480941772461,17.657419204711914
pythia-1.4b,draw_1,control,13,0.6185429096221924,0.04946761950850487,0.38145712018013,20.81353759765625,13.0122709274292
pythia-1.4b,draw_1,control,14,0.6157451868057251,0.04443268105387688,0.3842547833919525,21.19621467590332,13.355388641357422
pythia-1.4b,draw_1,control,15,0.590685248374939,0.05346503481268883,0.40931472182273865,23.549514770507812,16.467002868652344
pythia-1.4b,draw_1,control,16,0.5329990386962891,0.04197293892502785,0.46700093150138855,23.603479385375977,20.847156524658203
pythia-1.4b,draw_1,control,17,0.6608216762542725,0.049480635672807693,0.33917832374572754,18.13656234741211,9.394308090209961
pythia-1.4b,draw_1,control,18,0.6029811501502991,0.04922427237033844,0.3970188498497009,20.61067008972168,13.783756256103516
pythia-1.4b,draw_1,control,19,0.41238585114479065,0.03532309830188751,0.5876141786575317,16.398649215698242,23.331405639648438
pythia-1.4b,draw_1,control,20,0.6050184369087219,0.03527829796075821,0.3949814736843109,15.566656112670898,10.212394714355469
pythia-1.4b,draw_1,control,21,0.6274538636207581,0.035050272941589355,0.37254610657691956,16.268678665161133,9.632079124450684
pythia-1.4b,draw_1,control,22,0.7159565091133118,0.036303550004959106,0.284043550491333,27.1201171875,10.775110244750977
pythia-1.4b,draw_1,control,23,0.8763712048530579,0.012171680107712746,0.12362879514694214,140.00393676757812,19.590829849243164
pythia-1.4b,draw_2,low,0,0.6364347338676453,0.020765826106071472,0.36356523633003235,23.815000534057617,13.558168411254883
pythia-1.4b,draw_2,low,1,0.4856873154640198,0.03219715505838394,0.5143126845359802,11.272910118103027,11.876178741455078
pythia-1.4b,draw_2,low,2,0.5021504759788513,0.022068390622735023,0.4978495240211487,10.288793563842773,10.208752632141113
pythia-1.4b,draw_2,low,3,0.5731553435325623,0.01980854943394661,0.42684462666511536,11.752881050109863,8.756416320800781
pythia-1.4b,draw_2,low,4,0.5220909118652344,0.032280225306749344,0.47790905833244324,13.49515438079834,12.44598388671875
pythia-1.4b,draw_2,low,5,0.49456340074539185,0.018371619284152985,0.5054365992546082,15.884474754333496,16.235279083251953
pythia-1.4b,draw_2,low,6,0.5822364687919617,0.0254426971077919,0.4177635908126831,18.994077682495117,13.637274742126465
pythia-1.4b,draw_2,low,7,0.4985044300556183,0.020736562088131905,0.5014955401420593,20.597042083740234,20.724435806274414
pythia-1.4b,draw_2,low,8,0.5098695158958435,0.02187930792570114,0.4901304841041565,21.949180603027344,21.130260467529297
pythia-1.4b,draw_2,low,9,0.5928941369056702,0.03795360028743744,0.40710586309432983,21.663684844970703,15.035898208618164
pythia-1.4b,draw_2,low,10,0.4317406415939331,0.02420111559331417,0.5682593584060669,22.288394927978516,29.429851531982422
pythia-1.4b,draw_2,low,11,0.5595194101333618,0.027311358600854874,0.44048061966896057,23.491788864135742,18.535919189453125
pythia-1.4b,draw_2,low,12,0.5236526727676392,0.0327475406229496,0.47634729743003845,18.705615997314453,17.07830810546875
pythia-1.4b,draw_2,low,13,0.566431999206543,0.035762887448072433,0.43356797099113464,20.529760360717773,15.779480934143066
pythia-1.4b,draw_2,low,14,0.5937036275863647,0.03652423992753029,0.40629634261131287,21.689733505249023,14.932223320007324
pythia-1.4b,draw_2,low,15,0.5729124546051025,0.038451556116342545,0.42708754539489746,25.30729103088379,18.907291412353516
pythia-1.4b,draw_2,low,16,0.5161064267158508,0.040390606969594955,0.48389357328414917,22.4301700592041,21.19251251220703
pythia-1.4b,draw_2,low,17,0.6180445551872253,0.04981497302651405,0.38195544481277466,18.163066864013672,11.308209419250488
pythia-1.4b,draw_2,low,18,0.589848518371582,0.034431617707014084,0.41015157103538513,19.238618850708008,13.45565128326416
pythia-1.4b,draw_2,low,19,0.4238549470901489,0.035830724984407425,0.5761449933052063,16.363513946533203,22.266244888305664
pythia-1.4b,draw_2,low,20,0.6028048992156982,0.03991067409515381,0.39719510078430176,15.816494941711426,10.440045356750488
pythia-1.4b,draw_2,low,21,0.6451618075370789,0.03825823590159416,0.35483822226524353,17.80498504638672,9.726219177246094
pythia-1.4b,draw_2,low,22,0.6709392666816711,0.02601531893014908,0.32906073331832886,27.53230094909668,13.522085189819336
pythia-1.4b,draw_2,low,23,0.8585637807846069,0.012730134651064873,0.14143620431423187,124.89654541015625,20.449678421020508
pythia-1.4b,draw_2,medium,0,0.6249924302101135,0.019192002713680267,0.37500762939453125,21.82948112487793,13.06304931640625
pythia-1.4b,draw_2,medium,1,0.48630446195602417,0.03102816268801689,0.5136955380439758,10.932103157043457,11.486100196838379
pythia-1.4b,draw_2,medium,2,0.509466290473938,0.018713684752583504,0.4905336797237396,10.793938636779785,10.393092155456543
pythia-1.4b,draw_2,medium,3,0.5816600322723389,0.019069846719503403,0.41833996772766113,11.90150260925293,8.5590181350708
pythia-1.4b,draw_2,medium,4,0.5228137969970703,0.02845570631325245,0.4771861732006073,13.37744140625,12.26180648803711
pythia-1.4b,draw_2,medium,5,0.49234387278556824,0.01642412319779396,0.5076560974121094,15.528325080871582,16.01632308959961
pythia-1.4b,draw_2,medium,6,0.5773669481277466,0.0253456998616457,0.4226330816745758,18.589942932128906,13.616011619567871
pythia-1.4b,draw_2,medium,7,0.4986400306224823,0.020941026508808136,0.5013599395751953,20.252317428588867,20.372352600097656
pythia-1.4b,draw_2,medium,8,0.5077801942825317,0.02317434921860695,0.4922197759151459,21.63243865966797,20.985126495361328
pythia-1.4b,draw_2,medium,9,0.5863596200942993,0.038541994988918304,0.41364040970802307,20.994199752807617,14.957891464233398
pythia-1.4b,draw_2,medium,10,0.43688032031059265,0.02404835820198059,0.563119649887085,22.431127548217773,28.988605499267578
pythia-1.4b,draw_2,medium,11,0.5498387217521667,0.02748788893222809,0.45016127824783325,23.21210479736328,19.049741744995117
pythia-1.4b,draw_2,medium,12,0.5226473212242126,0.031212609261274338,0.47735270857810974,18.835538864135742,17.286680221557617
pythia-1.4b,draw_2,medium,13,0.5751436352729797,0.04290498048067093,0.4248563349246979,20.62615966796875,15.358834266662598
pythia-1.4b,draw_2,medium,14,0.598309338092804,0.03764835372567177,0.40169066190719604,21.3219051361084,14.409856796264648
pythia-1.4b,draw_2,medium,15,0.574482262134552,0.04373958706855774,0.4255177080631256,24.38178825378418,18.142559051513672
pythia-1.4b,draw_2,medium,16,0.5174146890640259,0.0389605276286602,0.4825853109359741,22.64482879638672,21.25271224975586
pythia-1.4b,draw_2,medium,17,0.6449446678161621,0.0511322058737278,0.35505539178848267,18.217769622802734,10.114140510559082
pythia-1.4b,draw_2,medium,18,0.5965924859046936,0.03905680403113365,0.4034075140953064,19.85947608947754,13.530319213867188
pythia-1.4b,draw_2,medium,19,0.4122020900249481,0.03267743065953255,0.587797999382019,16.21535873413086,23.107521057128906
pythia-1.4b,draw_2,medium,20,0.596205472946167,0.03988868370652199,0.4037945568561554,15.478777885437012,10.52983283996582
pythia-1.4b,draw_2,medium,21,0.6374714970588684,0.03889485076069832,0.3625284433364868,17.245441436767578,9.732440948486328
pythia-1.4b,draw_2,medium,22,0.683631181716919,0.025027355179190636,0.31636887788772583,26.837818145751953,12.440620422363281
pythia-1.4b,draw_2,medium,23,0.8664495348930359,0.013294416479766369,0.13355045020580292,131.96142578125,20.17603302001953
pythia-1.4b,draw_2,high,0,0.6158086657524109,0.018709050491452217,0.3841913938522339,20.128965377807617,12.542118072509766
pythia-1.4b,draw_2,high,1,0.479794442653656,0.026942284777760506,0.520205557346344,10.199091911315918,11.01208782196045
pythia-1.4b,draw_2,high,2,0.506616473197937,0.020157616585493088,0.493383526802063,10.76123046875,10.482054710388184
pythia-1.4b,draw_2,high,3,0.5944232940673828,0.03040948137640953,0.4055767059326172,12.20732593536377,8.258463859558105
pythia-1.4b,draw_2,high,4,0.529814600944519,0.043076351284980774,0.47018539905548096,13.59679126739502,11.973372459411621
pythia-1.4b,draw_2,high,5,0.4941534996032715,0.03113393485546112,0.5058465003967285,15.573140144348145,15.971686363220215
pythia-1.4b,draw_2,high,6,0.5829710364341736,0.03454318270087242,0.41702890396118164,18.674930572509766,13.356868743896484
pythia-1.4b,draw_2,high,7,0.49997708201408386,0.02753591164946556,0.5000229477882385,19.68014907836914,19.748537063598633
pythia-1.4b,draw_2,high,8,0.5113580822944641,0.025089696049690247,0.4886418879032135,21.006546020507812,20.123472213745117
pythia-1.4b,draw_2,high,9,0.5845622420310974,0.032792117446660995,0.4154377281665802,20.325387954711914,14.558591842651367
pythia-1.4b,draw_2,high,10,0.4420180022716522,0.026248198002576828,0.5579820275306702,22.40390968322754,28.394521713256836
pythia-1.4b,draw_2,high,11,0.548676073551178,0.03024427220225334,0.451323926448822,23.06950569152832,19.04059410095215
pythia-1.4b,draw_2,high,12,0.5280681848526001,0.03752043470740318,0.4719318449497223,19.70047378540039,17.647554397583008
pythia-1.4b,draw_2,high,13,0.6038148403167725,0.04641588777303696,0.39618512988090515,20.936574935913086,13.88390827178955
pythia-1.4b,draw_2,high,14,0.615447998046875,0.03879348561167717,0.384552001953125,21.484893798828125,13.527624130249023
pythia-1.4b,draw_2,high,15,0.5821288824081421,0.044958993792533875,0.4178710877895355,24.24390983581543,17.472450256347656
pythia-1.4b,draw_2,high,16,0.5242188572883606,0.038307756185531616,0.475781112909317,23.354366302490234,21.333953857421875
pythia-1.4b,draw_2,high,17,0.660976231098175,0.05163085460662842,0.33902376890182495,18.372621536254883,9.483808517456055
pythia-1.4b,draw_2,high,18,0.5912225246429443,0.04053150489926338,0.40877747535705566,20.347814559936523,14.225479125976562
pythia-1.4b,draw_2,high,19,0.4129604697227478,0.03548707067966461,0.5870395302772522,16.549030303955078,23.489728927612305
pythia-1.4b,draw_2,high,20,0.6035490036010742,0.03887827321887016,0.3964509963989258,15.481287002563477,10.235542297363281
pythia-1.4b,draw_2,high,21,0.6336965560913086,0.039259184151887894,0.3663035035133362,16.782516479492188,9.664420127868652
pythia-1.4b,draw_2,high,22,0.702729344367981,0.033395715057849884,0.29727065563201904,27.01599884033203,11.474170684814453
pythia-1.4b,draw_2,high,23,0.8737905621528625,0.012488029897212982,0.12620942294597626,137.8902130126953,19.760051727294922
pythia-1.4b,draw_2,very_high,0,0.6173340082168579,0.019073784351348877,0.3826660215854645,19.397497177124023,12.017788887023926
pythia-1.4b,draw_2,very_high,1,0.46964702010154724,0.028973475098609924,0.5303529500961304,9.514237403869629,10.705978393554688
pythia-1.4b,draw_2,very_high,2,0.5109938979148865,0.023594066500663757,0.48900607228279114,10.763724327087402,10.302007675170898
pythia-1.4b,draw_2,very_high,3,0.5968713760375977,0.027591371908783913,0.40312859416007996,12.33861255645752,8.30013656616211
pythia-1.4b,draw_2,very_high,4,0.5318413972854614,0.03158562630414963,0.4681586027145386,13.227953910827637,11.706156730651855
pythia-1.4b,draw_2,very_high,5,0.49111148715019226,0.02060023322701454,0.5088885426521301,15.138401985168457,15.69422721862793
pythia-1.4b,draw_2,very_high,6,0.5737180113792419,0.026802629232406616,0.42628204822540283,18.072521209716797,13.44192123413086
pythia-1.4b,draw_2,very_high,7,0.494326651096344,0.02488454058766365,0.505673348903656,19.431434631347656,19.896697998046875
pythia-1.4b,draw_2,very_high,8,0.5097494125366211,0.023673132061958313,0.4902505874633789,20.740203857421875,19.97536277770996
pythia-1.4b,draw_2,very_high,9,0.584264874458313,0.03410063311457634,0.415735125541687,20.200681686401367,14.473583221435547
pythia-1.4b,draw_2,very_high,10,0.44073358178138733,0.026705117896199226,0.5592664480209351,22.47038459777832,28.5913143157959
pythia-1.4b,draw_2,very_high,11,0.5423902869224548,0.03212146461009979,0.45760977268218994,22.888320922851562,19.376344680786133
pythia-1.4b,draw_2,very_high,12,0.5323971509933472,0.03656584769487381,0.4676028788089752,20.599618911743164,18.0231876373291
pythia-1.4b,draw_2,very_high,13,0.6321234703063965,0.04504646733403206,0.3678765892982483,20.949556350708008,12.320167541503906
pythia-1.4b,draw_2,very_high,14,0.6229203343391418,0.04474463686347008,0.37707963585853577,21.34233856201172,13.047048568725586
pythia-1.4b,draw_2,very_high,15,0.597570538520813,0.04976505786180496,0.4024294912815094,23.674579620361328,16.03907585144043
pythia-1.4b,draw_2,very_high,16,0.5350493788719177,0.0358477346599102,0.4649506211280823,23.897798538208008,20.899429321289062
pythia-1.4b,draw_2,very_high,17,0.6664911508560181,0.04940132051706314,0.33350884914398193,18.339128494262695,9.223854064941406
pythia-1.4b,draw_2,very_high,18,0.6097819209098816,0.047280531376600266,0.3902181088924408,20.816282272338867,13.50705337524414
pythia-1.4b,draw_2,very_high,19,0.4184178411960602,0.04057416692376137,0.5815821886062622,16.75282096862793,23.221647262573242
pythia-1.4b,draw_2,very_high,20,0.6095200181007385,0.03284943476319313,0.39048001170158386,15.669685363769531,10.074227333068848
pythia-1.4b,draw_2,very_high,21,0.6349049210548401,0.037223730236291885,0.3650950789451599,16.335529327392578,9.351223945617676
pythia-1.4b,draw_2,very_high,22,0.7286422848701477,0.030325526371598244,0.2713577151298523,27.40514373779297,10.212506294250488
pythia-1.4b,draw_2,very_high,23,0.8797091841697693,0.011484996415674686,0.12029073387384415,141.6453857421875,19.225143432617188
pythia-1.4b,draw_2,control,0,0.6231154203414917,0.020356010645627975,0.3768845498561859,19.919301986694336,12.027222633361816
pythia-1.4b,draw_2,control,1,0.4724273681640625,0.03167866915464401,0.5275726318359375,9.645325660705566,10.72132396697998
pythia-1.4b,draw_2,control,2,0.5125879049301147,0.02275124378502369,0.48741209506988525,10.63212776184082,10.112671852111816
pythia-1.4b,draw_2,control,3,0.5948452353477478,0.02724340185523033,0.4051547646522522,12.06771469116211,8.174663543701172
pythia-1.4b,draw_2,control,4,0.528304398059845,0.034985970705747604,0.4716956317424774,13.15888500213623,11.803784370422363
pythia-1.4b,draw_2,control,5,0.4917156398296356,0.019005266949534416,0.5082843899726868,15.281350135803223,15.80754566192627
pythia-1.4b,draw_2,control,6,0.5772051215171814,0.030719170346856117,0.422794908285141,18.485759735107422,13.561797142028809
pythia-1.4b,draw_2,control,7,0.500216007232666,0.025027887895703316,0.499783992767334,19.672283172607422,19.66468048095703
pythia-1.4b,draw_2,control,8,0.5132129788398743,0.023954452946782112,0.4867870509624481,20.836179733276367,19.781770706176758
pythia-1.4b,draw_2,control,9,0.5922313332557678,0.035923223942518234,0.40776869654655457,20.131128311157227,13.956048011779785
pythia-1.4b,draw_2,control,10,0.43228718638420105,0.027782335877418518,0.5677127838134766,21.976078033447266,28.945833206176758
pythia-1.4b,draw_2,control,11,0.5391925573348999,0.033879607915878296,0.4608074128627777,22.68029022216797,19.457901000976562
pythia-1.4b,draw_2,control,12,0.5316983461380005,0.04378688707947731,0.4683016538619995,20.311662673950195,17.835384368896484
pythia-1.4b,draw_2,control,13,0.6186867356300354,0.053190089762210846,0.3813132643699646,20.97385025024414,13.097161293029785
pythia-1.4b,draw_2,control,14,0.6201162934303284,0.049640655517578125,0.37988370656967163,21.487655639648438,13.293866157531738
pythia-1.4b,draw_2,control,15,0.5952939391136169,0.052045006304979324,0.40470606088638306,23.982786178588867,16.34433364868164
pythia-1.4b,draw_2,control,16,0.5334802865982056,0.03832302242517471,0.46651971340179443,23.675073623657227,20.845251083374023
pythia-1.4b,draw_2,control,17,0.6624338030815125,0.04937652498483658,0.3375661075115204,18.2534236907959,9.349210739135742
pythia-1.4b,draw_2,control,18,0.5982865691184998,0.044595200568437576,0.40171346068382263,20.624061584472656,14.015883445739746
pythia-1.4b,draw_2,control,19,0.41550469398498535,0.03661484271287918,0.5844953060150146,16.660429000854492,23.375268936157227
pythia-1.4b,draw_2,control,20,0.6095507144927979,0.033967070281505585,0.39044925570487976,15.750999450683594,10.127126693725586
pythia-1.4b,draw_2,control,21,0.6319897174835205,0.03641919419169426,0.3680102527141571,16.60548210144043,9.624991416931152
pythia-1.4b,draw_2,control,22,0.7129586935043335,0.032960183918476105,0.2870412766933441,27.248720169067383,10.986078262329102
pythia-1.4b,draw_2,control,23,0.8767346739768982,0.012270091101527214,0.12326531857252121,139.8492431640625,19.495746612548828
pythia-1.4b,draw_3,low,0,0.634467363357544,0.019580215215682983,0.3655325770378113,23.659637451171875,13.577452659606934
pythia-1.4b,draw_3,low,1,0.4839085638523102,0.0327608585357666,0.5160914659500122,11.205709457397461,11.882442474365234
pythia-1.4b,draw_3,low,2,0.4994141161441803,0.02462286502122879,0.5005858540534973,10.16386604309082,10.2067289352417
pythia-1.4b,draw_3,low,3,0.5689611434936523,0.02012687362730503,0.43103888630867004,11.720505714416504,8.882452964782715
pythia-1.4b,draw_3,low,4,0.5199174880981445,0.03162895143032074,0.4800824522972107,13.553186416625977,12.590664863586426
pythia-1.4b,draw_3,low,5,0.49467557668685913,0.01927429996430874,0.5053244233131409,15.97289752960205,16.31894302368164
pythia-1.4b,draw_3,low,6,0.5825519561767578,0.02385811135172844,0.4174480438232422,19.195646286010742,13.752907752990723
pythia-1.4b,draw_3,low,7,0.5009840726852417,0.022283140569925308,0.4990159571170807,20.791351318359375,20.71187973022461
pythia-1.4b,draw_3,low,8,0.5147125124931335,0.022376960143446922,0.48528748750686646,22.174158096313477,20.937410354614258
pythia-1.4b,draw_3,low,9,0.598328173160553,0.03713856264948845,0.40167176723480225,21.427539825439453,14.51909065246582
pythia-1.4b,draw_3,low,10,0.43145751953125,0.023366175591945648,0.5685424208641052,22.07125473022461,29.152894973754883
pythia-1.4b,draw_3,low,11,0.5565195083618164,0.026893116533756256,0.4434804916381836,23.230337142944336,18.54990005493164
pythia-1.4b,draw_3,low,12,0.5263559818267822,0.0327054001390934,0.473643958568573,18.670116424560547,16.867706298828125
pythia-1.4b,draw_3,low,13,0.5721111297607422,0.03593156486749649,0.4278888404369354,20.51201820373535,15.40374755859375
pythia-1.4b,draw_3,low,14,0.5953230857849121,0.036577679216861725,0.4046768844127655,21.43976593017578,14.6525297164917
pythia-1.4b,draw_3,low,15,0.572719931602478,0.03886449337005615,0.427280068397522,25.061555862426758,18.772069931030273
pythia-1.4b,draw_3,low,16,0.5196903944015503,0.04237291216850281,0.4803095757961273,22.55672836303711,21.03250503540039
pythia-1.4b,draw_3,low,17,0.6158779859542847,0.04920806363224983,0.3841220438480377,18.02460289001465,11.344459533691406
pythia-1.4b,draw_3,low,18,0.5892197489738464,0.03738878667354584,0.4107801914215088,19.34404754638672,13.57507610321045
pythia-1.4b,draw_3,low,19,0.4193554222583771,0.03319685533642769,0.5806445479393005,16.21906089782715,22.475997924804688
pythia-1.4b,draw_3,low,20,0.5954248309135437,0.04155431687831879,0.4045751392841339,15.601877212524414,10.640755653381348
pythia-1.4b,draw_3,low,21,0.6394707560539246,0.03500506654381752,0.3605292737483978,17.496963500976562,9.81156063079834
pythia-1.4b,draw_3,low,22,0.6702864766120911,0.02326221950352192,0.3297135531902313,27.227859497070312,13.416489601135254
pythia-1.4b,draw_3,low,23,0.8591273427009583,0.012255359441041946,0.14087273180484772,126.21160888671875,20.578662872314453
pythia-1.4b,draw_3,medium,0,0.6243767738342285,0.01989487186074257,0.37562325596809387,21.792312622070312,13.08678913116455
pythia-1.4b,draw_3,medium,1,0.4832898676395416,0.030708307400345802,0.5167101621627808,10.887591361999512,11.57572078704834
pythia-1.4b,draw_3,medium,2,0.5100232362747192,0.02084387093782425,0.4899767339229584,10.816156387329102,10.385912895202637
pythia-1.4b,draw_3,medium,3,0.5849431753158569,0.019817352294921875,0.41505682468414307,11.998620986938477,8.512065887451172
pythia-1.4b,draw_3,medium,4,0.5212288498878479,0.028662899509072304,0.4787710905075073,13.351737976074219,12.321946144104004
pythia-1.4b,draw_3,medium,5,0.493161678314209,0.018982885405421257,0.506838321685791,15.622441291809082,16.05952262878418
pythia-1.4b,draw_3,medium,6,0.5841739177703857,0.024934278801083565,0.41582611203193665,18.798181533813477,13.389856338500977
pythia-1.4b,draw_3,medium,7,0.49666985869407654,0.022124942392110825,0.5033301711082458,20.08342933654785,20.36664581298828
pythia-1.4b,draw_3,medium,8,0.509472668170929,0.022505082190036774,0.49052733182907104,21.54800796508789,20.77117347717285
pythia-1.4b,draw_3,medium,9,0.5907613039016724,0.03671682998538017,0.40923869609832764,20.803977966308594,14.526473999023438
pythia-1.4b,draw_3,medium,10,0.4343205988407135,0.026749929413199425,0.5656793713569641,22.168611526489258,28.981416702270508
pythia-1.4b,draw_3,medium,11,0.5518196821212769,0.030602559447288513,0.44818034768104553,23.1352481842041,18.84259605407715
pythia-1.4b,draw_3,medium,12,0.522887647151947,0.031366921961307526,0.4771123230457306,18.943403244018555,17.376270294189453
pythia-1.4b,draw_3,medium,13,0.5858328342437744,0.04342791438102722,0.4141671359539032,20.674652099609375,14.735955238342285
pythia-1.4b,draw_3,medium,14,0.6006291508674622,0.04318181797862053,0.39937084913253784,21.272890090942383,14.274946212768555
pythia-1.4b,draw_3,medium,15,0.5734096765518188,0.046452827751636505,0.42659029364585876,24.404964447021484,18.298986434936523
pythia-1.4b,draw_3,medium,16,0.5175464153289795,0.042656395584344864,0.4824535548686981,22.4824161529541,21.13507843017578
pythia-1.4b,draw_3,medium,17,0.6475000381469727,0.05038069933652878,0.35249996185302734,18.262269973754883,10.026585578918457
pythia-1.4b,draw_3,medium,18,0.5979886651039124,0.03787270188331604,0.40201130509376526,19.66676139831543,13.324272155761719
pythia-1.4b,draw_3,medium,19,0.4167516827583313,0.03281945735216141,0.5832483172416687,16.340351104736328,22.861913681030273
pythia-1.4b,draw_3,medium,20,0.601868212223053,0.04394308477640152,0.398131787776947,15.60814380645752,10.375709533691406
pythia-1.4b,draw_3,medium,21,0.6377439498901367,0.03804018348455429,0.3622560501098633,17.423934936523438,9.83199405670166
pythia-1.4b,draw_3,medium,22,0.6833440065383911,0.025258459150791168,0.3166559934616089,27.092201232910156,12.578713417053223
pythia-1.4b,draw_3,medium,23,0.8652293682098389,0.013868859969079494,0.13477066159248352,130.93008422851562,20.223663330078125
pythia-1.4b,draw_3,high,0,0.6176797151565552,0.020709579810500145,0.3823203146457672,20.305517196655273,12.544292449951172
pythia-1.4b,draw_3,high,1,0.4815319776535034,0.03118852525949478,0.5184680223464966,10.301608085632324,11.046121597290039
