model,source_band,test_band,mean_acc,std_acc,mean_boost,std_boost,mean_n_edges,is_diagonal
pythia-1b,control,high,0.9170370370370371,0.012830005981991648,0.42962962962962975,0.012830005981991634,873.6666666666666,False
pythia-1b,control,low,0.8148148148148149,0.020041110012546225,0.5881481481481483,0.020041110012546225,873.6666666666666,False
pythia-1b,control,medium,0.8933333333333332,0.016024672335395528,0.48296296296296304,0.016024672335395503,873.6666666666666,False
pythia-1b,control,very_high,0.9437037037037038,0.026789838992629846,0.43259259259259264,0.026789838992629815,873.6666666666666,False
pythia-1b,high,control,0.9422222222222222,0.023094010767585067,0.49037037037037035,0.023094010767585025,949.6666666666666,False
pythia-1b,high,high,0.9362962962962963,0.018503697773032287,0.44888888888888906,0.018503697773032287,949.6666666666666,True
pythia-1b,high,low,0.8711111111111111,0.011758894715842585,0.6444444444444445,0.011758894715842585,949.6666666666666,False
pythia-1b,high,medium,0.9199999999999999,0.00444444444444439,0.5096296296296298,0.00444444444444439,949.6666666666666,False
pythia-1b,high,very_high,0.9333333333333332,0.00769800358919506,0.4222222222222223,0.00769800358919506,949.6666666666666,False
pythia-1b,low,control,0.9288888888888889,0.019372884193514118,0.477037037037037,0.019372884193514094,967.3333333333334,False
pythia-1b,low,high,0.9437037037037036,0.017962008374788417,0.4562962962962964,0.01796200837478837,967.3333333333334,False
pythia-1b,low,low,0.9051851851851852,0.04200725001113434,0.6785185185185186,0.04200725001113434,967.3333333333334,True
pythia-1b,low,medium,0.9407407407407408,0.009251848886516152,0.5303703703703705,0.009251848886516152,967.3333333333334,False
pythia-1b,low,very_high,0.9081481481481481,0.0025660011963983373,0.3970370370370371,0.002566001196398361,967.3333333333334,False
pythia-1b,medium,control,0.9362962962962963,0.009251848886516143,0.4844444444444444,0.009251848886516143,937.0,False
pythia-1b,medium,high,0.9377777777777778,0.008888888888888877,0.4503703703703705,0.008888888888888898,937.0,False
pythia-1b,medium,low,0.9081481481481481,0.002566001196398361,0.6814814814814816,0.002566001196398361,937.0,False
pythia-1b,medium,medium,0.9348148148148149,0.010264004785593398,0.5244444444444446,0.010264004785593398,937.0,True
pythia-1b,medium,very_high,0.9111111111111111,0.004444444444444473,0.4000000000000001,0.004444444444444473,937.0,False
pythia-1b,very_high,control,0.9259259259259259,0.028573780032571737,0.47407407407407404,0.028573780032571737,846.6666666666666,False
pythia-1b,very_high,high,0.9199999999999999,0.02351778943168527,0.4325925925925927,0.02351778943168528,846.6666666666666,False
pythia-1b,very_high,low,0.7051851851851852,0.08947951923283852,0.4785185185185186,0.08947951923283855,846.6666666666666,False
pythia-1b,very_high,medium,0.84,0.048074017006186506,0.42962962962962975,0.048074017006186485,846.6666666666666,False
pythia-1b,very_high,very_high,0.9362962962962963,0.009251848886516121,0.42518518518518517,0.009251848886516142,846.6666666666666,True
pythia-410m,control,control,0.9688888888888889,0.007698003589194979,0.4222222222222221,0.007698003589195004,3374.6666666666665,True
pythia-410m,control,high,0.9674074074074074,0.011184939904104754,0.35851851851851846,0.01118493990410477,3374.6666666666665,False
pythia-410m,control,low,0.8977777777777778,0.026666666666666727,0.5377777777777778,0.02666666666666663,3374.6666666666665,False
pythia-410m,control,medium,0.9511111111111111,0.013333333333333336,0.4592592592592593,0.013333333333333308,3374.6666666666665,False
pythia-410m,control,very_high,0.9511111111111111,0.004444444444444473,0.3866666666666667,0.004444444444444473,3374.6666666666665,False
pythia-410m,high,control,0.9481481481481482,0.013578002059128357,0.4014814814814814,0.013578002059128385,3447.3333333333335,False
pythia-410m,high,high,0.9674074074074074,0.011184939904104754,0.35851851851851846,0.01118493990410477,3447.3333333333335,True
pythia-410m,high,low,0.9111111111111111,0.013333333333333308,0.5511111111111111,0.013333333333333308,3447.3333333333335,False
pythia-410m,high,medium,0.965925925925926,0.009251848886516143,0.47407407407407415,0.009251848886516143,3447.3333333333335,False
pythia-410m,high,very_high,0.9525925925925925,0.010264004785593358,0.38814814814814813,0.010264004785593353,3447.3333333333335,False
pythia-410m,low,control,0.9644444444444445,0.01333333333333331,0.41777777777777764,0.013333333333333308,3975.6666666666665,False
pythia-410m,low,high,0.9777777777777779,0.011758894715842622,0.3688888888888889,0.011758894715842646,3975.6666666666665,False
pythia-410m,low,low,0.9466666666666667,0.011758894715842617,0.5866666666666667,0.011758894715842575,3975.6666666666665,True
pythia-410m,low,medium,0.9762962962962963,0.009251848886516112,0.4844444444444445,0.009251848886516143,3975.6666666666665,False
pythia-410m,low,very_high,0.9511111111111111,0.013333333333333308,0.3866666666666667,0.013333333333333308,3975.6666666666665,False
pythia-410m,medium,control,0.9585185185185185,0.005132002392796658,0.41185185185185186,0.0051320023927966425,3812.6666666666665,False
pythia-410m,medium,high,0.9807407407407407,0.009251848886516213,0.3718518518518518,0.009251848886516168,3812.6666666666665,False
pythia-410m,medium,low,0.9333333333333332,0.02036700308869262,0.5733333333333334,0.02036700308869267,3812.6666666666665,False
pythia-410m,medium,medium,0.9748148148148147,0.009251848886516143,0.482962962962963,0.009251848886516143,3812.6666666666665,True
pythia-410m,medium,very_high,0.9496296296296296,0.005132002392796698,0.38518518518518524,0.00513200239279671,3812.6666666666665,False
pythia-410m,very_high,control,0.9644444444444445,0.01777777777777781,0.41777777777777764,0.01777777777777778,3295.6666666666665,False
pythia-410m,very_high,high,0.9688888888888889,0.011758894715842622,0.35999999999999993,0.011758894715842646,3295.6666666666665,False
pythia-410m,very_high,low,0.8637037037037038,0.028917364882878698,0.5037037037037037,0.028917364882878698,3295.6666666666665,False
pythia-410m,very_high,medium,0.9288888888888889,0.04239729784075312,0.4370370370370371,0.04239729784075314,3295.6666666666665,False
pythia-410m,very_high,very_high,0.9629629629629629,0.012830005981991622,0.39851851851851855,0.012830005981991646,3295.6666666666665,True
pythia-70m,control,control,0.525925925925926,0.015608375930152263,0.17185185185185195,0.015608375930152253,423.6666666666667,True
pythia-70m,control,high,0.4222222222222222,0.019372884193514083,0.13185185185185183,0.019372884193514083,423.6666666666667,False
pythia-70m,control,low,0.2622222222222222,0.06455928465037311,0.08000000000000002,0.0645592846503731,423.6666666666667,False
pythia-70m,control,medium,0.35407407407407404,0.021923923832516665,0.09333333333333337,0.02192392383251665,423.6666666666667,False
pythia-70m,control,very_high,0.5688888888888889,0.04510618473374318,0.1837037037037038,0.0451061847337432,423.6666666666667,False
pythia-70m,high,control,0.4977777777777777,0.015396007178390023,0.14370370370370378,0.015396007178390023,416.6666666666667,False
pythia-70m,high,high,0.41629629629629633,0.04561423501730567,0.1259259259259259,0.045614235017305646,416.6666666666667,True
pythia-70m,high,low,0.2696296296296296,0.041295881080789194,0.08740740740740742,0.041295881080789194,416.6666666666667,False
pythia-70m,high,medium,0.3451851851851852,0.01118493990410483,0.08444444444444447,0.01118493990410483,416.6666666666667,False
pythia-70m,high,very_high,0.5303703703703704,0.05662671067738186,0.14518518518518528,0.05662671067738187,416.6666666666667,False
pythia-70m,low,control,0.4325925925925926,0.03025270793579576,0.07851851851851861,0.030252707935795757,389.0,False
pythia-70m,low,high,0.3585185185185185,0.037007395546064595,0.06814814814814814,0.03700739554606459,389.0,False
pythia-70m,low,low,0.24296296296296296,0.05901802751716174,0.06074074074074077,0.059018027517161745,389.0,True
pythia-70m,low,medium,0.32296296296296295,0.01026400478559334,0.062222222222222255,0.01026400478559335,389.0,False
pythia-70m,low,very_high,0.46666666666666673,0.05388602512436505,0.08148148148148161,0.053886025124365085,389.0,False
pythia-70m,medium,control,0.4533333333333333,0.042860670048857595,0.09925925925925934,0.042860670048857595,397.6666666666667,False
pythia-70m,medium,high,0.38814814814814813,0.020041110012546222,0.09777777777777776,0.020041110012546215,397.6666666666667,False
pythia-70m,medium,low,0.2518518518518518,0.04995471200025884,0.06962962962962964,0.04995471200025884,397.6666666666667,False
pythia-70m,medium,medium,0.3481481481481481,0.035924016749576744,0.08740740740740742,0.03592401674957672,397.6666666666667,True
pythia-70m,medium,very_high,0.5111111111111111,0.02775554665954843,0.12592592592592602,0.027755546659548446,397.6666666666667,False
pythia-70m,very_high,control,0.49037037037037035,0.009251848886516124,0.1362962962962964,0.009251848886516149,419.3333333333333,False
pythia-70m,very_high,high,0.3940740740740741,0.026042067898143614,0.10370370370370369,0.026042067898143614,419.3333333333333,False
pythia-70m,very_high,low,0.23111111111111113,0.03111111111111111,0.048888888888888905,0.031111111111111107,419.3333333333333,False
pythia-70m,very_high,medium,0.3274074074074074,0.04875402273156839,0.06666666666666671,0.04875402273156839,419.3333333333333,False
pythia-70m,very_high,very_high,0.5496296296296297,0.03700739554606457,0.1644444444444446,0.03700739554606459,419.3333333333333,True
