model,base_band,source_band,layer,component,position,iia,mean_logit_diff,std_logit_diff
pythia-410m,low,control,5,resid,21,0.0,-0.8668286800384521,2.160884141921997
pythia-410m,low,control,6,resid,21,0.0,-1.434507131576538,2.38604474067688
pythia-410m,low,control,7,resid,21,0.0,-3.9138402938842773,3.756664276123047
pythia-410m,low,control,8,resid,21,0.0,-3.6432199478149414,3.7857234477996826
pythia-410m,low,control,9,resid,21,0.0,-2.525468349456787,3.298722505569458
pythia-410m,low,control,10,resid,21,0.009999999776482582,0.2886151075363159,3.0599164962768555
pythia-410m,low,control,11,resid,21,0.3700000047683716,4.745549201965332,2.982410430908203
pythia-410m,low,control,12,resid,21,0.27000001072883606,4.369730472564697,2.9838755130767822
pythia-410m,low,control,13,resid,21,0.3400000035762787,4.951968193054199,2.9035491943359375
pythia-410m,low,control,14,resid,21,0.3400000035762787,4.993020534515381,2.8522722721099854
pythia-410m,low,control,15,resid,21,0.4300000071525574,5.7084574699401855,2.887749195098877
pythia-410m,low,control,16,resid,21,0.800000011920929,8.223896026611328,3.0453267097473145
pythia-410m,low,control,17,resid,21,0.9100000262260437,9.467718124389648,2.8418357372283936
pythia-410m,low,control,18,resid,21,0.9700000286102295,11.155592918395996,2.3628344535827637
pythia-410m,low,control,19,resid,21,0.9800000190734863,11.507157325744629,2.290151596069336
pythia-410m,low,control,20,resid,21,0.9700000286102295,11.990644454956055,2.254650592803955
pythia-410m,low,control,21,resid,21,0.9800000190734863,12.610640525817871,2.2634286880493164
pythia-410m,low,control,22,resid,21,0.9800000190734863,13.001228332519531,2.1997132301330566
pythia-410m,low,control,23,resid,21,0.9900000095367432,13.17538833618164,2.210622549057007
pythia-410m,very_high,medium,0,resid,21,0.0,-5.352132797241211,2.3674848079681396
pythia-410m,very_high,medium,1,resid,21,0.0,-5.3875861167907715,2.3230128288269043
pythia-410m,very_high,medium,2,resid,21,0.0,-5.436727523803711,2.3215250968933105
pythia-410m,very_high,medium,3,resid,21,0.0,-5.383357048034668,2.2690885066986084
pythia-410m,very_high,medium,4,resid,21,0.0,-5.3842597007751465,2.2707409858703613
pythia-410m,very_high,medium,5,resid,21,0.0,-5.274885177612305,2.176391839981079
pythia-410m,very_high,medium,6,resid,21,0.0,-5.572329044342041,2.244863748550415
pythia-410m,very_high,medium,7,resid,21,0.0,-7.132437229156494,2.8656160831451416
pythia-410m,very_high,medium,8,resid,21,0.0,-7.187272548675537,2.9937143325805664
pythia-410m,very_high,medium,9,resid,21,0.0,-6.297250747680664,2.904529571533203
pythia-410m,very_high,medium,10,resid,21,0.0,-3.7823455333709717,2.9973723888397217
pythia-410m,very_high,medium,11,resid,21,0.07999999821186066,0.8555067181587219,3.083017349243164
pythia-410m,very_high,medium,12,resid,21,0.07999999821186066,0.6368791460990906,3.0808136463165283
pythia-410m,very_high,medium,13,resid,21,0.07999999821186066,1.159642219543457,3.1360654830932617
pythia-410m,very_high,medium,14,resid,21,0.09000000357627869,1.2035784721374512,3.063140630722046
pythia-410m,very_high,medium,15,resid,21,0.10000000149011612,1.998079776763916,3.1798274517059326
pythia-410m,very_high,medium,16,resid,21,0.5799999833106995,4.697287082672119,3.4547698497772217
pythia-410m,very_high,medium,17,resid,21,0.7699999809265137,6.528189182281494,3.345705032348633
pythia-410m,very_high,medium,18,resid,21,1.0,8.779290199279785,2.80680775642395
pythia-410m,very_high,medium,19,resid,21,0.9800000190734863,8.792311668395996,2.511488199234009
pythia-410m,very_high,medium,20,resid,21,0.9900000095367432,9.322833061218262,2.4606831073760986
pythia-410m,very_high,medium,21,resid,21,0.9900000095367432,9.910277366638184,2.2597973346710205
pythia-410m,very_high,medium,22,resid,21,0.9900000095367432,10.383625030517578,2.2786970138549805
pythia-410m,very_high,medium,23,resid,21,1.0,10.56254768371582,2.2990856170654297
pythia-1b,low,high,0,resid,21,0.0,-1.0937182903289795,2.082806348800659
pythia-1b,low,high,1,resid,21,0.0,-1.7261947393417358,2.236056327819824
pythia-1b,low,high,2,resid,21,0.0,-1.7124143838882446,2.241314649581909
pythia-1b,low,high,3,resid,21,0.0,-1.446804165840149,2.2459447383880615
pythia-1b,low,high,4,resid,21,0.0,-2.2171077728271484,2.4212119579315186
pythia-1b,low,high,5,resid,21,0.0,-3.9398717880249023,3.07155179977417
pythia-1b,low,high,6,resid,21,0.0,-3.2644002437591553,3.016256809234619
pythia-1b,low,high,7,resid,21,0.019999999552965164,1.038116455078125,2.8022820949554443
pythia-1b,low,high,8,resid,21,0.019999999552965164,1.1854748725891113,2.8445961475372314
pythia-1b,low,high,9,resid,21,0.009999999776482582,1.538590431213379,2.6939773559570312
pythia-1b,low,high,10,resid,21,0.6700000166893005,6.705755710601807,3.187948226928711
pythia-1b,low,high,11,resid,21,0.9700000286102295,11.325937271118164,2.9681107997894287
pythia-1b,low,high,12,resid,21,0.9900000095367432,12.04432487487793,2.758643388748169
pythia-1b,low,high,13,resid,21,1.0,12.06979751586914,2.6268904209136963
pythia-1b,low,high,14,resid,21,1.0,12.913030624389648,2.6204421520233154
pythia-1b,low,high,15,resid,21,0.9900000095367432,13.711443901062012,2.557734727859497
pythia-1b,high,low,0,resid,21,0.0,-5.009848117828369,2.21480655670166
pythia-1b,high,low,1,resid,21,0.0,-5.402182579040527,2.32845401763916
pythia-1b,high,low,2,resid,21,0.0,-5.360272407531738,2.308718204498291
pythia-1b,high,low,3,resid,21,0.0,-5.161680698394775,2.2022626399993896
pythia-1b,high,low,4,resid,21,0.0,-5.583551406860352,2.2632853984832764
pythia-1b,high,low,5,resid,21,0.0,-6.291032791137695,2.7668392658233643
pythia-1b,high,low,6,resid,21,0.0,-5.930645942687988,2.7273776531219482
pythia-1b,high,low,7,resid,21,0.0,-2.8423683643341064,2.8876266479492188
pythia-1b,high,low,8,resid,21,0.0,-2.5246591567993164,2.892101287841797
pythia-1b,high,low,9,resid,21,0.0,-2.059821128845215,2.9195377826690674
pythia-1b,high,low,10,resid,21,0.20999999344348907,3.4422850608825684,3.5206339359283447
pythia-1b,high,low,11,resid,21,0.949999988079071,9.467813491821289,3.372602939605713
pythia-1b,high,low,12,resid,21,0.9599999785423279,10.698134422302246,3.05617094039917
pythia-1b,high,low,13,resid,21,0.9700000286102295,11.149230003356934,2.949557065963745
pythia-1b,high,low,14,resid,21,0.9700000286102295,11.626899719238281,2.986604928970337
pythia-1b,high,low,15,resid,21,0.9700000286102295,12.432578086853027,2.8862431049346924
pythia-1b,low,control,0,resid,21,0.0,-1.1269619464874268,2.212756872177124
pythia-1b,low,control,1,resid,21,0.0,-1.7396358251571655,2.2743518352508545
pythia-1b,low,control,2,resid,21,0.0,-1.5957320928573608,2.227992057800293
pythia-1b,low,control,3,resid,21,0.0,-1.3150742053985596,2.145625591278076
pythia-1b,low,control,4,resid,21,0.0,-1.9836459159851074,2.5266032218933105
pythia-1b,low,control,5,resid,21,0.0,-3.743328809738159,3.335808515548706
pythia-1b,low,control,6,resid,21,0.0,-3.065431594848633,3.338426351547241
pythia-1b,low,control,7,resid,21,0.07000000029802322,1.2485132217407227,3.3347060680389404
pythia-1b,low,control,8,resid,21,0.07000000029802322,1.4975640773773193,3.195695638656616
pythia-1b,low,control,9,resid,21,0.07999999821186066,2.0844943523406982,2.8927226066589355
pythia-1b,low,control,10,resid,21,0.6700000166893005,6.859172821044922,3.0481972694396973
pythia-1b,low,control,11,resid,21,0.9700000286102295,11.240735054016113,2.6712799072265625
pythia-1b,low,control,12,resid,21,1.0,12.018733978271484,2.5556678771972656
pythia-1b,low,control,13,resid,21,0.9900000095367432,12.008331298828125,2.4201104640960693
pythia-1b,low,control,14,resid,21,0.9900000095367432,13.062541961669922,2.341475009918213
pythia-1b,low,control,15,resid,21,0.9900000095367432,13.797287940979004,2.2897751331329346
pythia-1b,very_high,medium,0,resid,21,0.0,-4.917658805847168,2.096360206604004
pythia-1b,very_high,medium,1,resid,21,0.0,-5.285163402557373,2.146846055984497
pythia-1b,very_high,medium,2,resid,21,0.0,-5.22288703918457,2.1615569591522217
pythia-1b,very_high,medium,3,resid,21,0.0,-5.07144021987915,2.0290067195892334
pythia-1b,very_high,medium,4,resid,21,0.0,-5.3871941566467285,2.2923195362091064
pythia-1b,very_high,medium,5,resid,21,0.0,-6.391880512237549,2.701652765274048
pythia-1b,very_high,medium,6,resid,21,0.0,-6.181058406829834,2.6848833560943604
pythia-1b,very_high,medium,7,resid,21,0.0,-2.825695276260376,2.695802927017212
pythia-1b,very_high,medium,8,resid,21,0.0,-2.4451606273651123,2.785158395767212
pythia-1b,very_high,medium,9,resid,21,0.0,-2.0613651275634766,2.819516897201538
pythia-1b,very_high,medium,10,resid,21,0.4300000071525574,3.5189812183380127,3.4709200859069824
pythia-1b,very_high,medium,11,resid,21,0.9800000190734863,8.550668716430664,2.743671178817749
pythia-1b,very_high,medium,12,resid,21,1.0,9.545548439025879,2.566032648086548
pythia-1b,very_high,medium,13,resid,21,1.0,9.903709411621094,2.5253844261169434
pythia-1b,very_high,medium,14,resid,21,1.0,10.537897109985352,2.755204916000366
pythia-1b,very_high,medium,15,resid,21,1.0,11.510842323303223,2.6591968536376953
pythia-1.4b,low,high,0,resid,21,0.0,-1.206837773323059,2.2017340660095215
pythia-1.4b,low,high,1,resid,21,0.0,-1.1287707090377808,2.216428756713867
pythia-1.4b,low,high,2,resid,21,0.0,-1.8752363920211792,2.4307520389556885
pythia-1.4b,low,high,3,resid,21,0.0,-2.027600049972534,2.4710381031036377
pythia-1.4b,low,high,4,resid,21,0.0,-2.760941743850708,2.655517339706421
pythia-1.4b,low,high,5,resid,21,0.0,-4.517297267913818,3.245853900909424
pythia-1.4b,low,high,6,resid,21,0.0,-4.413821220397949,3.2809276580810547
pythia-1.4b,low,high,7,resid,21,0.0,-4.069643974304199,3.224760055541992
pythia-1.4b,low,high,8,resid,21,0.0,-2.9560348987579346,2.9841198921203613
pythia-1.4b,low,high,9,resid,21,0.0,-2.790980339050293,2.949902296066284
pythia-1.4b,low,high,10,resid,21,0.07000000029802322,3.1985793113708496,2.611027717590332
pythia-1.4b,low,high,11,resid,21,0.10000000149011612,4.000892162322998,2.60671067237854
pythia-1.4b,low,high,12,resid,21,0.10999999940395355,4.48836088180542,2.5613667964935303
pythia-1.4b,low,high,13,resid,21,0.23999999463558197,5.922297954559326,2.435354709625244
pythia-1.4b,low,high,14,resid,21,0.3400000035762787,6.854285717010498,2.254472255706787
pythia-1.4b,low,high,15,resid,21,0.7099999785423279,8.58588695526123,2.2464258670806885
pythia-1.4b,low,high,16,resid,21,0.9100000262260437,10.2109375,2.1488850116729736
pythia-1.4b,low,high,17,resid,21,0.9399999976158142,10.643835067749023,2.128441095352173
pythia-1.4b,low,high,18,resid,21,0.949999988079071,11.430578231811523,2.1547584533691406
pythia-1.4b,low,high,19,resid,21,0.9599999785423279,12.046989440917969,2.1126301288604736
pythia-1.4b,low,high,20,resid,21,0.9700000286102295,12.093642234802246,2.131316900253296
pythia-1.4b,low,high,21,resid,21,0.9700000286102295,12.392378807067871,2.1273751258850098
pythia-1.4b,low,high,22,resid,21,0.9599999785423279,12.606522560119629,2.108208179473877
pythia-1.4b,low,high,23,resid,21,0.9599999785423279,12.840243339538574,2.0915133953094482
pythia-1.4b,high,low,0,resid,21,0.0,-5.197834014892578,2.0539796352386475
pythia-1.4b,high,low,1,resid,21,0.0,-5.132082462310791,2.0325372219085693
pythia-1.4b,high,low,2,resid,21,0.0,-5.736544609069824,2.1402807235717773
pythia-1.4b,high,low,3,resid,21,0.0,-5.810619354248047,2.1160876750946045
pythia-1.4b,high,low,4,resid,21,0.0,-6.3643035888671875,2.309419870376587
pythia-1.4b,high,low,5,resid,21,0.0,-7.731779098510742,2.798762083053589
pythia-1.4b,high,low,6,resid,21,0.0,-7.510676383972168,2.752243995666504
pythia-1.4b,high,low,7,resid,21,0.0,-7.100544452667236,2.7410411834716797
pythia-1.4b,high,low,8,resid,21,0.0,-6.317683696746826,2.628389596939087
pythia-1.4b,high,low,9,resid,21,0.0,-6.214502334594727,2.6176602840423584
pythia-1.4b,high,low,10,resid,21,0.0,-0.5805742144584656,2.6356465816497803
pythia-1.4b,high,low,11,resid,21,0.009999999776482582,0.34098297357559204,2.6722917556762695
pythia-1.4b,high,low,12,resid,21,0.03999999910593033,1.4410241842269897,2.9268996715545654
pythia-1.4b,high,low,13,resid,21,0.17000000178813934,3.7566399574279785,2.8568854331970215
pythia-1.4b,high,low,14,resid,21,0.4300000071525574,5.133391857147217,2.7364630699157715
pythia-1.4b,high,low,15,resid,21,0.7599999904632568,6.99102783203125,2.6227316856384277
pythia-1.4b,high,low,16,resid,21,0.9399999976158142,8.659102439880371,2.554516077041626
pythia-1.4b,high,low,17,resid,21,0.9700000286102295,9.14563274383545,2.4752719402313232
pythia-1.4b,high,low,18,resid,21,0.9700000286102295,9.951330184936523,2.426971435546875
pythia-1.4b,high,low,19,resid,21,0.9700000286102295,10.677114486694336,2.4389047622680664
pythia-1.4b,high,low,20,resid,21,0.949999988079071,10.786508560180664,2.454608678817749
pythia-1.4b,high,low,21,resid,21,0.9599999785423279,11.07291030883789,2.437276840209961
pythia-1.4b,high,low,22,resid,21,0.9399999976158142,11.267363548278809,2.4451212882995605
pythia-1.4b,high,low,23,resid,21,0.9399999976158142,11.460836410522461,2.4477713108062744
pythia-1.4b,low,control,0,resid,21,0.0,-1.0101615190505981,2.23640775680542
pythia-1.4b,low,control,1,resid,21,0.0,-0.9127185344696045,2.2125494480133057
pythia-1.4b,low,control,2,resid,21,0.0,-1.8865225315093994,2.6612327098846436
pythia-1.4b,low,control,3,resid,21,0.0,-2.0730600357055664,2.616990566253662
pythia-1.4b,low,control,4,resid,21,0.0,-2.776322364807129,2.8134729862213135
pythia-1.4b,low,control,5,resid,21,0.0,-4.535559177398682,3.3865766525268555
pythia-1.4b,low,control,6,resid,21,0.0,-4.298402309417725,3.354668617248535
pythia-1.4b,low,control,7,resid,21,0.0,-3.989142417907715,3.438689708709717
pythia-1.4b,low,control,8,resid,21,0.0,-2.686915397644043,3.036909580230713
pythia-1.4b,low,control,9,resid,21,0.009999999776482582,-2.4886314868927,2.9565041065216064
pythia-1.4b,low,control,10,resid,21,0.14000000059604645,3.402374267578125,2.5928354263305664
pythia-1.4b,low,control,11,resid,21,0.20000000298023224,4.434805870056152,2.7063798904418945
pythia-1.4b,low,control,12,resid,21,0.2800000011920929,5.109294891357422,2.774993419647217
pythia-1.4b,low,control,13,resid,21,0.41999998688697815,6.5533127784729,2.5994021892547607
pythia-1.4b,low,control,14,resid,21,0.5099999904632568,7.396146297454834,2.612889528274536
pythia-1.4b,low,control,15,resid,21,0.6800000071525574,8.569852828979492,2.632150173187256
pythia-1.4b,low,control,16,resid,21,0.9200000166893005,10.390918731689453,2.281816244125366
pythia-1.4b,low,control,17,resid,21,0.9399999976158142,10.813015937805176,2.220917224884033
pythia-1.4b,low,control,18,resid,21,0.9800000190734863,11.549159049987793,2.0545756816864014
pythia-1.4b,low,control,19,resid,21,0.9800000190734863,12.133251190185547,2.0703113079071045
pythia-1.4b,low,control,20,resid,21,0.9700000286102295,12.194186210632324,2.124927282333374
pythia-1.4b,low,control,21,resid,21,0.9800000190734863,12.459571838378906,2.1309728622436523
pythia-1.4b,low,control,22,resid,21,0.9900000095367432,12.694618225097656,2.0895979404449463
pythia-1.4b,low,control,23,resid,21,0.9900000095367432,12.922842025756836,2.0564863681793213
pythia-1.4b,very_high,medium,0,resid,21,0.0,-5.329116344451904,2.093677282333374
pythia-1.4b,very_high,medium,1,resid,21,0.0,-5.273555278778076,2.072253942489624
pythia-1.4b,very_high,medium,2,resid,21,0.0,-5.778960704803467,2.1583688259124756
pythia-1.4b,very_high,medium,3,resid,21,0.0,-5.960562705993652,2.1927804946899414
pythia-1.4b,very_high,medium,4,resid,21,0.0,-6.385960578918457,2.2419540882110596
pythia-1.4b,very_high,medium,5,resid,21,0.0,-7.6360182762146,2.5994536876678467
pythia-1.4b,very_high,medium,6,resid,21,0.0,-7.551435947418213,2.715421676635742
pythia-1.4b,very_high,medium,7,resid,21,0.0,-7.18739128112793,2.6512393951416016
pythia-1.4b,very_high,medium,8,resid,21,0.0,-6.391763210296631,2.6109442710876465
pythia-1.4b,very_high,medium,9,resid,21,0.0,-6.346559047698975,2.6827476024627686
pythia-1.4b,very_high,medium,10,resid,21,0.009999999776482582,-1.4346840381622314,2.3627820014953613
pythia-1.4b,very_high,medium,11,resid,21,0.009999999776482582,-0.6578541398048401,2.487149477005005
pythia-1.4b,very_high,medium,12,resid,21,0.029999999329447746,0.3142341077327728,2.8254411220550537
pythia-1.4b,very_high,medium,13,resid,21,0.2199999988079071,2.1190969944000244,2.891195774078369
pythia-1.4b,very_high,medium,14,resid,21,0.3700000047683716,3.214930772781372,2.9236466884613037
pythia-1.4b,very_high,medium,15,resid,21,0.6499999761581421,4.824648857116699,2.7143259048461914
pythia-1.4b,very_high,medium,16,resid,21,0.9200000166893005,6.627674102783203,2.573812961578369
pythia-1.4b,very_high,medium,17,resid,21,0.9399999976158142,7.144940376281738,2.4189529418945312
pythia-1.4b,very_high,medium,18,resid,21,0.9700000286102295,7.978585720062256,2.4480502605438232
