model,draw,test_band,k_sample,n_edges,accuracy,top5_accuracy,mean_correct_prob
pythia-1.4b,draw_3,low,1,619,0.0,0.0,0.00012578846670744306
pythia-1.4b,draw_3,medium,1,619,0.0,0.0,0.00018932318408284725
pythia-1.4b,draw_3,high,1,619,0.0,0.0,0.0004702906713969747
pythia-1.4b,draw_3,very_high,1,619,0.0,0.0044444444444444444,0.0012285376285661996
pythia-1.4b,draw_3,control,1,619,0.0,0.0,0.000849654437394444
pythia-1.4b,draw_3,low,2,619,0.0,0.0,0.00012578844843437605
pythia-1.4b,draw_3,medium,2,619,0.0,0.0,0.0001893232312608638
pythia-1.4b,draw_3,high,2,619,0.0,0.0,0.00047029059723475557
pythia-1.4b,draw_3,very_high,2,619,0.0,0.0044444444444444444,0.0012285374734104456
pythia-1.4b,draw_3,control,2,619,0.0,0.0,0.0008496543928756889
pythia-1.4b,draw_3,low,3,619,0.0,0.0,0.0001257884145231082
pythia-1.4b,draw_3,medium,3,619,0.0,0.0,0.0001893232134458837
pythia-1.4b,draw_3,high,3,619,0.0,0.0,0.0004702907955854446
pythia-1.4b,draw_3,very_high,3,619,0.0,0.0044444444444444444,0.0012285392616468015
pythia-1.4b,draw_3,control,3,619,0.0,0.0,0.0008496545982982045
pythia-1.4b,draw_3,low,4,619,0.0,0.0,0.00012578838929927134
pythia-1.4b,draw_3,medium,4,619,0.0,0.0,0.00018932317141813352
pythia-1.4b,draw_3,high,4,619,0.0,0.0,0.0004702907207279673
pythia-1.4b,draw_3,very_high,4,619,0.0,0.0044444444444444444,0.0012285373255953244
pythia-1.4b,draw_3,control,4,619,0.0,0.0,0.0008496543618235188
pythia-1.4b,draw_3,low,5,619,0.0,0.0,0.00012578843637401052
pythia-1.4b,draw_3,medium,5,619,0.0,0.0,0.0001893231960421973
pythia-1.4b,draw_3,high,5,619,0.0,0.0,0.00047029072673871673
pythia-1.4b,draw_3,very_high,5,619,0.0,0.0044444444444444444,0.0012285374547031502
pythia-1.4b,draw_3,control,5,619,0.0,0.0,0.0008496542015018349
pythia-1.4b,draw_3,low,6,619,0.0,0.0,0.00012578835421483427
pythia-1.4b,draw_3,medium,6,619,0.0,0.0,0.00018932317730205897
pythia-1.4b,draw_3,high,6,619,0.0,0.0,0.0004702906379801182
pythia-1.4b,draw_3,very_high,6,619,0.0,0.0044444444444444444,0.001228537668212084
pythia-1.4b,draw_3,control,6,619,0.0,0.0,0.000849653658818473
pythia-1.4b,draw_3,low,7,619,0.0,0.0,0.0001257885044664459
pythia-1.4b,draw_3,medium,7,619,0.0,0.0,0.00018932325471370052
pythia-1.4b,draw_3,high,7,619,0.0,0.0,0.00047029064222038467
pythia-1.4b,draw_3,very_high,7,619,0.0,0.0044444444444444444,0.0012285374678160427
pythia-1.4b,draw_3,control,7,619,0.0,0.0,0.0008496542076560824
pythia-1.4b,draw_3,low,8,619,0.0,0.0,0.00012578843557124722
pythia-1.4b,draw_3,medium,8,619,0.0,0.0,0.00018932319003700588
pythia-1.4b,draw_3,high,8,619,0.0,0.0,0.00047029069995915054
pythia-1.4b,draw_3,very_high,8,619,0.0,0.0044444444444444444,0.0012285369747809859
pythia-1.4b,draw_3,control,8,619,0.0,0.0,0.0008496545302053467
pythia-1.4b,draw_3,low,9,619,0.0,0.0,0.00012578845547919412
pythia-1.4b,draw_3,medium,9,619,0.0,0.0,0.00018932317115690644
pythia-1.4b,draw_3,high,9,619,0.0,0.0,0.00047029071468892246
pythia-1.4b,draw_3,very_high,9,619,0.0,0.0044444444444444444,0.001228537528901749
pythia-1.4b,draw_3,control,9,619,0.0,0.0,0.0008496543889224186
pythia-1.4b,draw_3,low,10,619,0.0,0.0,0.0001257884260036551
pythia-1.4b,draw_3,medium,10,619,0.0,0.0,0.0001893232554645389
pythia-1.4b,draw_3,high,10,619,0.0,0.0,0.00047029068361249907
pythia-1.4b,draw_3,very_high,10,619,0.0,0.0044444444444444444,0.0012285379745622371
pythia-1.4b,draw_3,control,10,619,0.0,0.0,0.0008496545493269675
