model,draw,test_band,layer_group,layers_in_group,n_edges_total,n_edges_removed,n_edges_full,accuracy,top5_accuracy,full_circuit_acc,accuracy_drop,relative_drop
pythia-1b,draw_2,control,middle,"[5, 6, 7, 8, 9]",665,158,823,0.7022222222222222,0.8533333333333334,0.9407407407407408,0.23851851851851857,0.2535433070866142
pythia-1b,draw_2,control,late,"[10, 11, 12, 13, 14, 15]",543,280,823,0.76,0.8844444444444445,0.9407407407407408,0.18074074074074076,0.19212598425196853
pythia-1b,draw_3,low,early,"[0, 1, 2, 3, 4]",933,45,978,0.8844444444444445,0.9777777777777777,0.9051851851851852,0.020740740740740726,0.022913256955810132
pythia-1b,draw_3,low,middle,"[5, 6, 7, 8, 9]",748,230,978,0.8222222222222222,0.9288888888888889,0.9051851851851852,0.08296296296296302,0.09165302782324064
pythia-1b,draw_3,low,late,"[10, 11, 12, 13, 14, 15]",639,339,978,0.6355555555555555,0.8133333333333334,0.9051851851851852,0.26962962962962966,0.29787234042553196
pythia-1b,draw_3,medium,early,"[0, 1, 2, 3, 4]",836,64,900,0.8844444444444445,0.9644444444444444,0.9348148148148148,0.05037037037037029,0.05388272583201259
pythia-1b,draw_3,medium,middle,"[5, 6, 7, 8, 9]",721,179,900,0.8444444444444444,0.9555555555555556,0.9348148148148148,0.09037037037037032,0.09667194928684623
pythia-1b,draw_3,medium,late,"[10, 11, 12, 13, 14, 15]",607,293,900,0.7555555555555555,0.8977777777777778,0.9348148148148148,0.17925925925925923,0.19175911251980982
pythia-1b,draw_3,high,early,"[0, 1, 2, 3, 4]",885,60,945,0.8977777777777778,0.96,0.9362962962962964,0.03851851851851862,0.041139240506329215
pythia-1b,draw_3,high,middle,"[5, 6, 7, 8, 9]",755,190,945,0.88,0.9555555555555556,0.9362962962962964,0.0562962962962964,0.06012658227848112
pythia-1b,draw_3,high,late,"[10, 11, 12, 13, 14, 15]",614,331,945,0.8533333333333334,0.9422222222222222,0.9362962962962964,0.08296296296296302,0.0886075949367089
pythia-1b,draw_3,very_high,early,"[0, 1, 2, 3, 4]",757,55,812,0.8888888888888888,0.9777777777777777,0.9362962962962964,0.047407407407407565,0.05063291139240522
pythia-1b,draw_3,very_high,middle,"[5, 6, 7, 8, 9]",647,165,812,0.8222222222222222,0.9466666666666667,0.9362962962962964,0.11407407407407422,0.12183544303797482
pythia-1b,draw_3,very_high,late,"[10, 11, 12, 13, 14, 15]",584,228,812,0.8222222222222222,0.9377777777777778,0.9362962962962964,0.11407407407407422,0.12183544303797482
pythia-1b,draw_3,control,early,"[0, 1, 2, 3, 4]",828,42,870,0.9155555555555556,0.9822222222222222,0.9407407407407408,0.0251851851851852,0.0267716535433071
pythia-1b,draw_3,control,middle,"[5, 6, 7, 8, 9]",685,185,870,0.8977777777777778,0.9777777777777777,0.9407407407407408,0.04296296296296298,0.0456692913385827
pythia-1b,draw_3,control,late,"[10, 11, 12, 13, 14, 15]",591,279,870,0.7955555555555556,0.9511111111111111,0.9407407407407408,0.1451851851851852,0.15433070866141732
pythia-1.4b,draw_1,low,early,"[0, 1, 2, 3, 4, 5, 6, 7]",2220,287,2507,0.5866666666666667,0.8488888888888889,0.7985185185185185,0.21185185185185185,0.2653061224489796
pythia-1.4b,draw_1,low,middle,"[8, 9, 10, 11, 12, 13, 14, 15]",1510,997,2507,0.10222222222222223,0.28,0.7985185185185185,0.6962962962962963,0.8719851576994434
pythia-1.4b,draw_1,low,late,"[16, 17, 18, 19, 20, 21, 22, 23]",1909,598,2507,0.6177777777777778,0.8311111111111111,0.7985185185185185,0.18074074074074076,0.22634508348794066
pythia-1.4b,draw_1,medium,early,"[0, 1, 2, 3, 4, 5, 6, 7]",2110,441,2551,0.7511111111111111,0.8977777777777778,0.8592592592592592,0.1081481481481481,0.12586206896551722
pythia-1.4b,draw_1,medium,middle,"[8, 9, 10, 11, 12, 13, 14, 15]",1654,897,2551,0.10666666666666667,0.28888888888888886,0.8592592592592592,0.7525925925925925,0.8758620689655172
pythia-1.4b,draw_1,medium,late,"[16, 17, 18, 19, 20, 21, 22, 23]",1963,588,2551,0.7377777777777778,0.9333333333333333,0.8592592592592592,0.12148148148148141,0.1413793103448275
pythia-1.4b,draw_1,high,early,"[0, 1, 2, 3, 4, 5, 6, 7]",1914,248,2162,0.76,0.9377777777777778,0.8948148148148148,0.13481481481481483,0.15066225165562916
pythia-1.4b,draw_1,high,middle,"[8, 9, 10, 11, 12, 13, 14, 15]",1387,775,2162,0.27111111111111114,0.5377777777777778,0.8948148148148148,0.6237037037037036,0.6970198675496688
pythia-1.4b,draw_1,high,late,"[16, 17, 18, 19, 20, 21, 22, 23]",1648,514,2162,0.7822222222222223,0.9555555555555556,0.8948148148148148,0.11259259259259258,0.1258278145695364
pythia-1.4b,draw_1,very_high,early,"[0, 1, 2, 3, 4, 5, 6, 7]",1700,240,1940,0.7555555555555555,0.8666666666666667,0.9185185185185184,0.16296296296296287,0.1774193548387096
pythia-1.4b,draw_1,very_high,middle,"[8, 9, 10, 11, 12, 13, 14, 15]",1267,673,1940,0.3466666666666667,0.6311111111111111,0.9185185185185184,0.5718518518518517,0.6225806451612903
pythia-1.4b,draw_1,very_high,late,"[16, 17, 18, 19, 20, 21, 22, 23]",1538,402,1940,0.8444444444444444,0.96,0.9185185185185184,0.07407407407407396,0.08064516129032247
pythia-1.4b,draw_1,control,early,"[0, 1, 2, 3, 4, 5, 6, 7]",1894,339,2233,0.7377777777777778,0.8844444444444445,0.9244444444444444,0.18666666666666665,0.2019230769230769
pythia-1.4b,draw_1,control,middle,"[8, 9, 10, 11, 12, 13, 14, 15]",1464,769,2233,0.3333333333333333,0.56,0.9244444444444444,0.5911111111111111,0.639423076923077
pythia-1.4b,draw_1,control,late,"[16, 17, 18, 19, 20, 21, 22, 23]",1733,500,2233,0.8577777777777778,0.9422222222222222,0.9244444444444444,0.06666666666666665,0.07211538461538461
pythia-1.4b,draw_2,low,early,"[0, 1, 2, 3, 4, 5, 6, 7]",2287,302,2589,0.6577777777777778,0.8622222222222222,0.7985185185185185,0.14074074074074072,0.17625231910946193
pythia-1.4b,draw_2,low,middle,"[8, 9, 10, 11, 12, 13, 14, 15]",1532,1057,2589,0.08,0.2088888888888889,0.7985185185185185,0.7185185185185186,0.8998144712430427
pythia-1.4b,draw_2,low,late,"[16, 17, 18, 19, 20, 21, 22, 23]",1975,614,2589,0.4533333333333333,0.7955555555555556,0.7985185185185185,0.3451851851851852,0.4322820037105752
pythia-1.4b,draw_2,medium,early,"[0, 1, 2, 3, 4, 5, 6, 7]",2225,226,2451,0.7555555555555555,0.9066666666666666,0.8592592592592592,0.10370370370370363,0.12068965517241372
pythia-1.4b,draw_2,medium,middle,"[8, 9, 10, 11, 12, 13, 14, 15]",1431,1020,2451,0.07555555555555556,0.26222222222222225,0.8592592592592592,0.7837037037037036,0.9120689655172414
pythia-1.4b,draw_2,medium,late,"[16, 17, 18, 19, 20, 21, 22, 23]",1862,589,2451,0.5777777777777777,0.8533333333333334,0.8592592592592592,0.28148148148148144,0.3275862068965517
pythia-1.4b,draw_2,high,early,"[0, 1, 2, 3, 4, 5, 6, 7]",1936,246,2182,0.7688888888888888,0.9466666666666667,0.8948148148148148,0.125925925925926,0.14072847682119213
pythia-1.4b,draw_2,high,middle,"[8, 9, 10, 11, 12, 13, 14, 15]",1428,754,2182,0.21777777777777776,0.47555555555555556,0.8948148148148148,0.6770370370370371,0.7566225165562914
pythia-1.4b,draw_2,high,late,"[16, 17, 18, 19, 20, 21, 22, 23]",1616,566,2182,0.7555555555555555,0.9555555555555556,0.8948148148148148,0.1392592592592593,0.15562913907284773
pythia-1.4b,draw_2,very_high,early,"[0, 1, 2, 3, 4, 5, 6, 7]",1743,282,2025,0.7866666666666666,0.8844444444444445,0.9185185185185184,0.13185185185185178,0.14354838709677412
pythia-1.4b,draw_2,very_high,middle,"[8, 9, 10, 11, 12, 13, 14, 15]",1313,712,2025,0.3288888888888889,0.5644444444444444,0.9185185185185184,0.5896296296296295,0.6419354838709677
pythia-1.4b,draw_2,very_high,late,"[16, 17, 18, 19, 20, 21, 22, 23]",1610,415,2025,0.8444444444444444,0.9644444444444444,0.9185185185185184,0.07407407407407396,0.08064516129032247
pythia-1.4b,draw_2,control,early,"[0, 1, 2, 3, 4, 5, 6, 7]",1958,263,2221,0.8266666666666667,0.92,0.9244444444444444,0.09777777777777774,0.10576923076923074
pythia-1.4b,draw_2,control,middle,"[8, 9, 10, 11, 12, 13, 14, 15]",1394,827,2221,0.17333333333333334,0.4266666666666667,0.9244444444444444,0.7511111111111111,0.8125
pythia-1.4b,draw_2,control,late,"[16, 17, 18, 19, 20, 21, 22, 23]",1706,515,2221,0.8266666666666667,0.96,0.9244444444444444,0.09777777777777774,0.10576923076923074
pythia-1.4b,draw_3,low,early,"[0, 1, 2, 3, 4, 5, 6, 7]",2322,282,2604,0.6177777777777778,0.8888888888888888,0.7985185185185185,0.18074074074074076,0.22634508348794066
pythia-1.4b,draw_3,low,middle,"[8, 9, 10, 11, 12, 13, 14, 15]",1545,1059,2604,0.1511111111111111,0.37333333333333335,0.7985185185185185,0.6474074074074074,0.8107606679035251
pythia-1.4b,draw_3,low,late,"[16, 17, 18, 19, 20, 21, 22, 23]",1960,644,2604,0.49777777777777776,0.7866666666666666,0.7985185185185185,0.30074074074074075,0.37662337662337664
pythia-1.4b,draw_3,medium,early,"[0, 1, 2, 3, 4, 5, 6, 7]",2182,271,2453,0.6888888888888889,0.9111111111111111,0.8592592592592592,0.17037037037037028,0.19827586206896544
pythia-1.4b,draw_3,medium,middle,"[8, 9, 10, 11, 12, 13, 14, 15]",1473,980,2453,0.25333333333333335,0.43555555555555553,0.8592592592592592,0.6059259259259258,0.7051724137931034
pythia-1.4b,draw_3,medium,late,"[16, 17, 18, 19, 20, 21, 22, 23]",1870,583,2453,0.5866666666666667,0.8666666666666667,0.8592592592592592,0.2725925925925925,0.31724137931034474
pythia-1.4b,draw_3,high,early,"[0, 1, 2, 3, 4, 5, 6, 7]",1882,239,2121,0.7555555555555555,0.8933333333333333,0.8948148148148148,0.1392592592592593,0.15562913907284773
pythia-1.4b,draw_3,high,middle,"[8, 9, 10, 11, 12, 13, 14, 15]",1371,750,2121,0.5111111111111111,0.7644444444444445,0.8948148148148148,0.38370370370370377,0.42880794701986763
pythia-1.4b,draw_3,high,late,"[16, 17, 18, 19, 20, 21, 22, 23]",1608,513,2121,0.7422222222222222,0.9155555555555556,0.8948148148148148,0.1525925925925926,0.17052980132450332
pythia-1.4b,draw_3,very_high,early,"[0, 1, 2, 3, 4, 5, 6, 7]",1799,309,2108,0.7555555555555555,0.9422222222222222,0.9185185185185184,0.16296296296296287,0.1774193548387096
pythia-1.4b,draw_3,very_high,middle,"[8, 9, 10, 11, 12, 13, 14, 15]",1364,744,2108,0.35555555555555557,0.6088888888888889,0.9185185185185184,0.5629629629629629,0.6129032258064516
pythia-1.4b,draw_3,very_high,late,"[16, 17, 18, 19, 20, 21, 22, 23]",1672,436,2108,0.8666666666666667,0.9511111111111111,0.9185185185185184,0.051851851851851705,0.05645161290322565
pythia-1.4b,draw_3,control,early,"[0, 1, 2, 3, 4, 5, 6, 7]",1737,269,2006,0.8311111111111111,0.96,0.9244444444444444,0.09333333333333327,0.1009615384615384
pythia-1.4b,draw_3,control,middle,"[8, 9, 10, 11, 12, 13, 14, 15]",1343,663,2006,0.5777777777777777,0.7911111111111111,0.9244444444444444,0.3466666666666667,0.37500000000000006
pythia-1.4b,draw_3,control,late,"[16, 17, 18, 19, 20, 21, 22, 23]",1551,455,2006,0.8533333333333334,0.9511111111111111,0.9244444444444444,0.07111111111111101,0.07692307692307682
