model,draw,source_band,test_band,circuit_type,n_edges,accuracy,top5_accuracy
pythia-160m,draw_3,very_high,medium,cross_band,1330,0.38222222222222224,0.6
pythia-160m,draw_3,very_high,high,cross_band,1330,0.38666666666666666,0.6666666666666666
pythia-160m,draw_3,very_high,very_high,cross_band,1330,0.4311111111111111,0.6133333333333333
pythia-160m,draw_3,very_high,control,cross_band,1330,0.4177777777777778,0.6622222222222223
pythia-160m,draw_3,control,low,cross_band,1345,0.0,0.0
pythia-160m,draw_3,control,medium,cross_band,1345,0.0,0.0
pythia-160m,draw_3,control,high,cross_band,1345,0.0,0.013333333333333334
pythia-160m,draw_3,control,very_high,cross_band,1345,0.0,0.022222222222222223
pythia-160m,draw_3,control,control,cross_band,1345,0.0044444444444444444,0.0044444444444444444
pythia-410m,draw_1,low,low,cross_band,3957,0.0,0.0
pythia-410m,draw_1,low,medium,cross_band,3957,0.0,0.0
pythia-410m,draw_1,low,high,cross_band,3957,0.0,0.0
pythia-410m,draw_1,low,very_high,cross_band,3957,0.0044444444444444444,0.008888888888888889
pythia-410m,draw_1,low,control,cross_band,3957,0.0,0.008888888888888889
pythia-410m,draw_1,medium,low,cross_band,3809,0.008888888888888889,0.022222222222222223
pythia-410m,draw_1,medium,medium,cross_band,3809,0.008888888888888889,0.022222222222222223
pythia-410m,draw_1,medium,high,cross_band,3809,0.022222222222222223,0.035555555555555556
pythia-410m,draw_1,medium,very_high,cross_band,3809,0.0,0.008888888888888889
pythia-410m,draw_1,medium,control,cross_band,3809,0.0,0.017777777777777778
pythia-410m,draw_1,high,low,cross_band,3480,0.0,0.0
pythia-410m,draw_1,high,medium,cross_band,3480,0.0,0.0
pythia-410m,draw_1,high,high,cross_band,3480,0.0,0.0
pythia-410m,draw_1,high,very_high,cross_band,3480,0.0,0.0
pythia-410m,draw_1,high,control,cross_band,3480,0.0,0.0
pythia-410m,draw_1,very_high,low,cross_band,3131,0.0,0.0
pythia-410m,draw_1,very_high,medium,cross_band,3131,0.0,0.0
pythia-410m,draw_1,very_high,high,cross_band,3131,0.0,0.0
pythia-410m,draw_1,very_high,very_high,cross_band,3131,0.0,0.0
pythia-410m,draw_1,very_high,control,cross_band,3131,0.0,0.0
pythia-410m,draw_1,control,low,cross_band,3425,0.0,0.0
pythia-410m,draw_1,control,medium,cross_band,3425,0.008888888888888889,0.008888888888888889
pythia-410m,draw_1,control,high,cross_band,3425,0.0044444444444444444,0.013333333333333334
pythia-410m,draw_1,control,very_high,cross_band,3425,0.017777777777777778,0.035555555555555556
pythia-410m,draw_1,control,control,cross_band,3425,0.0044444444444444444,0.02666666666666667
pythia-410m,draw_2,low,low,cross_band,3848,0.0,0.0
pythia-410m,draw_2,low,medium,cross_band,3848,0.0,0.0
pythia-410m,draw_2,low,high,cross_band,3848,0.0,0.0
pythia-410m,draw_2,low,very_high,cross_band,3848,0.0,0.0
pythia-410m,draw_2,low,control,cross_band,3848,0.0,0.0
pythia-410m,draw_2,medium,low,cross_band,3709,0.0,0.0044444444444444444
pythia-410m,draw_2,medium,medium,cross_band,3709,0.0044444444444444444,0.0044444444444444444
pythia-410m,draw_2,medium,high,cross_band,3709,0.008888888888888889,0.022222222222222223
pythia-410m,draw_2,medium,very_high,cross_band,3709,0.0044444444444444444,0.0044444444444444444
pythia-410m,draw_2,medium,control,cross_band,3709,0.0,0.013333333333333334
pythia-410m,draw_2,high,low,cross_band,3483,0.0,0.0
pythia-410m,draw_2,high,medium,cross_band,3483,0.0,0.0
pythia-410m,draw_2,high,high,cross_band,3483,0.0,0.0
pythia-410m,draw_2,high,very_high,cross_band,3483,0.0,0.0
pythia-410m,draw_2,high,control,cross_band,3483,0.0,0.0
pythia-410m,draw_2,very_high,low,cross_band,3476,0.0,0.0
pythia-410m,draw_2,very_high,medium,cross_band,3476,0.0,0.0
pythia-410m,draw_2,very_high,high,cross_band,3476,0.0,0.0
pythia-410m,draw_2,very_high,very_high,cross_band,3476,0.0,0.0044444444444444444
pythia-410m,draw_2,very_high,control,cross_band,3476,0.0044444444444444444,0.0044444444444444444
pythia-410m,draw_2,control,low,cross_band,3317,0.0,0.0
pythia-410m,draw_2,control,medium,cross_band,3317,0.0,0.0044444444444444444
pythia-410m,draw_2,control,high,cross_band,3317,0.0,0.0
pythia-410m,draw_2,control,very_high,cross_band,3317,0.0,0.0
pythia-410m,draw_2,control,control,cross_band,3317,0.0,0.0
pythia-410m,draw_3,low,low,cross_band,4122,0.0,0.0
pythia-410m,draw_3,low,medium,cross_band,4122,0.0,0.0
pythia-410m,draw_3,low,high,cross_band,4122,0.0,0.0
pythia-410m,draw_3,low,very_high,cross_band,4122,0.0,0.0
pythia-410m,draw_3,low,control,cross_band,4122,0.0,0.0
pythia-410m,draw_3,medium,low,cross_band,3920,0.0044444444444444444,0.008888888888888889
pythia-410m,draw_3,medium,medium,cross_band,3920,0.0,0.017777777777777778
pythia-410m,draw_3,medium,high,cross_band,3920,0.0,0.013333333333333334
pythia-410m,draw_3,medium,very_high,cross_band,3920,0.0,0.0
pythia-410m,draw_3,medium,control,cross_band,3920,0.0,0.0
pythia-410m,draw_3,high,low,cross_band,3379,0.0,0.0
pythia-410m,draw_3,high,medium,cross_band,3379,0.0,0.0
pythia-410m,draw_3,high,high,cross_band,3379,0.0,0.0
pythia-410m,draw_3,high,very_high,cross_band,3379,0.0,0.0
pythia-410m,draw_3,high,control,cross_band,3379,0.0,0.0
pythia-410m,draw_3,very_high,low,cross_band,3280,0.0,0.0044444444444444444
pythia-410m,draw_3,very_high,medium,cross_band,3280,0.0044444444444444444,0.013333333333333334
pythia-410m,draw_3,very_high,high,cross_band,3280,0.0044444444444444444,0.017777777777777778
pythia-410m,draw_3,very_high,very_high,cross_band,3280,0.0044444444444444444,0.04
pythia-410m,draw_3,very_high,control,cross_band,3280,0.008888888888888889,0.022222222222222223
pythia-410m,draw_3,control,low,cross_band,3382,0.0,0.0
pythia-410m,draw_3,control,medium,cross_band,3382,0.0044444444444444444,0.0044444444444444444
pythia-410m,draw_3,control,high,cross_band,3382,0.0,0.0
pythia-410m,draw_3,control,very_high,cross_band,3382,0.0,0.0044444444444444444
pythia-410m,draw_3,control,control,cross_band,3382,0.0,0.0
pythia-1b,draw_1,low,low,cross_band,972,0.0,0.0044444444444444444
pythia-1b,draw_1,low,medium,cross_band,972,0.0,0.022222222222222223
pythia-1b,draw_1,low,high,cross_band,972,0.0,0.008888888888888889
pythia-1b,draw_1,low,very_high,cross_band,972,0.0,0.0044444444444444444
pythia-1b,draw_1,low,control,cross_band,972,0.0,0.013333333333333334
pythia-1b,draw_1,medium,low,cross_band,904,0.0,0.0
pythia-1b,draw_1,medium,medium,cross_band,904,0.0,0.0
pythia-1b,draw_1,medium,high,cross_band,904,0.0,0.0
pythia-1b,draw_1,medium,very_high,cross_band,904,0.0,0.0
pythia-1b,draw_1,medium,control,cross_band,904,0.0,0.0
pythia-1b,draw_1,high,low,cross_band,1002,0.0,0.0
pythia-1b,draw_1,high,medium,cross_band,1002,0.0,0.0
pythia-1b,draw_1,high,high,cross_band,1002,0.0,0.0
pythia-1b,draw_1,high,very_high,cross_band,1002,0.0,0.0
pythia-1b,draw_1,high,control,cross_band,1002,0.0,0.0
pythia-1b,draw_1,very_high,low,cross_band,817,0.0,0.0
pythia-1b,draw_1,very_high,medium,cross_band,817,0.0,0.0
pythia-1b,draw_1,very_high,high,cross_band,817,0.0,0.0
pythia-1b,draw_1,very_high,very_high,cross_band,817,0.0,0.0
pythia-1b,draw_1,very_high,control,cross_band,817,0.0,0.0
pythia-1b,draw_1,control,low,cross_band,928,0.0,0.0
pythia-1b,draw_1,control,medium,cross_band,928,0.0,0.0
pythia-1b,draw_1,control,high,cross_band,928,0.0,0.0
pythia-1b,draw_1,control,very_high,cross_band,928,0.0,0.0
pythia-1b,draw_1,control,control,cross_band,928,0.0,0.0
pythia-1b,draw_2,low,low,cross_band,952,0.0,0.0
pythia-1b,draw_2,low,medium,cross_band,952,0.0,0.0
pythia-1b,draw_2,low,high,cross_band,952,0.0,0.0
pythia-1b,draw_2,low,very_high,cross_band,952,0.0,0.0
pythia-1b,draw_2,low,control,cross_band,952,0.0,0.0
pythia-1b,draw_2,medium,low,cross_band,1007,0.0,0.0
pythia-1b,draw_2,medium,medium,cross_band,1007,0.0,0.0
pythia-1b,draw_2,medium,high,cross_band,1007,0.0,0.0
pythia-1b,draw_2,medium,very_high,cross_band,1007,0.0,0.0
pythia-1b,draw_2,medium,control,cross_band,1007,0.0,0.0044444444444444444
pythia-1b,draw_2,high,low,cross_band,902,0.0,0.0
pythia-1b,draw_2,high,medium,cross_band,902,0.0,0.0
pythia-1b,draw_2,high,high,cross_band,902,0.0,0.0
pythia-1b,draw_2,high,very_high,cross_band,902,0.0,0.0
pythia-1b,draw_2,high,control,cross_band,902,0.0,0.0
pythia-1b,draw_2,very_high,low,cross_band,911,0.0,0.0
pythia-1b,draw_2,very_high,medium,cross_band,911,0.0,0.0
pythia-1b,draw_2,very_high,high,cross_band,911,0.0,0.0
pythia-1b,draw_2,very_high,very_high,cross_band,911,0.0,0.0
pythia-1b,draw_2,very_high,control,cross_band,911,0.0,0.0
pythia-1b,draw_2,control,low,cross_band,823,0.0,0.0
pythia-1b,draw_2,control,medium,cross_band,823,0.0,0.0
pythia-1b,draw_2,control,high,cross_band,823,0.0,0.0
pythia-1b,draw_2,control,very_high,cross_band,823,0.0,0.0
pythia-1b,draw_2,control,control,cross_band,823,0.0,0.0
pythia-1b,draw_3,low,low,cross_band,978,0.0,0.0
pythia-1b,draw_3,low,medium,cross_band,978,0.0,0.0
pythia-1b,draw_3,low,high,cross_band,978,0.0,0.0
pythia-1b,draw_3,low,very_high,cross_band,978,0.0,0.0
pythia-1b,draw_3,low,control,cross_band,978,0.0,0.0
pythia-1b,draw_3,medium,low,cross_band,900,0.0,0.0
pythia-1b,draw_3,medium,medium,cross_band,900,0.0,0.0044444444444444444
pythia-1b,draw_3,medium,high,cross_band,900,0.0,0.0
pythia-1b,draw_3,medium,very_high,cross_band,900,0.0,0.0
pythia-1b,draw_3,medium,control,cross_band,900,0.0,0.0044444444444444444
pythia-1b,draw_3,high,low,cross_band,945,0.0,0.022222222222222223
pythia-1b,draw_3,high,medium,cross_band,945,0.008888888888888889,0.013333333333333334
pythia-1b,draw_3,high,high,cross_band,945,0.0,0.022222222222222223
pythia-1b,draw_3,high,very_high,cross_band,945,0.0044444444444444444,0.013333333333333334
pythia-1b,draw_3,high,control,cross_band,945,0.0044444444444444444,0.017777777777777778
pythia-1b,draw_3,very_high,low,cross_band,812,0.0,0.0
pythia-1b,draw_3,very_high,medium,cross_band,812,0.0,0.0
pythia-1b,draw_3,very_high,high,cross_band,812,0.0,0.0
pythia-1b,draw_3,very_high,very_high,cross_band,812,0.0,0.0
pythia-1b,draw_3,very_high,control,cross_band,812,0.0,0.0
pythia-1b,draw_3,control,low,cross_band,870,0.017777777777777778,0.035555555555555556
pythia-1b,draw_3,control,medium,cross_band,870,0.013333333333333334,0.04888888888888889
pythia-1b,draw_3,control,high,cross_band,870,0.017777777777777778,0.08888888888888889
pythia-1b,draw_3,control,very_high,cross_band,870,0.008888888888888889,0.04888888888888889
pythia-1b,draw_3,control,control,cross_band,870,0.013333333333333334,0.08444444444444445
pythia-1.4b,draw_1,low,low,cross_band,2507,0.0,0.0
pythia-1.4b,draw_1,low,medium,cross_band,2507,0.0,0.0
pythia-1.4b,draw_1,low,high,cross_band,2507,0.0,0.0
pythia-1.4b,draw_1,low,very_high,cross_band,2507,0.0,0.0
pythia-1.4b,draw_1,low,control,cross_band,2507,0.0,0.0
pythia-1.4b,draw_1,medium,low,cross_band,2551,0.0,0.0
pythia-1.4b,draw_1,medium,medium,cross_band,2551,0.0,0.0
pythia-1.4b,draw_1,medium,high,cross_band,2551,0.0,0.0044444444444444444
pythia-1.4b,draw_1,medium,very_high,cross_band,2551,0.008888888888888889,0.008888888888888889
pythia-1.4b,draw_1,medium,control,cross_band,2551,0.0,0.0
pythia-1.4b,draw_1,high,low,cross_band,2162,0.0,0.0
pythia-1.4b,draw_1,high,medium,cross_band,2162,0.0,0.0
pythia-1.4b,draw_1,high,high,cross_band,2162,0.0,0.0
pythia-1.4b,draw_1,high,very_high,cross_band,2162,0.0,0.0
pythia-1.4b,draw_1,high,control,cross_band,2162,0.0,0.0
pythia-1.4b,draw_1,very_high,low,cross_band,1940,0.0044444444444444444,0.008888888888888889
pythia-1.4b,draw_1,very_high,medium,cross_band,1940,0.0,0.017777777777777778
pythia-1.4b,draw_1,very_high,high,cross_band,1940,0.0044444444444444444,0.0044444444444444444
pythia-1.4b,draw_1,very_high,very_high,cross_band,1940,0.013333333333333334,0.013333333333333334
pythia-1.4b,draw_1,very_high,control,cross_band,1940,0.0,0.0
pythia-1.4b,draw_1,control,low,cross_band,2233,0.0,0.0
pythia-1.4b,draw_1,control,medium,cross_band,2233,0.0,0.0
pythia-1.4b,draw_1,control,high,cross_band,2233,0.0,0.0
pythia-1.4b,draw_1,control,very_high,cross_band,2233,0.0,0.0
pythia-1.4b,draw_1,control,control,cross_band,2233,0.0,0.0
pythia-1.4b,draw_2,low,low,cross_band,2589,0.0,0.0
pythia-1.4b,draw_2,low,medium,cross_band,2589,0.0,0.0
pythia-1.4b,draw_2,low,high,cross_band,2589,0.0,0.0
pythia-1.4b,draw_2,low,very_high,cross_band,2589,0.0,0.0
pythia-1.4b,draw_2,low,control,cross_band,2589,0.0,0.0
pythia-1.4b,draw_2,medium,low,cross_band,2451,0.0,0.022222222222222223
pythia-1.4b,draw_2,medium,medium,cross_band,2451,0.0,0.0
pythia-1.4b,draw_2,medium,high,cross_band,2451,0.0,0.008888888888888889
pythia-1.4b,draw_2,medium,very_high,cross_band,2451,0.0044444444444444444,0.013333333333333334
pythia-1.4b,draw_2,medium,control,cross_band,2451,0.0044444444444444444,0.013333333333333334
pythia-1.4b,draw_2,high,low,cross_band,2182,0.0044444444444444444,0.0044444444444444444
pythia-1.4b,draw_2,high,medium,cross_band,2182,0.0,0.008888888888888889
pythia-1.4b,draw_2,high,high,cross_band,2182,0.0,0.008888888888888889
pythia-1.4b,draw_2,high,very_high,cross_band,2182,0.0044444444444444444,0.03111111111111111
pythia-1.4b,draw_2,high,control,cross_band,2182,0.0,0.0044444444444444444
pythia-1.4b,draw_2,very_high,low,cross_band,2025,0.0,0.0
pythia-1.4b,draw_2,very_high,medium,cross_band,2025,0.0,0.0
pythia-1.4b,draw_2,very_high,high,cross_band,2025,0.0,0.0
pythia-1.4b,draw_2,very_high,very_high,cross_band,2025,0.0,0.0
pythia-1.4b,draw_2,very_high,control,cross_band,2025,0.0,0.0
pythia-1.4b,draw_2,control,low,cross_band,2221,0.0,0.0
pythia-1.4b,draw_2,control,medium,cross_band,2221,0.0,0.0
pythia-1.4b,draw_2,control,high,cross_band,2221,0.0,0.0
pythia-1.4b,draw_2,control,very_high,cross_band,2221,0.0,0.0
pythia-1.4b,draw_2,control,control,cross_band,2221,0.0,0.0
pythia-1.4b,draw_3,low,low,cross_band,2604,0.0,0.0
pythia-1.4b,draw_3,low,medium,cross_band,2604,0.0,0.0
pythia-1.4b,draw_3,low,high,cross_band,2604,0.0,0.0
pythia-1.4b,draw_3,low,very_high,cross_band,2604,0.0,0.0
pythia-1.4b,draw_3,low,control,cross_band,2604,0.0,0.0
pythia-1.4b,draw_3,medium,low,cross_band,2453,0.013333333333333334,0.02666666666666667
pythia-1.4b,draw_3,medium,medium,cross_band,2453,0.0044444444444444444,0.013333333333333334
pythia-1.4b,draw_3,medium,high,cross_band,2453,0.0,0.0044444444444444444
pythia-1.4b,draw_3,medium,very_high,cross_band,2453,0.0,0.0
pythia-1.4b,draw_3,medium,control,cross_band,2453,0.0,0.0
pythia-1.4b,draw_3,high,low,cross_band,2121,0.0,0.0
pythia-1.4b,draw_3,high,medium,cross_band,2121,0.0044444444444444444,0.0044444444444444444
pythia-1.4b,draw_3,high,high,cross_band,2121,0.0044444444444444444,0.017777777777777778
