model,band,draw,layer,cka_base_circuit,mean_delta_norm
pythia-1.4b,control,draw_3,14,0.901971333278888,17.351606369018555
pythia-1.4b,control,draw_3,15,0.916248083062511,19.437217712402344
pythia-1.4b,control,draw_3,16,0.9070257206967102,22.994430541992188
pythia-1.4b,control,draw_3,17,0.8850093809690333,25.444210052490234
pythia-1.4b,control,draw_3,18,0.8612017321275547,28.031782150268555
pythia-1.4b,control,draw_3,19,0.8471098963013236,29.867523193359375
pythia-1.4b,control,draw_3,20,0.8477959987042754,31.386402130126953
pythia-1.4b,control,draw_3,21,0.848763126969861,32.72549819946289
pythia-1.4b,control,draw_3,22,0.8519034928011636,34.789894104003906
pythia-1.4b,control,draw_3,23,0.8554869133197361,42.26355743408203
