model,band,draw,layer,cka_base_circuit,mean_delta_norm
pythia-410m,medium,draw_3,23,0.9550346209173516,7.5013580322265625
pythia-410m,high,draw_1,0,0.9991992775131942,0.7761285901069641
pythia-410m,high,draw_1,1,0.9968235080082066,1.3798418045043945
pythia-410m,high,draw_1,2,0.9939807502082186,2.0724658966064453
pythia-410m,high,draw_1,3,0.9950329831310989,2.4186806678771973
pythia-410m,high,draw_1,4,0.9939611017265672,2.759796619415283
pythia-410m,high,draw_1,5,0.9941097501378258,2.7212910652160645
pythia-410m,high,draw_1,6,0.9922368639596136,3.074618339538574
pythia-410m,high,draw_1,7,0.9886728218218804,3.3586628437042236
pythia-410m,high,draw_1,8,0.9856736115871595,3.643324136734009
pythia-410m,high,draw_1,9,0.9840101083525764,3.7786333560943604
pythia-410m,high,draw_1,10,0.9838135661097128,3.926872730255127
pythia-410m,high,draw_1,11,0.9860951343432095,4.101973533630371
pythia-410m,high,draw_1,12,0.9840068284910091,3.9181716442108154
pythia-410m,high,draw_1,13,0.9536413778166314,4.382752418518066
pythia-410m,high,draw_1,14,0.9693384648072908,4.154000759124756
pythia-410m,high,draw_1,15,0.9776794650720161,4.147396564483643
pythia-410m,high,draw_1,16,0.9700761640052258,4.585227966308594
pythia-410m,high,draw_1,17,0.9509744432308449,5.373874664306641
pythia-410m,high,draw_1,18,0.9239547649508307,6.7953267097473145
pythia-410m,high,draw_1,19,0.9175574098306095,7.277163505554199
pythia-410m,high,draw_1,20,0.9525410843745091,7.99184513092041
pythia-410m,high,draw_1,21,0.9223186128191223,8.599958419799805
pythia-410m,high,draw_1,22,0.8868849784170908,8.923311233520508
pythia-410m,high,draw_1,23,0.9230513474590634,8.978477478027344
pythia-410m,high,draw_2,0,0.9985908375510009,1.0669115781784058
pythia-410m,high,draw_2,1,0.9955507568609891,1.4388837814331055
pythia-410m,high,draw_2,2,0.9920401813322813,2.1794557571411133
pythia-410m,high,draw_2,3,0.9938192988377341,2.5587453842163086
pythia-410m,high,draw_2,4,0.9939065414979172,2.829799175262451
pythia-410m,high,draw_2,5,0.9945064597458334,2.8895764350891113
pythia-410m,high,draw_2,6,0.9928752710041511,3.2262256145477295
pythia-410m,high,draw_2,7,0.9890567419628521,3.5874335765838623
pythia-410m,high,draw_2,8,0.984613976768372,3.935847520828247
pythia-410m,high,draw_2,9,0.9822193300633184,4.113256931304932
pythia-410m,high,draw_2,10,0.9814129268394971,4.295916557312012
pythia-410m,high,draw_2,11,0.983845774323349,4.379265785217285
pythia-410m,high,draw_2,12,0.9816623354036701,4.166182041168213
pythia-410m,high,draw_2,13,0.9557794964026533,4.58262825012207
pythia-410m,high,draw_2,14,0.9689209592786953,4.345662593841553
pythia-410m,high,draw_2,15,0.9755312560219309,4.3559675216674805
pythia-410m,high,draw_2,16,0.9688609460955081,4.812203407287598
pythia-410m,high,draw_2,17,0.9195666148369442,5.743113994598389
pythia-410m,high,draw_2,18,0.8908079327319322,7.289179801940918
pythia-410m,high,draw_2,19,0.8862733471540974,7.820832252502441
pythia-410m,high,draw_2,20,0.9386535353091501,8.58840274810791
pythia-410m,high,draw_2,21,0.898744669097458,9.308625221252441
pythia-410m,high,draw_2,22,0.8769736070478994,9.695833206176758
pythia-410m,high,draw_2,23,0.914831207250599,9.661746978759766
pythia-410m,high,draw_3,0,0.9985917316419042,1.1666715145111084
pythia-410m,high,draw_3,1,0.9966400334649892,1.5847246646881104
pythia-410m,high,draw_3,2,0.9937458939201865,2.1928722858428955
pythia-410m,high,draw_3,3,0.9948734269284355,2.4792518615722656
pythia-410m,high,draw_3,4,0.9935855397829899,3.0579848289489746
pythia-410m,high,draw_3,5,0.9937398821585491,3.1084001064300537
pythia-410m,high,draw_3,6,0.9912518272855516,3.4882569313049316
pythia-410m,high,draw_3,7,0.9874829337086645,3.788465738296509
pythia-410m,high,draw_3,8,0.9825051292650802,4.1437153816223145
pythia-410m,high,draw_3,9,0.9801988104318337,4.297616481781006
pythia-410m,high,draw_3,10,0.9798235534232125,4.478885650634766
pythia-410m,high,draw_3,11,0.9816867954238445,4.640989780426025
pythia-410m,high,draw_3,12,0.9797363361428193,4.430294036865234
pythia-410m,high,draw_3,13,0.9548569192918837,4.854064464569092
pythia-410m,high,draw_3,14,0.9662002996281737,4.57749080657959
pythia-410m,high,draw_3,15,0.9720413205647095,4.594759464263916
pythia-410m,high,draw_3,16,0.964626470778811,5.0436110496521
pythia-410m,high,draw_3,17,0.9238492716623178,6.099311351776123
pythia-410m,high,draw_3,18,0.898393300633736,7.839984893798828
pythia-410m,high,draw_3,19,0.8721565756378462,8.356915473937988
pythia-410m,high,draw_3,20,0.9201496518793849,9.054461479187012
pythia-410m,high,draw_3,21,0.8883415411650732,9.66189956665039
pythia-410m,high,draw_3,22,0.8457656595796927,10.08404541015625
pythia-410m,high,draw_3,23,0.9042177183519018,10.062506675720215
pythia-410m,very_high,draw_1,0,0.9989994489573477,0.95358806848526
pythia-410m,very_high,draw_1,1,0.9973760193344688,1.2466843128204346
pythia-410m,very_high,draw_1,2,0.9940524561097127,2.053067445755005
pythia-410m,very_high,draw_1,3,0.9957525604523804,2.16679310798645
pythia-410m,very_high,draw_1,4,0.9949270275229259,2.6522908210754395
pythia-410m,very_high,draw_1,5,0.9949255269672647,2.7352609634399414
pythia-410m,very_high,draw_1,6,0.9934753679784077,3.1003494262695312
pythia-410m,very_high,draw_1,7,0.990577447518667,3.399764060974121
pythia-410m,very_high,draw_1,8,0.9865562886635695,3.7532958984375
pythia-410m,very_high,draw_1,9,0.9844728161698564,3.914029121398926
pythia-410m,very_high,draw_1,10,0.9849219598166591,4.057031154632568
pythia-410m,very_high,draw_1,11,0.9862763079484288,4.151206016540527
pythia-410m,very_high,draw_1,12,0.9845644372097243,4.006880283355713
pythia-410m,very_high,draw_1,13,0.9641616353206739,4.304727077484131
pythia-410m,very_high,draw_1,14,0.9735010140624626,4.188265323638916
pythia-410m,very_high,draw_1,15,0.9782154344415104,4.225642204284668
pythia-410m,very_high,draw_1,16,0.9721880231687309,4.6367998123168945
pythia-410m,very_high,draw_1,17,0.9494937428820268,5.457788467407227
pythia-410m,very_high,draw_1,18,0.9238905794781456,6.897422790527344
pythia-410m,very_high,draw_1,19,0.9194010063765974,7.351168632507324
pythia-410m,very_high,draw_1,20,0.94858880598613,8.177776336669922
pythia-410m,very_high,draw_1,21,0.9135481051318366,9.271549224853516
pythia-410m,very_high,draw_1,22,0.8893147263807263,9.553589820861816
pythia-410m,very_high,draw_1,23,0.9149138934950666,9.450714111328125
pythia-410m,very_high,draw_2,0,0.9994900638824105,0.5606160163879395
pythia-410m,very_high,draw_2,1,0.9986812054471311,0.8623489141464233
pythia-410m,very_high,draw_2,2,0.9968635740100911,1.6484062671661377
pythia-410m,very_high,draw_2,3,0.9971180320722878,1.8919743299484253
pythia-410m,very_high,draw_2,4,0.9957940283431883,2.42209529876709
pythia-410m,very_high,draw_2,5,0.9958684659653652,2.5024240016937256
pythia-410m,very_high,draw_2,6,0.9941472293837532,2.8653998374938965
pythia-410m,very_high,draw_2,7,0.991345228676323,3.136847972869873
pythia-410m,very_high,draw_2,8,0.9882847672875558,3.4218294620513916
pythia-410m,very_high,draw_2,9,0.9859249181168366,3.6113808155059814
pythia-410m,very_high,draw_2,10,0.9853827213633867,3.793673515319824
pythia-410m,very_high,draw_2,11,0.987412741073404,3.969860076904297
pythia-410m,very_high,draw_2,12,0.9857120482817344,3.79152512550354
pythia-410m,very_high,draw_2,13,0.966661381756851,4.198882579803467
pythia-410m,very_high,draw_2,14,0.975236623554901,4.040737152099609
pythia-410m,very_high,draw_2,15,0.981259728516216,4.066356658935547
pythia-410m,very_high,draw_2,16,0.9772369798212963,4.444281101226807
pythia-410m,very_high,draw_2,17,0.9412885069686593,5.2740960121154785
pythia-410m,very_high,draw_2,18,0.9375030688869108,6.420785427093506
pythia-410m,very_high,draw_2,19,0.9377316353707069,6.983356475830078
pythia-410m,very_high,draw_2,20,0.9616342507436919,7.766547203063965
pythia-410m,very_high,draw_2,21,0.9392980798579832,8.673654556274414
pythia-410m,very_high,draw_2,22,0.9194013039429677,8.972469329833984
pythia-410m,very_high,draw_2,23,0.9274970383218092,9.296855926513672
pythia-410m,very_high,draw_3,0,0.9995884467506205,0.5618354678153992
pythia-410m,very_high,draw_3,1,0.9985212600047869,0.946031928062439
pythia-410m,very_high,draw_3,2,0.996728230763158,1.606452465057373
pythia-410m,very_high,draw_3,3,0.9972122958882437,1.8676730394363403
pythia-410m,very_high,draw_3,4,0.9957940756072163,2.3547401428222656
pythia-410m,very_high,draw_3,5,0.9958485321943449,2.4582974910736084
pythia-410m,very_high,draw_3,6,0.9939327459773184,2.893150568008423
pythia-410m,very_high,draw_3,7,0.9903643828815607,3.1145198345184326
pythia-410m,very_high,draw_3,8,0.9875867138016553,3.3990797996520996
pythia-410m,very_high,draw_3,9,0.9867199534487137,3.4807043075561523
pythia-410m,very_high,draw_3,10,0.9870456031211323,3.586362838745117
pythia-410m,very_high,draw_3,11,0.9894060064558637,3.6302385330200195
pythia-410m,very_high,draw_3,12,0.9883538599807448,3.4684090614318848
pythia-410m,very_high,draw_3,13,0.9713584089629856,3.876863718032837
pythia-410m,very_high,draw_3,14,0.9795136819289292,3.775800943374634
pythia-410m,very_high,draw_3,15,0.9846903282078028,3.7594330310821533
pythia-410m,very_high,draw_3,16,0.9785645730237797,4.295016765594482
pythia-410m,very_high,draw_3,17,0.9579951567912379,5.035215377807617
pythia-410m,very_high,draw_3,18,0.9410135105030549,6.281493186950684
pythia-410m,very_high,draw_3,19,0.9428590560580055,6.594666957855225
pythia-410m,very_high,draw_3,20,0.9669721135981324,7.4006781578063965
pythia-410m,very_high,draw_3,21,0.9431091987078264,8.596203804016113
pythia-410m,very_high,draw_3,22,0.93131188187195,8.599282264709473
pythia-410m,very_high,draw_3,23,0.9336618000084397,9.12389087677002
pythia-410m,control,draw_1,0,0.9995982659335709,0.545910656452179
pythia-410m,control,draw_1,1,0.9984833425593896,0.9901275038719177
pythia-410m,control,draw_1,2,0.9955991110504994,1.7917290925979614
pythia-410m,control,draw_1,3,0.9958268897687597,2.1720242500305176
pythia-410m,control,draw_1,4,0.994612654597946,2.659564971923828
pythia-410m,control,draw_1,5,0.9951661887426196,2.7068591117858887
pythia-410m,control,draw_1,6,0.992997531010106,3.1010971069335938
pythia-410m,control,draw_1,7,0.989610073496642,3.374593734741211
pythia-410m,control,draw_1,8,0.9858239911971071,3.6759705543518066
pythia-410m,control,draw_1,9,0.9833907148480976,3.83138370513916
pythia-410m,control,draw_1,10,0.9832676214183728,3.9871366024017334
pythia-410m,control,draw_1,11,0.9856434918262582,4.154563903808594
pythia-410m,control,draw_1,12,0.9839705741910749,3.958855152130127
pythia-410m,control,draw_1,13,0.9648392092129068,4.313347816467285
pythia-410m,control,draw_1,14,0.9744982016046672,4.140366554260254
pythia-410m,control,draw_1,15,0.9789711183302319,4.178150177001953
pythia-410m,control,draw_1,16,0.9728644013137663,4.583117485046387
pythia-410m,control,draw_1,17,0.9548217134621619,5.300063610076904
pythia-410m,control,draw_1,18,0.9350192085109066,6.4828901290893555
pythia-410m,control,draw_1,19,0.9299095774447311,7.038691520690918
pythia-410m,control,draw_1,20,0.9570675739242521,7.746259689331055
pythia-410m,control,draw_1,21,0.9359189851198702,8.461495399475098
pythia-410m,control,draw_1,22,0.9148166762965816,8.823987007141113
pythia-410m,control,draw_1,23,0.9235778208464304,9.265876770019531
pythia-410m,control,draw_2,0,0.9995326655205404,0.4493340253829956
pythia-410m,control,draw_2,1,0.9983214092093036,0.8628454804420471
pythia-410m,control,draw_2,2,0.9972445979491696,1.3428364992141724
pythia-410m,control,draw_2,3,0.9970874990275023,1.865051507949829
pythia-410m,control,draw_2,4,0.9961094072921656,2.230710506439209
pythia-410m,control,draw_2,5,0.9959071074763745,2.4549429416656494
pythia-410m,control,draw_2,6,0.9944857888861944,2.7432730197906494
pythia-410m,control,draw_2,7,0.9918767632584135,3.0651791095733643
pythia-410m,control,draw_2,8,0.9888622138961367,3.3487987518310547
pythia-410m,control,draw_2,9,0.986965533427626,3.4902782440185547
pythia-410m,control,draw_2,10,0.9868204806194846,3.637861967086792
pythia-410m,control,draw_2,11,0.9887580409924545,3.8621950149536133
pythia-410m,control,draw_2,12,0.9866577728707522,3.7625906467437744
pythia-410m,control,draw_2,13,0.964353202766509,4.148708820343018
pythia-410m,control,draw_2,14,0.9768516449111461,3.9674460887908936
pythia-410m,control,draw_2,15,0.9825323526657761,3.9904494285583496
pythia-410m,control,draw_2,16,0.9765549206247738,4.3728928565979
pythia-410m,control,draw_2,17,0.9640911825609965,5.138011455535889
pythia-410m,control,draw_2,18,0.9506004891610701,6.259444236755371
pythia-410m,control,draw_2,19,0.9397240257176067,6.819965839385986
pythia-410m,control,draw_2,20,0.9668771115163173,7.429056167602539
pythia-410m,control,draw_2,21,0.9360362865934,8.6080904006958
pythia-410m,control,draw_2,22,0.9100015784615313,8.997005462646484
pythia-410m,control,draw_2,23,0.9297274029786846,8.974047660827637
pythia-410m,control,draw_3,0,0.9978452068300203,1.2575643062591553
pythia-410m,control,draw_3,1,0.9938161309002418,1.5233558416366577
pythia-410m,control,draw_3,2,0.9925357877436766,2.038914442062378
pythia-410m,control,draw_3,3,0.9937884312491102,2.362335681915283
pythia-410m,control,draw_3,4,0.9937992446817101,2.7125823497772217
pythia-410m,control,draw_3,5,0.9948251705660249,2.7882139682769775
pythia-410m,control,draw_3,6,0.9926175816365559,3.248793363571167
pythia-410m,control,draw_3,7,0.9889638802828091,3.5460305213928223
pythia-410m,control,draw_3,8,0.9834335293012194,3.903280258178711
pythia-410m,control,draw_3,9,0.9817571876965577,4.032617568969727
pythia-410m,control,draw_3,10,0.9821665286905007,4.184176445007324
pythia-410m,control,draw_3,11,0.9850197471260618,4.2774248123168945
pythia-410m,control,draw_3,12,0.9829323162821633,4.048020839691162
pythia-410m,control,draw_3,13,0.960475467373299,4.489593029022217
pythia-410m,control,draw_3,14,0.9704895443944987,4.332265377044678
pythia-410m,control,draw_3,15,0.9775780468456559,4.312386512756348
pythia-410m,control,draw_3,16,0.9712492725082459,4.6817827224731445
pythia-410m,control,draw_3,17,0.943175336337471,5.577240467071533
pythia-410m,control,draw_3,18,0.9278590524923552,7.093993663787842
pythia-410m,control,draw_3,19,0.9428800661322895,7.3037238121032715
pythia-410m,control,draw_3,20,0.9647620223117167,8.613542556762695
pythia-410m,control,draw_3,21,0.9183680612510433,9.39050579071045
pythia-410m,control,draw_3,22,0.9094958248972685,9.256211280822754
pythia-410m,control,draw_3,23,0.9095329691098034,9.722372055053711
pythia-1b,low,draw_1,0,0.9993197784362235,2.313011646270752
pythia-1b,low,draw_1,1,0.9972052217963707,3.8218653202056885
pythia-1b,low,draw_1,2,0.9957832883314623,4.184762954711914
pythia-1b,low,draw_1,3,0.9952643098940863,5.293875217437744
pythia-1b,low,draw_1,4,0.990743852424293,7.002808094024658
pythia-1b,low,draw_1,5,0.9835849784788416,8.447368621826172
pythia-1b,low,draw_1,6,0.9802546502285621,9.196928977966309
pythia-1b,low,draw_1,7,0.9751374035519014,10.711263656616211
pythia-1b,low,draw_1,8,0.9718133699453332,10.610550880432129
pythia-1b,low,draw_1,9,0.9680359724733095,10.938213348388672
pythia-1b,low,draw_1,10,0.9718670682953137,12.40570068359375
pythia-1b,low,draw_1,11,0.9670613271578795,15.995179176330566
pythia-1b,low,draw_1,12,0.9678890338619023,16.818866729736328
pythia-1b,low,draw_1,13,0.9586429345698744,19.311946868896484
pythia-1b,low,draw_1,14,0.9564603765642901,27.129592895507812
pythia-1b,low,draw_1,15,0.8929381792476221,36.52355194091797
pythia-1b,low,draw_2,0,0.9998172804487946,1.059531331062317
pythia-1b,low,draw_2,1,0.998601242031356,2.545976400375366
pythia-1b,low,draw_2,2,0.9981688418329966,3.7052724361419678
pythia-1b,low,draw_2,3,0.9974915320524539,4.142348289489746
pythia-1b,low,draw_2,4,0.9951051477867147,5.2709550857543945
pythia-1b,low,draw_2,5,0.9916421154027542,6.324584484100342
pythia-1b,low,draw_2,6,0.9889677010302637,6.863368511199951
pythia-1b,low,draw_2,7,0.9854047652941925,8.14000415802002
pythia-1b,low,draw_2,8,0.9827803074013589,8.141730308532715
pythia-1b,low,draw_2,9,0.9805604761276242,8.450555801391602
pythia-1b,low,draw_2,10,0.9829526316845476,10.063348770141602
pythia-1b,low,draw_2,11,0.9775524559129425,13.204691886901855
pythia-1b,low,draw_2,12,0.9786829470080618,13.733734130859375
pythia-1b,low,draw_2,13,0.9713510238523271,15.908838272094727
pythia-1b,low,draw_2,14,0.9710528093339457,22.43415641784668
pythia-1b,low,draw_2,15,0.9288241617834917,30.526132583618164
pythia-1b,low,draw_3,0,0.9994969400305076,2.0223774909973145
pythia-1b,low,draw_3,1,0.9980446135257268,3.003155469894409
pythia-1b,low,draw_3,2,0.9975101438221923,3.6306700706481934
pythia-1b,low,draw_3,3,0.996519136719316,4.859804630279541
pythia-1b,low,draw_3,4,0.9930771616367209,5.936914920806885
pythia-1b,low,draw_3,5,0.9882313663885279,7.486657619476318
pythia-1b,low,draw_3,6,0.9845324057776094,8.348130226135254
pythia-1b,low,draw_3,7,0.9808888998898159,9.724602699279785
pythia-1b,low,draw_3,8,0.9768052771702597,9.601247787475586
pythia-1b,low,draw_3,9,0.9731234458046769,9.883962631225586
pythia-1b,low,draw_3,10,0.9783194508098397,10.549551010131836
pythia-1b,low,draw_3,11,0.9777852916348647,13.518604278564453
pythia-1b,low,draw_3,12,0.9734571567456556,15.503596305847168
pythia-1b,low,draw_3,13,0.9662038001563211,17.622234344482422
pythia-1b,low,draw_3,14,0.9633130328971805,25.11729621887207
pythia-1b,low,draw_3,15,0.9073311973426479,33.94709014892578
pythia-1b,medium,draw_1,0,0.9990656526057831,2.2345643043518066
pythia-1b,medium,draw_1,1,0.9967742743484468,3.56459903717041
pythia-1b,medium,draw_1,2,0.995880295651283,4.031972885131836
pythia-1b,medium,draw_1,3,0.9941978263942879,4.9132843017578125
pythia-1b,medium,draw_1,4,0.956892835577225,6.989675045013428
pythia-1b,medium,draw_1,5,0.6125129983593655,9.64889144897461
pythia-1b,medium,draw_1,6,0.5694282446236438,10.41384506225586
pythia-1b,medium,draw_1,7,0.6100629164101571,12.186907768249512
pythia-1b,medium,draw_1,8,0.5837103903729237,12.49271297454834
pythia-1b,medium,draw_1,9,0.5829473429995421,13.067187309265137
pythia-1b,medium,draw_1,10,0.6266863137616949,14.09628677368164
pythia-1b,medium,draw_1,11,0.7422002145860755,17.45059585571289
pythia-1b,medium,draw_1,12,0.7659675762383321,18.152149200439453
pythia-1b,medium,draw_1,13,0.8127713221987883,20.03376007080078
pythia-1b,medium,draw_1,14,0.9189919293807044,27.207435607910156
pythia-1b,medium,draw_1,15,0.8739345887114872,36.26846694946289
pythia-1b,medium,draw_2,0,0.9997830815620556,0.9702290892601013
pythia-1b,medium,draw_2,1,0.9984241996558129,2.6437149047851562
pythia-1b,medium,draw_2,2,0.997605264221339,3.6666715145111084
pythia-1b,medium,draw_2,3,0.996692926510863,4.526193141937256
pythia-1b,medium,draw_2,4,0.9936547332551395,5.402697563171387
pythia-1b,medium,draw_2,5,0.9886011528772244,6.951908111572266
pythia-1b,medium,draw_2,6,0.9845126534946997,7.573678970336914
pythia-1b,medium,draw_2,7,0.9807218742862789,9.09736442565918
pythia-1b,medium,draw_2,8,0.975672043143401,9.242409706115723
pythia-1b,medium,draw_2,9,0.9706388838641437,9.685103416442871
pythia-1b,medium,draw_2,10,0.976578616577824,11.148615837097168
pythia-1b,medium,draw_2,11,0.9699857730385727,15.203144073486328
pythia-1b,medium,draw_2,12,0.970977845581516,15.79605484008789
pythia-1b,medium,draw_2,13,0.9624272112080201,17.788516998291016
pythia-1b,medium,draw_2,14,0.9632242183258375,24.748037338256836
pythia-1b,medium,draw_2,15,0.8978900023194145,33.70328903198242
pythia-1b,medium,draw_3,0,0.9997739911985575,0.9035609364509583
pythia-1b,medium,draw_3,1,0.998331523774403,2.624171257019043
pythia-1b,medium,draw_3,2,0.9972457167695165,3.6501832008361816
pythia-1b,medium,draw_3,3,0.9955101830441039,4.740117073059082
pythia-1b,medium,draw_3,4,0.9914693167593289,6.013152122497559
pythia-1b,medium,draw_3,5,0.9860283155887848,7.348185062408447
pythia-1b,medium,draw_3,6,0.9803995990488963,8.700891494750977
pythia-1b,medium,draw_3,7,0.9757065696724849,10.316375732421875
pythia-1b,medium,draw_3,8,0.9712785911311305,10.29916000366211
pythia-1b,medium,draw_3,9,0.967582581889366,10.703551292419434
pythia-1b,medium,draw_3,10,0.9717513167522571,12.164336204528809
pythia-1b,medium,draw_3,11,0.9658842322332865,16.080257415771484
pythia-1b,medium,draw_3,12,0.9680897478097163,16.568798065185547
pythia-1b,medium,draw_3,13,0.958972850466182,18.796857833862305
pythia-1b,medium,draw_3,14,0.9599809298154061,25.83116912841797
pythia-1b,medium,draw_3,15,0.8989128837888313,34.90542221069336
pythia-1b,high,draw_1,0,0.9985433018118652,2.0872068405151367
pythia-1b,high,draw_1,1,0.9962197703981971,3.5417370796203613
pythia-1b,high,draw_1,2,0.9946105772051171,4.471147537231445
pythia-1b,high,draw_1,3,0.992441736536412,5.72067928314209
pythia-1b,high,draw_1,4,0.9856723758109728,7.321837902069092
pythia-1b,high,draw_1,5,0.9786245195631901,9.185245513916016
pythia-1b,high,draw_1,6,0.9721738041744116,9.977659225463867
pythia-1b,high,draw_1,7,0.9676809444051908,12.114371299743652
pythia-1b,high,draw_1,8,0.9623035031689213,12.128376960754395
pythia-1b,high,draw_1,9,0.9581656388484202,12.633113861083984
pythia-1b,high,draw_1,10,0.9654860474908095,13.859548568725586
pythia-1b,high,draw_1,11,0.9631904695290423,16.482492446899414
pythia-1b,high,draw_1,12,0.9610855252398955,17.31267547607422
pythia-1b,high,draw_1,13,0.9527873625723542,19.0715274810791
pythia-1b,high,draw_1,14,0.9499228002311839,25.695119857788086
pythia-1b,high,draw_1,15,0.8747586769338462,34.42061233520508
pythia-1b,high,draw_2,0,0.9975631112144329,2.7405037879943848
pythia-1b,high,draw_2,1,0.995596977130615,3.4174044132232666
pythia-1b,high,draw_2,2,0.9947413648095542,3.7825264930725098
pythia-1b,high,draw_2,3,0.994841532862588,4.53070592880249
pythia-1b,high,draw_2,4,0.9904515275980976,5.906160831451416
pythia-1b,high,draw_2,5,0.9859228750772691,7.026528835296631
pythia-1b,high,draw_2,6,0.9827769237168323,7.906424522399902
pythia-1b,high,draw_2,7,0.9808206794339045,9.058566093444824
pythia-1b,high,draw_2,8,0.9775980403535202,9.093405723571777
pythia-1b,high,draw_2,9,0.9751019568546528,9.382269859313965
pythia-1b,high,draw_2,10,0.9798327953354051,10.273613929748535
pythia-1b,high,draw_2,11,0.9772193035426604,13.460991859436035
pythia-1b,high,draw_2,12,0.97799311520775,14.045148849487305
pythia-1b,high,draw_2,13,0.9741465828636745,15.989917755126953
pythia-1b,high,draw_2,14,0.9715554800995643,21.655481338500977
pythia-1b,high,draw_2,15,0.9297193421231249,28.248891830444336
pythia-1b,high,draw_3,0,0.9997370830166793,0.8837317824363708
pythia-1b,high,draw_3,1,0.9987486940821316,2.063558578491211
pythia-1b,high,draw_3,2,0.9978894046040835,2.902153968811035
pythia-1b,high,draw_3,3,0.9967142441647407,4.314244747161865
pythia-1b,high,draw_3,4,0.9938127540073498,5.314803123474121
pythia-1b,high,draw_3,5,0.988341085551956,6.7535600662231445
pythia-1b,high,draw_3,6,0.9832577746591645,7.847141742706299
pythia-1b,high,draw_3,7,0.979503719052369,9.571998596191406
pythia-1b,high,draw_3,8,0.975130012603195,9.640446662902832
pythia-1b,high,draw_3,9,0.9715390334494481,10.130236625671387
pythia-1b,high,draw_3,10,0.9757751609417777,11.23112964630127
pythia-1b,high,draw_3,11,0.9712124783814885,14.580755233764648
pythia-1b,high,draw_3,12,0.9694295847887398,15.327740669250488
pythia-1b,high,draw_3,13,0.9630806055595469,17.249431610107422
pythia-1b,high,draw_3,14,0.9614550432563226,23.50562858581543
pythia-1b,high,draw_3,15,0.8876338121855005,31.96169090270996
pythia-1b,very_high,draw_1,0,0.9994580343584261,1.3405449390411377
pythia-1b,very_high,draw_1,1,0.9980852436297529,2.8287670612335205
pythia-1b,very_high,draw_1,2,0.9966956082305236,3.9694552421569824
pythia-1b,very_high,draw_1,3,0.9951995846315169,5.085212230682373
pythia-1b,very_high,draw_1,4,0.9913390767629593,6.162266254425049
pythia-1b,very_high,draw_1,5,0.9864948808727129,7.61616849899292
pythia-1b,very_high,draw_1,6,0.9792070713715648,8.955062866210938
pythia-1b,very_high,draw_1,7,0.9779699326110637,10.474221229553223
pythia-1b,very_high,draw_1,8,0.9732109129247966,10.673995018005371
pythia-1b,very_high,draw_1,9,0.9703463740222791,11.235077857971191
pythia-1b,very_high,draw_1,10,0.9735855941799889,12.682295799255371
pythia-1b,very_high,draw_1,11,0.9641283678071139,16.35795021057129
pythia-1b,very_high,draw_1,12,0.9609200432704956,18.160398483276367
pythia-1b,very_high,draw_1,13,0.9465784386090035,20.744678497314453
pythia-1b,very_high,draw_1,14,0.9428508503204529,26.885013580322266
pythia-1b,very_high,draw_1,15,0.8001211017316254,37.0213508605957
pythia-1b,very_high,draw_2,0,0.9991232205139293,1.6303365230560303
pythia-1b,very_high,draw_2,1,0.998018663716514,2.4426345825195312
pythia-1b,very_high,draw_2,2,0.9972461016937226,3.255146026611328
pythia-1b,very_high,draw_2,3,0.995094024598019,5.267165660858154
pythia-1b,very_high,draw_2,4,0.9913547327255353,6.290620803833008
pythia-1b,very_high,draw_2,5,0.9863856837083379,7.733978271484375
pythia-1b,very_high,draw_2,6,0.9778930363875075,8.821539878845215
pythia-1b,very_high,draw_2,7,0.97741561078961,10.390252113342285
pythia-1b,very_high,draw_2,8,0.9723194061547483,10.555244445800781
pythia-1b,very_high,draw_2,9,0.9682711615480097,10.977137565612793
pythia-1b,very_high,draw_2,10,0.9753392869537176,11.85912036895752
pythia-1b,very_high,draw_2,11,0.9694368722801509,15.000297546386719
pythia-1b,very_high,draw_2,12,0.9713911818590714,15.632399559020996
pythia-1b,very_high,draw_2,13,0.9634331948249194,17.43287467956543
pythia-1b,very_high,draw_2,14,0.9616472579165412,22.492834091186523
pythia-1b,very_high,draw_2,15,0.8892595766347081,29.90593719482422
pythia-1b,very_high,draw_3,0,0.9992202427017405,1.6081770658493042
pythia-1b,very_high,draw_3,1,0.997445547998436,3.001572370529175
pythia-1b,very_high,draw_3,2,0.9961325610377351,3.7423667907714844
pythia-1b,very_high,draw_3,3,0.9944002048258791,5.6135053634643555
pythia-1b,very_high,draw_3,4,0.9883996565750139,7.4308671951293945
pythia-1b,very_high,draw_3,5,0.9805502091770226,9.369744300842285
pythia-1b,very_high,draw_3,6,0.9686774087072073,10.937664985656738
pythia-1b,very_high,draw_3,7,0.9662756926352467,13.078338623046875
pythia-1b,very_high,draw_3,8,0.9578542934892825,13.13912296295166
pythia-1b,very_high,draw_3,9,0.9488915425796781,13.9696683883667
pythia-1b,very_high,draw_3,10,0.9582374556205907,15.131842613220215
pythia-1b,very_high,draw_3,11,0.951980567487261,18.228242874145508
pythia-1b,very_high,draw_3,12,0.9506641034062115,19.2994441986084
pythia-1b,very_high,draw_3,13,0.9375790093698888,21.507139205932617
pythia-1b,very_high,draw_3,14,0.9326843055609657,27.37436866760254
pythia-1b,very_high,draw_3,15,0.7953890236347436,36.94856643676758
pythia-1b,control,draw_1,0,0.9993088503916665,1.4501372575759888
pythia-1b,control,draw_1,1,0.9981078472673635,2.3745338916778564
pythia-1b,control,draw_1,2,0.9974733191212241,2.624194860458374
