model,draw,source_band,test_band,circuit_type,ablation,n_edges,accuracy,top5_accuracy
pythia-70m,draw_2,control,medium,cross_band,resample,410,0.3688888888888889,0.5022222222222222
pythia-70m,draw_2,control,high,cross_band,resample,410,0.4311111111111111,0.6355555555555555
pythia-70m,draw_2,control,very_high,cross_band,resample,410,0.56,0.7111111111111111
pythia-70m,draw_2,control,control,cross_band,resample,410,0.5244444444444445,0.6711111111111111
pythia-70m,draw_3,low,low,cross_band,resample,391,0.2088888888888889,0.35555555555555557
pythia-70m,draw_3,low,medium,cross_band,resample,391,0.3111111111111111,0.4533333333333333
pythia-70m,draw_3,low,high,cross_band,resample,391,0.4,0.5777777777777777
pythia-70m,draw_3,low,very_high,cross_band,resample,391,0.5244444444444445,0.6844444444444444
pythia-70m,draw_3,low,control,cross_band,resample,391,0.4666666666666667,0.6355555555555555
pythia-70m,draw_3,medium,low,cross_band,resample,406,0.2088888888888889,0.3466666666666667
pythia-70m,draw_3,medium,medium,cross_band,resample,406,0.31555555555555553,0.4266666666666667
pythia-70m,draw_3,medium,high,cross_band,resample,406,0.4088888888888889,0.6
pythia-70m,draw_3,medium,very_high,cross_band,resample,406,0.52,0.7022222222222222
pythia-70m,draw_3,medium,control,cross_band,resample,406,0.5022222222222222,0.6711111111111111
pythia-70m,draw_3,high,low,cross_band,resample,431,0.23555555555555555,0.37777777777777777
pythia-70m,draw_3,high,medium,cross_band,resample,431,0.3466666666666667,0.47555555555555556
pythia-70m,draw_3,high,high,cross_band,resample,431,0.4666666666666667,0.6222222222222222
pythia-70m,draw_3,high,very_high,cross_band,resample,431,0.5955555555555555,0.7422222222222222
pythia-70m,draw_3,high,control,cross_band,resample,431,0.5155555555555555,0.72
pythia-70m,draw_3,very_high,low,cross_band,resample,417,0.2088888888888889,0.3466666666666667
pythia-70m,draw_3,very_high,medium,cross_band,resample,417,0.27111111111111114,0.4311111111111111
pythia-70m,draw_3,very_high,high,cross_band,resample,417,0.40444444444444444,0.5911111111111111
pythia-70m,draw_3,very_high,very_high,cross_band,resample,417,0.5911111111111111,0.7422222222222222
pythia-70m,draw_3,very_high,control,cross_band,resample,417,0.49777777777777776,0.7155555555555555
pythia-70m,draw_3,control,low,cross_band,resample,426,0.19555555555555557,0.3422222222222222
pythia-70m,draw_3,control,medium,cross_band,resample,426,0.3288888888888889,0.4533333333333333
pythia-70m,draw_3,control,high,cross_band,resample,426,0.43555555555555553,0.5911111111111111
pythia-70m,draw_3,control,very_high,cross_band,resample,426,0.6177777777777778,0.7466666666666667
pythia-70m,draw_3,control,control,cross_band,resample,426,0.5422222222222223,0.7644444444444445
