method,model,band,draw,size_multiplier,n_edges,n_edges_acdc_ref,total_edges,size_fraction,n_edges_method,n_edges_acdc,n_intersection,n_union,jaccard,recall_in_acdc,recall_in_method,dice
eap,pythia-70m,high,draw_1,0.1,41,414,1324,0.030966767371601207,41,414,40,415,0.0963855421686747,0.0966183574879227,0.975609756097561,0.17582417582417584
eap,pythia-70m,high,draw_1,0.2,83,414,1324,0.06268882175226587,83,414,81,416,0.19471153846153846,0.1956521739130435,0.9759036144578314,0.32595573440643866
eap,pythia-70m,high,draw_1,0.3,124,414,1324,0.09365558912386707,124,414,117,421,0.27790973871733965,0.2826086956521739,0.9435483870967742,0.4349442379182156
eap,pythia-70m,high,draw_1,0.5,207,414,1324,0.15634441087613293,207,414,184,437,0.42105263157894735,0.4444444444444444,0.8888888888888888,0.5925925925925926
eap,pythia-70m,high,draw_1,0.75,310,414,1324,0.23413897280966767,310,414,260,464,0.5603448275862069,0.6280193236714976,0.8387096774193549,0.7182320441988951
eap,pythia-70m,high,draw_1,1.0,414,414,1324,0.31268882175226587,414,414,309,519,0.5953757225433526,0.7463768115942029,0.7463768115942029,0.7463768115942029
eap,pythia-70m,high,draw_1,1.5,621,414,1324,0.4690332326283988,621,414,365,670,0.5447761194029851,0.8816425120772947,0.5877616747181964,0.7053140096618358
eap,pythia-70m,high,draw_1,2.0,828,414,1324,0.6253776435045317,828,414,391,851,0.4594594594594595,0.9444444444444444,0.4722222222222222,0.6296296296296297
eap,pythia-70m,high,draw_1,3.0,1242,414,1324,0.9380664652567976,1242,414,410,1246,0.3290529695024077,0.9903381642512077,0.33011272141706927,0.49516908212560384
eap,pythia-70m,high,draw_1,5.0,1324,414,1324,1.0,1324,414,414,1324,0.31268882175226587,1.0,0.31268882175226587,0.476409666283084
eap,pythia-70m,very_high,draw_1,0.1,42,424,1324,0.03172205438066465,42,424,40,426,0.09389671361502347,0.09433962264150944,0.9523809523809523,0.17167381974248927
eap,pythia-70m,very_high,draw_1,0.2,85,424,1324,0.06419939577039276,85,424,81,428,0.18925233644859812,0.19103773584905662,0.9529411764705882,0.3182711198428291
eap,pythia-70m,very_high,draw_1,0.3,127,424,1324,0.09592145015105741,127,424,123,428,0.28738317757009346,0.29009433962264153,0.968503937007874,0.44646098003629764
eap,pythia-70m,very_high,draw_1,0.5,212,424,1324,0.16012084592145015,212,424,197,439,0.44874715261959,0.46462264150943394,0.9292452830188679,0.6194968553459119
eap,pythia-70m,very_high,draw_1,0.75,318,424,1324,0.24018126888217523,318,424,264,478,0.5523012552301255,0.6226415094339622,0.8301886792452831,0.7115902964959568
eap,pythia-70m,very_high,draw_1,1.0,424,424,1324,0.3202416918429003,424,424,321,527,0.6091081593927894,0.7570754716981132,0.7570754716981132,0.7570754716981132
eap,pythia-70m,very_high,draw_1,1.5,636,424,1324,0.48036253776435045,636,424,366,694,0.5273775216138329,0.8632075471698113,0.5754716981132075,0.690566037735849
eap,pythia-70m,very_high,draw_1,2.0,848,424,1324,0.6404833836858006,848,424,395,877,0.45039908779931587,0.9316037735849056,0.4658018867924528,0.6210691823899371
eap,pythia-70m,very_high,draw_1,3.0,1272,424,1324,0.9607250755287009,1272,424,421,1275,0.33019607843137255,0.9929245283018868,0.3309748427672956,0.4964622641509434
eap,pythia-70m,very_high,draw_1,5.0,1324,424,1324,1.0,1324,424,424,1324,0.3202416918429003,1.0,0.3202416918429003,0.4851258581235698
eap,pythia-70m,control,draw_1,0.1,44,435,1324,0.03323262839879154,44,435,42,437,0.09610983981693363,0.09655172413793103,0.9545454545454546,0.17536534446764093
eap,pythia-70m,control,draw_1,0.2,87,435,1324,0.06570996978851963,87,435,84,438,0.1917808219178082,0.19310344827586207,0.9655172413793104,0.3218390804597701
eap,pythia-70m,control,draw_1,0.3,130,435,1324,0.09818731117824774,130,435,123,442,0.27828054298642535,0.2827586206896552,0.9461538461538461,0.4353982300884956
eap,pythia-70m,control,draw_1,0.5,218,435,1324,0.1646525679758308,218,435,196,457,0.4288840262582057,0.45057471264367815,0.8990825688073395,0.6003062787136294
eap,pythia-70m,control,draw_1,0.75,326,435,1324,0.24622356495468278,326,435,271,490,0.5530612244897959,0.6229885057471264,0.8312883435582822,0.7122207621550591
eap,pythia-70m,control,draw_1,1.0,435,435,1324,0.3285498489425982,435,435,328,542,0.6051660516605166,0.7540229885057471,0.7540229885057471,0.7540229885057471
eap,pythia-70m,control,draw_1,1.5,652,435,1324,0.49244712990936557,652,435,387,700,0.5528571428571428,0.8896551724137931,0.593558282208589,0.7120515179392825
eap,pythia-70m,control,draw_1,2.0,870,435,1324,0.6570996978851964,870,435,417,888,0.46959459459459457,0.9586206896551724,0.4793103448275862,0.639080459770115
eap,pythia-70m,control,draw_1,3.0,1305,435,1324,0.9856495468277946,1305,435,434,1306,0.332312404287902,0.9977011494252873,0.3325670498084291,0.49885057471264366
eap,pythia-70m,control,draw_1,5.0,1324,435,1324,1.0,1324,435,435,1324,0.3285498489425982,1.0,0.3285498489425982,0.49459920409323477
eap,pythia-160m,low,draw_1,0.1,146,1463,11467,0.012732188017790181,146,1463,137,1472,0.09307065217391304,0.0936431989063568,0.9383561643835616,0.17029210689869484
eap,pythia-160m,low,draw_1,0.2,293,1463,11467,0.0255515828028255,293,1463,258,1498,0.17222963951935916,0.17634996582365003,0.8805460750853242,0.2938496583143508
eap,pythia-160m,low,draw_1,0.3,439,1463,11467,0.03828377082061568,439,1463,363,1539,0.23586744639376217,0.24812030075187969,0.826879271070615,0.38170347003154576
eap,pythia-160m,low,draw_1,0.5,732,1463,11467,0.06383535362344119,732,1463,519,1676,0.3096658711217184,0.3547505126452495,0.7090163934426229,0.47289293849658315
eap,pythia-160m,low,draw_1,0.75,1097,1463,11467,0.09566582366791664,1097,1463,679,1881,0.36097820308346623,0.46411483253588515,0.6189608021877848,0.53046875
eap,pythia-160m,low,draw_1,1.0,1463,1463,11467,0.1275835004796372,1463,1463,796,2130,0.37370892018779345,0.5440874914559125,0.5440874914559125,0.5440874914559125
eap,pythia-160m,low,draw_1,1.5,2194,1463,11467,0.19133164733583327,2194,1463,993,2664,0.37274774774774777,0.6787423103212576,0.45259799453053784,0.5430680885972108
eap,pythia-160m,low,draw_1,2.0,2926,1463,11467,0.2551670009592744,2926,1463,1117,3272,0.34138141809290956,0.7634996582365003,0.3817498291182502,0.5089997721576669
eap,pythia-160m,low,draw_1,3.0,4389,1463,11467,0.38275050143891165,4389,1463,1289,4563,0.2824895901818979,0.8810663021189337,0.2936887673729779,0.44053315105946683
eap,pythia-160m,low,draw_1,5.0,7315,1463,11467,0.6379175023981861,7315,1463,1413,7365,0.19185336048879836,0.9658236500341764,0.19316473000683526,0.3219412166780588
eap,pythia-160m,medium,draw_1,0.1,145,1446,11467,0.012644981250545043,145,1446,138,1453,0.09497591190640055,0.0954356846473029,0.9517241379310345,0.17347580138277813
eap,pythia-160m,medium,draw_1,0.2,289,1446,11467,0.025202755733844947,289,1446,252,1483,0.16992582602832096,0.17427385892116182,0.8719723183391004,0.2904899135446686
eap,pythia-160m,medium,draw_1,0.3,434,1446,11467,0.037847736984389986,434,1446,358,1522,0.2352168199737188,0.2475795297372061,0.8248847926267281,0.38085106382978723
eap,pythia-160m,medium,draw_1,0.5,723,1446,11467,0.06305049271823493,723,1446,523,1646,0.3177399756986634,0.36168741355463346,0.7233748271092669,0.4822498847395113
eap,pythia-160m,medium,draw_1,0.75,1084,1446,11467,0.09453213569372983,1084,1446,673,1857,0.362412493268713,0.4654218533886584,0.6208487084870848,0.5320158102766799
eap,pythia-160m,medium,draw_1,1.0,1446,1446,11467,0.12610098543646986,1446,1446,792,2100,0.37714285714285717,0.5477178423236515,0.5477178423236515,0.5477178423236515
eap,pythia-160m,medium,draw_1,1.5,2169,1446,11467,0.18915147815470482,2169,1446,1003,2612,0.3839969372128637,0.6936376210235131,0.4624250806823421,0.5549100968188105
eap,pythia-160m,medium,draw_1,2.0,2892,1446,11467,0.2522019708729397,2892,1446,1133,3205,0.35351014040561624,0.7835408022130014,0.3917704011065007,0.5223605348086676
eap,pythia-160m,medium,draw_1,3.0,4338,1446,11467,0.37830295630940963,4338,1446,1272,4512,0.28191489361702127,0.8796680497925311,0.29322268326417705,0.43983402489626555
eap,pythia-160m,medium,draw_1,5.0,7230,1446,11467,0.6305049271823493,7230,1446,1381,7295,0.18930774503084305,0.9550484094052559,0.19100968188105116,0.31834946980175194
eap,pythia-160m,high,draw_1,0.1,136,1360,11467,0.011860120345338798,136,1360,123,1373,0.08958485069191552,0.09044117647058823,0.9044117647058824,0.16443850267379678
eap,pythia-160m,high,draw_1,0.2,272,1360,11467,0.023720240690677595,272,1360,221,1411,0.1566265060240964,0.1625,0.8125,0.2708333333333333
eap,pythia-160m,high,draw_1,0.3,408,1360,11467,0.035580361036016396,408,1360,312,1456,0.21428571428571427,0.22941176470588234,0.7647058823529411,0.35294117647058826
eap,pythia-160m,high,draw_1,0.5,680,1360,11467,0.05930060172669399,680,1360,470,1570,0.29936305732484075,0.34558823529411764,0.6911764705882353,0.46078431372549017
eap,pythia-160m,high,draw_1,0.75,1020,1360,11467,0.08895090259004099,1020,1360,607,1773,0.34235758601240834,0.44632352941176473,0.5950980392156863,0.5100840336134453
eap,pythia-160m,high,draw_1,1.0,1360,1360,11467,0.11860120345338798,1360,1360,736,1984,0.3709677419354839,0.5411764705882353,0.5411764705882353,0.5411764705882353
eap,pythia-160m,high,draw_1,1.5,2040,1360,11467,0.17790180518008197,2040,1360,903,2497,0.3616339607529035,0.6639705882352941,0.4426470588235294,0.5311764705882352
eap,pythia-160m,high,draw_1,2.0,2720,1360,11467,0.23720240690677596,2720,1360,1029,3051,0.33726647000983284,0.7566176470588235,0.37830882352941175,0.5044117647058823
eap,pythia-160m,high,draw_1,3.0,4080,1360,11467,0.35580361036016395,4080,1360,1183,4257,0.2778952313836035,0.8698529411764706,0.2899509803921569,0.4349264705882353
eap,pythia-160m,high,draw_1,5.0,6800,1360,11467,0.5930060172669399,6800,1360,1301,6859,0.1896777955970258,0.9566176470588236,0.1913235294117647,0.3188725490196078
eap,pythia-160m,very_high,draw_1,0.1,136,1358,11467,0.011860120345338798,136,1358,125,1369,0.09130752373995617,0.09204712812960236,0.9191176470588235,0.16733601070950468
eap,pythia-160m,very_high,draw_1,0.2,272,1358,11467,0.023720240690677595,272,1358,231,1399,0.1651179413867048,0.17010309278350516,0.8492647058823529,0.28343558282208586
eap,pythia-160m,very_high,draw_1,0.3,407,1358,11467,0.035493154268771254,407,1358,322,1443,0.22314622314622315,0.23711340206185566,0.7911547911547911,0.3648725212464589
eap,pythia-160m,very_high,draw_1,0.5,679,1358,11467,0.059213394959448856,679,1358,457,1580,0.2892405063291139,0.33652430044182624,0.6730486008836525,0.4486990672557683
eap,pythia-160m,very_high,draw_1,0.75,1018,1358,11467,0.08877648905555072,1018,1358,612,1764,0.3469387755102041,0.45066273932253315,0.6011787819253438,0.5151515151515151
eap,pythia-160m,very_high,draw_1,1.0,1358,1358,11467,0.11842678991889771,1358,1358,739,1977,0.37379868487607487,0.5441826215022091,0.5441826215022091,0.5441826215022091
eap,pythia-160m,very_high,draw_1,1.5,2037,1358,11467,0.17764018487834657,2037,1358,926,2469,0.37505062778452813,0.6818851251840943,0.45459008345606283,0.5455081001472754
eap,pythia-160m,very_high,draw_1,2.0,2716,1358,11467,0.23685357983779542,2716,1358,1055,3019,0.34945346141106326,0.7768777614138439,0.38843888070692195,0.5179185076092293
eap,pythia-160m,very_high,draw_1,3.0,4074,1358,11467,0.35528036975669314,4074,1358,1211,4221,0.28689883913764513,0.8917525773195877,0.2972508591065292,0.44587628865979384
eap,pythia-160m,very_high,draw_1,5.0,6790,1358,11467,0.5921339495944885,6790,1358,1309,6839,0.19140225179119755,0.9639175257731959,0.19278350515463918,0.32130584192439865
eap,pythia-160m,control,draw_1,0.1,139,1392,11467,0.012121740647074213,139,1392,132,1399,0.0943531093638313,0.09482758620689655,0.9496402877697842,0.17243631613324625
eap,pythia-160m,control,draw_1,0.2,278,1392,11467,0.024243481294148425,278,1392,241,1429,0.16864940517844645,0.17313218390804597,0.8669064748201439,0.288622754491018
eap,pythia-160m,control,draw_1,0.3,418,1392,11467,0.03645242870846778,418,1392,340,1470,0.23129251700680273,0.2442528735632184,0.8133971291866029,0.3756906077348066
eap,pythia-160m,control,draw_1,0.5,696,1392,11467,0.060695910002616205,696,1392,472,1616,0.29207920792079206,0.3390804597701149,0.6781609195402298,0.4521072796934866
eap,pythia-160m,control,draw_1,0.75,1044,1392,11467,0.0910438650039243,1044,1392,625,1811,0.3451131971286582,0.4489942528735632,0.5986590038314177,0.513136288998358
eap,pythia-160m,control,draw_1,1.0,1392,1392,11467,0.12139182000523241,1392,1392,752,2032,0.3700787401574803,0.5402298850574713,0.5402298850574713,0.5402298850574713
eap,pythia-160m,control,draw_1,1.5,2088,1392,11467,0.1820877300078486,2088,1392,967,2513,0.3847990449661759,0.694683908045977,0.4631226053639847,0.5557471264367816
eap,pythia-160m,control,draw_1,2.0,2784,1392,11467,0.24278364001046482,2784,1392,1086,3090,0.35145631067961164,0.7801724137931034,0.3900862068965517,0.5201149425287356
eap,pythia-160m,control,draw_1,3.0,4176,1392,11467,0.3641754600156972,4176,1392,1230,4338,0.2835408022130014,0.8836206896551724,0.29454022988505746,0.4418103448275862
eap,pythia-160m,control,draw_1,5.0,6960,1392,11467,0.606959100026162,6960,1392,1348,7004,0.19246145059965733,0.9683908045977011,0.19367816091954024,0.3227969348659004
eap,pythia-410m,low,draw_1,0.1,396,3957,80581,0.004914309824896688,396,3957,336,4017,0.08364451082897685,0.08491281273692192,0.8484848484848485,0.1543762922122674
eap,pythia-410m,low,draw_1,0.2,791,3957,80581,0.009816209776498183,791,3957,609,4139,0.14713698961101715,0.15390447308567096,0.7699115044247787,0.2565290648694187
eap,pythia-410m,low,draw_1,0.3,1187,3957,80581,0.01473051960139487,1187,3957,861,4283,0.20102731730095727,0.2175890826383624,0.7253580454928391,0.3347589424572317
eap,pythia-410m,low,draw_1,0.5,1978,3957,80581,0.024546729377893053,1978,3957,1227,4708,0.2606202209005947,0.3100833965125095,0.6203235591506572,0.41347935973041283
eap,pythia-410m,low,draw_1,0.75,2968,3957,80581,0.03683250394013477,2968,3957,1593,5332,0.2987621905476369,0.4025777103866566,0.5367250673854448,0.460072202166065
eap,pythia-410m,low,draw_1,1.0,3957,3957,80581,0.0491058686290813,3957,3957,1892,6022,0.31418133510461643,0.47814000505433407,0.47814000505433407,0.47814000505433407
eap,pythia-410m,low,draw_1,1.5,5936,3957,80581,0.07366500788026954,5936,3957,2396,7497,0.31959450446845405,0.605509224159717,0.4036388140161725,0.4843828969978773
eap,pythia-410m,low,draw_1,2.0,7914,3957,80581,0.0982117372581626,7914,3957,2722,9149,0.2975188545196196,0.6878948698508971,0.34394743492544855,0.4585965799005981
eap,pythia-410m,low,draw_1,3.0,11871,3957,80581,0.14731760588724388,11871,3957,3142,12686,0.24767460192338012,0.7940358857720495,0.2646786285906832,0.39701794288602477
eap,pythia-410m,low,draw_1,5.0,19785,3957,80581,0.24552934314540648,19785,3957,3579,20163,0.17750334771611367,0.9044730856709629,0.18089461713419258,0.3014910285569876
eap,pythia-410m,medium,draw_1,0.1,381,3809,80581,0.004728161725468783,381,3809,302,3888,0.07767489711934156,0.07928590181149908,0.7926509186351706,0.1441527446300716
eap,pythia-410m,medium,draw_1,0.2,762,3809,80581,0.009456323450937566,762,3809,552,4019,0.1373475989052003,0.14491992648989235,0.7244094488188977,0.24152264274775762
eap,pythia-410m,medium,draw_1,0.3,1143,3809,80581,0.01418448517640635,1143,3809,778,4174,0.18639195016770485,0.20425308479915988,0.6806649168853893,0.31421647819063003
eap,pythia-410m,medium,draw_1,0.5,1904,3809,80581,0.02362839875404872,1904,3809,1135,4578,0.24792485801660114,0.29797847203990546,0.5961134453781513,0.3973394013653072
eap,pythia-410m,medium,draw_1,0.75,2857,3809,80581,0.03545500800436827,2857,3809,1518,5148,0.2948717948717949,0.398529797847204,0.5313265663283164,0.45544554455445546
eap,pythia-410m,medium,draw_1,1.0,3809,3809,80581,0.04726920738139263,3809,3809,1826,5792,0.3152624309392265,0.4793909162509845,0.4793909162509845,0.4793909162509845
eap,pythia-410m,medium,draw_1,1.5,5714,3809,80581,0.07091001600873655,5714,3809,2279,7244,0.3146051905024848,0.5983197689682331,0.39884494224711237,0.4786306836081067
eap,pythia-410m,medium,draw_1,2.0,7618,3809,80581,0.09453841476278527,7618,3809,2599,8828,0.294404168554599,0.6823313205565765,0.34116566027828826,0.45488754703771767
eap,pythia-410m,medium,draw_1,3.0,11427,3809,80581,0.14180762214417791,11427,3809,3016,12220,0.24680851063829787,0.7918088737201365,0.26393629124004553,0.39590443686006827
eap,pythia-410m,medium,draw_1,5.0,19045,3809,80581,0.23634603690696318,19045,3809,3446,19408,0.17755564715581204,0.9046993961669729,0.18093987923339458,0.301566465388991
eap,pythia-410m,high,draw_1,0.1,348,3480,80581,0.004318635906727392,348,3480,285,3543,0.08044030482641829,0.08189655172413793,0.8189655172413793,0.14890282131661442
eap,pythia-410m,high,draw_1,0.2,696,3480,80581,0.008637271813454785,696,3480,522,3654,0.14285714285714285,0.15,0.75,0.25
eap,pythia-410m,high,draw_1,0.3,1044,3480,80581,0.012955907720182177,1044,3480,728,3796,0.1917808219178082,0.20919540229885059,0.6973180076628352,0.3218390804597701
eap,pythia-410m,high,draw_1,0.5,1740,3480,80581,0.02159317953363696,1740,3480,1050,4170,0.2517985611510791,0.3017241379310345,0.603448275862069,0.40229885057471265
eap,pythia-410m,high,draw_1,0.75,2610,3480,80581,0.032389769300455444,2610,3480,1364,4726,0.28861616589081673,0.39195402298850573,0.5226053639846743,0.44794745484400655
eap,pythia-410m,high,draw_1,1.0,3480,3480,80581,0.04318635906727392,3480,3480,1633,5327,0.3065515299418059,0.4692528735632184,0.4692528735632184,0.4692528735632184
eap,pythia-410m,high,draw_1,1.5,5220,3480,80581,0.06477953860091089,5220,3480,2057,6643,0.3096492548547343,0.5910919540229885,0.39406130268199235,0.4728735632183908
eap,pythia-410m,high,draw_1,2.0,6960,3480,80581,0.08637271813454785,6960,3480,2337,8103,0.28841169937060346,0.6715517241379311,0.33577586206896554,0.4477011494252874
eap,pythia-410m,high,draw_1,3.0,10440,3480,80581,0.12955907720182178,10440,3480,2687,11233,0.23920591115463366,0.7721264367816092,0.2573754789272031,0.3860632183908046
eap,pythia-410m,high,draw_1,5.0,17400,3480,80581,0.2159317953363696,17400,3480,3086,17794,0.17342924581319547,0.8867816091954023,0.17735632183908046,0.29559386973180074
eap,pythia-410m,very_high,draw_1,0.1,313,3131,80581,0.0038842903413956143,313,3131,248,3196,0.07759699624530664,0.07920792079207921,0.792332268370607,0.1440185830429733
eap,pythia-410m,very_high,draw_1,0.2,626,3131,80581,0.007768580682791229,626,3131,447,3310,0.1350453172205438,0.14276588949217503,0.7140575079872205,0.23795581581048708
eap,pythia-410m,very_high,draw_1,0.3,939,3131,80581,0.011652871024186844,939,3131,616,3454,0.17834394904458598,0.19674225487064836,0.6560170394036209,0.3027027027027027
eap,pythia-410m,very_high,draw_1,0.5,1566,3131,80581,0.019433861580273267,1566,3131,918,3779,0.24292140777983592,0.29319706164164805,0.5862068965517241,0.3908878007238663
eap,pythia-410m,very_high,draw_1,0.75,2348,3131,80581,0.029138382497114704,2348,3131,1203,4276,0.2813376987839102,0.38422229319706164,0.512350936967632,0.43913122832633694
eap,pythia-410m,very_high,draw_1,1.0,3131,3131,80581,0.038855313287251336,3131,3131,1423,4839,0.29406902252531514,0.4544873842222932,0.4544873842222932,0.4544873842222932
eap,pythia-410m,very_high,draw_1,1.5,4696,3131,80581,0.05827676499422941,4696,3131,1780,6047,0.29436084008599306,0.5685084637496007,0.379045996592845,0.4548358247093395
eap,pythia-410m,very_high,draw_1,2.0,6262,3131,80581,0.07771062657450267,6262,3131,2039,7354,0.27726407397334785,0.6512296390929415,0.32561481954647076,0.4341530927286277
eap,pythia-410m,very_high,draw_1,3.0,9393,3131,80581,0.11656593986175401,9393,3131,2374,10150,0.23389162561576354,0.758224209517726,0.2527414031725753,0.379112104758863
eap,pythia-410m,very_high,draw_1,5.0,15655,3131,80581,0.19427656643625668,15655,3131,2747,16039,0.17127002930357255,0.8773554774832322,0.17547109549664644,0.29245182582774404
eap,pythia-410m,control,draw_1,0.1,342,3425,80581,0.00424417666695623,342,3425,265,3502,0.07567104511707595,0.07737226277372262,0.7748538011695907,0.14069551367135652
eap,pythia-410m,control,draw_1,0.2,685,3425,80581,0.008500763207207655,685,3425,490,3620,0.13535911602209943,0.14306569343065692,0.7153284671532847,0.2384428223844282
eap,pythia-410m,control,draw_1,0.3,1028,3425,80581,0.012757349747459078,1028,3425,680,3773,0.18022793532997614,0.19854014598540146,0.6614785992217899,0.3054120817426454
eap,pythia-410m,control,draw_1,0.5,1712,3425,80581,0.02124570308137154,1712,3425,990,4147,0.23872679045092837,0.28905109489051095,0.5782710280373832,0.3854389721627409
eap,pythia-410m,control,draw_1,0.75,2569,3425,80581,0.0318809644953525,2569,3425,1299,4695,0.2766773162939297,0.3792700729927007,0.5056442195406773,0.43343343343343343
eap,pythia-410m,control,draw_1,1.0,3425,3425,80581,0.04250381603603827,3425,3425,1539,5311,0.2897759367350781,0.44934306569343063,0.44934306569343063,0.44934306569343063
eap,pythia-410m,control,draw_1,1.5,5138,3425,80581,0.063761928990705,5138,3425,1968,6595,0.29840788476118274,0.5745985401459854,0.3830284157259634,0.45965199112460586
eap,pythia-410m,control,draw_1,2.0,6850,3425,80581,0.08500763207207654,6850,3425,2256,8019,0.28133183688739244,0.6586861313868613,0.32934306569343064,0.4391240875912409
eap,pythia-410m,control,draw_1,3.0,10275,3425,80581,0.12751144810811482,10275,3425,2616,11084,0.23601587874413568,0.7637956204379562,0.2545985401459854,0.3818978102189781
eap,pythia-410m,control,draw_1,5.0,17125,3425,80581,0.21251908018019136,17125,3425,3036,17514,0.17334703665638918,0.8864233576642335,0.17728467153284672,0.2954744525547445
eap,pythia-1b,low,draw_1,0.1,97,972,10009,0.009691277849935058,97,972,75,994,0.07545271629778671,0.07716049382716049,0.7731958762886598,0.1403180542563143
eap,pythia-1b,low,draw_1,0.2,194,972,10009,0.019382555699870116,194,972,143,1023,0.13978494623655913,0.147119341563786,0.7371134020618557,0.24528301886792453
eap,pythia-1b,low,draw_1,0.3,292,972,10009,0.02917374363073234,292,972,203,1061,0.19132893496701225,0.2088477366255144,0.6952054794520548,0.3212025316455696
eap,pythia-1b,low,draw_1,0.5,486,972,10009,0.04855629933060246,486,972,306,1152,0.265625,0.3148148148148148,0.6296296296296297,0.41975308641975306
eap,pythia-1b,low,draw_1,0.75,729,972,10009,0.07283444899590369,729,972,406,1295,0.31351351351351353,0.4176954732510288,0.5569272976680384,0.4773662551440329
eap,pythia-1b,low,draw_1,1.0,972,972,10009,0.09711259866120492,972,972,479,1465,0.326962457337884,0.492798353909465,0.492798353909465,0.492798353909465
eap,pythia-1b,low,draw_1,1.5,1458,972,10009,0.14566889799180738,1458,972,601,1829,0.3285948605795517,0.6183127572016461,0.4122085048010974,0.49465020576131685
eap,pythia-1b,low,draw_1,2.0,1944,972,10009,0.19422519732240984,1944,972,681,2235,0.3046979865771812,0.7006172839506173,0.35030864197530864,0.4670781893004115
eap,pythia-1b,low,draw_1,3.0,2916,972,10009,0.29133779598361476,2916,972,804,3084,0.2607003891050584,0.8271604938271605,0.2757201646090535,0.41358024691358025
eap,pythia-1b,low,draw_1,5.0,4860,972,10009,0.4855629933060246,4860,972,908,4924,0.1844029244516653,0.934156378600823,0.1868312757201646,0.3113854595336077
eap,pythia-1b,medium,draw_1,0.1,90,904,10009,0.0089919072834449,90,904,74,920,0.08043478260869565,0.08185840707964602,0.8222222222222222,0.1488933601609658
eap,pythia-1b,medium,draw_1,0.2,181,904,10009,0.018083724647816966,181,904,138,947,0.1457233368532207,0.15265486725663716,0.7624309392265194,0.2543778801843318
eap,pythia-1b,medium,draw_1,0.3,271,904,10009,0.027075631931261866,271,904,195,980,0.1989795918367347,0.2157079646017699,0.7195571955719557,0.33191489361702126
eap,pythia-1b,medium,draw_1,0.5,452,904,10009,0.04515935657907883,452,904,275,1081,0.2543940795559667,0.30420353982300885,0.6084070796460177,0.4056047197640118
