model,layer,head,is_candidate,max_kcomp_prev
pythia-160m,5,11,False,0.04441650211811066
pythia-160m,6,0,False,0.04250743240118027
pythia-160m,6,1,False,0.03981321305036545
pythia-160m,6,2,False,0.047112151980400085
pythia-160m,6,3,False,0.042657773941755295
pythia-160m,6,4,False,0.0465719997882843
pythia-160m,6,5,False,0.04270477220416069
pythia-160m,6,6,True,0.04786822199821472
pythia-160m,6,7,False,0.04189061000943184
pythia-160m,6,8,False,0.0433301106095314
pythia-160m,6,9,False,0.042559996247291565
pythia-160m,6,10,False,0.05281713977456093
pythia-160m,6,11,False,0.04756472259759903
pythia-160m,7,0,False,0.04157577082514763
pythia-160m,7,1,False,0.04488431289792061
pythia-160m,7,2,False,0.047398246824741364
pythia-160m,7,3,False,0.04083264246582985
pythia-160m,7,4,False,0.05124508589506149
pythia-160m,7,5,False,0.04405306652188301
pythia-160m,7,6,False,0.04448924958705902
pythia-160m,7,7,False,0.04835032671689987
pythia-160m,7,8,False,0.048283420503139496
pythia-160m,7,9,False,0.041586726903915405
pythia-160m,7,10,False,0.04897520691156387
pythia-160m,7,11,False,0.04579593241214752
pythia-160m,8,0,False,0.059706319123506546
pythia-160m,8,1,False,0.05092602223157883
pythia-160m,8,2,True,0.04691413789987564
pythia-160m,8,3,False,0.0427388995885849
pythia-160m,8,4,False,0.0416971854865551
pythia-160m,8,5,False,0.04396462067961693
pythia-160m,8,6,False,0.0420430488884449
pythia-160m,8,7,False,0.04988637939095497
pythia-160m,8,8,True,0.04753141850233078
pythia-160m,8,9,False,0.04770275950431824
pythia-160m,8,10,False,0.047540150582790375
pythia-160m,8,11,True,0.047610197216272354
pythia-160m,9,0,False,0.03922800347208977
pythia-160m,9,1,False,0.04087013751268387
pythia-160m,9,2,True,0.047967225313186646
pythia-160m,9,3,False,0.04916997253894806
pythia-160m,9,4,True,0.04397204890847206
pythia-160m,9,5,True,0.053395628929138184
pythia-160m,9,6,True,0.04749588295817375
pythia-160m,9,7,True,0.049750834703445435
pythia-160m,9,8,True,0.054623931646347046
pythia-160m,9,9,True,0.04802174121141434
pythia-160m,9,10,False,0.03753053769469261
pythia-160m,9,11,False,0.03659689798951149
pythia-160m,10,0,False,0.04640410467982292
pythia-160m,10,1,False,0.054568417370319366
pythia-160m,10,2,False,0.05107158049941063
pythia-160m,10,3,False,0.04138140380382538
pythia-160m,10,4,False,0.04317528009414673
pythia-160m,10,5,False,0.04737803712487221
pythia-160m,10,6,True,0.0500655397772789
pythia-160m,10,7,False,0.05174956098198891
pythia-160m,10,8,False,0.05444363132119179
pythia-160m,10,9,False,0.045083872973918915
pythia-160m,10,10,True,0.05492683872580528
pythia-160m,10,11,False,0.05437082797288895
pythia-160m,11,0,False,0.04926157742738724
pythia-160m,11,1,False,0.04321686178445816
pythia-160m,11,2,False,0.051216449588537216
pythia-160m,11,3,False,0.0514451302587986
pythia-160m,11,4,True,0.05293259024620056
pythia-160m,11,5,False,0.050648290663957596
pythia-160m,11,6,False,0.05203607678413391
pythia-160m,11,7,False,0.05320653319358826
pythia-160m,11,8,False,0.052202992141246796
pythia-160m,11,9,False,0.04697816073894501
pythia-160m,11,10,False,0.04955035448074341
pythia-160m,11,11,False,0.04703662917017937
pythia-410m,1,0,False,0.03187841549515724
pythia-410m,1,1,False,0.03202489763498306
pythia-410m,1,2,False,0.0317508764564991
pythia-410m,1,3,False,0.03180781751871109
pythia-410m,1,4,False,0.03240783512592316
pythia-410m,1,5,False,0.03161740303039551
pythia-410m,1,6,False,0.031687818467617035
pythia-410m,1,7,False,0.03166262432932854
pythia-410m,1,8,False,0.032470379024744034
pythia-410m,1,9,False,0.03106752783060074
pythia-410m,1,10,False,0.03235078603029251
pythia-410m,1,11,False,0.03175525367259979
pythia-410m,1,12,False,0.03144562244415283
pythia-410m,1,13,False,0.031651418656110764
pythia-410m,1,14,False,0.03343137353658676
pythia-410m,1,15,False,0.03188155218958855
pythia-410m,2,0,False,0.04338421672582626
pythia-410m,2,1,False,0.035799480974674225
pythia-410m,2,2,False,0.04186655953526497
pythia-410m,2,3,False,0.037084586918354034
pythia-410m,2,4,False,0.04035276174545288
pythia-410m,2,5,False,0.04182060807943344
pythia-410m,2,6,False,0.03487154468894005
pythia-410m,2,7,False,0.04767914116382599
pythia-410m,2,8,False,0.04433161020278931
pythia-410m,2,9,False,0.04734387621283531
pythia-410m,2,10,False,0.04430355131626129
pythia-410m,2,11,False,0.03595534712076187
pythia-410m,2,12,False,0.03809067979454994
pythia-410m,2,13,False,0.039383165538311005
pythia-410m,2,14,False,0.051427364349365234
pythia-410m,2,15,False,0.037164509296417236
pythia-410m,3,0,False,0.043271489441394806
pythia-410m,3,1,False,0.0465303435921669
pythia-410m,3,2,False,0.03286680951714516
pythia-410m,3,3,False,0.04857408627867699
pythia-410m,3,4,False,0.03458438068628311
pythia-410m,3,5,False,0.03398776426911354
pythia-410m,3,6,False,0.04871109873056412
pythia-410m,3,7,False,0.03246760740876198
pythia-410m,3,8,False,0.04350326955318451
pythia-410m,3,9,False,0.039128679782152176
pythia-410m,3,10,False,0.04619927331805229
pythia-410m,3,11,False,0.03988327831029892
pythia-410m,3,12,False,0.046259455382823944
pythia-410m,3,13,False,0.03517615422606468
pythia-410m,3,14,False,0.03874969109892845
pythia-410m,3,15,False,0.03883189707994461
pythia-410m,4,0,False,0.04308474436402321
pythia-410m,4,1,False,0.03544829040765762
pythia-410m,4,2,False,0.036010511219501495
pythia-410m,4,3,False,0.04264300316572189
pythia-410m,4,4,False,0.03666570782661438
pythia-410m,4,5,False,0.04575994610786438
pythia-410m,4,6,False,0.040668535977602005
pythia-410m,4,7,False,0.03697340935468674
pythia-410m,4,8,False,0.03437074273824692
pythia-410m,4,9,False,0.05057354271411896
pythia-410m,4,10,False,0.03754156827926636
pythia-410m,4,11,False,0.03762481361627579
pythia-410m,4,12,False,0.036153633147478104
pythia-410m,4,13,False,0.04309481754899025
pythia-410m,4,14,False,0.052041538059711456
pythia-410m,4,15,False,0.046427395194768906
pythia-410m,5,0,False,0.043626975268125534
pythia-410m,5,1,False,0.043079543858766556
pythia-410m,5,2,False,0.050646692514419556
pythia-410m,5,3,False,0.04528190940618515
pythia-410m,5,4,False,0.04519033059477806
pythia-410m,5,5,False,0.04770650714635849
pythia-410m,5,6,False,0.053393203765153885
pythia-410m,5,7,False,0.047669243067502975
pythia-410m,5,8,False,0.04060406610369682
pythia-410m,5,9,False,0.05441157892346382
pythia-410m,5,10,False,0.03741409629583359
pythia-410m,5,11,False,0.04180492088198662
pythia-410m,5,12,False,0.04535430669784546
pythia-410m,5,13,False,0.03665368631482124
pythia-410m,5,14,False,0.0398595817387104
pythia-410m,5,15,False,0.04055756330490112
pythia-410m,6,0,False,0.10141051560640335
pythia-410m,6,1,False,0.035299502313137054
pythia-410m,6,2,False,0.035249512642621994
pythia-410m,6,3,True,0.04469337686896324
pythia-410m,6,4,False,0.03665555268526077
pythia-410m,6,5,False,0.03769302740693092
pythia-410m,6,6,False,0.03653789684176445
pythia-410m,6,7,False,0.03604870289564133
pythia-410m,6,8,False,0.034782830625772476
pythia-410m,6,9,False,0.03763658553361893
pythia-410m,6,10,False,0.04037736356258392
pythia-410m,6,11,False,0.04594399034976959
pythia-410m,6,12,False,0.04207538440823555
pythia-410m,6,13,False,0.04772999882698059
pythia-410m,6,14,False,0.03745206445455551
pythia-410m,6,15,False,0.042668480426073074
pythia-410m,7,0,False,0.10791383683681488
pythia-410m,7,1,True,0.04259556531906128
pythia-410m,7,2,False,0.05695255100727081
pythia-410m,7,3,False,0.04993365705013275
pythia-410m,7,4,False,0.03532344102859497
pythia-410m,7,5,False,0.03740077093243599
pythia-410m,7,6,False,0.04461398348212242
pythia-410m,7,7,False,0.05023602023720741
pythia-410m,7,8,False,0.06950993835926056
pythia-410m,7,9,False,0.04306100308895111
pythia-410m,7,10,False,0.058830443769693375
pythia-410m,7,11,False,0.04249531775712967
pythia-410m,7,12,False,0.05319613590836525
pythia-410m,7,13,False,0.03850078210234642
pythia-410m,7,14,False,0.04284986853599548
pythia-410m,7,15,False,0.035985711961984634
pythia-410m,8,0,False,0.04395180940628052
pythia-410m,8,1,False,0.04747101664543152
pythia-410m,8,2,False,0.04434899985790253
pythia-410m,8,3,False,0.05707171559333801
pythia-410m,8,4,False,0.05000127851963043
pythia-410m,8,5,False,0.045526616275310516
pythia-410m,8,6,True,0.05010566860437393
pythia-410m,8,7,True,0.05322596803307533
pythia-410m,8,8,False,0.04315691813826561
pythia-410m,8,9,True,0.057432178407907486
pythia-410m,8,10,False,0.033917028456926346
pythia-410m,8,11,False,0.03716138005256653
pythia-410m,8,12,False,0.05206789821386337
pythia-410m,8,13,False,0.04404519870877266
pythia-410m,8,14,False,0.04034191742539406
pythia-410m,8,15,False,0.042683955281972885
pythia-410m,9,0,False,0.039393238723278046
pythia-410m,9,1,False,0.0512162446975708
pythia-410m,9,2,False,0.0478857159614563
pythia-410m,9,3,False,0.044482458382844925
pythia-410m,9,4,False,0.051324501633644104
pythia-410m,9,5,False,0.04810308292508125
pythia-410m,9,6,True,0.054412972182035446
pythia-410m,9,7,False,0.04772566631436348
pythia-410m,9,8,False,0.06273764371871948
pythia-410m,9,9,False,0.08113661408424377
pythia-410m,9,10,False,0.05908055976033211
pythia-410m,9,11,False,0.036650400608778
pythia-410m,9,12,False,0.05482890084385872
pythia-410m,9,13,False,0.04726853966712952
pythia-410m,9,14,False,0.04987217113375664
pythia-410m,9,15,False,0.03979259729385376
pythia-410m,10,0,True,0.0558658242225647
pythia-410m,10,1,False,0.04728361964225769
pythia-410m,10,2,False,0.047990504652261734
pythia-410m,10,3,True,0.05751616507768631
pythia-410m,10,4,True,0.052399564534425735
pythia-410m,10,5,False,0.047586288303136826
pythia-410m,10,6,False,0.04565998166799545
pythia-410m,10,7,False,0.058886438608169556
pythia-410m,10,8,False,0.0498846098780632
pythia-410m,10,9,True,0.05724472552537918
pythia-410m,10,10,False,0.04852498695254326
pythia-410m,10,11,False,0.04297041893005371
pythia-410m,10,12,False,0.04119820147752762
pythia-410m,10,13,False,0.06245388463139534
pythia-410m,10,14,False,0.054685257375240326
pythia-410m,10,15,False,0.04517940804362297
pythia-410m,11,0,False,0.0479976050555706
pythia-410m,11,1,True,0.06690940260887146
pythia-410m,11,2,True,0.05734769254922867
pythia-410m,11,3,False,0.04618629813194275
pythia-410m,11,4,False,0.04872804507613182
pythia-410m,11,5,False,0.05336626619100571
pythia-410m,11,6,True,0.05586941912770271
pythia-410m,11,7,False,0.044023942202329636
pythia-410m,11,8,False,0.05375507473945618
pythia-410m,11,9,False,0.04861633479595184
pythia-410m,11,10,False,0.04055291786789894
pythia-410m,11,11,False,0.035412419587373734
pythia-410m,11,12,False,0.045865315943956375
pythia-410m,11,13,False,0.044371675699949265
pythia-410m,11,14,True,0.05606751888990402
pythia-410m,11,15,False,0.04613872617483139
pythia-410m,12,0,True,0.06363480538129807
pythia-410m,12,1,False,0.03959495946764946
pythia-410m,12,2,False,0.04377260059118271
pythia-410m,12,3,False,0.03981718420982361
pythia-410m,12,4,False,0.04494737461209297
pythia-410m,12,5,False,0.05093242600560188
pythia-410m,12,6,False,0.04431265965104103
pythia-410m,12,7,False,0.03675882890820503
pythia-410m,12,8,False,0.04914689064025879
pythia-410m,12,9,False,0.07292316854000092
pythia-410m,12,10,False,0.039841942489147186
pythia-410m,12,11,True,0.07099546492099762
pythia-410m,12,12,False,0.05350412800908089
pythia-410m,12,13,False,0.041810471564531326
pythia-410m,12,14,False,0.05317993462085724
pythia-410m,12,15,False,0.043478526175022125
pythia-410m,13,0,False,0.04827045649290085
pythia-410m,13,1,False,0.04662209749221802
pythia-410m,13,2,False,0.039552826434373856
pythia-410m,13,3,False,0.042176079005002975
pythia-410m,13,4,False,0.03403954580426216
pythia-410m,13,5,False,0.05204314738512039
pythia-410m,13,6,False,0.0547628216445446
pythia-410m,13,7,False,0.060547295957803726
pythia-410m,13,8,False,0.05251946672797203
pythia-410m,13,9,False,0.03306053206324577
pythia-410m,13,10,False,0.04085441306233406
pythia-410m,13,11,False,0.035467199981212616
pythia-410m,13,12,False,0.035000402480363846
pythia-410m,13,13,False,0.03960905596613884
pythia-410m,13,14,False,0.04804811626672745
pythia-410m,13,15,False,0.06436461955308914
pythia-410m,14,0,True,0.06649956107139587
pythia-410m,14,1,False,0.056012291461229324
pythia-410m,14,2,True,0.05406425893306732
pythia-410m,14,3,False,0.05190116912126541
pythia-410m,14,4,False,0.035705745220184326
pythia-410m,14,5,False,0.0390387699007988
pythia-410m,14,6,False,0.0348021537065506
pythia-410m,14,7,False,0.046615391969680786
pythia-410m,14,8,False,0.03738423436880112
pythia-410m,14,9,False,0.035637397319078445
pythia-410m,14,10,False,0.03807608410716057
pythia-410m,14,11,False,0.05297064036130905
pythia-410m,14,12,False,0.04145965725183487
pythia-410m,14,13,False,0.03958669304847717
pythia-410m,14,14,False,0.034131474792957306
pythia-410m,14,15,False,0.03430630639195442
pythia-410m,15,0,False,0.04731521010398865
pythia-410m,15,1,False,0.040384989231824875
pythia-410m,15,2,False,0.058398742228746414
pythia-410m,15,3,False,0.04317858815193176
pythia-410m,15,4,False,0.06439658999443054
pythia-410m,15,5,False,0.05279223993420601
pythia-410m,15,6,True,0.04777803272008896
pythia-410m,15,7,False,0.03797459974884987
pythia-410m,15,8,False,0.06519374996423721
pythia-410m,15,9,False,0.038238879293203354
pythia-410m,15,10,False,0.04566386342048645
pythia-410m,15,11,False,0.054672807455062866
pythia-410m,15,12,False,0.04216107353568077
pythia-410m,15,13,False,0.04084690287709236
pythia-410m,15,14,False,0.036581989377737045
pythia-410m,15,15,False,0.04443518817424774
pythia-410m,16,0,False,0.05953196436166763
pythia-410m,16,1,True,0.057654883712530136
pythia-410m,16,2,False,0.04255790263414383
pythia-410m,16,3,True,0.05588475614786148
pythia-410m,16,4,True,0.05271201580762863
pythia-410m,16,5,True,0.060201771557331085
pythia-410m,16,6,False,0.03913247957825661
pythia-410m,16,7,False,0.07797245681285858
pythia-410m,16,8,False,0.04136912524700165
pythia-410m,16,9,False,0.03668111190199852
pythia-410m,16,10,False,0.03457091748714447
pythia-410m,16,11,False,0.03304065763950348
pythia-410m,16,12,True,0.054984498769044876
pythia-410m,16,13,False,0.05685845762491226
pythia-410m,16,14,False,0.03676839545369148
pythia-410m,16,15,False,0.05761897191405296
pythia-410m,17,0,False,0.04216114059090614
pythia-410m,17,1,False,0.04254632443189621
pythia-410m,17,2,False,0.049766309559345245
pythia-410m,17,3,False,0.05576368048787117
pythia-410m,17,4,False,0.047444913536310196
pythia-410m,17,5,False,0.03869568929076195
pythia-410m,17,6,False,0.05604863166809082
pythia-410m,17,7,False,0.03767506033182144
pythia-410m,17,8,False,0.03473631665110588
pythia-410m,17,9,True,0.05451785400509834
pythia-410m,17,10,True,0.06112793833017349
pythia-410m,17,11,False,0.06683807075023651
pythia-410m,17,12,False,0.047806497663259506
pythia-410m,17,13,False,0.05635178089141846
pythia-410m,17,14,False,0.04476572945713997
pythia-410m,17,15,False,0.05406247824430466
pythia-410m,18,0,False,0.0639970600605011
pythia-410m,18,1,False,0.054266706109046936
pythia-410m,18,2,False,0.05044913291931152
pythia-410m,18,3,False,0.045429084450006485
pythia-410m,18,4,False,0.036138299852609634
pythia-410m,18,5,False,0.03425144404172897
pythia-410m,18,6,False,0.03654352203011513
pythia-410m,18,7,False,0.03384461998939514
pythia-410m,18,8,True,0.062465667724609375
pythia-410m,18,9,False,0.03347758203744888
pythia-410m,18,10,False,0.04897019639611244
pythia-410m,18,11,False,0.06076173484325409
pythia-410m,18,12,False,0.060499392449855804
pythia-410m,18,13,False,0.05674968287348747
pythia-410m,18,14,False,0.05827450752258301
pythia-410m,18,15,False,0.06466768682003021
pythia-410m,19,0,False,0.03473307564854622
pythia-410m,19,1,False,0.03543216735124588
pythia-410m,19,2,False,0.04138693958520889
pythia-410m,19,3,False,0.057140424847602844
pythia-410m,19,4,False,0.06641614437103271
pythia-410m,19,5,False,0.034220561385154724
pythia-410m,19,6,False,0.05411693826317787
pythia-410m,19,7,True,0.06232571229338646
pythia-410m,19,8,False,0.06594476848840714
pythia-410m,19,9,False,0.06212460994720459
pythia-410m,19,10,False,0.0419209748506546
pythia-410m,19,11,False,0.044066108763217926
pythia-410m,19,12,True,0.06274044513702393
pythia-410m,19,13,False,0.034918688237667084
pythia-410m,19,14,False,0.03829112648963928
pythia-410m,19,15,True,0.049421221017837524
pythia-410m,20,0,False,0.03448830544948578
pythia-410m,20,1,False,0.0586361326277256
pythia-410m,20,2,True,0.06119417026638985
pythia-410m,20,3,False,0.03822201490402222
pythia-410m,20,4,False,0.0453871451318264
pythia-410m,20,5,False,0.03566217049956322
pythia-410m,20,6,False,0.03807783126831055
pythia-410m,20,7,True,0.06208756938576698
pythia-410m,20,8,False,0.03491579741239548
pythia-410m,20,9,False,0.03555000573396683
pythia-410m,20,10,False,0.034299712628126144
pythia-410m,20,11,False,0.03879406675696373
pythia-410m,20,12,False,0.037505537271499634
pythia-410m,20,13,False,0.05837634205818176
pythia-410m,20,14,False,0.037609416991472244
pythia-410m,20,15,False,0.0546814426779747
pythia-410m,21,0,False,0.03980018198490143
pythia-410m,21,1,False,0.06312937289476395
pythia-410m,21,2,False,0.042213715612888336
pythia-410m,21,3,False,0.0363590344786644
pythia-410m,21,4,False,0.06441191583871841
pythia-410m,21,5,False,0.0679406225681305
pythia-410m,21,6,False,0.048682793974876404
pythia-410m,21,7,False,0.042982496321201324
pythia-410m,21,8,False,0.06585457175970078
pythia-410m,21,9,False,0.04184116795659065
pythia-410m,21,10,False,0.040586624294519424
pythia-410m,21,11,False,0.03717244789004326
pythia-410m,21,12,False,0.03658321872353554
pythia-410m,21,13,False,0.05127387493848801
pythia-410m,21,14,False,0.06778626143932343
pythia-410m,21,15,False,0.034361209720373154
pythia-410m,22,0,False,0.061402905732393265
pythia-410m,22,1,False,0.033928703516721725
pythia-410m,22,2,False,0.0502190999686718
pythia-410m,22,3,False,0.03889923542737961
pythia-410m,22,4,False,0.038158006966114044
pythia-410m,22,5,False,0.04073818027973175
pythia-410m,22,6,False,0.05223771184682846
pythia-410m,22,7,False,0.03838637098670006
pythia-410m,22,8,False,0.05438793823122978
pythia-410m,22,9,False,0.051295433193445206
pythia-410m,22,10,False,0.048576824367046356
pythia-410m,22,11,False,0.04287102445960045
pythia-410m,22,12,False,0.03602634742856026
pythia-410m,22,13,False,0.057399217039346695
pythia-410m,22,14,False,0.051959313452243805
pythia-410m,22,15,False,0.06065192073583603
pythia-410m,23,0,False,0.03591988608241081
pythia-410m,23,1,False,0.044052474200725555
pythia-410m,23,2,False,0.03676139935851097
pythia-410m,23,3,False,0.035729631781578064
pythia-410m,23,4,False,0.037717148661613464
pythia-410m,23,5,False,0.04824657365679741
pythia-410m,23,6,False,0.04740975424647331
pythia-410m,23,7,False,0.04931444674730301
pythia-410m,23,8,False,0.05257715657353401
pythia-410m,23,9,False,0.035245105624198914
pythia-410m,23,10,False,0.05420362204313278
pythia-410m,23,11,False,0.04417124763131142
pythia-410m,23,12,False,0.042295683175325394
pythia-410m,23,13,False,0.04725809767842293
pythia-410m,23,14,False,0.043173838406801224
pythia-410m,23,15,False,0.04592328518629074
pythia-1b,2,0,False,0.031062576919794083
pythia-1b,2,1,False,0.029197391122579575
pythia-1b,2,2,False,0.028427086770534515
pythia-1b,2,3,False,0.03233135864138603
pythia-1b,2,4,False,0.025725264102220535
pythia-1b,2,5,False,0.028104988858103752
pythia-1b,2,6,False,0.030016524717211723
pythia-1b,2,7,False,0.0257768202573061
pythia-1b,3,0,False,0.02481127344071865
pythia-1b,3,1,False,0.024082882329821587
pythia-1b,3,2,False,0.028672004118561745
pythia-1b,3,3,False,0.027594462037086487
pythia-1b,3,4,False,0.02775420993566513
pythia-1b,3,5,False,0.032062552869319916
pythia-1b,3,6,False,0.032163504511117935
pythia-1b,3,7,False,0.025807088240981102
pythia-1b,4,0,False,0.026050938293337822
pythia-1b,4,1,True,0.030762232840061188
pythia-1b,4,2,False,0.03163152560591698
pythia-1b,4,3,False,0.03648313134908676
pythia-1b,4,4,True,0.030771944671869278
pythia-1b,4,5,True,0.03171870484948158
pythia-1b,4,6,False,0.024662980809807777
pythia-1b,4,7,False,0.028684012591838837
pythia-1b,5,0,False,0.027473367750644684
pythia-1b,5,1,False,0.03600139543414116
pythia-1b,5,2,False,0.02356579713523388
pythia-1b,5,3,False,0.02869420498609543
pythia-1b,5,4,False,0.02762211300432682
pythia-1b,5,5,False,0.02889358066022396
pythia-1b,5,6,False,0.029650762677192688
pythia-1b,5,7,True,0.032598767429590225
pythia-1b,6,0,False,0.0352502204477787
pythia-1b,6,1,False,0.029521483927965164
pythia-1b,6,2,False,0.026630938053131104
pythia-1b,6,3,False,0.04367921128869057
pythia-1b,6,4,False,0.02725938893854618
pythia-1b,6,5,False,0.028008069843053818
pythia-1b,6,6,False,0.03260299935936928
pythia-1b,6,7,False,0.03548016399145126
pythia-1b,7,0,True,0.03741670027375221
pythia-1b,7,1,True,0.044049087911844254
pythia-1b,7,2,True,0.0329420380294323
pythia-1b,7,3,False,0.029197894036769867
pythia-1b,7,4,False,0.027932757511734962
pythia-1b,7,5,False,0.030255647376179695
pythia-1b,7,6,False,0.03088037669658661
pythia-1b,7,7,False,0.02536875009536743
pythia-1b,8,0,False,0.028846483677625656
pythia-1b,8,1,False,0.02824576199054718
pythia-1b,8,2,False,0.026456542313098907
pythia-1b,8,3,False,0.029163459315896034
pythia-1b,8,4,False,0.0253396425396204
pythia-1b,8,5,True,0.03377241641283035
pythia-1b,8,6,False,0.028308162465691566
pythia-1b,8,7,False,0.03201596811413765
pythia-1b,9,0,False,0.024258511140942574
pythia-1b,9,1,False,0.03034740313887596
pythia-1b,9,2,False,0.033601969480514526
pythia-1b,9,3,False,0.02708766981959343
pythia-1b,9,4,True,0.03066481649875641
pythia-1b,9,5,False,0.025831881910562515
pythia-1b,9,6,False,0.0311001967638731
pythia-1b,9,7,False,0.02527785673737526
pythia-1b,10,0,False,0.029661761596798897
pythia-1b,10,1,False,0.03261096030473709
pythia-1b,10,2,False,0.029946180060505867
pythia-1b,10,3,False,0.030374886468052864
pythia-1b,10,4,False,0.03192876651883125
pythia-1b,10,5,True,0.034895140677690506
pythia-1b,10,6,True,0.035296082496643066
pythia-1b,10,7,False,0.024226967245340347
pythia-1b,11,0,False,0.025175007060170174
pythia-1b,11,1,False,0.024310089647769928
pythia-1b,11,2,False,0.029293064028024673
pythia-1b,11,3,False,0.024551432579755783
pythia-1b,11,4,False,0.027288252487778664
pythia-1b,11,5,False,0.03239326551556587
pythia-1b,11,6,True,0.03305581212043762
pythia-1b,11,7,True,0.03152259439229965
pythia-1b,12,0,False,0.03575410321354866
pythia-1b,12,1,False,0.027098432183265686
pythia-1b,12,2,False,0.030103527009487152
pythia-1b,12,3,False,0.030424637719988823
pythia-1b,12,4,False,0.02752477489411831
pythia-1b,12,5,False,0.024448970332741737
pythia-1b,12,6,False,0.029451441019773483
pythia-1b,12,7,False,0.02597770467400551
pythia-1b,13,0,False,0.029309386387467384
pythia-1b,13,1,True,0.028164923191070557
pythia-1b,13,2,False,0.03293602913618088
pythia-1b,13,3,True,0.03232654184103012
pythia-1b,13,4,False,0.03337176889181137
pythia-1b,13,5,False,0.02674216590821743
