model,train_band,draw,test_band,same_band,accuracy,bc,bimodal
pythia-410m,low,draw_3,high,False,0.9911111111111112,0.5224431439622831,False
pythia-410m,low,draw_3,very_high,False,0.9644444444444444,0.5130738828772009,False
pythia-410m,low,draw_3,control,False,0.9777777777777777,0.5226542666799872,False
pythia-410m,medium,draw_1,low,False,0.9155555555555556,0.6131962109160511,True
pythia-410m,medium,draw_1,medium,True,0.9777777777777777,0.5533435538086778,False
pythia-410m,medium,draw_1,high,False,0.9733333333333334,0.5599819121990629,True
pythia-410m,medium,draw_1,very_high,False,0.9555555555555556,0.538986295249262,False
pythia-410m,medium,draw_1,control,False,0.9555555555555556,0.54856188929205,False
pythia-410m,medium,draw_2,low,False,0.9288888888888889,0.5666731643344357,True
pythia-410m,medium,draw_2,medium,True,0.9822222222222222,0.5395318239989445,False
pythia-410m,medium,draw_2,high,False,0.9777777777777777,0.5145705970664396,False
pythia-410m,medium,draw_2,very_high,False,0.9466666666666667,0.5707824649139757,True
pythia-410m,medium,draw_2,control,False,0.9644444444444444,0.5222414601138831,False
pythia-410m,medium,draw_3,low,False,0.9555555555555556,0.5790333334037489,True
pythia-410m,medium,draw_3,medium,True,0.9644444444444444,0.5570148474924778,True
pythia-410m,medium,draw_3,high,False,0.9911111111111112,0.5326940364873493,False
pythia-410m,medium,draw_3,very_high,False,0.9466666666666667,0.5388175996832987,False
pythia-410m,medium,draw_3,control,False,0.9555555555555556,0.5023909535111215,False
pythia-410m,high,draw_1,low,False,0.8977777777777778,0.5975317501964615,True
pythia-410m,high,draw_1,medium,False,0.9688888888888889,0.5627514021469849,True
pythia-410m,high,draw_1,high,True,0.9688888888888889,0.579783017223671,True
pythia-410m,high,draw_1,very_high,False,0.9466666666666667,0.5324889324781007,False
pythia-410m,high,draw_1,control,False,0.9511111111111111,0.5451539108671797,False
pythia-410m,high,draw_2,low,False,0.9244444444444444,0.6012159833878451,True
pythia-410m,high,draw_2,medium,False,0.9733333333333334,0.5337699571454367,False
pythia-410m,high,draw_2,high,True,0.9555555555555556,0.5008300426737549,False
pythia-410m,high,draw_2,very_high,False,0.9644444444444444,0.5593488334142984,True
pythia-410m,high,draw_2,control,False,0.96,0.522080171829718,False
pythia-410m,high,draw_3,low,False,0.9111111111111111,0.5668097178676824,True
pythia-410m,high,draw_3,medium,False,0.9555555555555556,0.5991815939073503,True
pythia-410m,high,draw_3,high,True,0.9777777777777777,0.5431248437878268,False
pythia-410m,high,draw_3,very_high,False,0.9466666666666667,0.5333623788382356,False
pythia-410m,high,draw_3,control,False,0.9333333333333333,0.5276054844689799,False
pythia-410m,very_high,draw_1,low,False,0.8622222222222222,0.6742686742404784,True
pythia-410m,very_high,draw_1,medium,False,0.9688888888888889,0.5842799958695818,True
pythia-410m,very_high,draw_1,high,False,0.96,0.5193698231821248,False
pythia-410m,very_high,draw_1,very_high,True,0.9555555555555556,0.5858962949170956,True
pythia-410m,very_high,draw_1,control,False,0.9466666666666667,0.5364160787976661,False
pythia-410m,very_high,draw_2,low,False,0.8933333333333333,0.7109302319998575,True
pythia-410m,very_high,draw_2,medium,False,0.9333333333333333,0.5691901556804462,True
pythia-410m,very_high,draw_2,high,False,0.9644444444444444,0.5426441193813178,False
pythia-410m,very_high,draw_2,very_high,True,0.9555555555555556,0.5608789323703797,True
pythia-410m,very_high,draw_2,control,False,0.9644444444444444,0.5401906777135,False
pythia-410m,very_high,draw_3,low,False,0.8355555555555556,0.6870871491440418,True
pythia-410m,very_high,draw_3,medium,False,0.8844444444444445,0.6224137831827219,True
pythia-410m,very_high,draw_3,high,False,0.9822222222222222,0.5244521455822351,False
pythia-410m,very_high,draw_3,very_high,True,0.9777777777777777,0.5000349998836613,False
pythia-410m,very_high,draw_3,control,False,0.9822222222222222,0.5473303798541227,False
pythia-410m,control,draw_1,low,False,0.8711111111111111,0.6782707894183757,True
pythia-410m,control,draw_1,medium,False,0.9644444444444444,0.5517934619890467,False
pythia-410m,control,draw_1,high,False,0.9688888888888889,0.5721147347180878,True
pythia-410m,control,draw_1,very_high,False,0.9555555555555556,0.5325590992217404,False
pythia-410m,control,draw_1,control,True,0.9644444444444444,0.5249490274904829,False
pythia-410m,control,draw_2,low,False,0.8977777777777778,0.6939381535705579,True
pythia-410m,control,draw_2,medium,False,0.9511111111111111,0.5859609543676961,True
pythia-410m,control,draw_2,high,False,0.9555555555555556,0.5382526143417852,False
pythia-410m,control,draw_2,very_high,False,0.9466666666666667,0.5529122204632728,False
pythia-410m,control,draw_2,control,True,0.9644444444444444,0.5686251117899113,True
pythia-410m,control,draw_3,low,False,0.9244444444444444,0.604443082521545,True
pythia-410m,control,draw_3,medium,False,0.9377777777777778,0.6145840540650328,True
pythia-410m,control,draw_3,high,False,0.9777777777777777,0.5607036503192149,True
pythia-410m,control,draw_3,very_high,False,0.9511111111111111,0.5185726276404766,False
pythia-410m,control,draw_3,control,True,0.9777777777777777,0.49636734907632446,False
pythia-1b,low,draw_1,low,True,0.8577777777777778,0.6470351228548126,True
pythia-1b,low,draw_1,medium,False,0.9377777777777778,0.6504577113321367,True
pythia-1b,low,draw_1,high,False,0.9244444444444444,0.6323962272529574,True
pythia-1b,low,draw_1,very_high,False,0.9066666666666666,0.6162235845887408,True
pythia-1b,low,draw_1,control,False,0.9155555555555556,0.634812328301745,True
pythia-1b,low,draw_2,low,True,0.9377777777777778,0.6130718874020441,True
pythia-1b,low,draw_2,medium,False,0.9511111111111111,0.6958945523118121,True
pythia-1b,low,draw_2,high,False,0.9466666666666667,0.6638177783072527,True
pythia-1b,low,draw_2,very_high,False,0.9066666666666666,0.6060145966515008,True
pythia-1b,low,draw_2,control,False,0.92,0.5819662903349585,True
pythia-1b,low,draw_3,low,True,0.92,0.6496869919844857,True
pythia-1b,low,draw_3,medium,False,0.9333333333333333,0.642639581504461,True
pythia-1b,low,draw_3,high,False,0.96,0.6182958569066602,True
pythia-1b,low,draw_3,very_high,False,0.9111111111111111,0.6098509947716291,True
pythia-1b,low,draw_3,control,False,0.9511111111111111,0.6047296386584193,True
pythia-1b,medium,draw_1,low,False,0.9111111111111111,0.581501351397354,True
pythia-1b,medium,draw_1,medium,True,0.9466666666666667,0.613264132974607,True
pythia-1b,medium,draw_1,high,False,0.9288888888888889,0.638575905099189,True
pythia-1b,medium,draw_1,very_high,False,0.9155555555555556,0.5789568691271367,True
pythia-1b,medium,draw_1,control,False,0.9288888888888889,0.5745418601603238,True
pythia-1b,medium,draw_2,low,False,0.9066666666666666,0.6199627438649857,True
pythia-1b,medium,draw_2,medium,True,0.9288888888888889,0.6459014721808699,True
pythia-1b,medium,draw_2,high,False,0.9377777777777778,0.6326016987781033,True
pythia-1b,medium,draw_2,very_high,False,0.9111111111111111,0.6480809724745292,True
pythia-1b,medium,draw_2,control,False,0.9333333333333333,0.6063501301784626,True
pythia-1b,medium,draw_3,low,False,0.9066666666666666,0.6525551349635439,True
pythia-1b,medium,draw_3,medium,True,0.9288888888888889,0.618322579703782,True
pythia-1b,medium,draw_3,high,False,0.9466666666666667,0.647688911137181,True
pythia-1b,medium,draw_3,very_high,False,0.9066666666666666,0.6119421805460892,True
pythia-1b,medium,draw_3,control,False,0.9466666666666667,0.6343847961946337,True
pythia-1b,high,draw_1,low,False,0.8577777777777778,0.6234597366458895,True
pythia-1b,high,draw_1,medium,False,0.9244444444444444,0.6078636323354599,True
pythia-1b,high,draw_1,high,True,0.9155555555555556,0.6004733965391741,True
pythia-1b,high,draw_1,very_high,False,0.9377777777777778,0.559414562812071,True
pythia-1b,high,draw_1,control,False,0.9288888888888889,0.5997548887246403,True
pythia-1b,high,draw_2,low,False,0.8755555555555555,0.6288919771188065,True
pythia-1b,high,draw_2,medium,False,0.9155555555555556,0.6162907340390723,True
pythia-1b,high,draw_2,high,True,0.9422222222222222,0.6239301891168533,True
pythia-1b,high,draw_2,very_high,False,0.9244444444444444,0.6242308559760626,True
pythia-1b,high,draw_2,control,False,0.9288888888888889,0.5842198497368115,True
pythia-1b,high,draw_3,low,False,0.88,0.6924803946369755,True
pythia-1b,high,draw_3,medium,False,0.92,0.6270224406140369,True
pythia-1b,high,draw_3,high,True,0.9511111111111111,0.6055304858394966,True
pythia-1b,high,draw_3,very_high,False,0.9377777777777778,0.5834136042413929,True
pythia-1b,high,draw_3,control,False,0.9688888888888889,0.5688659632447879,True
pythia-1b,very_high,draw_1,low,False,0.6222222222222222,0.7980680237840139,True
pythia-1b,very_high,draw_1,medium,False,0.8,0.6990622451350784,True
pythia-1b,very_high,draw_1,high,False,0.8933333333333333,0.642627736601183,True
pythia-1b,very_high,draw_1,very_high,True,0.9288888888888889,0.6064187538900417,True
pythia-1b,very_high,draw_1,control,False,0.8933333333333333,0.6400677183028636,True
pythia-1b,very_high,draw_2,low,False,0.6933333333333334,0.7269049435482725,True
pythia-1b,very_high,draw_2,medium,False,0.8266666666666667,0.7473396135898241,True
pythia-1b,very_high,draw_2,high,False,0.9377777777777778,0.6091110269676623,True
pythia-1b,very_high,draw_2,very_high,True,0.9466666666666667,0.5727939998994329,True
pythia-1b,very_high,draw_2,control,False,0.9377777777777778,0.5851798164296286,True
pythia-1b,very_high,draw_3,low,False,0.8,0.7470189420785942,True
pythia-1b,very_high,draw_3,medium,False,0.8933333333333333,0.6494350984886658,True
pythia-1b,very_high,draw_3,high,False,0.9288888888888889,0.6287832905883123,True
pythia-1b,very_high,draw_3,very_high,True,0.9333333333333333,0.5573233984459843,True
pythia-1b,very_high,draw_3,control,False,0.9466666666666667,0.6234997734226435,True
pythia-1b,control,draw_1,low,False,0.8133333333333334,0.730921259960935,True
pythia-1b,control,draw_1,medium,False,0.9066666666666666,0.6540953365170132,True
pythia-1b,control,draw_1,high,False,0.9022222222222223,0.6247150587004188,True
pythia-1b,control,draw_1,very_high,False,0.9688888888888889,0.659178618872964,True
pythia-1b,control,draw_1,control,True,0.9422222222222222,0.5719991622463617,True
pythia-1b,control,draw_2,low,False,0.8355555555555556,0.6757323927012356,True
pythia-1b,control,draw_2,medium,False,0.8977777777777778,0.6415925052388792,True
pythia-1b,control,draw_2,high,False,0.9244444444444444,0.6287308434078277,True
pythia-1b,control,draw_2,very_high,False,0.9155555555555556,0.5797238806289235,True
pythia-1b,control,draw_2,control,True,0.9377777777777778,0.5601683455786396,True
pythia-1b,control,draw_3,low,False,0.7955555555555556,0.7129856779163054,True
pythia-1b,control,draw_3,medium,False,0.8755555555555555,0.6680150369203798,True
pythia-1b,control,draw_3,high,False,0.9244444444444444,0.5927965241516341,True
pythia-1b,control,draw_3,very_high,False,0.9466666666666667,0.6063751909229939,True
pythia-1b,control,draw_3,control,True,0.9422222222222222,0.6025277684802075,True
pythia-1.4b,low,draw_1,low,True,0.8177777777777778,0.664918556123647,True
pythia-1.4b,low,draw_1,medium,False,0.9155555555555556,0.6143807559827891,True
pythia-1.4b,low,draw_1,high,False,0.9377777777777778,0.5895959093182868,True
pythia-1.4b,low,draw_1,very_high,False,0.8888888888888888,0.6394789364745773,True
pythia-1.4b,low,draw_1,control,False,0.9022222222222223,0.6382521220311362,True
pythia-1.4b,low,draw_2,low,True,0.8044444444444444,0.6860291860527705,True
pythia-1.4b,low,draw_2,medium,False,0.8755555555555555,0.5692689488817417,True
pythia-1.4b,low,draw_2,high,False,0.9244444444444444,0.6129651212084501,True
pythia-1.4b,low,draw_2,very_high,False,0.8977777777777778,0.5856234898958658,True
pythia-1.4b,low,draw_2,control,False,0.9244444444444444,0.5594360725885742,True
pythia-1.4b,low,draw_3,low,True,0.7733333333333333,0.6620207329130477,True
pythia-1.4b,low,draw_3,medium,False,0.8888888888888888,0.6106760728901132,True
pythia-1.4b,low,draw_3,high,False,0.9155555555555556,0.6105556728412457,True
pythia-1.4b,low,draw_3,very_high,False,0.9422222222222222,0.595832149336922,True
pythia-1.4b,low,draw_3,control,False,0.9422222222222222,0.5766574221631676,True
pythia-1.4b,medium,draw_1,low,False,0.8,0.6801278086702266,True
pythia-1.4b,medium,draw_1,medium,True,0.8444444444444444,0.6278175961170773,True
pythia-1.4b,medium,draw_1,high,False,0.9288888888888889,0.5984507998653626,True
pythia-1.4b,medium,draw_1,very_high,False,0.9066666666666666,0.6008152028303565,True
pythia-1.4b,medium,draw_1,control,False,0.9111111111111111,0.6351105986550083,True
pythia-1.4b,medium,draw_2,low,False,0.8222222222222222,0.6565618295004354,True
pythia-1.4b,medium,draw_2,medium,True,0.8622222222222222,0.5649851037540081,True
pythia-1.4b,medium,draw_2,high,False,0.9511111111111111,0.5978508506660166,True
pythia-1.4b,medium,draw_2,very_high,False,0.9155555555555556,0.5858277834425618,True
pythia-1.4b,medium,draw_2,control,False,0.9377777777777778,0.550359628543059,False
pythia-1.4b,medium,draw_3,low,False,0.8044444444444444,0.6584058846811386,True
pythia-1.4b,medium,draw_3,medium,True,0.8711111111111111,0.6316294179282531,True
pythia-1.4b,medium,draw_3,high,False,0.9022222222222223,0.6329225956839292,True
pythia-1.4b,medium,draw_3,very_high,False,0.9377777777777778,0.5882855918915288,True
pythia-1.4b,medium,draw_3,control,False,0.88,0.6646583133450381,True
pythia-1.4b,high,draw_1,low,False,0.6622222222222223,0.7540949041589359,True
pythia-1.4b,high,draw_1,medium,False,0.7911111111111111,0.6944436834078281,True
pythia-1.4b,high,draw_1,high,True,0.8844444444444445,0.5697535984272848,True
pythia-1.4b,high,draw_1,very_high,False,0.9066666666666666,0.6064945540040718,True
pythia-1.4b,high,draw_1,control,False,0.8577777777777778,0.6064336348608689,True
pythia-1.4b,high,draw_2,low,False,0.76,0.7063193444277627,True
pythia-1.4b,high,draw_2,medium,False,0.9066666666666666,0.618011048155044,True
pythia-1.4b,high,draw_2,high,True,0.9155555555555556,0.6275272480751204,True
pythia-1.4b,high,draw_2,very_high,False,0.9244444444444444,0.6031931799375849,True
pythia-1.4b,high,draw_2,control,False,0.92,0.5811972669375931,True
pythia-1.4b,high,draw_3,low,False,0.7155555555555555,0.7679148946604999,True
pythia-1.4b,high,draw_3,medium,False,0.8311111111111111,0.7034959975647542,True
pythia-1.4b,high,draw_3,high,True,0.8844444444444445,0.6394846281892553,True
pythia-1.4b,high,draw_3,very_high,False,0.9555555555555556,0.5979008604471969,True
pythia-1.4b,high,draw_3,control,False,0.92,0.6822215600143132,True
pythia-1.4b,very_high,draw_1,low,False,0.5555555555555556,0.770802973169559,True
pythia-1.4b,very_high,draw_1,medium,False,0.7288888888888889,0.7498191095886952,True
pythia-1.4b,very_high,draw_1,high,False,0.8622222222222222,0.6262927548588896,True
pythia-1.4b,very_high,draw_1,very_high,True,0.8977777777777778,0.6345550303227794,True
pythia-1.4b,very_high,draw_1,control,False,0.8888888888888888,0.6609675339430031,True
pythia-1.4b,very_high,draw_2,low,False,0.64,0.6961075629841496,True
pythia-1.4b,very_high,draw_2,medium,False,0.72,0.734441326115505,True
pythia-1.4b,very_high,draw_2,high,False,0.88,0.7026201017901406,True
pythia-1.4b,very_high,draw_2,very_high,True,0.9244444444444444,0.5828949680466963,True
pythia-1.4b,very_high,draw_2,control,False,0.9422222222222222,0.5929650880611368,True
pythia-1.4b,very_high,draw_3,low,False,0.5333333333333333,0.768306118098387,True
pythia-1.4b,very_high,draw_3,medium,False,0.7555555555555555,0.7435087221827175,True
