model,train_band,draw,test_band,same_band,base_accuracy,base_top5_accuracy,base_top10_accuracy,base_mean_correct_prob,circuit_accuracy,circuit_top5_accuracy,circuit_top10_accuracy,circuit_mean_correct_prob,circuit_kl_div,train_rank,test_rank,freq_distance,retention_ratio
pythia-70m,high,draw_1,high,True,0.4577777777777778,0.5955555555555555,0.6311111111111111,0.20911492377881485,0.37777777777777777,0.52,0.5644444444444444,0.14982667194557406,0.2822001278400421,3.0,3.0,0.0,0.8252427184466019
pythia-70m,high,draw_1,very_high,False,0.6533333333333333,0.7911111111111111,0.8355555555555556,0.26211252286870756,0.5022222222222222,0.68,0.7822222222222223,0.19191655942554564,0.28133630752563477,3.0,4.0,1.0,0.7687074829931974
pythia-70m,high,draw_1,control,False,0.5955555555555555,0.7955555555555556,0.84,0.22581108712009862,0.4888888888888889,0.6755555555555556,0.7333333333333333,0.16332396036988028,0.31617048382759094,3.0,,,0.8208955223880597
pythia-70m,high,draw_2,low,False,0.36,0.5244444444444445,0.5555555555555556,0.13608967401258762,0.31555555555555553,0.4711111111111111,0.5111111111111111,0.10583336782971596,0.20193468034267426,3.0,1.0,2.0,0.8765432098765432
pythia-70m,high,draw_2,medium,False,0.40444444444444444,0.5688888888888889,0.6177777777777778,0.1668682542128843,0.3333333333333333,0.48,0.56,0.12449509831801707,0.23672296106815338,3.0,2.0,1.0,0.8241758241758241
pythia-70m,high,draw_2,high,True,0.5333333333333333,0.6977777777777778,0.7511111111111111,0.2038787551692844,0.40444444444444444,0.6133333333333333,0.6888888888888889,0.1433989974624617,0.3076956272125244,3.0,3.0,0.0,0.7583333333333333
pythia-70m,high,draw_2,very_high,False,0.6488888888888888,0.8133333333333334,0.8311111111111111,0.28177048009979544,0.49333333333333335,0.68,0.7333333333333333,0.19701881802071916,0.2838384509086609,3.0,4.0,1.0,0.7602739726027398
pythia-70m,high,draw_2,control,False,0.56,0.7422222222222222,0.7866666666666666,0.24513468120335447,0.4888888888888889,0.6666666666666666,0.7333333333333333,0.18935680829695534,0.27707570791244507,3.0,,,0.8730158730158729
pythia-70m,high,draw_3,low,False,0.2577777777777778,0.39555555555555555,0.4711111111111111,0.0991126681231686,0.23555555555555555,0.37777777777777777,0.41333333333333333,0.07642728835602836,0.18945051729679108,3.0,1.0,2.0,0.9137931034482758
pythia-70m,high,draw_3,medium,False,0.37333333333333335,0.5244444444444445,0.5466666666666666,0.15395668593047426,0.3466666666666667,0.47555555555555556,0.5066666666666667,0.12334312249979715,0.20743805170059204,3.0,2.0,1.0,0.9285714285714286
pythia-70m,high,draw_3,high,True,0.5155555555555555,0.6488888888888888,0.6888888888888889,0.1954730470451932,0.4666666666666667,0.6222222222222222,0.6577777777777778,0.16505386755263265,0.2252688854932785,3.0,3.0,0.0,0.9051724137931035
pythia-70m,high,draw_3,very_high,False,0.7066666666666667,0.8266666666666667,0.8622222222222222,0.30203613068747576,0.5955555555555555,0.7422222222222222,0.8088888888888889,0.2231792364380332,0.2568044066429138,3.0,4.0,1.0,0.8427672955974842
pythia-70m,high,draw_3,control,False,0.6311111111111111,0.7866666666666666,0.8266666666666667,0.26060410890490554,0.5155555555555555,0.72,0.7911111111111111,0.19640088178753,0.2630518674850464,3.0,,,0.8169014084507042
pythia-70m,very_high,draw_1,low,False,0.28444444444444444,0.4444444444444444,0.5111111111111111,0.1008112996596967,0.21777777777777776,0.39555555555555555,0.44,0.06847694864602268,0.20113222301006317,4.0,1.0,3.0,0.765625
pythia-70m,very_high,draw_1,medium,False,0.4222222222222222,0.5777777777777777,0.6311111111111111,0.170893516682791,0.35555555555555557,0.49777777777777776,0.5466666666666666,0.12718701244093142,0.22306376695632935,4.0,2.0,2.0,0.8421052631578948
pythia-70m,very_high,draw_1,high,False,0.4577777777777778,0.5955555555555555,0.6311111111111111,0.20911492377881485,0.36444444444444446,0.5466666666666666,0.5822222222222222,0.1445190121490782,0.2526893615722656,4.0,3.0,1.0,0.7961165048543689
pythia-70m,very_high,draw_1,very_high,True,0.6533333333333333,0.7911111111111111,0.8355555555555556,0.26211252286870756,0.5377777777777778,0.7377777777777778,0.7866666666666666,0.19881378534466218,0.2377515435218811,4.0,4.0,0.0,0.8231292517006803
pythia-70m,very_high,draw_1,control,False,0.5955555555555555,0.7955555555555556,0.84,0.22581108712009862,0.48,0.6888888888888889,0.7511111111111111,0.16386842134691001,0.2775306701660156,4.0,,,0.8059701492537313
pythia-70m,very_high,draw_2,low,False,0.36,0.5244444444444445,0.5555555555555556,0.13608967401258762,0.26666666666666666,0.4444444444444444,0.48444444444444446,0.10008361225983774,0.2194618135690689,4.0,1.0,3.0,0.7407407407407408
pythia-70m,very_high,draw_2,medium,False,0.40444444444444444,0.5688888888888889,0.6177777777777778,0.1668682542128843,0.35555555555555557,0.5022222222222222,0.5688888888888889,0.12235809901448597,0.23209793865680695,4.0,2.0,2.0,0.8791208791208792
pythia-70m,very_high,draw_2,high,False,0.5333333333333333,0.6977777777777778,0.7511111111111111,0.2038787551692844,0.41333333333333333,0.6088888888888889,0.6622222222222223,0.13552389762809375,0.3074445426464081,4.0,3.0,1.0,0.775
pythia-70m,very_high,draw_2,very_high,True,0.6488888888888888,0.8133333333333334,0.8311111111111111,0.28177048009979544,0.52,0.68,0.7511111111111111,0.20497651921963955,0.2692679464817047,4.0,4.0,0.0,0.8013698630136987
pythia-70m,very_high,draw_2,control,False,0.56,0.7422222222222222,0.7866666666666666,0.24513468120335447,0.49333333333333335,0.6666666666666666,0.7333333333333333,0.1952245504904781,0.24877110123634338,4.0,,,0.8809523809523809
pythia-70m,very_high,draw_3,low,False,0.2577777777777778,0.39555555555555555,0.4711111111111111,0.0991126681231686,0.2088888888888889,0.3466666666666667,0.38222222222222224,0.0583007525786371,0.22568319737911224,4.0,1.0,3.0,0.810344827586207
pythia-70m,very_high,draw_3,medium,False,0.37333333333333335,0.5244444444444445,0.5466666666666666,0.15395668593047426,0.27111111111111114,0.4311111111111111,0.48444444444444446,0.10544079705814176,0.23591390252113342,4.0,2.0,2.0,0.7261904761904763
pythia-70m,very_high,draw_3,high,False,0.5155555555555555,0.6488888888888888,0.6888888888888889,0.1954730470451932,0.40444444444444444,0.5911111111111111,0.64,0.14645468456287794,0.23469580709934235,4.0,3.0,1.0,0.7844827586206896
pythia-70m,very_high,draw_3,very_high,True,0.7066666666666667,0.8266666666666667,0.8622222222222222,0.30203613068747576,0.5911111111111111,0.7422222222222222,0.7777777777777778,0.2228055720475883,0.2597566843032837,4.0,4.0,0.0,0.8364779874213837
pythia-70m,very_high,draw_3,control,False,0.6311111111111111,0.7866666666666666,0.8266666666666667,0.26060410890490554,0.49333333333333335,0.7155555555555555,0.7777777777777778,0.1860444001476814,0.28511402010917664,4.0,,,0.7816901408450705
pythia-70m,control,draw_1,low,False,0.28444444444444444,0.4444444444444444,0.5111111111111111,0.1008112996596967,0.26666666666666666,0.4222222222222222,0.4444444444444444,0.08862207280001105,0.20648792386054993,,1.0,,0.9375
pythia-70m,control,draw_1,medium,False,0.4222222222222222,0.5777777777777777,0.6311111111111111,0.170893516682791,0.3688888888888889,0.49777777777777776,0.5288888888888889,0.138013770909091,0.21336229145526886,,2.0,,0.8736842105263157
pythia-70m,control,draw_1,high,False,0.4577777777777778,0.5955555555555555,0.6311111111111111,0.20911492377881485,0.4,0.5288888888888889,0.5688888888888889,0.1527241423110546,0.2736276388168335,,3.0,,0.8737864077669903
pythia-70m,control,draw_1,very_high,False,0.6533333333333333,0.7911111111111111,0.8355555555555556,0.26211252286870756,0.5288888888888889,0.7377777777777778,0.7955555555555556,0.2053338510103236,0.25716033577919006,,4.0,,0.8095238095238095
pythia-70m,control,draw_1,control,True,0.5955555555555555,0.7955555555555556,0.84,0.22581108712009862,0.5111111111111111,0.7022222222222222,0.7688888888888888,0.1877014039282767,0.27525433897972107,,,,0.8582089552238806
pythia-70m,control,draw_2,low,False,0.36,0.5244444444444445,0.5555555555555556,0.13608967401258762,0.3244444444444444,0.47555555555555556,0.5022222222222222,0.10753168519538134,0.19378092885017395,,1.0,,0.9012345679012346
pythia-70m,control,draw_2,medium,False,0.40444444444444444,0.5688888888888889,0.6177777777777778,0.1668682542128843,0.3688888888888889,0.5022222222222222,0.5511111111111111,0.12535687856237207,0.2405182421207428,,2.0,,0.9120879120879121
pythia-70m,control,draw_2,high,False,0.5333333333333333,0.6977777777777778,0.7511111111111111,0.2038787551692844,0.4311111111111111,0.6355555555555555,0.68,0.15092444564241708,0.27668243646621704,,3.0,,0.8083333333333333
pythia-70m,control,draw_2,very_high,False,0.6488888888888888,0.8133333333333334,0.8311111111111111,0.28177048009979544,0.56,0.7111111111111111,0.7822222222222223,0.22091539512411146,0.2534087598323822,,4.0,,0.8630136986301371
pythia-70m,control,draw_2,control,True,0.56,0.7422222222222222,0.7866666666666666,0.24513468120335447,0.5244444444444445,0.6711111111111111,0.7244444444444444,0.20913250628346558,0.2333398163318634,,,,0.9365079365079365
pythia-70m,control,draw_3,low,False,0.2577777777777778,0.39555555555555555,0.4711111111111111,0.0991126681231686,0.19555555555555557,0.3422222222222222,0.4,0.06385747813459748,0.21470168232917786,,1.0,,0.7586206896551725
pythia-70m,control,draw_3,medium,False,0.37333333333333335,0.5244444444444445,0.5466666666666666,0.15395668593047426,0.3288888888888889,0.4533333333333333,0.5066666666666667,0.1182392116460247,0.2245265692472458,,2.0,,0.8809523809523809
pythia-70m,control,draw_3,high,False,0.5155555555555555,0.6488888888888888,0.6888888888888889,0.1954730470451932,0.43555555555555553,0.5911111111111111,0.6444444444444445,0.15921433892659276,0.22926567494869232,,3.0,,0.8448275862068965
pythia-70m,control,draw_3,very_high,False,0.7066666666666667,0.8266666666666667,0.8622222222222222,0.30203613068747576,0.6177777777777778,0.7466666666666667,0.8,0.22956608063011016,0.2616923749446869,,4.0,,0.8742138364779874
pythia-70m,control,draw_3,control,True,0.6311111111111111,0.7866666666666666,0.8266666666666667,0.26060410890490554,0.5422222222222223,0.7644444444444445,0.8088888888888889,0.21924992167590973,0.26241251826286316,,,,0.859154929577465
pythia-160m,low,draw_1,low,True,0.9244444444444444,0.9911111111111112,1.0,0.40664153397911124,0.8755555555555555,0.9644444444444444,0.9777777777777777,0.3369343391200528,0.30963048338890076,1.0,1.0,0.0,0.9471153846153846
pythia-160m,low,draw_1,medium,False,0.9555555555555556,1.0,1.0,0.45685618015627066,0.9244444444444444,0.9911111111111112,0.9955555555555555,0.4156233645271924,0.2749466598033905,1.0,2.0,1.0,0.9674418604651162
pythia-160m,low,draw_1,high,False,0.9688888888888889,0.9911111111111112,1.0,0.5052217386807832,0.8844444444444445,0.9911111111111112,0.9955555555555555,0.4416758652921352,0.3083650767803192,1.0,3.0,2.0,0.9128440366972477
pythia-160m,low,draw_1,very_high,False,0.9733333333333334,1.0,1.0,0.561537106529706,0.9111111111111111,0.9777777777777777,0.9822222222222222,0.4713900849890585,0.3208833932876587,1.0,4.0,3.0,0.9360730593607305
pythia-160m,low,draw_1,control,False,0.9866666666666667,1.0,1.0,0.5169803247186873,0.8933333333333333,0.9866666666666667,0.9911111111111112,0.42787947620989547,0.3317113518714905,1.0,,,0.9054054054054054
pythia-160m,low,draw_2,low,True,0.9333333333333333,0.9955555555555555,0.9955555555555555,0.41268987488932907,0.8977777777777778,0.9777777777777777,0.9822222222222222,0.37444855731342813,0.2935936450958252,1.0,1.0,0.0,0.9619047619047619
pythia-160m,low,draw_2,medium,False,0.96,1.0,1.0,0.45761598655747043,0.9288888888888889,0.9911111111111112,0.9911111111111112,0.4589900659583509,0.2637321949005127,1.0,2.0,1.0,0.9675925925925926
pythia-160m,low,draw_2,high,False,0.96,1.0,1.0,0.5085489235073328,0.9644444444444444,0.9955555555555555,1.0,0.4876729358649916,0.27624914050102234,1.0,3.0,2.0,1.0046296296296298
pythia-160m,low,draw_2,very_high,False,0.9688888888888889,1.0,1.0,0.5468449862052996,0.9022222222222223,0.9822222222222222,0.9866666666666667,0.4855926172973381,0.2943347990512848,1.0,4.0,3.0,0.9311926605504587
pythia-160m,low,draw_2,control,False,0.9733333333333334,1.0,1.0,0.5172031994991833,0.9333333333333333,0.9822222222222222,0.9911111111111112,0.47796269298841554,0.3099978268146515,1.0,,,0.958904109589041
pythia-160m,low,draw_3,low,True,0.9288888888888889,0.9866666666666667,0.9955555555555555,0.4233712222861747,0.8977777777777778,0.9688888888888889,0.9866666666666667,0.32786666793127855,0.3120543360710144,1.0,1.0,0.0,0.9665071770334929
pythia-160m,low,draw_3,medium,False,0.9555555555555556,0.9822222222222222,0.9955555555555555,0.4583518081924154,0.9066666666666666,0.9866666666666667,0.9911111111111112,0.3969291602840854,0.2649233639240265,1.0,2.0,1.0,0.9488372093023255
pythia-160m,low,draw_3,high,False,0.9511111111111111,0.9955555555555555,0.9955555555555555,0.5074280625830094,0.9066666666666666,0.9733333333333334,0.9866666666666667,0.45525229861804595,0.2767251431941986,1.0,3.0,2.0,0.9532710280373831
pythia-160m,low,draw_3,very_high,False,0.9644444444444444,1.0,1.0,0.5325090324671732,0.9288888888888889,0.9822222222222222,0.9911111111111112,0.45238133248045215,0.33071643114089966,1.0,4.0,3.0,0.9631336405529953
pythia-160m,low,draw_3,control,False,0.9733333333333334,0.9955555555555555,1.0,0.5098680631423163,0.8888888888888888,0.9822222222222222,0.9866666666666667,0.4668680778192356,0.3253940939903259,1.0,,,0.91324200913242
pythia-160m,medium,draw_1,low,False,0.9244444444444444,0.9911111111111112,1.0,0.40664153397911124,0.8533333333333334,0.96,0.9688888888888889,0.345223777188609,0.31681960821151733,2.0,1.0,1.0,0.9230769230769231
pythia-160m,medium,draw_1,medium,True,0.9555555555555556,1.0,1.0,0.45685618015627066,0.9155555555555556,0.9955555555555555,1.0,0.4109990031727486,0.29367750883102417,2.0,2.0,0.0,0.958139534883721
pythia-160m,medium,draw_1,high,False,0.9688888888888889,0.9911111111111112,1.0,0.5052217386807832,0.9066666666666666,0.9911111111111112,0.9911111111111112,0.45169759147283106,0.28926533460617065,2.0,3.0,1.0,0.9357798165137614
pythia-160m,medium,draw_1,very_high,False,0.9733333333333334,1.0,1.0,0.561537106529706,0.9066666666666666,0.9866666666666667,0.9866666666666667,0.47636814615275297,0.31845176219940186,2.0,4.0,2.0,0.9315068493150684
pythia-160m,medium,draw_1,control,False,0.9866666666666667,1.0,1.0,0.5169803247186873,0.92,0.9777777777777777,0.9866666666666667,0.4475699048326351,0.28610479831695557,2.0,,,0.9324324324324325
pythia-160m,medium,draw_2,low,False,0.9333333333333333,0.9955555555555555,0.9955555555555555,0.41268987488932907,0.8266666666666667,0.9733333333333334,0.9777777777777777,0.3312798384918521,0.3387536406517029,2.0,1.0,1.0,0.8857142857142857
pythia-160m,medium,draw_2,medium,True,0.96,1.0,1.0,0.45761598655747043,0.9244444444444444,0.9866666666666667,0.9911111111111112,0.41365339236644405,0.29229846596717834,2.0,2.0,0.0,0.9629629629629629
pythia-160m,medium,draw_2,high,False,0.96,1.0,1.0,0.5085489235073328,0.9511111111111111,0.9955555555555555,1.0,0.4668511757544345,0.263124942779541,2.0,3.0,1.0,0.9907407407407408
pythia-160m,medium,draw_2,very_high,False,0.9688888888888889,1.0,1.0,0.5468449862052996,0.9022222222222223,0.9644444444444444,0.9733333333333334,0.4887863025436592,0.30683594942092896,2.0,4.0,2.0,0.9311926605504587
pythia-160m,medium,draw_2,control,False,0.9733333333333334,1.0,1.0,0.5172031994991833,0.9244444444444444,0.9866666666666667,0.9955555555555555,0.4580574318166408,0.3036852180957794,2.0,,,0.9497716894977168
pythia-160m,medium,draw_3,low,False,0.9288888888888889,0.9866666666666667,0.9955555555555555,0.4233712222861747,0.8533333333333334,0.9511111111111111,0.9777777777777777,0.3069664006571596,0.36427557468414307,2.0,1.0,1.0,0.9186602870813397
pythia-160m,medium,draw_3,medium,True,0.9555555555555556,0.9822222222222222,0.9955555555555555,0.4583518081924154,0.8933333333333333,0.9733333333333334,0.9911111111111112,0.4067286523814417,0.27565640211105347,2.0,2.0,0.0,0.9348837209302325
pythia-160m,medium,draw_3,high,False,0.9511111111111111,0.9955555555555555,0.9955555555555555,0.5074280625830094,0.9244444444444444,0.9777777777777777,0.9822222222222222,0.46864866075364664,0.26604917645454407,2.0,3.0,1.0,0.9719626168224298
pythia-160m,medium,draw_3,very_high,False,0.9644444444444444,1.0,1.0,0.5325090324671732,0.9288888888888889,0.9688888888888889,0.9866666666666667,0.48937760739483765,0.329928994178772,2.0,4.0,2.0,0.9631336405529953
pythia-160m,medium,draw_3,control,False,0.9733333333333334,0.9955555555555555,1.0,0.5098680631423163,0.9155555555555556,0.9822222222222222,0.9955555555555555,0.4745318045374006,0.31931185722351074,2.0,,,0.9406392694063926
pythia-160m,high,draw_1,low,False,0.9244444444444444,0.9911111111111112,1.0,0.40664153397911124,0.8222222222222222,0.9555555555555556,0.9644444444444444,0.26160374462914965,0.40960049629211426,3.0,1.0,2.0,0.8894230769230769
pythia-160m,high,draw_1,medium,False,0.9555555555555556,1.0,1.0,0.45685618015627066,0.8844444444444445,0.9911111111111112,0.9955555555555555,0.34717661862572036,0.3258214592933655,3.0,2.0,1.0,0.9255813953488372
pythia-160m,high,draw_1,high,True,0.9688888888888889,0.9911111111111112,1.0,0.5052217386807832,0.9111111111111111,0.9777777777777777,0.9777777777777777,0.4224399949537797,0.31541189551353455,3.0,3.0,0.0,0.9403669724770641
pythia-160m,high,draw_1,very_high,False,0.9733333333333334,1.0,1.0,0.561537106529706,0.9422222222222222,0.9733333333333334,0.9822222222222222,0.482203293170573,0.2940253019332886,3.0,4.0,1.0,0.9680365296803652
pythia-160m,high,draw_1,control,False,0.9866666666666667,1.0,1.0,0.5169803247186873,0.8933333333333333,0.9822222222222222,0.9822222222222222,0.42848446648360955,0.29535964131355286,3.0,,,0.9054054054054054
pythia-160m,high,draw_2,low,False,0.9333333333333333,0.9955555555555555,0.9955555555555555,0.41268987488932907,0.8222222222222222,0.9422222222222222,0.9555555555555556,0.2555137900419585,0.44999274611473083,3.0,1.0,2.0,0.8809523809523809
pythia-160m,high,draw_2,medium,False,0.96,1.0,1.0,0.45761598655747043,0.8844444444444445,0.9911111111111112,0.9955555555555555,0.37493740413234466,0.32533955574035645,3.0,2.0,1.0,0.9212962962962964
pythia-160m,high,draw_2,high,True,0.96,1.0,1.0,0.5085489235073328,0.9333333333333333,0.9866666666666667,0.9955555555555555,0.42712341307765905,0.3136653006076813,3.0,3.0,0.0,0.9722222222222223
pythia-160m,high,draw_2,very_high,False,0.9688888888888889,1.0,1.0,0.5468449862052996,0.9111111111111111,0.9822222222222222,0.9866666666666667,0.47304831102645645,0.29589128494262695,3.0,4.0,1.0,0.9403669724770641
pythia-160m,high,draw_2,control,False,0.9733333333333334,1.0,1.0,0.5172031994991833,0.9155555555555556,0.9866666666666667,1.0,0.4122507332306769,0.34450221061706543,3.0,,,0.9406392694063926
pythia-160m,high,draw_3,low,False,0.9288888888888889,0.9866666666666667,0.9955555555555555,0.4233712222861747,0.8577777777777778,0.9466666666666667,0.9644444444444444,0.2639580159295454,0.42092037200927734,3.0,1.0,2.0,0.923444976076555
pythia-160m,high,draw_3,medium,False,0.9555555555555556,0.9822222222222222,0.9955555555555555,0.4583518081924154,0.9066666666666666,0.9733333333333334,0.9866666666666667,0.37736696145549004,0.30214235186576843,3.0,2.0,1.0,0.9488372093023255
pythia-160m,high,draw_3,high,True,0.9511111111111111,0.9955555555555555,0.9955555555555555,0.5074280625830094,0.9244444444444444,0.9688888888888889,0.9866666666666667,0.4784175016399887,0.2708108723163605,3.0,3.0,0.0,0.9719626168224298
pythia-160m,high,draw_3,very_high,False,0.9644444444444444,1.0,1.0,0.5325090324671732,0.9155555555555556,0.9866666666666667,0.9955555555555555,0.49133653305057023,0.31169718503952026,3.0,4.0,1.0,0.9493087557603687
pythia-160m,high,draw_3,control,False,0.9733333333333334,0.9955555555555555,1.0,0.5098680631423163,0.9288888888888889,0.9866666666666667,0.9911111111111112,0.4918782469583675,0.30874913930892944,3.0,,,0.9543378995433789
