model,train_band,draw,test_band,same_band,n_examples,accuracy,mean_correct_prob,std_correct_prob,median_correct_prob
pythia-1b,medium,draw_1,very_high,False,225,0.9155555555555556,0.46334016537500755,0.2971250418112648,0.467185378074646
pythia-1b,medium,draw_1,control,False,225,0.9288888888888889,0.4749448693046967,0.2935276910673492,0.47855687141418457
pythia-1b,medium,draw_2,low,False,225,0.9066666666666666,0.4359035830330362,0.30516047716428657,0.4194195866584778
pythia-1b,medium,draw_2,medium,True,225,0.9288888888888889,0.5734435796209921,0.31163546076445175,0.6578885316848755
pythia-1b,medium,draw_2,high,False,225,0.9377777777777778,0.6040950689325594,0.3097162485023499,0.6777949333190918
pythia-1b,medium,draw_2,very_high,False,225,0.9111111111111111,0.5546189770806167,0.31560435641787155,0.6012969017028809
pythia-1b,medium,draw_2,control,False,225,0.9333333333333333,0.5709895052212394,0.3018874208856307,0.6093851327896118
pythia-1b,medium,draw_3,low,False,225,0.9066666666666666,0.43451987932193437,0.3214792518895544,0.37889501452445984
pythia-1b,medium,draw_3,medium,True,225,0.9288888888888889,0.531962511018436,0.31166267818627014,0.5666102170944214
pythia-1b,medium,draw_3,high,False,225,0.9466666666666667,0.5854457196634677,0.3063962896215827,0.6743298172950745
pythia-1b,medium,draw_3,very_high,False,225,0.9066666666666666,0.5124387298338116,0.3119695926142115,0.5273457765579224
pythia-1b,medium,draw_3,control,False,225,0.9466666666666667,0.5513355628235472,0.3139242240437292,0.5895963311195374
pythia-1b,high,draw_1,low,False,225,0.8577777777777778,0.37666923601025093,0.291124866495607,0.30746152997016907
pythia-1b,high,draw_1,medium,False,225,0.9244444444444444,0.4882897846110993,0.30345177629016934,0.5012500882148743
pythia-1b,high,draw_1,high,True,225,0.9155555555555556,0.49966870501016575,0.30345502240254724,0.5374736189842224
pythia-1b,high,draw_1,very_high,False,225,0.9377777777777778,0.5162776874362801,0.2916712397255682,0.5453835725784302
pythia-1b,high,draw_1,control,False,225,0.9288888888888889,0.5147836812223411,0.29787083513837864,0.5393065810203552
pythia-1b,high,draw_2,low,False,225,0.8755555555555555,0.3062950029149134,0.2671136468265774,0.2253979593515396
pythia-1b,high,draw_2,medium,False,225,0.9155555555555556,0.4854090130691313,0.31604043464557635,0.5155141353607178
pythia-1b,high,draw_2,high,True,225,0.9422222222222222,0.569808676761782,0.30038217078137036,0.6320027709007263
pythia-1b,high,draw_2,very_high,False,225,0.9244444444444444,0.5598111562927564,0.3006403652503082,0.5880565643310547
pythia-1b,high,draw_2,control,False,225,0.9288888888888889,0.5840543056835628,0.2886839706312277,0.6301437020301819
pythia-1b,high,draw_3,low,False,225,0.88,0.4308618168717011,0.3363219324468509,0.34885668754577637
pythia-1b,high,draw_3,medium,False,225,0.92,0.5135497372369799,0.31781930658500823,0.5322262048721313
pythia-1b,high,draw_3,high,True,225,0.9511111111111111,0.6036343111315121,0.2844978954047775,0.6723554730415344
pythia-1b,high,draw_3,very_high,False,225,0.9377777777777778,0.5623404111299249,0.28280806460657215,0.6280003786087036
pythia-1b,high,draw_3,control,False,225,0.9688888888888889,0.6045608938154247,0.27533108549969026,0.6337935328483582
pythia-1b,very_high,draw_1,low,False,225,0.6222222222222222,0.11161359825533711,0.17910536938671673,0.03416263684630394
pythia-1b,very_high,draw_1,medium,False,225,0.8,0.2351654452068356,0.24599932479528033,0.1415019929409027
pythia-1b,very_high,draw_1,high,False,225,0.8933333333333333,0.3489738081462888,0.2845467530094095,0.2815273702144623
pythia-1b,very_high,draw_1,very_high,True,225,0.9288888888888889,0.4249226952685664,0.2882011423923346,0.38923999667167664
pythia-1b,very_high,draw_1,control,False,225,0.8933333333333333,0.3811428922254385,0.29026137691171766,0.304582417011261
pythia-1b,very_high,draw_2,low,False,225,0.6933333333333334,0.13685543777873843,0.18959550265657982,0.05561593919992447
pythia-1b,very_high,draw_2,medium,False,225,0.8266666666666667,0.28365051252663964,0.295552713716948,0.16296154260635376
pythia-1b,very_high,draw_2,high,False,225,0.9377777777777778,0.39227013746431716,0.2874312271137409,0.33230942487716675
pythia-1b,very_high,draw_2,very_high,True,225,0.9466666666666667,0.4725354749833544,0.287278457330672,0.47011637687683105
pythia-1b,very_high,draw_2,control,False,225,0.9377777777777778,0.47936672715677153,0.30021415432644916,0.46899858117103577
pythia-1b,very_high,draw_3,low,False,225,0.8,0.23088817063162828,0.26249733043257223,0.0972486138343811
pythia-1b,very_high,draw_3,medium,False,225,0.8933333333333333,0.3307346823874266,0.28337296637661963,0.23859241604804993
pythia-1b,very_high,draw_3,high,False,225,0.9288888888888889,0.46800586869940164,0.3144713184252347,0.4844304025173187
pythia-1b,very_high,draw_3,very_high,True,225,0.9333333333333333,0.478205791345487,0.285909714077167,0.47764191031455994
pythia-1b,very_high,draw_3,control,False,225,0.9466666666666667,0.5426357913984814,0.3115163208590059,0.5782821774482727
pythia-1b,control,draw_1,low,False,225,0.8133333333333334,0.24055368729983456,0.26174416334823125,0.12929752469062805
pythia-1b,control,draw_1,medium,False,225,0.9066666666666666,0.41537211366851506,0.32235928444206347,0.381764680147171
pythia-1b,control,draw_1,high,False,225,0.9022222222222223,0.4548780498441516,0.31646104725136587,0.4223576486110687
pythia-1b,control,draw_1,very_high,False,225,0.9688888888888889,0.4922895399894979,0.31572035322733694,0.534887969493866
pythia-1b,control,draw_1,control,True,225,0.9422222222222222,0.47915719053811495,0.2924930628753779,0.4825361371040344
pythia-1b,control,draw_2,low,False,225,0.8355555555555556,0.28595973642866335,0.2733020441985978,0.20555195212364197
pythia-1b,control,draw_2,medium,False,225,0.8977777777777778,0.44614227410095436,0.318176360471223,0.39798304438591003
pythia-1b,control,draw_2,high,False,225,0.9244444444444444,0.4831481457008825,0.3076638741460113,0.4892321825027466
pythia-1b,control,draw_2,very_high,False,225,0.9155555555555556,0.47006145204313926,0.28692408558846383,0.47120049595832825
pythia-1b,control,draw_2,control,True,225,0.9377777777777778,0.4934988881068097,0.2925316431167263,0.505095362663269
pythia-1b,control,draw_3,low,False,225,0.7955555555555556,0.266706844427676,0.2742737215672463,0.149924173951149
pythia-1b,control,draw_3,medium,False,225,0.8755555555555555,0.35213735817181363,0.2892405851957106,0.2589026987552643
pythia-1b,control,draw_3,high,False,225,0.9244444444444444,0.48465974097450576,0.29999751107937905,0.5357341766357422
pythia-1b,control,draw_3,very_high,False,225,0.9466666666666667,0.49655973432171674,0.29047190611040324,0.49236011505126953
pythia-1b,control,draw_3,control,True,225,0.9422222222222222,0.5419881422238217,0.2929129232827225,0.5743653178215027
pythia-1.4b,low,draw_1,low,True,225,0.8177777777777778,0.40188950584787464,0.3111565464730486,0.3314400315284729
pythia-1.4b,low,draw_1,medium,False,225,0.9155555555555556,0.4551875370695618,0.3125299985373969,0.3901151120662689
pythia-1.4b,low,draw_1,high,False,225,0.9377777777777778,0.4549151615513903,0.29136512810500453,0.44483885169029236
pythia-1.4b,low,draw_1,very_high,False,225,0.8888888888888888,0.3928655353799048,0.298034719383973,0.33468982577323914
pythia-1.4b,low,draw_1,control,False,225,0.9022222222222223,0.4194938707812172,0.3103418172242849,0.37740185856819153
pythia-1.4b,low,draw_2,low,True,225,0.8044444444444444,0.32533819511688006,0.29146069593902063,0.21911932528018951
pythia-1.4b,low,draw_2,medium,False,225,0.8755555555555555,0.375678804028624,0.2695695417353361,0.33768269419670105
pythia-1.4b,low,draw_2,high,False,225,0.9244444444444444,0.40257104620803147,0.2835417736912873,0.33346909284591675
pythia-1.4b,low,draw_2,very_high,False,225,0.8977777777777778,0.3884805315087498,0.28356850464893496,0.3429897725582123
pythia-1.4b,low,draw_2,control,False,225,0.9244444444444444,0.3963153410945476,0.26808948099863444,0.3527540862560272
pythia-1.4b,low,draw_3,low,True,225,0.7733333333333333,0.41709276451270044,0.3233698427779475,0.3613160252571106
pythia-1.4b,low,draw_3,medium,False,225,0.8888888888888888,0.47935430494188846,0.3099595524328538,0.5044729113578796
pythia-1.4b,low,draw_3,high,False,225,0.9155555555555556,0.4948369975382876,0.3029690746691692,0.499661386013031
pythia-1.4b,low,draw_3,very_high,False,225,0.9422222222222222,0.4706388585973117,0.28285466218614425,0.4584977924823761
pythia-1.4b,low,draw_3,control,False,225,0.9422222222222222,0.48848561819655717,0.2929731358777313,0.4935759902000427
pythia-1.4b,medium,draw_1,low,False,225,0.8,0.2978810151522824,0.2776345997251275,0.2205018401145935
pythia-1.4b,medium,draw_1,medium,True,225,0.8444444444444444,0.36904148143121146,0.2956920505951906,0.32099685072898865
pythia-1.4b,medium,draw_1,high,False,225,0.9288888888888889,0.43356819792236717,0.2854522232495892,0.3707863986492157
pythia-1.4b,medium,draw_1,very_high,False,225,0.9066666666666666,0.44713026732465044,0.3080845773362967,0.44992536306381226
pythia-1.4b,medium,draw_1,control,False,225,0.9111111111111111,0.42084046252944973,0.30440595452082,0.35503390431404114
pythia-1.4b,medium,draw_2,low,False,225,0.8222222222222222,0.3137706587887886,0.2754772057659138,0.24639663100242615
pythia-1.4b,medium,draw_2,medium,True,225,0.8622222222222222,0.4011054757930752,0.27507568616396577,0.36780422925949097
pythia-1.4b,medium,draw_2,high,False,225,0.9511111111111111,0.4737581089690017,0.29679154501342164,0.4515964984893799
pythia-1.4b,medium,draw_2,very_high,False,225,0.9155555555555556,0.49012927289120856,0.3080451883212188,0.5062214732170105
pythia-1.4b,medium,draw_2,control,False,225,0.9377777777777778,0.4342501451778743,0.27960013366806225,0.4330107867717743
pythia-1.4b,medium,draw_3,low,False,225,0.8044444444444444,0.3404086689621141,0.29699056374689853,0.2735465466976166
pythia-1.4b,medium,draw_3,medium,True,225,0.8711111111111111,0.38674140000845203,0.29465488633517417,0.31208309531211853
pythia-1.4b,medium,draw_3,high,False,225,0.9022222222222223,0.4509673842736002,0.31382708551282446,0.4124288558959961
pythia-1.4b,medium,draw_3,very_high,False,225,0.9377777777777778,0.4220166316566368,0.28641592530067644,0.3749086558818817
pythia-1.4b,medium,draw_3,control,False,225,0.88,0.41993350321026,0.31655303883435415,0.3222839832305908
pythia-1.4b,high,draw_1,low,False,225,0.6622222222222223,0.1704256220927022,0.21066925766004307,0.08761567622423172
pythia-1.4b,high,draw_1,medium,False,225,0.7911111111111111,0.2615095446679172,0.2626944736437356,0.15458527207374573
pythia-1.4b,high,draw_1,high,True,225,0.8844444444444445,0.3910047067158545,0.2831498232673792,0.36715996265411377
pythia-1.4b,high,draw_1,very_high,False,225,0.9066666666666666,0.4177960609437691,0.2971714184089969,0.3497593104839325
pythia-1.4b,high,draw_1,control,False,225,0.8577777777777778,0.4025424608877963,0.2978228791117926,0.3610306978225708
pythia-1.4b,high,draw_2,low,False,225,0.76,0.2237982704605545,0.24513102624358685,0.13588926196098328
pythia-1.4b,high,draw_2,medium,False,225,0.9066666666666666,0.358691632726566,0.28221277945329737,0.29962238669395447
pythia-1.4b,high,draw_2,high,True,225,0.9155555555555556,0.458267180231568,0.3117079521829028,0.4379810094833374
pythia-1.4b,high,draw_2,very_high,False,225,0.9244444444444444,0.4806797380021049,0.3057771308920123,0.4689389169216156
pythia-1.4b,high,draw_2,control,False,225,0.92,0.4705770585535922,0.2900350328948307,0.4727972447872162
pythia-1.4b,high,draw_3,low,False,225,0.7155555555555555,0.19187951229302497,0.2343036108348252,0.10225269943475723
pythia-1.4b,high,draw_3,medium,False,225,0.8311111111111111,0.2598840394321208,0.2576031514659515,0.14450548589229584
pythia-1.4b,high,draw_3,high,True,225,0.8844444444444445,0.34682712722931885,0.27784266778399186,0.27106598019599915
pythia-1.4b,high,draw_3,very_high,False,225,0.9555555555555556,0.384587180448903,0.2760225071457297,0.31759586930274963
pythia-1.4b,high,draw_3,control,False,225,0.92,0.39876790042203436,0.3026679299052719,0.29003211855888367
pythia-1.4b,very_high,draw_1,low,False,225,0.5555555555555556,0.08715066523808572,0.14610648770351653,0.028380833566188812
pythia-1.4b,very_high,draw_1,medium,False,225,0.7288888888888889,0.17590345334727317,0.22176034156128208,0.08700796961784363
pythia-1.4b,very_high,draw_1,high,False,225,0.8622222222222222,0.32517168662355594,0.2734817042178513,0.2503339946269989
pythia-1.4b,very_high,draw_1,very_high,True,225,0.8977777777777778,0.37877165257154655,0.28831483653841317,0.30334463715553284
pythia-1.4b,very_high,draw_1,control,False,225,0.8888888888888888,0.34875458058215575,0.28661425647193156,0.2696077525615692
pythia-1.4b,very_high,draw_2,low,False,225,0.64,0.1112417857773188,0.15514919450358905,0.05104491487145424
pythia-1.4b,very_high,draw_2,medium,False,225,0.72,0.21591138976778085,0.24680349637087431,0.10275207459926605
pythia-1.4b,very_high,draw_2,high,False,225,0.88,0.32453205989169265,0.2803657121330264,0.21742966771125793
pythia-1.4b,very_high,draw_2,very_high,True,225,0.9244444444444444,0.46463318733757153,0.2922551008988135,0.4524959921836853
pythia-1.4b,very_high,draw_2,control,False,225,0.9422222222222222,0.40587678046793574,0.2810044824241377,0.35388705134391785
pythia-1.4b,very_high,draw_3,low,False,225,0.5333333333333333,0.10279364687712385,0.15519104320753904,0.02506808005273342
pythia-1.4b,very_high,draw_3,medium,False,225,0.7555555555555555,0.18906420105900099,0.2294953471666305,0.08177141845226288
pythia-1.4b,very_high,draw_3,high,False,225,0.88,0.3069864286378854,0.2610005361444973,0.23797926306724548
pythia-1.4b,very_high,draw_3,very_high,True,225,0.9333333333333333,0.33380043208806054,0.24031418543070668,0.27924931049346924
pythia-1.4b,very_high,draw_3,control,False,225,0.9155555555555556,0.3216010386557577,0.27824446864218694,0.2405746430158615
pythia-1.4b,control,draw_1,low,False,225,0.7866666666666666,0.22096647115501886,0.24718393060999125,0.11176375299692154
pythia-1.4b,control,draw_1,medium,False,225,0.8444444444444444,0.27848851776856465,0.2766835844222968,0.15558381378650665
pythia-1.4b,control,draw_1,high,False,225,0.9155555555555556,0.37950865453730026,0.28564341648425184,0.2914177477359772
pythia-1.4b,control,draw_1,very_high,False,225,0.9155555555555556,0.3834988861740567,0.27665416478365584,0.3214273154735565
pythia-1.4b,control,draw_1,control,True,225,0.9111111111111111,0.39312839438621366,0.2860405979012268,0.33985355496406555
pythia-1.4b,control,draw_2,low,False,225,0.7244444444444444,0.16070140119105214,0.20238432086578886,0.0793481096625328
pythia-1.4b,control,draw_2,medium,False,225,0.8177777777777778,0.25649717241849024,0.2439490655903648,0.16628332436084747
pythia-1.4b,control,draw_2,high,False,225,0.9022222222222223,0.3897466670698486,0.29161273799664605,0.33509162068367004
pythia-1.4b,control,draw_2,very_high,False,225,0.92,0.4512898895242769,0.2904508580129206,0.4474378526210785
pythia-1.4b,control,draw_2,control,True,225,0.9288888888888889,0.4191718314070669,0.28212947825703716,0.36734163761138916
pythia-1.4b,control,draw_3,low,False,225,0.7377777777777778,0.19894978596793306,0.22300895941331214,0.10090506821870804
pythia-1.4b,control,draw_3,medium,False,225,0.8666666666666667,0.24986999698448925,0.23635808701543387,0.1588766872882843
pythia-1.4b,control,draw_3,high,False,225,0.8977777777777778,0.3700856751700242,0.2851088018186586,0.27952271699905396
pythia-1.4b,control,draw_3,very_high,False,225,0.9466666666666667,0.39045741660727395,0.2644743967701847,0.34013915061950684
pythia-1.4b,control,draw_3,control,True,225,0.9333333333333333,0.39223910751015256,0.276092625741662,0.3426658511161804
