node,node_type,layer,in_degree,out_degree,total_degree,model,band,draw
A12.6,attn,12,0,3,3,pythia-1b,medium,draw_1
M12,mlp,12,25,11,36,pythia-1b,medium,draw_1
A13.0,attn,13,4,3,7,pythia-1b,medium,draw_1
A13.1,attn,13,17,2,19,pythia-1b,medium,draw_1
A13.2,attn,13,6,1,7,pythia-1b,medium,draw_1
A13.3,attn,13,6,3,9,pythia-1b,medium,draw_1
A13.4,attn,13,11,4,15,pythia-1b,medium,draw_1
A13.6,attn,13,4,2,6,pythia-1b,medium,draw_1
A13.7,attn,13,0,1,1,pythia-1b,medium,draw_1
M13,mlp,13,23,4,27,pythia-1b,medium,draw_1
A14.0,attn,14,3,2,5,pythia-1b,medium,draw_1
A14.1,attn,14,0,1,1,pythia-1b,medium,draw_1
A14.2,attn,14,40,3,43,pythia-1b,medium,draw_1
A14.3,attn,14,0,1,1,pythia-1b,medium,draw_1
A14.5,attn,14,0,2,2,pythia-1b,medium,draw_1
A14.6,attn,14,0,2,2,pythia-1b,medium,draw_1
M14,mlp,14,20,2,22,pythia-1b,medium,draw_1
A15.0,attn,15,4,1,5,pythia-1b,medium,draw_1
A15.2,attn,15,0,1,1,pythia-1b,medium,draw_1
A15.6,attn,15,0,1,1,pythia-1b,medium,draw_1
A15.7,attn,15,1,1,2,pythia-1b,medium,draw_1
M15,mlp,15,37,1,38,pythia-1b,medium,draw_1
A5.4,attn,5,6,17,23,pythia-1b,medium,draw_1
A10.7,attn,10,2,1,3,pythia-1b,medium,draw_1
A5.7,attn,5,0,6,6,pythia-1b,medium,draw_1
A8.7,attn,8,7,7,14,pythia-1b,medium,draw_1
A10.1,attn,10,4,4,8,pythia-1b,medium,draw_1
A9.4,attn,9,5,9,14,pythia-1b,medium,draw_1
A8.1,attn,8,8,8,16,pythia-1b,medium,draw_1
A1.7,attn,1,3,27,30,pythia-1b,medium,draw_1
A4.0,attn,4,2,2,4,pythia-1b,medium,draw_1
A4.3,attn,4,13,12,25,pythia-1b,medium,draw_1
A8.0,attn,8,1,4,5,pythia-1b,medium,draw_1
A9.1,attn,9,2,5,7,pythia-1b,medium,draw_1
A9.6,attn,9,6,4,10,pythia-1b,medium,draw_1
A5.5,attn,5,3,7,10,pythia-1b,medium,draw_1
A6.0,attn,6,2,3,5,pythia-1b,medium,draw_1
A7.5,attn,7,0,1,1,pythia-1b,medium,draw_1
A7.7,attn,7,0,3,3,pythia-1b,medium,draw_1
A5.6,attn,5,0,2,2,pythia-1b,medium,draw_1
A0.0,attn,0,1,7,8,pythia-1b,medium,draw_1
A0.1,attn,0,1,4,5,pythia-1b,medium,draw_1
A1.6,attn,1,1,2,3,pythia-1b,medium,draw_1
A2.3,attn,2,2,5,7,pythia-1b,medium,draw_1
A2.6,attn,2,1,3,4,pythia-1b,medium,draw_1
A3.3,attn,3,1,1,2,pythia-1b,medium,draw_1
A3.6,attn,3,4,9,13,pythia-1b,medium,draw_1
A2.5,attn,2,2,4,6,pythia-1b,medium,draw_1
A3.2,attn,3,3,5,8,pythia-1b,medium,draw_1
A3.4,attn,3,0,2,2,pythia-1b,medium,draw_1
A7.3,attn,7,1,3,4,pythia-1b,medium,draw_1
A7.4,attn,7,1,1,2,pythia-1b,medium,draw_1
A1.0,attn,1,1,4,5,pythia-1b,medium,draw_1
A2.2,attn,2,2,2,4,pythia-1b,medium,draw_1
A4.1,attn,4,4,5,9,pythia-1b,medium,draw_1
A4.2,attn,4,2,3,5,pythia-1b,medium,draw_1
A0.3,attn,0,1,3,4,pythia-1b,medium,draw_1
A6.2,attn,6,1,2,3,pythia-1b,medium,draw_1
A6.6,attn,6,0,2,2,pythia-1b,medium,draw_1
A6.7,attn,6,0,1,1,pythia-1b,medium,draw_1
A7.6,attn,7,0,3,3,pythia-1b,medium,draw_1
A10.4,attn,10,0,1,1,pythia-1b,medium,draw_1
A1.3,attn,1,1,4,5,pythia-1b,medium,draw_1
A2.1,attn,2,2,5,7,pythia-1b,medium,draw_1
A3.7,attn,3,1,1,2,pythia-1b,medium,draw_1
A0.7,attn,0,1,3,4,pythia-1b,medium,draw_1
A2.0,attn,2,0,2,2,pythia-1b,medium,draw_1
A2.4,attn,2,0,1,1,pythia-1b,medium,draw_1
embed,embed,-1,0,7,7,pythia-1b,medium,draw_1
A0.4,attn,0,1,1,2,pythia-1b,medium,draw_1
A5.0,attn,5,0,1,1,pythia-1b,medium,draw_1
A3.0,attn,3,0,1,1,pythia-1b,medium,draw_1
A2.7,attn,2,0,1,1,pythia-1b,medium,draw_1
A10.2,attn,10,0,1,1,pythia-1b,medium,draw_1
M0,mlp,0,1,63,64,pythia-1b,medium,draw_2
M15,mlp,15,39,1,40,pythia-1b,medium,draw_2
M3,mlp,3,10,28,38,pythia-1b,medium,draw_2
M4,mlp,4,12,22,34,pythia-1b,medium,draw_2
A5.1,attn,5,13,39,52,pythia-1b,medium,draw_2
M5,mlp,5,18,31,49,pythia-1b,medium,draw_2
A6.3,attn,6,9,19,28,pythia-1b,medium,draw_2
M6,mlp,6,19,23,42,pythia-1b,medium,draw_2
A7.0,attn,7,12,23,35,pythia-1b,medium,draw_2
A7.1,attn,7,26,30,56,pythia-1b,medium,draw_2
A7.2,attn,7,19,20,39,pythia-1b,medium,draw_2
M7,mlp,7,22,24,46,pythia-1b,medium,draw_2
A8.1,attn,8,17,10,27,pythia-1b,medium,draw_2
A8.2,attn,8,33,29,62,pythia-1b,medium,draw_2
M8,mlp,8,21,21,42,pythia-1b,medium,draw_2
A9.0,attn,9,2,9,11,pythia-1b,medium,draw_2
A9.2,attn,9,27,17,44,pythia-1b,medium,draw_2
A9.5,attn,9,4,8,12,pythia-1b,medium,draw_2
M9,mlp,9,23,15,38,pythia-1b,medium,draw_2
A10.0,attn,10,11,5,16,pythia-1b,medium,draw_2
A10.5,attn,10,20,15,35,pythia-1b,medium,draw_2
A10.6,attn,10,22,9,31,pythia-1b,medium,draw_2
M10,mlp,10,26,12,38,pythia-1b,medium,draw_2
A11.0,attn,11,14,7,21,pythia-1b,medium,draw_2
A11.5,attn,11,15,3,18,pythia-1b,medium,draw_2
A11.6,attn,11,32,8,40,pythia-1b,medium,draw_2
M11,mlp,11,35,14,49,pythia-1b,medium,draw_2
A12.4,attn,12,6,3,9,pythia-1b,medium,draw_2
A12.5,attn,12,1,2,3,pythia-1b,medium,draw_2
M12,mlp,12,27,9,36,pythia-1b,medium,draw_2
A13.0,attn,13,1,3,4,pythia-1b,medium,draw_2
A13.1,attn,13,14,2,16,pythia-1b,medium,draw_2
A13.4,attn,13,5,2,7,pythia-1b,medium,draw_2
A13.6,attn,13,5,3,8,pythia-1b,medium,draw_2
M13,mlp,13,24,5,29,pythia-1b,medium,draw_2
A14.0,attn,14,5,2,7,pythia-1b,medium,draw_2
A14.2,attn,14,41,3,44,pythia-1b,medium,draw_2
A14.5,attn,14,1,2,3,pythia-1b,medium,draw_2
A14.6,attn,14,0,2,2,pythia-1b,medium,draw_2
M14,mlp,14,26,3,29,pythia-1b,medium,draw_2
A0.3,attn,0,1,9,10,pythia-1b,medium,draw_2
M1,mlp,1,3,22,25,pythia-1b,medium,draw_2
A0.4,attn,0,1,3,4,pythia-1b,medium,draw_2
A1.0,attn,1,1,4,5,pythia-1b,medium,draw_2
A1.3,attn,1,1,5,6,pythia-1b,medium,draw_2
A0.1,attn,0,1,4,5,pythia-1b,medium,draw_2
A1.7,attn,1,3,31,34,pythia-1b,medium,draw_2
A0.7,attn,0,0,2,2,pythia-1b,medium,draw_2
A2.0,attn,2,1,5,6,pythia-1b,medium,draw_2
A2.2,attn,2,2,3,5,pythia-1b,medium,draw_2
A2.6,attn,2,1,4,5,pythia-1b,medium,draw_2
M2,mlp,2,8,29,37,pythia-1b,medium,draw_2
A3.5,attn,3,7,19,26,pythia-1b,medium,draw_2
A4.0,attn,4,3,5,8,pythia-1b,medium,draw_2
A4.1,attn,4,7,6,13,pythia-1b,medium,draw_2
A4.2,attn,4,5,6,11,pythia-1b,medium,draw_2
A4.4,attn,4,10,38,48,pythia-1b,medium,draw_2
A4.6,attn,4,0,3,3,pythia-1b,medium,draw_2
A4.7,attn,4,1,2,3,pythia-1b,medium,draw_2
A4.3,attn,4,11,13,24,pythia-1b,medium,draw_2
A5.3,attn,5,5,12,17,pythia-1b,medium,draw_2
A6.5,attn,6,11,26,37,pythia-1b,medium,draw_2
A7.3,attn,7,3,5,8,pythia-1b,medium,draw_2
A7.6,attn,7,1,7,8,pythia-1b,medium,draw_2
A7.7,attn,7,1,4,5,pythia-1b,medium,draw_2
A9.1,attn,9,3,6,9,pythia-1b,medium,draw_2
A9.4,attn,9,3,7,10,pythia-1b,medium,draw_2
A15.0,attn,15,3,1,4,pythia-1b,medium,draw_2
A15.7,attn,15,5,1,6,pythia-1b,medium,draw_2
A2.1,attn,2,2,5,7,pythia-1b,medium,draw_2
A2.3,attn,2,2,4,6,pythia-1b,medium,draw_2
A2.5,attn,2,2,6,8,pythia-1b,medium,draw_2
A8.5,attn,8,12,7,19,pythia-1b,medium,draw_2
A10.1,attn,10,3,4,7,pythia-1b,medium,draw_2
A11.7,attn,11,16,8,24,pythia-1b,medium,draw_2
A5.4,attn,5,5,21,26,pythia-1b,medium,draw_2
A5.7,attn,5,2,7,9,pythia-1b,medium,draw_2
A7.5,attn,7,1,3,4,pythia-1b,medium,draw_2
A3.1,attn,3,0,1,1,pythia-1b,medium,draw_2
A3.2,attn,3,2,7,9,pythia-1b,medium,draw_2
A5.2,attn,5,2,5,7,pythia-1b,medium,draw_2
A5.5,attn,5,4,10,14,pythia-1b,medium,draw_2
A6.0,attn,6,5,7,12,pythia-1b,medium,draw_2
A6.2,attn,6,2,2,4,pythia-1b,medium,draw_2
A11.2,attn,11,14,5,19,pythia-1b,medium,draw_2
A13.3,attn,13,7,2,9,pythia-1b,medium,draw_2
A3.3,attn,3,0,2,2,pythia-1b,medium,draw_2
A4.5,attn,4,1,3,4,pythia-1b,medium,draw_2
A3.6,attn,3,4,8,12,pythia-1b,medium,draw_2
A5.6,attn,5,2,3,5,pythia-1b,medium,draw_2
A0.5,attn,0,1,1,2,pythia-1b,medium,draw_2
A11.4,attn,11,3,3,6,pythia-1b,medium,draw_2
A6.6,attn,6,0,3,3,pythia-1b,medium,draw_2
A8.0,attn,8,3,3,6,pythia-1b,medium,draw_2
A8.7,attn,8,10,6,16,pythia-1b,medium,draw_2
embed,embed,-1,0,7,7,pythia-1b,medium,draw_2
A9.6,attn,9,3,6,9,pythia-1b,medium,draw_2
A12.0,attn,12,3,2,5,pythia-1b,medium,draw_2
A12.1,attn,12,11,3,14,pythia-1b,medium,draw_2
A13.2,attn,13,11,2,13,pythia-1b,medium,draw_2
A0.0,attn,0,1,2,3,pythia-1b,medium,draw_2
A1.6,attn,1,0,1,1,pythia-1b,medium,draw_2
A3.0,attn,3,0,1,1,pythia-1b,medium,draw_2
A3.7,attn,3,1,1,2,pythia-1b,medium,draw_2
A10.2,attn,10,10,3,13,pythia-1b,medium,draw_2
A8.6,attn,8,2,2,4,pythia-1b,medium,draw_2
A9.7,attn,9,0,1,1,pythia-1b,medium,draw_2
A6.1,attn,6,2,2,4,pythia-1b,medium,draw_2
A7.4,attn,7,2,1,3,pythia-1b,medium,draw_2
A2.7,attn,2,0,1,1,pythia-1b,medium,draw_2
R15,resid,15,70,0,70,pythia-1b,medium,draw_2
A10.4,attn,10,0,1,1,pythia-1b,medium,draw_2
A12.2,attn,12,5,1,6,pythia-1b,medium,draw_2
A12.3,attn,12,18,2,20,pythia-1b,medium,draw_2
A12.6,attn,12,3,1,4,pythia-1b,medium,draw_2
A13.7,attn,13,0,1,1,pythia-1b,medium,draw_2
A15.2,attn,15,0,1,1,pythia-1b,medium,draw_2
A6.7,attn,6,0,1,1,pythia-1b,medium,draw_2
M0,mlp,0,1,54,55,pythia-1b,medium,draw_3
R15,resid,15,67,0,67,pythia-1b,medium,draw_3
M1,mlp,1,2,19,21,pythia-1b,medium,draw_3
M2,mlp,2,7,25,32,pythia-1b,medium,draw_3
M3,mlp,3,10,29,39,pythia-1b,medium,draw_3
A4.3,attn,4,13,13,26,pythia-1b,medium,draw_3
A4.4,attn,4,11,33,44,pythia-1b,medium,draw_3
M4,mlp,4,10,19,29,pythia-1b,medium,draw_3
A5.1,attn,5,15,28,43,pythia-1b,medium,draw_3
A5.3,attn,5,12,7,19,pythia-1b,medium,draw_3
A5.6,attn,5,2,4,6,pythia-1b,medium,draw_3
A5.7,attn,5,6,8,14,pythia-1b,medium,draw_3
M5,mlp,5,17,24,41,pythia-1b,medium,draw_3
A6.0,attn,6,4,6,10,pythia-1b,medium,draw_3
A6.3,attn,6,5,18,23,pythia-1b,medium,draw_3
A6.5,attn,6,13,21,34,pythia-1b,medium,draw_3
A6.6,attn,6,0,1,1,pythia-1b,medium,draw_3
M6,mlp,6,18,23,41,pythia-1b,medium,draw_3
A7.0,attn,7,15,15,30,pythia-1b,medium,draw_3
A7.1,attn,7,22,31,53,pythia-1b,medium,draw_3
A7.2,attn,7,21,21,42,pythia-1b,medium,draw_3
A7.3,attn,7,0,4,4,pythia-1b,medium,draw_3
M7,mlp,7,20,22,42,pythia-1b,medium,draw_3
A8.2,attn,8,28,29,57,pythia-1b,medium,draw_3
A8.5,attn,8,4,9,13,pythia-1b,medium,draw_3
M8,mlp,8,18,15,33,pythia-1b,medium,draw_3
A9.0,attn,9,1,5,6,pythia-1b,medium,draw_3
A9.2,attn,9,14,14,28,pythia-1b,medium,draw_3
A9.6,attn,9,2,3,5,pythia-1b,medium,draw_3
A9.7,attn,9,0,1,1,pythia-1b,medium,draw_3
M9,mlp,9,25,15,40,pythia-1b,medium,draw_3
A10.0,attn,10,9,5,14,pythia-1b,medium,draw_3
A10.5,attn,10,24,14,38,pythia-1b,medium,draw_3
A10.6,attn,10,26,8,34,pythia-1b,medium,draw_3
M10,mlp,10,19,11,30,pythia-1b,medium,draw_3
A11.0,attn,11,13,5,18,pythia-1b,medium,draw_3
A11.1,attn,11,0,3,3,pythia-1b,medium,draw_3
A11.2,attn,11,15,3,18,pythia-1b,medium,draw_3
A11.4,attn,11,3,2,5,pythia-1b,medium,draw_3
A11.5,attn,11,13,4,17,pythia-1b,medium,draw_3
A11.6,attn,11,17,9,26,pythia-1b,medium,draw_3
A11.7,attn,11,16,7,23,pythia-1b,medium,draw_3
M11,mlp,11,32,13,45,pythia-1b,medium,draw_3
A12.0,attn,12,14,2,16,pythia-1b,medium,draw_3
A12.1,attn,12,4,2,6,pythia-1b,medium,draw_3
A12.2,attn,12,0,1,1,pythia-1b,medium,draw_3
A12.3,attn,12,10,2,12,pythia-1b,medium,draw_3
A12.4,attn,12,3,3,6,pythia-1b,medium,draw_3
A12.5,attn,12,1,5,6,pythia-1b,medium,draw_3
A12.6,attn,12,4,1,5,pythia-1b,medium,draw_3
M12,mlp,12,24,11,35,pythia-1b,medium,draw_3
A13.0,attn,13,2,4,6,pythia-1b,medium,draw_3
A13.1,attn,13,16,3,19,pythia-1b,medium,draw_3
A13.2,attn,13,3,1,4,pythia-1b,medium,draw_3
A13.3,attn,13,16,2,18,pythia-1b,medium,draw_3
A13.4,attn,13,3,3,6,pythia-1b,medium,draw_3
A13.6,attn,13,4,2,6,pythia-1b,medium,draw_3
M13,mlp,13,21,4,25,pythia-1b,medium,draw_3
A14.0,attn,14,2,2,4,pythia-1b,medium,draw_3
A14.2,attn,14,31,3,34,pythia-1b,medium,draw_3
A14.5,attn,14,0,2,2,pythia-1b,medium,draw_3
A14.6,attn,14,2,1,3,pythia-1b,medium,draw_3
M14,mlp,14,23,2,25,pythia-1b,medium,draw_3
A15.0,attn,15,6,1,7,pythia-1b,medium,draw_3
A15.2,attn,15,0,1,1,pythia-1b,medium,draw_3
A15.6,attn,15,0,1,1,pythia-1b,medium,draw_3
A15.7,attn,15,4,1,5,pythia-1b,medium,draw_3
M15,mlp,15,39,1,40,pythia-1b,medium,draw_3
A0.1,attn,0,1,5,6,pythia-1b,medium,draw_3
A0.3,attn,0,1,5,6,pythia-1b,medium,draw_3
A1.3,attn,1,2,8,10,pythia-1b,medium,draw_3
A1.7,attn,1,4,29,33,pythia-1b,medium,draw_3
A2.0,attn,2,1,2,3,pythia-1b,medium,draw_3
A2.5,attn,2,1,7,8,pythia-1b,medium,draw_3
A3.1,attn,3,0,1,1,pythia-1b,medium,draw_3
A3.5,attn,3,8,13,21,pythia-1b,medium,draw_3
A4.0,attn,4,4,5,9,pythia-1b,medium,draw_3
A4.2,attn,4,3,5,8,pythia-1b,medium,draw_3
A7.6,attn,7,0,4,4,pythia-1b,medium,draw_3
A10.1,attn,10,2,3,5,pythia-1b,medium,draw_3
A5.4,attn,5,6,14,20,pythia-1b,medium,draw_3
A10.4,attn,10,1,1,2,pythia-1b,medium,draw_3
A4.5,attn,4,0,4,4,pythia-1b,medium,draw_3
A9.1,attn,9,6,8,14,pythia-1b,medium,draw_3
A6.1,attn,6,3,11,14,pythia-1b,medium,draw_3
A7.7,attn,7,1,5,6,pythia-1b,medium,draw_3
A8.0,attn,8,1,1,2,pythia-1b,medium,draw_3
A8.7,attn,8,1,3,4,pythia-1b,medium,draw_3
A9.4,attn,9,4,5,9,pythia-1b,medium,draw_3
A2.2,attn,2,2,4,6,pythia-1b,medium,draw_3
A4.6,attn,4,0,1,1,pythia-1b,medium,draw_3
A5.5,attn,5,4,8,12,pythia-1b,medium,draw_3
A8.1,attn,8,11,11,22,pythia-1b,medium,draw_3
A9.5,attn,9,8,8,16,pythia-1b,medium,draw_3
A3.2,attn,3,3,7,10,pythia-1b,medium,draw_3
A3.3,attn,3,1,3,4,pythia-1b,medium,draw_3
A1.6,attn,1,1,1,2,pythia-1b,medium,draw_3
A2.1,attn,2,2,6,8,pythia-1b,medium,draw_3
A2.3,attn,2,0,4,4,pythia-1b,medium,draw_3
A3.6,attn,3,3,8,11,pythia-1b,medium,draw_3
A3.7,attn,3,1,2,3,pythia-1b,medium,draw_3
A4.1,attn,4,3,8,11,pythia-1b,medium,draw_3
A0.5,attn,0,1,2,3,pythia-1b,medium,draw_3
A1.0,attn,1,1,6,7,pythia-1b,medium,draw_3
A2.6,attn,2,1,2,3,pythia-1b,medium,draw_3
A0.7,attn,0,1,2,3,pythia-1b,medium,draw_3
embed,embed,-1,0,6,6,pythia-1b,medium,draw_3
A7.4,attn,7,2,2,4,pythia-1b,medium,draw_3
A5.2,attn,5,1,2,3,pythia-1b,medium,draw_3
A2.7,attn,2,0,1,1,pythia-1b,medium,draw_3
A5.0,attn,5,0,1,1,pythia-1b,medium,draw_3
A8.6,attn,8,1,1,2,pythia-1b,medium,draw_3
A10.2,attn,10,0,1,1,pythia-1b,medium,draw_3
A7.5,attn,7,0,1,1,pythia-1b,medium,draw_3
A0.4,attn,0,1,1,2,pythia-1b,medium,draw_3
A0.0,attn,0,0,1,1,pythia-1b,medium,draw_3
M0,mlp,0,1,53,54,pythia-1b,high,draw_1
A3.2,attn,3,4,9,13,pythia-1b,high,draw_1
A1.7,attn,1,2,28,30,pythia-1b,high,draw_1
A2.0,attn,2,1,5,6,pythia-1b,high,draw_1
M2,mlp,2,6,32,38,pythia-1b,high,draw_1
A3.3,attn,3,1,4,5,pythia-1b,high,draw_1
A3.4,attn,3,1,2,3,pythia-1b,high,draw_1
A0.1,attn,0,1,2,3,pythia-1b,high,draw_1
A3.5,attn,3,10,15,25,pythia-1b,high,draw_1
A1.0,attn,1,1,3,4,pythia-1b,high,draw_1
A1.3,attn,1,1,6,7,pythia-1b,high,draw_1
M1,mlp,1,5,21,26,pythia-1b,high,draw_1
A2.1,attn,2,1,4,5,pythia-1b,high,draw_1
A2.3,attn,2,3,5,8,pythia-1b,high,draw_1
A2.5,attn,2,2,6,8,pythia-1b,high,draw_1
A3.6,attn,3,6,10,16,pythia-1b,high,draw_1
A5.4,attn,5,6,13,19,pythia-1b,high,draw_1
A12.0,attn,12,5,3,8,pythia-1b,high,draw_1
M6,mlp,6,24,26,50,pythia-1b,high,draw_1
A7.1,attn,7,22,35,57,pythia-1b,high,draw_1
A8.1,attn,8,16,15,31,pythia-1b,high,draw_1
M9,mlp,9,23,16,39,pythia-1b,high,draw_1
A12.1,attn,12,6,3,9,pythia-1b,high,draw_1
A4.1,attn,4,3,5,8,pythia-1b,high,draw_1
A4.4,attn,4,10,38,48,pythia-1b,high,draw_1
A5.1,attn,5,12,34,46,pythia-1b,high,draw_1
A11.5,attn,11,14,8,22,pythia-1b,high,draw_1
A12.2,attn,12,6,1,7,pythia-1b,high,draw_1
A8.2,attn,8,29,26,55,pythia-1b,high,draw_1
A9.2,attn,9,22,19,41,pythia-1b,high,draw_1
M10,mlp,10,25,13,38,pythia-1b,high,draw_1
A12.3,attn,12,20,1,21,pythia-1b,high,draw_1
M5,mlp,5,18,33,51,pythia-1b,high,draw_1
A6.3,attn,6,7,17,24,pythia-1b,high,draw_1
A6.5,attn,6,12,23,35,pythia-1b,high,draw_1
A7.0,attn,7,15,23,38,pythia-1b,high,draw_1
M7,mlp,7,24,21,45,pythia-1b,high,draw_1
A8.6,attn,8,2,3,5,pythia-1b,high,draw_1
M8,mlp,8,22,21,43,pythia-1b,high,draw_1
A9.4,attn,9,6,7,13,pythia-1b,high,draw_1
A11.0,attn,11,18,9,27,pythia-1b,high,draw_1
A11.7,attn,11,18,7,25,pythia-1b,high,draw_1
M11,mlp,11,40,14,54,pythia-1b,high,draw_1
A10.6,attn,10,19,14,33,pythia-1b,high,draw_1
A12.4,attn,12,2,3,5,pythia-1b,high,draw_1
A12.5,attn,12,1,1,2,pythia-1b,high,draw_1
A12.6,attn,12,9,2,11,pythia-1b,high,draw_1
A7.2,attn,7,21,21,42,pythia-1b,high,draw_1
A7.6,attn,7,0,5,5,pythia-1b,high,draw_1
A8.5,attn,8,11,14,25,pythia-1b,high,draw_1
A2.6,attn,2,3,3,6,pythia-1b,high,draw_1
A2.7,attn,2,0,1,1,pythia-1b,high,draw_1
A3.1,attn,3,0,1,1,pythia-1b,high,draw_1
M3,mlp,3,8,23,31,pythia-1b,high,draw_1
A4.0,attn,4,0,6,6,pythia-1b,high,draw_1
A4.2,attn,4,2,5,7,pythia-1b,high,draw_1
A4.3,attn,4,10,11,21,pythia-1b,high,draw_1
M4,mlp,4,12,25,37,pythia-1b,high,draw_1
A0.0,attn,0,1,4,5,pythia-1b,high,draw_1
A0.3,attn,0,1,5,6,pythia-1b,high,draw_1
A5.3,attn,5,4,11,15,pythia-1b,high,draw_1
A5.7,attn,5,0,6,6,pythia-1b,high,draw_1
A6.0,attn,6,6,10,16,pythia-1b,high,draw_1
A7.5,attn,7,2,4,6,pythia-1b,high,draw_1
A8.7,attn,8,0,3,3,pythia-1b,high,draw_1
A9.5,attn,9,6,11,17,pythia-1b,high,draw_1
M13,mlp,13,23,5,28,pythia-1b,high,draw_1
A10.5,attn,10,26,15,41,pythia-1b,high,draw_1
A11.6,attn,11,20,8,28,pythia-1b,high,draw_1
M12,mlp,12,31,9,40,pythia-1b,high,draw_1
A0.7,attn,0,1,4,5,pythia-1b,high,draw_1
A10.0,attn,10,11,4,15,pythia-1b,high,draw_1
A5.5,attn,5,4,14,18,pythia-1b,high,draw_1
A10.1,attn,10,2,5,7,pythia-1b,high,draw_1
A10.2,attn,10,7,2,9,pythia-1b,high,draw_1
A10.3,attn,10,4,1,5,pythia-1b,high,draw_1
A6.1,attn,6,2,5,7,pythia-1b,high,draw_1
A7.3,attn,7,3,7,10,pythia-1b,high,draw_1
A9.6,attn,9,2,6,8,pythia-1b,high,draw_1
A9.7,attn,9,2,2,4,pythia-1b,high,draw_1
A10.7,attn,10,3,1,4,pythia-1b,high,draw_1
A5.2,attn,5,0,4,4,pythia-1b,high,draw_1
A6.6,attn,6,0,5,5,pythia-1b,high,draw_1
A9.0,attn,9,2,6,8,pythia-1b,high,draw_1
A9.1,attn,9,3,4,7,pythia-1b,high,draw_1
embed,embed,-1,0,6,6,pythia-1b,high,draw_1
M15,mlp,15,37,1,38,pythia-1b,high,draw_1
A13.0,attn,13,1,3,4,pythia-1b,high,draw_1
A13.1,attn,13,24,3,27,pythia-1b,high,draw_1
A13.4,attn,13,4,3,7,pythia-1b,high,draw_1
A13.6,attn,13,4,2,6,pythia-1b,high,draw_1
A14.0,attn,14,4,2,6,pythia-1b,high,draw_1
A14.2,attn,14,35,2,37,pythia-1b,high,draw_1
A14.5,attn,14,0,1,1,pythia-1b,high,draw_1
A14.6,attn,14,2,2,4,pythia-1b,high,draw_1
A6.2,attn,6,0,2,2,pythia-1b,high,draw_1
A5.6,attn,5,0,4,4,pythia-1b,high,draw_1
A11.2,attn,11,20,2,22,pythia-1b,high,draw_1
A11.4,attn,11,4,3,7,pythia-1b,high,draw_1
A7.7,attn,7,1,3,4,pythia-1b,high,draw_1
A8.0,attn,8,2,2,4,pythia-1b,high,draw_1
A6.7,attn,6,0,1,1,pythia-1b,high,draw_1
A4.5,attn,4,3,7,10,pythia-1b,high,draw_1
A15.0,attn,15,1,1,2,pythia-1b,high,draw_1
A15.7,attn,15,9,1,10,pythia-1b,high,draw_1
M14,mlp,14,24,2,26,pythia-1b,high,draw_1
A11.3,attn,11,0,1,1,pythia-1b,high,draw_1
A13.2,attn,13,3,1,4,pythia-1b,high,draw_1
A13.3,attn,13,16,1,17,pythia-1b,high,draw_1
A4.6,attn,4,0,1,1,pythia-1b,high,draw_1
A2.2,attn,2,0,3,3,pythia-1b,high,draw_1
A0.4,attn,0,1,1,2,pythia-1b,high,draw_1
R15,resid,15,72,0,72,pythia-1b,high,draw_1
A13.7,attn,13,0,1,1,pythia-1b,high,draw_1
A15.2,attn,15,0,1,1,pythia-1b,high,draw_1
A15.3,attn,15,0,1,1,pythia-1b,high,draw_1
A15.5,attn,15,0,1,1,pythia-1b,high,draw_1
A15.6,attn,15,0,1,1,pythia-1b,high,draw_1
A0.6,attn,0,0,1,1,pythia-1b,high,draw_1
A0.0,attn,0,1,2,3,pythia-1b,high,draw_2
M9,mlp,9,30,12,42,pythia-1b,high,draw_2
M0,mlp,0,1,54,55,pythia-1b,high,draw_2
A1.0,attn,1,1,6,7,pythia-1b,high,draw_2
M1,mlp,1,1,19,20,pythia-1b,high,draw_2
A2.5,attn,2,2,6,8,pythia-1b,high,draw_2
M2,mlp,2,8,29,37,pythia-1b,high,draw_2
A3.6,attn,3,3,11,14,pythia-1b,high,draw_2
M3,mlp,3,13,23,36,pythia-1b,high,draw_2
A4.2,attn,4,4,5,9,pythia-1b,high,draw_2
A4.4,attn,4,11,33,44,pythia-1b,high,draw_2
A4.7,attn,4,0,1,1,pythia-1b,high,draw_2
M4,mlp,4,10,22,32,pythia-1b,high,draw_2
A5.1,attn,5,12,29,41,pythia-1b,high,draw_2
A5.3,attn,5,3,9,12,pythia-1b,high,draw_2
A5.4,attn,5,5,15,20,pythia-1b,high,draw_2
A5.7,attn,5,4,14,18,pythia-1b,high,draw_2
M5,mlp,5,10,27,37,pythia-1b,high,draw_2
A6.3,attn,6,6,16,22,pythia-1b,high,draw_2
A6.5,attn,6,10,20,30,pythia-1b,high,draw_2
M6,mlp,6,23,26,49,pythia-1b,high,draw_2
A7.0,attn,7,14,23,37,pythia-1b,high,draw_2
A7.1,attn,7,22,26,48,pythia-1b,high,draw_2
A7.2,attn,7,20,19,39,pythia-1b,high,draw_2
A7.3,attn,7,0,4,4,pythia-1b,high,draw_2
A7.6,attn,7,0,5,5,pythia-1b,high,draw_2
M7,mlp,7,20,19,39,pythia-1b,high,draw_2
A8.1,attn,8,3,7,10,pythia-1b,high,draw_2
A8.2,attn,8,33,26,59,pythia-1b,high,draw_2
A8.6,attn,8,1,5,6,pythia-1b,high,draw_2
