node,node_type,layer,in_degree,out_degree,total_degree,model,band,draw
A12.8,attn,12,0,2,2,pythia-410m,control,draw_3
A12.9,attn,12,6,2,8,pythia-410m,control,draw_3
A12.10,attn,12,4,3,7,pythia-410m,control,draw_3
A12.14,attn,12,0,1,1,pythia-410m,control,draw_3
A12.15,attn,12,1,1,2,pythia-410m,control,draw_3
A15.1,attn,15,4,1,5,pythia-410m,control,draw_3
A15.2,attn,15,7,3,10,pythia-410m,control,draw_3
A15.8,attn,15,4,2,6,pythia-410m,control,draw_3
A15.10,attn,15,11,3,14,pythia-410m,control,draw_3
A16.6,attn,16,0,2,2,pythia-410m,control,draw_3
A17.0,attn,17,5,2,7,pythia-410m,control,draw_3
A17.1,attn,17,10,2,12,pythia-410m,control,draw_3
A17.6,attn,17,2,1,3,pythia-410m,control,draw_3
A17.9,attn,17,42,5,47,pythia-410m,control,draw_3
A17.11,attn,17,9,1,10,pythia-410m,control,draw_3
A17.14,attn,17,2,1,3,pythia-410m,control,draw_3
A17.15,attn,17,24,3,27,pythia-410m,control,draw_3
A19.1,attn,19,1,1,2,pythia-410m,control,draw_3
A19.2,attn,19,11,3,14,pythia-410m,control,draw_3
A19.3,attn,19,2,2,4,pythia-410m,control,draw_3
A19.4,attn,19,0,2,2,pythia-410m,control,draw_3
A19.6,attn,19,1,2,3,pythia-410m,control,draw_3
A19.8,attn,19,2,1,3,pythia-410m,control,draw_3
A19.9,attn,19,9,3,12,pythia-410m,control,draw_3
A19.11,attn,19,10,2,12,pythia-410m,control,draw_3
A19.12,attn,19,13,2,15,pythia-410m,control,draw_3
A19.14,attn,19,1,2,3,pythia-410m,control,draw_3
A20.1,attn,20,2,2,4,pythia-410m,control,draw_3
A20.2,attn,20,14,3,17,pythia-410m,control,draw_3
A20.6,attn,20,0,2,2,pythia-410m,control,draw_3
A20.7,attn,20,0,1,1,pythia-410m,control,draw_3
A20.13,attn,20,12,1,13,pythia-410m,control,draw_3
A20.15,attn,20,2,2,4,pythia-410m,control,draw_3
A21.0,attn,21,1,1,2,pythia-410m,control,draw_3
A21.1,attn,21,5,1,6,pythia-410m,control,draw_3
A21.2,attn,21,4,2,6,pythia-410m,control,draw_3
A21.4,attn,21,8,1,9,pythia-410m,control,draw_3
A21.6,attn,21,3,2,5,pythia-410m,control,draw_3
A21.7,attn,21,5,2,7,pythia-410m,control,draw_3
A22.3,attn,22,0,2,2,pythia-410m,control,draw_3
A22.7,attn,22,0,1,1,pythia-410m,control,draw_3
A22.13,attn,22,0,2,2,pythia-410m,control,draw_3
M22,mlp,22,90,2,92,pythia-410m,control,draw_3
A23.12,attn,23,4,1,5,pythia-410m,control,draw_3
A23.13,attn,23,2,1,3,pythia-410m,control,draw_3
A23.14,attn,23,0,1,1,pythia-410m,control,draw_3
A23.15,attn,23,0,1,1,pythia-410m,control,draw_3
M23,mlp,23,170,1,171,pythia-410m,control,draw_3
A1.5,attn,1,1,1,2,pythia-410m,control,draw_3
A1.15,attn,1,3,6,9,pythia-410m,control,draw_3
A2.0,attn,2,0,2,2,pythia-410m,control,draw_3
A2.8,attn,2,0,2,2,pythia-410m,control,draw_3
A4.0,attn,4,0,4,4,pythia-410m,control,draw_3
A3.8,attn,3,0,1,1,pythia-410m,control,draw_3
A15.14,attn,15,5,3,8,pythia-410m,control,draw_3
A1.2,attn,1,0,1,1,pythia-410m,control,draw_3
A1.7,attn,1,0,1,1,pythia-410m,control,draw_3
A2.3,attn,2,1,1,2,pythia-410m,control,draw_3
A2.15,attn,2,1,2,3,pythia-410m,control,draw_3
A4.3,attn,4,0,2,2,pythia-410m,control,draw_3
A15.15,attn,15,1,1,2,pythia-410m,control,draw_3
A2.9,attn,2,1,1,2,pythia-410m,control,draw_3
A11.3,attn,11,0,1,1,pythia-410m,control,draw_3
M0,mlp,0,1,58,59,pythia-1b,low,draw_1
A7.0,attn,7,19,17,36,pythia-1b,low,draw_1
A1.0,attn,1,1,8,9,pythia-1b,low,draw_1
A1.3,attn,1,1,9,10,pythia-1b,low,draw_1
A1.7,attn,1,2,29,31,pythia-1b,low,draw_1
M2,mlp,2,8,21,29,pythia-1b,low,draw_1
A3.5,attn,3,7,15,22,pythia-1b,low,draw_1
A3.6,attn,3,3,13,16,pythia-1b,low,draw_1
M3,mlp,3,9,24,33,pythia-1b,low,draw_1
A4.3,attn,4,12,13,25,pythia-1b,low,draw_1
A4.4,attn,4,10,32,42,pythia-1b,low,draw_1
M4,mlp,4,11,24,35,pythia-1b,low,draw_1
A5.1,attn,5,12,33,45,pythia-1b,low,draw_1
A5.3,attn,5,5,14,19,pythia-1b,low,draw_1
A5.4,attn,5,8,20,28,pythia-1b,low,draw_1
A5.5,attn,5,4,8,12,pythia-1b,low,draw_1
M5,mlp,5,22,32,54,pythia-1b,low,draw_1
A6.0,attn,6,4,7,11,pythia-1b,low,draw_1
A6.5,attn,6,9,22,31,pythia-1b,low,draw_1
M6,mlp,6,23,22,45,pythia-1b,low,draw_1
A0.0,attn,0,1,5,6,pythia-1b,low,draw_1
A7.1,attn,7,28,31,59,pythia-1b,low,draw_1
M1,mlp,1,4,19,23,pythia-1b,low,draw_1
A2.0,attn,2,1,2,3,pythia-1b,low,draw_1
A2.1,attn,2,3,7,10,pythia-1b,low,draw_1
A2.3,attn,2,2,3,5,pythia-1b,low,draw_1
A3.2,attn,3,3,9,12,pythia-1b,low,draw_1
A3.7,attn,3,1,3,4,pythia-1b,low,draw_1
A4.0,attn,4,1,4,5,pythia-1b,low,draw_1
A4.1,attn,4,4,6,10,pythia-1b,low,draw_1
A5.0,attn,5,0,4,4,pythia-1b,low,draw_1
A5.6,attn,5,1,2,3,pythia-1b,low,draw_1
A6.1,attn,6,4,10,14,pythia-1b,low,draw_1
A6.3,attn,6,5,13,18,pythia-1b,low,draw_1
A7.2,attn,7,22,19,41,pythia-1b,low,draw_1
A2.5,attn,2,2,3,5,pythia-1b,low,draw_1
A6.2,attn,6,0,2,2,pythia-1b,low,draw_1
A7.3,attn,7,1,8,9,pythia-1b,low,draw_1
A7.4,attn,7,3,4,7,pythia-1b,low,draw_1
A7.6,attn,7,1,3,4,pythia-1b,low,draw_1
A7.7,attn,7,1,3,4,pythia-1b,low,draw_1
M12,mlp,12,31,11,42,pythia-1b,low,draw_1
M7,mlp,7,24,24,48,pythia-1b,low,draw_1
A8.2,attn,8,30,28,58,pythia-1b,low,draw_1
A8.5,attn,8,11,14,25,pythia-1b,low,draw_1
M8,mlp,8,22,19,41,pythia-1b,low,draw_1
A9.1,attn,9,4,6,10,pythia-1b,low,draw_1
A9.2,attn,9,28,17,45,pythia-1b,low,draw_1
A9.4,attn,9,3,7,10,pythia-1b,low,draw_1
A9.6,attn,9,10,5,15,pythia-1b,low,draw_1
M9,mlp,9,26,14,40,pythia-1b,low,draw_1
A10.0,attn,10,4,4,8,pythia-1b,low,draw_1
A10.5,attn,10,16,14,30,pythia-1b,low,draw_1
A10.6,attn,10,27,11,38,pythia-1b,low,draw_1
A11.0,attn,11,12,8,20,pythia-1b,low,draw_1
A11.2,attn,11,9,5,14,pythia-1b,low,draw_1
A11.6,attn,11,27,8,35,pythia-1b,low,draw_1
A11.7,attn,11,27,12,39,pythia-1b,low,draw_1
M11,mlp,11,36,15,51,pythia-1b,low,draw_1
A15.0,attn,15,5,1,6,pythia-1b,low,draw_1
A14.2,attn,14,31,4,35,pythia-1b,low,draw_1
A15.2,attn,15,1,1,2,pythia-1b,low,draw_1
A15.7,attn,15,7,1,8,pythia-1b,low,draw_1
M14,mlp,14,21,3,24,pythia-1b,low,draw_1
A9.5,attn,9,3,6,9,pythia-1b,low,draw_1
M10,mlp,10,20,7,27,pythia-1b,low,draw_1
A13.0,attn,13,3,4,7,pythia-1b,low,draw_1
A13.3,attn,13,12,2,14,pythia-1b,low,draw_1
A13.4,attn,13,8,4,12,pythia-1b,low,draw_1
M13,mlp,13,15,4,19,pythia-1b,low,draw_1
A0.4,attn,0,1,2,3,pythia-1b,low,draw_1
A3.0,attn,3,1,2,3,pythia-1b,low,draw_1
A5.2,attn,5,1,4,5,pythia-1b,low,draw_1
A8.0,attn,8,4,4,8,pythia-1b,low,draw_1
A8.7,attn,8,4,3,7,pythia-1b,low,draw_1
A9.0,attn,9,2,5,7,pythia-1b,low,draw_1
A10.1,attn,10,12,7,19,pythia-1b,low,draw_1
A10.2,attn,10,1,1,2,pythia-1b,low,draw_1
A0.3,attn,0,1,6,7,pythia-1b,low,draw_1
A4.5,attn,4,1,3,4,pythia-1b,low,draw_1
A6.6,attn,6,1,2,3,pythia-1b,low,draw_1
A7.5,attn,7,0,2,2,pythia-1b,low,draw_1
A8.1,attn,8,7,9,16,pythia-1b,low,draw_1
A5.7,attn,5,4,15,19,pythia-1b,low,draw_1
A9.7,attn,9,3,4,7,pythia-1b,low,draw_1
A14.0,attn,14,1,2,3,pythia-1b,low,draw_1
A11.4,attn,11,2,2,4,pythia-1b,low,draw_1
A11.5,attn,11,17,2,19,pythia-1b,low,draw_1
A12.0,attn,12,10,3,13,pythia-1b,low,draw_1
A12.1,attn,12,19,3,22,pythia-1b,low,draw_1
A12.4,attn,12,2,3,5,pythia-1b,low,draw_1
A13.2,attn,13,9,2,11,pythia-1b,low,draw_1
A14.6,attn,14,3,1,4,pythia-1b,low,draw_1
A4.2,attn,4,2,3,5,pythia-1b,low,draw_1
embed,embed,-1,0,5,5,pythia-1b,low,draw_1
A1.6,attn,1,1,1,2,pythia-1b,low,draw_1
A0.1,attn,0,1,5,6,pythia-1b,low,draw_1
A0.7,attn,0,0,2,2,pythia-1b,low,draw_1
A2.4,attn,2,0,1,1,pythia-1b,low,draw_1
A6.7,attn,6,0,1,1,pythia-1b,low,draw_1
A8.6,attn,8,2,3,5,pythia-1b,low,draw_1
A12.2,attn,12,3,2,5,pythia-1b,low,draw_1
A12.3,attn,12,5,2,7,pythia-1b,low,draw_1
A12.5,attn,12,2,1,3,pythia-1b,low,draw_1
A2.2,attn,2,2,3,5,pythia-1b,low,draw_1
A3.1,attn,3,0,1,1,pythia-1b,low,draw_1
A2.6,attn,2,1,2,3,pythia-1b,low,draw_1
R15,resid,15,69,0,69,pythia-1b,low,draw_1
A11.1,attn,11,0,1,1,pythia-1b,low,draw_1
A12.6,attn,12,0,2,2,pythia-1b,low,draw_1
A13.1,attn,13,7,2,9,pythia-1b,low,draw_1
A13.6,attn,13,3,2,5,pythia-1b,low,draw_1
A14.3,attn,14,0,1,1,pythia-1b,low,draw_1
A14.5,attn,14,0,1,1,pythia-1b,low,draw_1
A15.6,attn,15,0,1,1,pythia-1b,low,draw_1
M15,mlp,15,36,1,37,pythia-1b,low,draw_1
A4.7,attn,4,0,1,1,pythia-1b,low,draw_1
A2.7,attn,2,0,1,1,pythia-1b,low,draw_1
M5,mlp,5,16,29,45,pythia-1b,low,draw_2
A9.0,attn,9,4,8,12,pythia-1b,low,draw_2
M6,mlp,6,23,29,52,pythia-1b,low,draw_2
A7.1,attn,7,24,31,55,pythia-1b,low,draw_2
A8.2,attn,8,29,31,60,pythia-1b,low,draw_2
M0,mlp,0,1,55,56,pythia-1b,low,draw_2
A9.1,attn,9,2,4,6,pythia-1b,low,draw_2
A9.2,attn,9,23,15,38,pythia-1b,low,draw_2
A1.7,attn,1,2,30,32,pythia-1b,low,draw_2
M2,mlp,2,5,27,32,pythia-1b,low,draw_2
A3.5,attn,3,6,14,20,pythia-1b,low,draw_2
A4.3,attn,4,16,10,26,pythia-1b,low,draw_2
A4.4,attn,4,9,36,45,pythia-1b,low,draw_2
M4,mlp,4,10,23,33,pythia-1b,low,draw_2
A5.1,attn,5,12,28,40,pythia-1b,low,draw_2
A5.4,attn,5,5,18,23,pythia-1b,low,draw_2
A5.5,attn,5,4,11,15,pythia-1b,low,draw_2
A5.7,attn,5,5,14,19,pythia-1b,low,draw_2
A6.0,attn,6,4,6,10,pythia-1b,low,draw_2
A6.1,attn,6,2,7,9,pythia-1b,low,draw_2
A6.3,attn,6,9,18,27,pythia-1b,low,draw_2
A7.0,attn,7,14,20,34,pythia-1b,low,draw_2
A7.2,attn,7,20,19,39,pythia-1b,low,draw_2
M7,mlp,7,22,20,42,pythia-1b,low,draw_2
A8.0,attn,8,1,7,8,pythia-1b,low,draw_2
A8.5,attn,8,9,15,24,pythia-1b,low,draw_2
M8,mlp,8,20,18,38,pythia-1b,low,draw_2
A9.4,attn,9,1,7,8,pythia-1b,low,draw_2
A9.5,attn,9,10,7,17,pythia-1b,low,draw_2
M3,mlp,3,12,25,37,pythia-1b,low,draw_2
A4.2,attn,4,2,6,8,pythia-1b,low,draw_2
A8.1,attn,8,13,11,24,pythia-1b,low,draw_2
A9.6,attn,9,14,6,20,pythia-1b,low,draw_2
A8.7,attn,8,7,4,11,pythia-1b,low,draw_2
A9.7,attn,9,1,1,2,pythia-1b,low,draw_2
A10.0,attn,10,7,3,10,pythia-1b,low,draw_2
M9,mlp,9,25,13,38,pythia-1b,low,draw_2
A10.1,attn,10,2,4,6,pythia-1b,low,draw_2
A10.2,attn,10,2,2,4,pythia-1b,low,draw_2
A10.5,attn,10,29,9,38,pythia-1b,low,draw_2
M1,mlp,1,4,17,21,pythia-1b,low,draw_2
A3.6,attn,3,3,13,16,pythia-1b,low,draw_2
A5.3,attn,5,2,10,12,pythia-1b,low,draw_2
A6.5,attn,6,10,20,30,pythia-1b,low,draw_2
A7.6,attn,7,1,5,6,pythia-1b,low,draw_2
A8.6,attn,8,1,2,3,pythia-1b,low,draw_2
A10.6,attn,10,34,12,46,pythia-1b,low,draw_2
A3.2,attn,3,4,5,9,pythia-1b,low,draw_2
A7.3,attn,7,0,4,4,pythia-1b,low,draw_2
A7.4,attn,7,0,1,1,pythia-1b,low,draw_2
A9.3,attn,9,0,1,1,pythia-1b,low,draw_2
A0.3,attn,0,1,6,7,pythia-1b,low,draw_2
A2.1,attn,2,2,8,10,pythia-1b,low,draw_2
A4.1,attn,4,4,5,9,pythia-1b,low,draw_2
A6.6,attn,6,1,2,3,pythia-1b,low,draw_2
embed,embed,-1,0,5,5,pythia-1b,low,draw_2
A0.0,attn,0,1,4,5,pythia-1b,low,draw_2
A0.1,attn,0,1,3,4,pythia-1b,low,draw_2
A0.4,attn,0,1,2,3,pythia-1b,low,draw_2
A0.7,attn,0,0,1,1,pythia-1b,low,draw_2
A1.1,attn,1,0,1,1,pythia-1b,low,draw_2
A1.6,attn,1,0,3,3,pythia-1b,low,draw_2
A2.2,attn,2,2,2,4,pythia-1b,low,draw_2
A2.6,attn,2,2,2,4,pythia-1b,low,draw_2
A2.7,attn,2,0,1,1,pythia-1b,low,draw_2
A12.0,attn,12,11,1,12,pythia-1b,low,draw_2
A11.6,attn,11,20,8,28,pythia-1b,low,draw_2
A11.7,attn,11,18,11,29,pythia-1b,low,draw_2
A12.1,attn,12,14,3,17,pythia-1b,low,draw_2
A11.5,attn,11,8,5,13,pythia-1b,low,draw_2
M11,mlp,11,29,15,44,pythia-1b,low,draw_2
A12.2,attn,12,3,2,5,pythia-1b,low,draw_2
A12.3,attn,12,7,1,8,pythia-1b,low,draw_2
M10,mlp,10,14,11,25,pythia-1b,low,draw_2
A12.4,attn,12,3,3,6,pythia-1b,low,draw_2
A12.5,attn,12,1,1,2,pythia-1b,low,draw_2
A2.3,attn,2,1,4,5,pythia-1b,low,draw_2
A2.5,attn,2,2,6,8,pythia-1b,low,draw_2
A3.4,attn,3,0,2,2,pythia-1b,low,draw_2
A3.7,attn,3,0,1,1,pythia-1b,low,draw_2
A4.6,attn,4,1,2,3,pythia-1b,low,draw_2
A5.6,attn,5,0,4,4,pythia-1b,low,draw_2
A7.5,attn,7,0,1,1,pythia-1b,low,draw_2
A7.7,attn,7,1,3,4,pythia-1b,low,draw_2
A1.3,attn,1,1,4,5,pythia-1b,low,draw_2
A4.0,attn,4,2,3,5,pythia-1b,low,draw_2
A5.0,attn,5,2,3,5,pythia-1b,low,draw_2
A3.3,attn,3,1,1,2,pythia-1b,low,draw_2
A4.5,attn,4,0,4,4,pythia-1b,low,draw_2
M14,mlp,14,24,2,26,pythia-1b,low,draw_2
A11.0,attn,11,15,7,22,pythia-1b,low,draw_2
M12,mlp,12,32,11,43,pythia-1b,low,draw_2
A13.0,attn,13,7,4,11,pythia-1b,low,draw_2
A13.4,attn,13,5,4,9,pythia-1b,low,draw_2
M13,mlp,13,22,4,26,pythia-1b,low,draw_2
A0.5,attn,0,0,1,1,pythia-1b,low,draw_2
A1.0,attn,1,1,5,6,pythia-1b,low,draw_2
M15,mlp,15,37,1,38,pythia-1b,low,draw_2
A13.1,attn,13,16,2,18,pythia-1b,low,draw_2
A13.3,attn,13,8,2,10,pythia-1b,low,draw_2
A13.6,attn,13,2,2,4,pythia-1b,low,draw_2
A14.0,attn,14,4,2,6,pythia-1b,low,draw_2
A14.2,attn,14,34,4,38,pythia-1b,low,draw_2
A11.2,attn,11,18,3,21,pythia-1b,low,draw_2
A11.4,attn,11,2,3,5,pythia-1b,low,draw_2
A13.2,attn,13,12,2,14,pythia-1b,low,draw_2
A14.4,attn,14,1,1,2,pythia-1b,low,draw_2
A2.0,attn,2,0,2,2,pythia-1b,low,draw_2
R15,resid,15,68,0,68,pythia-1b,low,draw_2
A11.1,attn,11,0,1,1,pythia-1b,low,draw_2
A12.6,attn,12,0,2,2,pythia-1b,low,draw_2
A14.5,attn,14,0,1,1,pythia-1b,low,draw_2
A14.6,attn,14,0,1,1,pythia-1b,low,draw_2
A15.0,attn,15,5,1,6,pythia-1b,low,draw_2
A15.2,attn,15,1,1,2,pythia-1b,low,draw_2
A15.6,attn,15,0,1,1,pythia-1b,low,draw_2
A15.7,attn,15,2,1,3,pythia-1b,low,draw_2
A6.2,attn,6,0,1,1,pythia-1b,low,draw_2
A11.3,attn,11,0,1,1,pythia-1b,low,draw_2
A3.1,attn,3,1,1,2,pythia-1b,low,draw_2
A5.2,attn,5,0,1,1,pythia-1b,low,draw_2
A6.7,attn,6,0,1,1,pythia-1b,low,draw_2
A3.0,attn,3,0,1,1,pythia-1b,low,draw_2
M0,mlp,0,1,56,57,pythia-1b,low,draw_3
M10,mlp,10,26,10,36,pythia-1b,low,draw_3
A1.7,attn,1,2,23,25,pythia-1b,low,draw_3
M1,mlp,1,2,26,28,pythia-1b,low,draw_3
M2,mlp,2,5,26,31,pythia-1b,low,draw_3
A3.5,attn,3,6,18,24,pythia-1b,low,draw_3
M3,mlp,3,12,28,40,pythia-1b,low,draw_3
A4.3,attn,4,12,14,26,pythia-1b,low,draw_3
A4.4,attn,4,8,40,48,pythia-1b,low,draw_3
M4,mlp,4,9,22,31,pythia-1b,low,draw_3
A5.1,attn,5,11,38,49,pythia-1b,low,draw_3
A5.5,attn,5,2,12,14,pythia-1b,low,draw_3
A5.7,attn,5,5,14,19,pythia-1b,low,draw_3
M5,mlp,5,16,26,42,pythia-1b,low,draw_3
A6.3,attn,6,5,18,23,pythia-1b,low,draw_3
A6.5,attn,6,11,25,36,pythia-1b,low,draw_3
M6,mlp,6,17,25,42,pythia-1b,low,draw_3
A7.1,attn,7,24,31,55,pythia-1b,low,draw_3
A7.7,attn,7,1,6,7,pythia-1b,low,draw_3
M7,mlp,7,27,18,45,pythia-1b,low,draw_3
A8.2,attn,8,33,27,60,pythia-1b,low,draw_3
M8,mlp,8,13,15,28,pythia-1b,low,draw_3
A9.1,attn,9,9,10,19,pythia-1b,low,draw_3
A9.2,attn,9,27,15,42,pythia-1b,low,draw_3
A9.4,attn,9,5,5,10,pythia-1b,low,draw_3
A9.6,attn,9,5,7,12,pythia-1b,low,draw_3
M9,mlp,9,23,9,32,pythia-1b,low,draw_3
A14.0,attn,14,4,2,6,pythia-1b,low,draw_3
A10.5,attn,10,19,14,33,pythia-1b,low,draw_3
M11,mlp,11,34,17,51,pythia-1b,low,draw_3
M12,mlp,12,32,10,42,pythia-1b,low,draw_3
A14.2,attn,14,40,4,44,pythia-1b,low,draw_3
A6.1,attn,6,3,9,12,pythia-1b,low,draw_3
A7.0,attn,7,18,20,38,pythia-1b,low,draw_3
A7.2,attn,7,23,23,46,pythia-1b,low,draw_3
A8.1,attn,8,23,16,39,pythia-1b,low,draw_3
A8.5,attn,8,17,14,31,pythia-1b,low,draw_3
A9.0,attn,9,2,7,9,pythia-1b,low,draw_3
A9.3,attn,9,0,1,1,pythia-1b,low,draw_3
A9.5,attn,9,7,7,14,pythia-1b,low,draw_3
A10.4,attn,10,0,1,1,pythia-1b,low,draw_3
A10.6,attn,10,26,12,38,pythia-1b,low,draw_3
A11.0,attn,11,13,7,20,pythia-1b,low,draw_3
A11.4,attn,11,4,4,8,pythia-1b,low,draw_3
A11.5,attn,11,13,3,16,pythia-1b,low,draw_3
A11.6,attn,11,30,8,38,pythia-1b,low,draw_3
A11.7,attn,11,28,10,38,pythia-1b,low,draw_3
A12.0,attn,12,19,3,22,pythia-1b,low,draw_3
A12.4,attn,12,3,3,6,pythia-1b,low,draw_3
A13.0,attn,13,3,3,6,pythia-1b,low,draw_3
A13.2,attn,13,5,2,7,pythia-1b,low,draw_3
A13.4,attn,13,9,3,12,pythia-1b,low,draw_3
M13,mlp,13,20,4,24,pythia-1b,low,draw_3
A14.5,attn,14,1,1,2,pythia-1b,low,draw_3
A13.1,attn,13,2,1,3,pythia-1b,low,draw_3
A5.4,attn,5,9,18,27,pythia-1b,low,draw_3
A13.3,attn,13,14,1,15,pythia-1b,low,draw_3
A10.0,attn,10,7,5,12,pythia-1b,low,draw_3
A10.1,attn,10,1,3,4,pythia-1b,low,draw_3
A13.6,attn,13,3,3,6,pythia-1b,low,draw_3
R15,resid,15,62,0,62,pythia-1b,low,draw_3
A5.3,attn,5,3,12,15,pythia-1b,low,draw_3
A5.6,attn,5,4,8,12,pythia-1b,low,draw_3
A9.7,attn,9,2,3,5,pythia-1b,low,draw_3
A11.2,attn,11,12,1,13,pythia-1b,low,draw_3
A12.1,attn,12,8,2,10,pythia-1b,low,draw_3
A12.2,attn,12,2,1,3,pythia-1b,low,draw_3
A12.3,attn,12,3,2,5,pythia-1b,low,draw_3
A14.6,attn,14,0,2,2,pythia-1b,low,draw_3
M14,mlp,14,26,3,29,pythia-1b,low,draw_3
A15.0,attn,15,5,1,6,pythia-1b,low,draw_3
A15.2,attn,15,0,1,1,pythia-1b,low,draw_3
A15.4,attn,15,1,1,2,pythia-1b,low,draw_3
A15.5,attn,15,0,1,1,pythia-1b,low,draw_3
A15.7,attn,15,9,1,10,pythia-1b,low,draw_3
M15,mlp,15,38,1,39,pythia-1b,low,draw_3
A2.1,attn,2,2,7,9,pythia-1b,low,draw_3
A2.2,attn,2,0,2,2,pythia-1b,low,draw_3
A2.3,attn,2,1,4,5,pythia-1b,low,draw_3
A4.1,attn,4,2,6,8,pythia-1b,low,draw_3
A4.5,attn,4,2,8,10,pythia-1b,low,draw_3
A5.2,attn,5,2,3,5,pythia-1b,low,draw_3
embed,embed,-1,0,4,4,pythia-1b,low,draw_3
A2.5,attn,2,2,6,8,pythia-1b,low,draw_3
A3.2,attn,3,2,6,8,pythia-1b,low,draw_3
A3.6,attn,3,4,14,18,pythia-1b,low,draw_3
A2.6,attn,2,1,3,4,pythia-1b,low,draw_3
A1.0,attn,1,1,4,5,pythia-1b,low,draw_3
A1.3,attn,1,1,6,7,pythia-1b,low,draw_3
A1.5,attn,1,1,1,2,pythia-1b,low,draw_3
A0.1,attn,0,1,1,2,pythia-1b,low,draw_3
A0.0,attn,0,1,3,4,pythia-1b,low,draw_3
A8.0,attn,8,1,6,7,pythia-1b,low,draw_3
A6.0,attn,6,2,6,8,pythia-1b,low,draw_3
A6.6,attn,6,2,2,4,pythia-1b,low,draw_3
A7.4,attn,7,0,1,1,pythia-1b,low,draw_3
A7.5,attn,7,0,2,2,pythia-1b,low,draw_3
A7.6,attn,7,0,6,6,pythia-1b,low,draw_3
A7.3,attn,7,4,3,7,pythia-1b,low,draw_3
A4.2,attn,4,0,2,2,pythia-1b,low,draw_3
A10.2,attn,10,6,3,9,pythia-1b,low,draw_3
A8.7,attn,8,5,4,9,pythia-1b,low,draw_3
A10.3,attn,10,7,2,9,pythia-1b,low,draw_3
A10.7,attn,10,0,1,1,pythia-1b,low,draw_3
A0.3,attn,0,1,3,4,pythia-1b,low,draw_3
A0.7,attn,0,0,1,1,pythia-1b,low,draw_3
A2.7,attn,2,0,1,1,pythia-1b,low,draw_3
A6.2,attn,6,1,3,4,pythia-1b,low,draw_3
A4.6,attn,4,2,2,4,pythia-1b,low,draw_3
A8.6,attn,8,0,1,1,pythia-1b,low,draw_3
A2.0,attn,2,0,1,1,pythia-1b,low,draw_3
A3.3,attn,3,0,2,2,pythia-1b,low,draw_3
A4.0,attn,4,0,1,1,pythia-1b,low,draw_3
A3.0,attn,3,0,1,1,pythia-1b,low,draw_3
A0.5,attn,0,0,1,1,pythia-1b,low,draw_3
A3.7,attn,3,0,1,1,pythia-1b,low,draw_3
A1.6,attn,1,0,1,1,pythia-1b,low,draw_3
M0,mlp,0,1,52,53,pythia-1b,medium,draw_1
R15,resid,15,66,0,66,pythia-1b,medium,draw_1
M1,mlp,1,1,21,22,pythia-1b,medium,draw_1
M2,mlp,2,8,27,35,pythia-1b,medium,draw_1
A3.5,attn,3,8,17,25,pythia-1b,medium,draw_1
M3,mlp,3,9,21,30,pythia-1b,medium,draw_1
A4.4,attn,4,7,37,44,pythia-1b,medium,draw_1
A4.5,attn,4,6,6,12,pythia-1b,medium,draw_1
M4,mlp,4,9,17,26,pythia-1b,medium,draw_1
A5.1,attn,5,8,28,36,pythia-1b,medium,draw_1
A5.3,attn,5,3,13,16,pythia-1b,medium,draw_1
M5,mlp,5,19,30,49,pythia-1b,medium,draw_1
A6.1,attn,6,0,6,6,pythia-1b,medium,draw_1
A6.3,attn,6,7,18,25,pythia-1b,medium,draw_1
A6.5,attn,6,14,23,37,pythia-1b,medium,draw_1
M6,mlp,6,18,31,49,pythia-1b,medium,draw_1
A7.0,attn,7,16,20,36,pythia-1b,medium,draw_1
A7.1,attn,7,24,30,54,pythia-1b,medium,draw_1
A7.2,attn,7,20,17,37,pythia-1b,medium,draw_1
M7,mlp,7,21,16,37,pythia-1b,medium,draw_1
A8.2,attn,8,31,27,58,pythia-1b,medium,draw_1
A8.5,attn,8,7,10,17,pythia-1b,medium,draw_1
M8,mlp,8,16,15,31,pythia-1b,medium,draw_1
A9.0,attn,9,7,11,18,pythia-1b,medium,draw_1
A9.2,attn,9,17,12,29,pythia-1b,medium,draw_1
A9.5,attn,9,6,9,15,pythia-1b,medium,draw_1
A9.7,attn,9,0,2,2,pythia-1b,medium,draw_1
M9,mlp,9,25,12,37,pythia-1b,medium,draw_1
A10.0,attn,10,7,4,11,pythia-1b,medium,draw_1
A10.5,attn,10,13,12,25,pythia-1b,medium,draw_1
A10.6,attn,10,28,13,41,pythia-1b,medium,draw_1
M10,mlp,10,18,11,29,pythia-1b,medium,draw_1
A11.0,attn,11,16,7,23,pythia-1b,medium,draw_1
A11.2,attn,11,13,8,21,pythia-1b,medium,draw_1
A11.4,attn,11,2,1,3,pythia-1b,medium,draw_1
A11.5,attn,11,18,4,22,pythia-1b,medium,draw_1
A11.6,attn,11,32,8,40,pythia-1b,medium,draw_1
A11.7,attn,11,17,5,22,pythia-1b,medium,draw_1
M11,mlp,11,26,12,38,pythia-1b,medium,draw_1
A12.0,attn,12,12,3,15,pythia-1b,medium,draw_1
A12.1,attn,12,15,3,18,pythia-1b,medium,draw_1
A12.2,attn,12,0,1,1,pythia-1b,medium,draw_1
A12.3,attn,12,8,5,13,pythia-1b,medium,draw_1
A12.4,attn,12,2,2,4,pythia-1b,medium,draw_1
A12.5,attn,12,3,3,6,pythia-1b,medium,draw_1
