model,band,layer,edges_mean,edges_std,edge_fraction_mean
pythia-70m,high,4,64.0,5.291502622129181,0.15346759606934238
pythia-70m,high,5,130.0,2.6457513110645907,0.3121217140563229
pythia-70m,low,0,9.0,0.0,0.023143128688962584
pythia-70m,low,1,24.666666666666668,1.154700538379251,0.06342003967525572
pythia-70m,low,2,51.0,6.244997998398398,0.1312462580668261
pythia-70m,low,3,114.33333333333333,4.041451884327381,0.2938570430830493
pythia-70m,low,4,66.66666666666667,4.163331998932264,0.17130106648211374
pythia-70m,low,5,123.33333333333333,4.041451884327382,0.31703246400379254
pythia-70m,medium,0,9.0,0.0,0.022637160494926912
pythia-70m,medium,1,26.0,1.7320508075688772,0.06537983591516047
pythia-70m,medium,2,57.0,3.0,0.14330009175210898
pythia-70m,medium,3,118.33333333333333,3.2145502536643202,0.2975378366099823
pythia-70m,medium,4,65.33333333333333,6.658328118479392,0.164377243695383
pythia-70m,medium,5,122.0,4.0,0.3067678315324384
pythia-70m,very_high,0,9.0,0.0,0.021463960906746304
pythia-70m,very_high,1,32.0,0.0,0.07631630544620906
pythia-70m,very_high,2,65.0,1.7320508075688772,0.155004298448034
pythia-70m,very_high,3,126.66666666666667,1.5275252316519485,0.3020809767280515
pythia-70m,very_high,4,62.333333333333336,1.5275252316519474,0.14863580833446452
pythia-70m,very_high,5,124.33333333333333,1.5275252316519463,0.29649865013649457
