model,draw,head,layer,head_idx,n_bands,bands_present,universality_score
pythia-410m,draw_1,A11.8,11,8,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A11.9,11,9,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A11.10,11,10,0,,0.0
pythia-410m,draw_1,A11.11,11,11,0,,0.0
pythia-410m,draw_1,A11.12,11,12,3,"medium,high,very_high",0.6
pythia-410m,draw_1,A11.13,11,13,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A11.14,11,14,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A11.15,11,15,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A12.0,12,0,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A12.1,12,1,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A12.2,12,2,3,"low,very_high,control",0.6
pythia-410m,draw_1,A12.3,12,3,0,,0.0
pythia-410m,draw_1,A12.4,12,4,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A12.5,12,5,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A12.6,12,6,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A12.7,12,7,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A12.8,12,8,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A12.9,12,9,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A12.10,12,10,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A12.11,12,11,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A12.12,12,12,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A12.13,12,13,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A12.14,12,14,2,"medium,control",0.4
pythia-410m,draw_1,A12.15,12,15,1,medium,0.2
pythia-410m,draw_1,A13.0,13,0,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A13.1,13,1,2,"low,very_high",0.4
pythia-410m,draw_1,A13.2,13,2,0,,0.0
pythia-410m,draw_1,A13.3,13,3,0,,0.0
pythia-410m,draw_1,A13.4,13,4,1,medium,0.2
pythia-410m,draw_1,A13.5,13,5,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A13.6,13,6,1,low,0.2
pythia-410m,draw_1,A13.7,13,7,0,,0.0
pythia-410m,draw_1,A13.8,13,8,2,"high,very_high",0.4
pythia-410m,draw_1,A13.9,13,9,3,"low,very_high,control",0.6
pythia-410m,draw_1,A13.10,13,10,1,very_high,0.2
pythia-410m,draw_1,A13.11,13,11,0,,0.0
pythia-410m,draw_1,A13.12,13,12,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A13.13,13,13,2,"low,medium",0.4
pythia-410m,draw_1,A13.14,13,14,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A13.15,13,15,0,,0.0
pythia-410m,draw_1,A14.0,14,0,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A14.1,14,1,1,low,0.2
pythia-410m,draw_1,A14.2,14,2,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A14.3,14,3,2,"high,control",0.4
pythia-410m,draw_1,A14.4,14,4,0,,0.0
pythia-410m,draw_1,A14.5,14,5,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A14.6,14,6,2,"low,control",0.4
pythia-410m,draw_1,A14.7,14,7,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A14.8,14,8,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A14.9,14,9,0,,0.0
pythia-410m,draw_1,A14.10,14,10,0,,0.0
pythia-410m,draw_1,A14.11,14,11,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A14.12,14,12,1,low,0.2
pythia-410m,draw_1,A14.13,14,13,3,"medium,high,very_high",0.6
pythia-410m,draw_1,A14.14,14,14,0,,0.0
pythia-410m,draw_1,A14.15,14,15,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A15.0,15,0,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A15.1,15,1,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A15.2,15,2,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A15.3,15,3,0,,0.0
pythia-410m,draw_1,A15.4,15,4,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A15.5,15,5,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A15.6,15,6,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A15.7,15,7,0,,0.0
pythia-410m,draw_1,A15.8,15,8,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A15.9,15,9,0,,0.0
pythia-410m,draw_1,A15.10,15,10,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A15.11,15,11,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A15.12,15,12,1,low,0.2
pythia-410m,draw_1,A15.13,15,13,0,,0.0
pythia-410m,draw_1,A15.14,15,14,4,"low,high,very_high,control",0.8
pythia-410m,draw_1,A15.15,15,15,4,"low,medium,high,control",0.8
pythia-410m,draw_1,A16.0,16,0,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A16.1,16,1,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A16.2,16,2,1,control,0.2
pythia-410m,draw_1,A16.3,16,3,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A16.4,16,4,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A16.5,16,5,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A16.6,16,6,2,"high,control",0.4
pythia-410m,draw_1,A16.7,16,7,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A16.8,16,8,0,,0.0
pythia-410m,draw_1,A16.9,16,9,0,,0.0
pythia-410m,draw_1,A16.10,16,10,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A16.11,16,11,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A16.12,16,12,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A16.13,16,13,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A16.14,16,14,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A16.15,16,15,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A17.0,17,0,4,"medium,high,very_high,control",0.8
pythia-410m,draw_1,A17.1,17,1,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A17.2,17,2,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A17.3,17,3,0,,0.0
pythia-410m,draw_1,A17.4,17,4,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A17.5,17,5,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A17.6,17,6,3,"low,medium,high",0.6
pythia-410m,draw_1,A17.7,17,7,4,"low,medium,very_high,control",0.8
pythia-410m,draw_1,A17.8,17,8,0,,0.0
pythia-410m,draw_1,A17.9,17,9,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A17.10,17,10,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A17.11,17,11,4,"low,medium,high,control",0.8
pythia-410m,draw_1,A17.12,17,12,1,low,0.2
pythia-410m,draw_1,A17.13,17,13,0,,0.0
pythia-410m,draw_1,A17.14,17,14,3,"low,medium,control",0.6
pythia-410m,draw_1,A17.15,17,15,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A18.0,18,0,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A18.1,18,1,2,"very_high,control",0.4
pythia-410m,draw_1,A18.2,18,2,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A18.3,18,3,3,"medium,high,control",0.6
pythia-410m,draw_1,A18.4,18,4,0,,0.0
pythia-410m,draw_1,A18.5,18,5,3,"low,high,control",0.6
pythia-410m,draw_1,A18.6,18,6,0,,0.0
pythia-410m,draw_1,A18.7,18,7,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A18.8,18,8,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A18.9,18,9,0,,0.0
pythia-410m,draw_1,A18.10,18,10,3,"low,medium,control",0.6
pythia-410m,draw_1,A18.11,18,11,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A18.12,18,12,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A18.13,18,13,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A18.14,18,14,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A18.15,18,15,4,"low,medium,high,control",0.8
pythia-410m,draw_1,A19.0,19,0,0,,0.0
pythia-410m,draw_1,A19.1,19,1,2,"low,medium",0.4
pythia-410m,draw_1,A19.2,19,2,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A19.3,19,3,3,"low,high,control",0.6
pythia-410m,draw_1,A19.4,19,4,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A19.5,19,5,4,"low,medium,high,control",0.8
pythia-410m,draw_1,A19.6,19,6,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A19.7,19,7,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A19.8,19,8,4,"low,medium,high,control",0.8
pythia-410m,draw_1,A19.9,19,9,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A19.10,19,10,1,low,0.2
pythia-410m,draw_1,A19.11,19,11,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A19.12,19,12,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A19.13,19,13,0,,0.0
pythia-410m,draw_1,A19.14,19,14,4,"low,high,very_high,control",0.8
pythia-410m,draw_1,A19.15,19,15,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A20.0,20,0,0,,0.0
pythia-410m,draw_1,A20.1,20,1,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A20.2,20,2,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A20.3,20,3,0,,0.0
pythia-410m,draw_1,A20.4,20,4,1,low,0.2
pythia-410m,draw_1,A20.5,20,5,0,,0.0
pythia-410m,draw_1,A20.6,20,6,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A20.7,20,7,4,"low,medium,very_high,control",0.8
pythia-410m,draw_1,A20.8,20,8,0,,0.0
pythia-410m,draw_1,A20.9,20,9,0,,0.0
pythia-410m,draw_1,A20.10,20,10,0,,0.0
pythia-410m,draw_1,A20.11,20,11,0,,0.0
pythia-410m,draw_1,A20.12,20,12,0,,0.0
pythia-410m,draw_1,A20.13,20,13,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A20.14,20,14,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A20.15,20,15,4,"low,medium,high,control",0.8
pythia-410m,draw_1,A21.0,21,0,0,,0.0
pythia-410m,draw_1,A21.1,21,1,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A21.2,21,2,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A21.3,21,3,0,,0.0
pythia-410m,draw_1,A21.4,21,4,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A21.5,21,5,0,,0.0
pythia-410m,draw_1,A21.6,21,6,2,"low,very_high",0.4
pythia-410m,draw_1,A21.7,21,7,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A21.8,21,8,0,,0.0
pythia-410m,draw_1,A21.9,21,9,1,medium,0.2
pythia-410m,draw_1,A21.10,21,10,0,,0.0
pythia-410m,draw_1,A21.11,21,11,0,,0.0
pythia-410m,draw_1,A21.12,21,12,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A21.13,21,13,2,"low,medium",0.4
pythia-410m,draw_1,A21.14,21,14,4,"low,medium,high,control",0.8
pythia-410m,draw_1,A21.15,21,15,0,,0.0
pythia-410m,draw_1,A22.0,22,0,0,,0.0
pythia-410m,draw_1,A22.1,22,1,0,,0.0
pythia-410m,draw_1,A22.2,22,2,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A22.3,22,3,4,"low,medium,high,control",0.8
pythia-410m,draw_1,A22.4,22,4,0,,0.0
pythia-410m,draw_1,A22.5,22,5,0,,0.0
pythia-410m,draw_1,A22.6,22,6,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A22.7,22,7,0,,0.0
pythia-410m,draw_1,A22.8,22,8,1,low,0.2
pythia-410m,draw_1,A22.9,22,9,0,,0.0
pythia-410m,draw_1,A22.10,22,10,0,,0.0
pythia-410m,draw_1,A22.11,22,11,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_1,A22.12,22,12,0,,0.0
pythia-410m,draw_1,A22.13,22,13,0,,0.0
pythia-410m,draw_1,A22.14,22,14,0,,0.0
pythia-410m,draw_1,A22.15,22,15,3,"low,medium,high",0.6
pythia-410m,draw_1,A23.0,23,0,0,,0.0
pythia-410m,draw_1,A23.1,23,1,2,"medium,very_high",0.4
pythia-410m,draw_1,A23.2,23,2,0,,0.0
pythia-410m,draw_1,A23.3,23,3,0,,0.0
pythia-410m,draw_1,A23.4,23,4,0,,0.0
pythia-410m,draw_1,A23.5,23,5,0,,0.0
pythia-410m,draw_1,A23.6,23,6,0,,0.0
pythia-410m,draw_1,A23.7,23,7,0,,0.0
pythia-410m,draw_1,A23.8,23,8,0,,0.0
pythia-410m,draw_1,A23.9,23,9,0,,0.0
pythia-410m,draw_1,A23.10,23,10,0,,0.0
pythia-410m,draw_1,A23.11,23,11,1,low,0.2
pythia-410m,draw_1,A23.12,23,12,4,"low,medium,high,control",0.8
pythia-410m,draw_1,A23.13,23,13,1,low,0.2
pythia-410m,draw_1,A23.14,23,14,0,,0.0
pythia-410m,draw_1,A23.15,23,15,0,,0.0
pythia-410m,draw_2,A0.0,0,0,4,"low,high,very_high,control",0.8
pythia-410m,draw_2,A0.1,0,1,0,,0.0
pythia-410m,draw_2,A0.2,0,2,1,control,0.2
pythia-410m,draw_2,A0.3,0,3,4,"low,medium,very_high,control",0.8
pythia-410m,draw_2,A0.4,0,4,0,,0.0
pythia-410m,draw_2,A0.5,0,5,2,"low,medium",0.4
pythia-410m,draw_2,A0.6,0,6,3,"low,very_high,control",0.6
pythia-410m,draw_2,A0.7,0,7,2,"low,medium",0.4
pythia-410m,draw_2,A0.8,0,8,0,,0.0
pythia-410m,draw_2,A0.9,0,9,1,high,0.2
pythia-410m,draw_2,A0.10,0,10,1,very_high,0.2
pythia-410m,draw_2,A0.11,0,11,3,"medium,very_high,control",0.6
pythia-410m,draw_2,A0.12,0,12,4,"medium,high,very_high,control",0.8
pythia-410m,draw_2,A0.13,0,13,1,medium,0.2
pythia-410m,draw_2,A0.14,0,14,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A0.15,0,15,3,"low,very_high,control",0.6
pythia-410m,draw_2,A1.0,1,0,0,,0.0
pythia-410m,draw_2,A1.1,1,1,0,,0.0
pythia-410m,draw_2,A1.2,1,2,0,,0.0
pythia-410m,draw_2,A1.3,1,3,3,"medium,high,very_high",0.6
pythia-410m,draw_2,A1.4,1,4,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A1.5,1,5,1,high,0.2
pythia-410m,draw_2,A1.6,1,6,3,"high,very_high,control",0.6
pythia-410m,draw_2,A1.7,1,7,3,"low,very_high,control",0.6
pythia-410m,draw_2,A1.8,1,8,2,"low,control",0.4
pythia-410m,draw_2,A1.9,1,9,3,"high,very_high,control",0.6
pythia-410m,draw_2,A1.10,1,10,4,"low,medium,high,control",0.8
pythia-410m,draw_2,A1.11,1,11,4,"low,high,very_high,control",0.8
pythia-410m,draw_2,A1.12,1,12,2,"low,very_high",0.4
pythia-410m,draw_2,A1.13,1,13,3,"medium,very_high,control",0.6
pythia-410m,draw_2,A1.14,1,14,1,very_high,0.2
pythia-410m,draw_2,A1.15,1,15,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A2.0,2,0,3,"low,high,control",0.6
pythia-410m,draw_2,A2.1,2,1,0,,0.0
pythia-410m,draw_2,A2.2,2,2,1,medium,0.2
pythia-410m,draw_2,A2.3,2,3,1,control,0.2
pythia-410m,draw_2,A2.4,2,4,0,,0.0
pythia-410m,draw_2,A2.5,2,5,0,,0.0
pythia-410m,draw_2,A2.6,2,6,0,,0.0
pythia-410m,draw_2,A2.7,2,7,1,control,0.2
pythia-410m,draw_2,A2.8,2,8,0,,0.0
pythia-410m,draw_2,A2.9,2,9,0,,0.0
pythia-410m,draw_2,A2.10,2,10,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A2.11,2,11,0,,0.0
pythia-410m,draw_2,A2.12,2,12,0,,0.0
pythia-410m,draw_2,A2.13,2,13,1,low,0.2
pythia-410m,draw_2,A2.14,2,14,0,,0.0
pythia-410m,draw_2,A2.15,2,15,0,,0.0
pythia-410m,draw_2,A3.0,3,0,0,,0.0
pythia-410m,draw_2,A3.1,3,1,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A3.2,3,2,1,medium,0.2
pythia-410m,draw_2,A3.3,3,3,2,"medium,control",0.4
pythia-410m,draw_2,A3.4,3,4,0,,0.0
pythia-410m,draw_2,A3.5,3,5,0,,0.0
pythia-410m,draw_2,A3.6,3,6,0,,0.0
pythia-410m,draw_2,A3.7,3,7,4,"low,medium,very_high,control",0.8
pythia-410m,draw_2,A3.8,3,8,1,very_high,0.2
pythia-410m,draw_2,A3.9,3,9,1,very_high,0.2
pythia-410m,draw_2,A3.10,3,10,1,very_high,0.2
pythia-410m,draw_2,A3.11,3,11,0,,0.0
pythia-410m,draw_2,A3.12,3,12,3,"low,medium,control",0.6
pythia-410m,draw_2,A3.13,3,13,1,medium,0.2
pythia-410m,draw_2,A3.14,3,14,0,,0.0
pythia-410m,draw_2,A3.15,3,15,0,,0.0
pythia-410m,draw_2,A4.0,4,0,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A4.1,4,1,0,,0.0
pythia-410m,draw_2,A4.2,4,2,0,,0.0
pythia-410m,draw_2,A4.3,4,3,0,,0.0
pythia-410m,draw_2,A4.4,4,4,0,,0.0
pythia-410m,draw_2,A4.5,4,5,3,"medium,high,very_high",0.6
pythia-410m,draw_2,A4.6,4,6,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A4.7,4,7,0,,0.0
pythia-410m,draw_2,A4.8,4,8,0,,0.0
pythia-410m,draw_2,A4.9,4,9,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A4.10,4,10,1,high,0.2
pythia-410m,draw_2,A4.11,4,11,0,,0.0
pythia-410m,draw_2,A4.12,4,12,0,,0.0
pythia-410m,draw_2,A4.13,4,13,0,,0.0
pythia-410m,draw_2,A4.14,4,14,3,"low,high,control",0.6
pythia-410m,draw_2,A4.15,4,15,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A5.0,5,0,3,"medium,very_high,control",0.6
pythia-410m,draw_2,A5.1,5,1,2,"very_high,control",0.4
pythia-410m,draw_2,A5.2,5,2,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A5.3,5,3,3,"low,medium,high",0.6
pythia-410m,draw_2,A5.4,5,4,3,"low,very_high,control",0.6
pythia-410m,draw_2,A5.5,5,5,4,"low,medium,very_high,control",0.8
pythia-410m,draw_2,A5.6,5,6,0,,0.0
pythia-410m,draw_2,A5.7,5,7,0,,0.0
pythia-410m,draw_2,A5.8,5,8,3,"medium,very_high,control",0.6
pythia-410m,draw_2,A5.9,5,9,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A5.10,5,10,0,,0.0
pythia-410m,draw_2,A5.11,5,11,2,"very_high,control",0.4
pythia-410m,draw_2,A5.12,5,12,1,control,0.2
pythia-410m,draw_2,A5.13,5,13,0,,0.0
pythia-410m,draw_2,A5.14,5,14,3,"medium,very_high,control",0.6
pythia-410m,draw_2,A5.15,5,15,1,low,0.2
pythia-410m,draw_2,A6.0,6,0,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A6.1,6,1,1,very_high,0.2
pythia-410m,draw_2,A6.2,6,2,0,,0.0
pythia-410m,draw_2,A6.3,6,3,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A6.4,6,4,4,"medium,high,very_high,control",0.8
pythia-410m,draw_2,A6.5,6,5,3,"low,medium,very_high",0.6
pythia-410m,draw_2,A6.6,6,6,1,low,0.2
pythia-410m,draw_2,A6.7,6,7,0,,0.0
pythia-410m,draw_2,A6.8,6,8,0,,0.0
pythia-410m,draw_2,A6.9,6,9,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A6.10,6,10,4,"low,high,very_high,control",0.8
pythia-410m,draw_2,A6.11,6,11,3,"low,medium,high",0.6
pythia-410m,draw_2,A6.12,6,12,4,"low,high,very_high,control",0.8
pythia-410m,draw_2,A6.13,6,13,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A6.14,6,14,1,low,0.2
pythia-410m,draw_2,A6.15,6,15,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A7.0,7,0,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A7.1,7,1,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A7.2,7,2,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A7.3,7,3,2,"very_high,control",0.4
pythia-410m,draw_2,A7.4,7,4,3,"low,high,control",0.6
pythia-410m,draw_2,A7.5,7,5,2,"medium,very_high",0.4
pythia-410m,draw_2,A7.6,7,6,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A7.7,7,7,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A7.8,7,8,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A7.9,7,9,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A7.10,7,10,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A7.11,7,11,0,,0.0
pythia-410m,draw_2,A7.12,7,12,3,"medium,high,control",0.6
pythia-410m,draw_2,A7.13,7,13,2,"low,very_high",0.4
pythia-410m,draw_2,A7.14,7,14,4,"medium,high,very_high,control",0.8
pythia-410m,draw_2,A7.15,7,15,0,,0.0
pythia-410m,draw_2,A8.0,8,0,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A8.1,8,1,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A8.2,8,2,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A8.3,8,3,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A8.4,8,4,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A8.5,8,5,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A8.6,8,6,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A8.7,8,7,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A8.8,8,8,3,"low,high,very_high",0.6
pythia-410m,draw_2,A8.9,8,9,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A8.10,8,10,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A8.11,8,11,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A8.12,8,12,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A8.13,8,13,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A8.14,8,14,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A8.15,8,15,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A9.0,9,0,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A9.1,9,1,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A9.2,9,2,4,"low,high,very_high,control",0.8
pythia-410m,draw_2,A9.3,9,3,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A9.4,9,4,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A9.5,9,5,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A9.6,9,6,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A9.7,9,7,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A9.8,9,8,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A9.9,9,9,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A9.10,9,10,2,"medium,high",0.4
pythia-410m,draw_2,A9.11,9,11,0,,0.0
pythia-410m,draw_2,A9.12,9,12,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A9.13,9,13,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A9.14,9,14,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A9.15,9,15,4,"low,medium,very_high,control",0.8
pythia-410m,draw_2,A10.0,10,0,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A10.1,10,1,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A10.2,10,2,3,"medium,high,very_high",0.6
pythia-410m,draw_2,A10.3,10,3,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A10.4,10,4,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A10.5,10,5,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A10.6,10,6,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A10.7,10,7,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A10.8,10,8,4,"low,medium,high,control",0.8
pythia-410m,draw_2,A10.9,10,9,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A10.10,10,10,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A10.11,10,11,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A10.12,10,12,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A10.13,10,13,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A10.14,10,14,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A10.15,10,15,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A11.0,11,0,4,"medium,high,very_high,control",0.8
pythia-410m,draw_2,A11.1,11,1,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A11.2,11,2,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A11.3,11,3,0,,0.0
pythia-410m,draw_2,A11.4,11,4,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A11.5,11,5,0,,0.0
pythia-410m,draw_2,A11.6,11,6,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A11.7,11,7,3,"low,high,control",0.6
pythia-410m,draw_2,A11.8,11,8,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A11.9,11,9,3,"low,high,very_high",0.6
pythia-410m,draw_2,A11.10,11,10,0,,0.0
pythia-410m,draw_2,A11.11,11,11,1,low,0.2
pythia-410m,draw_2,A11.12,11,12,0,,0.0
pythia-410m,draw_2,A11.13,11,13,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A11.14,11,14,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A11.15,11,15,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A12.0,12,0,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A12.1,12,1,5,"low,medium,high,very_high,control",1.0
pythia-410m,draw_2,A12.2,12,2,3,"high,very_high,control",0.6
pythia-410m,draw_2,A12.3,12,3,1,medium,0.2
pythia-410m,draw_2,A12.4,12,4,5,"low,medium,high,very_high,control",1.0
