model,band,draw,layer,head,js_divergence
pythia-1.4b,medium,draw_2,6,2,0.009509586578943154
pythia-1.4b,medium,draw_2,6,3,0.009014222463032184
pythia-1.4b,medium,draw_2,6,4,0.021079192143692527
pythia-1.4b,medium,draw_2,6,5,0.027852510981841355
pythia-1.4b,medium,draw_2,6,6,0.035564874124284614
pythia-1.4b,medium,draw_2,6,7,0.016021394271997152
pythia-1.4b,medium,draw_2,6,8,0.013416717084311471
pythia-1.4b,medium,draw_2,6,9,0.01423271269152383
pythia-1.4b,medium,draw_2,6,10,0.01942171735500089
pythia-1.4b,medium,draw_2,6,11,0.020745454499942514
pythia-1.4b,medium,draw_2,6,12,0.025561519839588046
pythia-1.4b,medium,draw_2,6,13,0.02480686105005948
pythia-1.4b,medium,draw_2,6,14,0.007802718248905663
pythia-1.4b,medium,draw_2,6,15,0.018303245042204857
pythia-1.4b,medium,draw_2,7,0,0.012247836338445521
pythia-1.4b,medium,draw_2,7,1,0.03380788832666256
pythia-1.4b,medium,draw_2,7,2,0.05423691443924828
pythia-1.4b,medium,draw_2,7,3,0.033717863779203563
pythia-1.4b,medium,draw_2,7,4,0.04057324062643701
pythia-1.4b,medium,draw_2,7,5,0.012885073889849214
pythia-1.4b,medium,draw_2,7,6,0.03750223895680668
pythia-1.4b,medium,draw_2,7,7,0.023843013887991704
pythia-1.4b,medium,draw_2,7,8,0.026967145894194938
pythia-1.4b,medium,draw_2,7,9,0.026031880973991676
pythia-1.4b,medium,draw_2,7,10,0.02534547101105822
pythia-1.4b,medium,draw_2,7,11,0.015070351534163043
pythia-1.4b,medium,draw_2,7,12,0.01500204185096558
pythia-1.4b,medium,draw_2,7,13,0.010842041408227254
pythia-1.4b,medium,draw_2,7,14,0.02061068894716333
pythia-1.4b,medium,draw_2,7,15,0.02009031311420881
pythia-1.4b,medium,draw_2,8,0,0.026209620934464273
pythia-1.4b,medium,draw_2,8,1,0.049033842654332124
pythia-1.4b,medium,draw_2,8,2,0.01808855593431622
pythia-1.4b,medium,draw_2,8,3,0.023140958518304246
pythia-1.4b,medium,draw_2,8,4,0.004092315058342348
pythia-1.4b,medium,draw_2,8,5,0.039922979180020586
pythia-1.4b,medium,draw_2,8,6,0.025385727776906508
pythia-1.4b,medium,draw_2,8,7,0.04018831058143765
pythia-1.4b,medium,draw_2,8,8,0.019943821029467863
pythia-1.4b,medium,draw_2,8,9,0.030407632186758928
pythia-1.4b,medium,draw_2,8,10,0.0179208809806419
pythia-1.4b,medium,draw_2,8,11,0.018032163955079842
pythia-1.4b,medium,draw_2,8,12,0.033668492998139336
pythia-1.4b,medium,draw_2,8,13,0.02112110756883686
pythia-1.4b,medium,draw_2,8,14,0.019394512152494343
pythia-1.4b,medium,draw_2,8,15,0.0253949241941517
pythia-1.4b,medium,draw_2,9,0,0.015353682137500995
pythia-1.4b,medium,draw_2,9,1,0.011631807029226374
pythia-1.4b,medium,draw_2,9,2,0.01179491440281171
pythia-1.4b,medium,draw_2,9,3,0.030685571815294115
pythia-1.4b,medium,draw_2,9,4,0.030967522559720052
pythia-1.4b,medium,draw_2,9,5,0.014094517108875677
pythia-1.4b,medium,draw_2,9,6,0.03487358935950897
pythia-1.4b,medium,draw_2,9,7,0.03354996902831967
pythia-1.4b,medium,draw_2,9,8,0.03618224892510331
pythia-1.4b,medium,draw_2,9,9,0.018761391643708214
pythia-1.4b,medium,draw_2,9,10,0.06012656467145598
pythia-1.4b,medium,draw_2,9,11,0.03693861321564564
pythia-1.4b,medium,draw_2,9,12,0.03158651157369799
pythia-1.4b,medium,draw_2,9,13,0.015223477512981644
pythia-1.4b,medium,draw_2,9,14,0.013845474073915686
pythia-1.4b,medium,draw_2,9,15,0.029323933940267596
pythia-1.4b,medium,draw_2,10,0,0.009538587010474863
pythia-1.4b,medium,draw_2,10,1,0.013916454287357853
pythia-1.4b,medium,draw_2,10,2,0.010785059962961956
pythia-1.4b,medium,draw_2,10,3,0.03136726817623039
pythia-1.4b,medium,draw_2,10,4,0.026191385846624313
pythia-1.4b,medium,draw_2,10,5,0.031282095520413854
pythia-1.4b,medium,draw_2,10,6,0.014684494662535528
pythia-1.4b,medium,draw_2,10,7,0.01510069583025656
pythia-1.4b,medium,draw_2,10,8,0.04446789182825435
pythia-1.4b,medium,draw_2,10,9,0.024988270453590422
pythia-1.4b,medium,draw_2,10,10,0.027750221278945084
pythia-1.4b,medium,draw_2,10,11,0.038876612756883
pythia-1.4b,medium,draw_2,10,12,0.01821323124717888
pythia-1.4b,medium,draw_2,10,13,0.037872382078640646
pythia-1.4b,medium,draw_2,10,14,0.015532923579053863
pythia-1.4b,medium,draw_2,10,15,0.03435657234869954
pythia-1.4b,medium,draw_2,11,0,0.013831643056754828
pythia-1.4b,medium,draw_2,11,1,0.02059083408728852
pythia-1.4b,medium,draw_2,11,2,0.05090571244654412
pythia-1.4b,medium,draw_2,11,3,0.015157729225998541
pythia-1.4b,medium,draw_2,11,4,0.016686262017621946
pythia-1.4b,medium,draw_2,11,5,0.036542886831272284
pythia-1.4b,medium,draw_2,11,6,0.0166325997787614
pythia-1.4b,medium,draw_2,11,7,0.01074422334756369
pythia-1.4b,medium,draw_2,11,8,0.028311244976388403
pythia-1.4b,medium,draw_2,11,9,0.02262669538862341
pythia-1.4b,medium,draw_2,11,10,0.010730742391131285
pythia-1.4b,medium,draw_2,11,11,0.027790213841762255
pythia-1.4b,medium,draw_2,11,12,0.024852204335063213
pythia-1.4b,medium,draw_2,11,13,0.038012361678152015
pythia-1.4b,medium,draw_2,11,14,0.017713584439814772
pythia-1.4b,medium,draw_2,11,15,0.010775816902937451
pythia-1.4b,medium,draw_2,12,0,0.020729829411174735
pythia-1.4b,medium,draw_2,12,1,0.019512755608192246
pythia-1.4b,medium,draw_2,12,2,0.01207556021756409
pythia-1.4b,medium,draw_2,12,3,0.0113498828200507
pythia-1.4b,medium,draw_2,12,4,0.014499822875141625
pythia-1.4b,medium,draw_2,12,5,0.014532456604279044
pythia-1.4b,medium,draw_2,12,6,0.0167091909409178
pythia-1.4b,medium,draw_2,12,7,0.03650812686188493
pythia-1.4b,medium,draw_2,12,8,0.02572501055921842
pythia-1.4b,medium,draw_2,12,9,0.03658473116885505
pythia-1.4b,medium,draw_2,12,10,0.02011727684890016
pythia-1.4b,medium,draw_2,12,11,0.018652690077856877
pythia-1.4b,medium,draw_2,12,12,0.015013911841707812
pythia-1.4b,medium,draw_2,12,13,0.03848067239895856
pythia-1.4b,medium,draw_2,12,14,0.02257403762615672
pythia-1.4b,medium,draw_2,12,15,0.03085746698879042
pythia-1.4b,medium,draw_2,13,0,0.0182645490181989
pythia-1.4b,medium,draw_2,13,1,0.015485861160453692
pythia-1.4b,medium,draw_2,13,2,0.024558498380562906
pythia-1.4b,medium,draw_2,13,3,0.0350690877106343
pythia-1.4b,medium,draw_2,13,4,0.0
pythia-1.4b,medium,draw_2,13,5,0.007839972279606493
pythia-1.4b,medium,draw_2,13,6,0.024501089911005015
pythia-1.4b,medium,draw_2,13,7,0.026548251808016187
pythia-1.4b,medium,draw_2,13,8,0.017550590924929735
pythia-1.4b,medium,draw_2,13,9,0.002937739205655455
pythia-1.4b,medium,draw_2,13,10,0.014210006404281222
pythia-1.4b,medium,draw_2,13,11,0.019567694041497625
pythia-1.4b,medium,draw_2,13,12,0.007611431910769231
pythia-1.4b,medium,draw_2,13,13,0.029041208858117788
pythia-1.4b,medium,draw_2,13,14,0.006366791733427907
pythia-1.4b,medium,draw_2,13,15,0.021052166450789573
pythia-1.4b,medium,draw_2,14,0,0.03945213690785698
pythia-1.4b,medium,draw_2,14,1,0.06079493743624709
pythia-1.4b,medium,draw_2,14,2,0.01260021762628176
pythia-1.4b,medium,draw_2,14,3,3.546163926867499e-05
pythia-1.4b,medium,draw_2,14,4,0.029531970097325177
pythia-1.4b,medium,draw_2,14,5,0.025604479928495495
pythia-1.4b,medium,draw_2,14,6,0.02694810150159527
pythia-1.4b,medium,draw_2,14,7,0.03156307350359989
pythia-1.4b,medium,draw_2,14,8,0.028941013802699252
pythia-1.4b,medium,draw_2,14,9,0.015009421702647257
pythia-1.4b,medium,draw_2,14,10,0.026346029296070276
pythia-1.4b,medium,draw_2,14,11,0.04532255418813417
pythia-1.4b,medium,draw_2,14,12,0.03145627769473354
pythia-1.4b,medium,draw_2,14,13,0.021515300422211715
pythia-1.4b,medium,draw_2,14,14,0.046883304178272016
pythia-1.4b,medium,draw_2,14,15,0.008257345107608567
pythia-1.4b,medium,draw_2,15,0,0.04679708661491681
pythia-1.4b,medium,draw_2,15,1,0.034115642762902396
pythia-1.4b,medium,draw_2,15,2,0.028601909190553786
pythia-1.4b,medium,draw_2,15,3,0.03251905176021151
pythia-1.4b,medium,draw_2,15,4,0.018389825855618994
pythia-1.4b,medium,draw_2,15,5,0.022436846895760826
pythia-1.4b,medium,draw_2,15,6,0.03675809664520153
pythia-1.4b,medium,draw_2,15,7,0.044285892924096674
pythia-1.4b,medium,draw_2,15,8,0.025903950574795366
pythia-1.4b,medium,draw_2,15,9,0.015278065426511705
pythia-1.4b,medium,draw_2,15,10,0.0669854652880205
pythia-1.4b,medium,draw_2,15,11,0.020921399634781936
pythia-1.4b,medium,draw_2,15,12,0.0703139238743191
pythia-1.4b,medium,draw_2,15,13,0.017671258885295766
pythia-1.4b,medium,draw_2,15,14,0.026261333512398986
pythia-1.4b,medium,draw_2,15,15,0.018851244293385548
pythia-1.4b,medium,draw_2,16,0,0.03629865155755656
pythia-1.4b,medium,draw_2,16,1,0.02627169017889805
pythia-1.4b,medium,draw_2,16,2,0.06511165059307866
pythia-1.4b,medium,draw_2,16,3,0.016005776047562432
pythia-1.4b,medium,draw_2,16,4,0.03344357950545481
pythia-1.4b,medium,draw_2,16,5,0.027466615029599527
pythia-1.4b,medium,draw_2,16,6,0.042681094216436566
pythia-1.4b,medium,draw_2,16,7,0.022141027411486696
pythia-1.4b,medium,draw_2,16,8,7.92134768955209e-05
pythia-1.4b,medium,draw_2,16,9,0.012447395172669072
pythia-1.4b,medium,draw_2,16,10,0.02727842937325181
pythia-1.4b,medium,draw_2,16,11,0.01834824178856541
pythia-1.4b,medium,draw_2,16,12,0.03409487556055872
pythia-1.4b,medium,draw_2,16,13,0.0181429937545858
pythia-1.4b,medium,draw_2,16,14,0.011373798015750296
pythia-1.4b,medium,draw_2,16,15,0.03394686558180858
pythia-1.4b,medium,draw_2,17,0,0.04461969712566374
pythia-1.4b,medium,draw_2,17,1,0.03475162660934931
pythia-1.4b,medium,draw_2,17,2,0.0
pythia-1.4b,medium,draw_2,17,3,0.006253332594396488
pythia-1.4b,medium,draw_2,17,4,0.022420620237274643
pythia-1.4b,medium,draw_2,17,5,0.048329316062106685
pythia-1.4b,medium,draw_2,17,6,0.015547362991143236
pythia-1.4b,medium,draw_2,17,7,0.02049811593789674
pythia-1.4b,medium,draw_2,17,8,0.043639980662673744
pythia-1.4b,medium,draw_2,17,9,0.009009619644819479
pythia-1.4b,medium,draw_2,17,10,0.00641342737409496
pythia-1.4b,medium,draw_2,17,11,0.013595957809691028
pythia-1.4b,medium,draw_2,17,12,0.09765242569110948
pythia-1.4b,medium,draw_2,17,13,0.02721298617802948
pythia-1.4b,medium,draw_2,17,14,0.020637543232272196
pythia-1.4b,medium,draw_2,17,15,0.04573865735988092
pythia-1.4b,medium,draw_2,18,0,0.027187387823142
pythia-1.4b,medium,draw_2,18,1,0.01764930776398262
pythia-1.4b,medium,draw_2,18,2,0.05854212155298298
pythia-1.4b,medium,draw_2,18,3,0.00859916618611088
pythia-1.4b,medium,draw_2,18,4,0.048439469893453255
pythia-1.4b,medium,draw_2,18,5,0.008649599562332614
pythia-1.4b,medium,draw_2,18,6,0.030788739008633027
pythia-1.4b,medium,draw_2,18,7,0.006027650214304168
pythia-1.4b,medium,draw_2,18,8,0.03831825559969429
pythia-1.4b,medium,draw_2,18,9,0.031993632863247246
pythia-1.4b,medium,draw_2,18,10,0.04222253342638054
pythia-1.4b,medium,draw_2,18,11,0.025648104512414494
pythia-1.4b,medium,draw_2,18,12,0.09209233277598924
pythia-1.4b,medium,draw_2,18,13,0.05206013277011142
pythia-1.4b,medium,draw_2,18,14,0.01870860395334467
pythia-1.4b,medium,draw_2,18,15,0.05176664223119113
pythia-1.4b,medium,draw_2,19,0,0.00403603804262693
pythia-1.4b,medium,draw_2,19,1,0.01717452458965396
pythia-1.4b,medium,draw_2,19,2,0.04411103735999585
pythia-1.4b,medium,draw_2,19,3,0.028461192218908755
pythia-1.4b,medium,draw_2,19,4,0.00894386830342871
pythia-1.4b,medium,draw_2,19,5,0.017989411797446102
pythia-1.4b,medium,draw_2,19,6,0.043196898804174905
pythia-1.4b,medium,draw_2,19,7,0.008464690745199403
pythia-1.4b,medium,draw_2,19,8,0.01206696198292196
pythia-1.4b,medium,draw_2,19,9,0.029525444364249632
pythia-1.4b,medium,draw_2,19,10,0.023862616695224374
pythia-1.4b,medium,draw_2,19,11,0.03430035612018592
pythia-1.4b,medium,draw_2,19,12,0.012476804705471214
pythia-1.4b,medium,draw_2,19,13,0.00784260938005185
pythia-1.4b,medium,draw_2,19,14,0.025126590544526806
pythia-1.4b,medium,draw_2,19,15,0.013999748748401762
pythia-1.4b,medium,draw_2,20,0,0.0703030652762912
pythia-1.4b,medium,draw_2,20,1,0.11460179528783494
pythia-1.4b,medium,draw_2,20,2,0.043157241301732256
pythia-1.4b,medium,draw_2,20,3,0.08069013862225421
pythia-1.4b,medium,draw_2,20,4,0.01332655849731793
pythia-1.4b,medium,draw_2,20,5,0.045846831447796964
pythia-1.4b,medium,draw_2,20,6,0.04628860235991516
pythia-1.4b,medium,draw_2,20,7,0.05307340035664236
pythia-1.4b,medium,draw_2,20,8,0.03815579426807269
pythia-1.4b,medium,draw_2,20,9,0.02738193842517248
pythia-1.4b,medium,draw_2,20,10,0.08115024277025112
pythia-1.4b,medium,draw_2,20,11,0.10346119727355796
pythia-1.4b,medium,draw_2,20,12,0.08170672779562166
pythia-1.4b,medium,draw_2,20,13,0.045992240521637084
pythia-1.4b,medium,draw_2,20,14,0.0906960960740109
pythia-1.4b,medium,draw_2,20,15,0.055670141841789915
pythia-1.4b,medium,draw_2,21,0,0.04393279374147963
pythia-1.4b,medium,draw_2,21,1,0.16887480306296226
pythia-1.4b,medium,draw_2,21,2,0.057491006724510754
pythia-1.4b,medium,draw_2,21,3,0.03837852241236811
pythia-1.4b,medium,draw_2,21,4,0.03789725546732372
pythia-1.4b,medium,draw_2,21,5,0.042501566295740006
pythia-1.4b,medium,draw_2,21,6,0.06830136017176322
pythia-1.4b,medium,draw_2,21,7,0.16466077077338853
pythia-1.4b,medium,draw_2,21,8,0.010173146785234411
pythia-1.4b,medium,draw_2,21,9,0.0442532610846642
pythia-1.4b,medium,draw_2,21,10,0.07294871663299933
pythia-1.4b,medium,draw_2,21,11,0.005278888769597711
pythia-1.4b,medium,draw_2,21,12,0.01177849849038438
pythia-1.4b,medium,draw_2,21,13,0.053047596592272046
pythia-1.4b,medium,draw_2,21,14,0.018818377572502678
pythia-1.4b,medium,draw_2,21,15,0.03602214568019794
pythia-1.4b,medium,draw_2,22,0,0.03998366600049398
pythia-1.4b,medium,draw_2,22,1,0.04460568429056485
pythia-1.4b,medium,draw_2,22,2,0.034266728879592104
pythia-1.4b,medium,draw_2,22,3,0.02422335406925231
pythia-1.4b,medium,draw_2,22,4,0.07349972903719086
pythia-1.4b,medium,draw_2,22,5,0.029951092605187413
pythia-1.4b,medium,draw_2,22,6,0.07789129229176538
pythia-1.4b,medium,draw_2,22,7,0.011830057089511205
pythia-1.4b,medium,draw_2,22,8,0.010813947515774785
pythia-1.4b,medium,draw_2,22,9,0.026725410766116696
pythia-1.4b,medium,draw_2,22,10,0.04293875297442322
pythia-1.4b,medium,draw_2,22,11,0.017862731248608033
pythia-1.4b,medium,draw_2,22,12,0.011021673777181648
pythia-1.4b,medium,draw_2,22,13,0.057729446029096125
pythia-1.4b,medium,draw_2,22,14,0.010287868293660733
pythia-1.4b,medium,draw_2,22,15,0.03339673492486683
pythia-1.4b,medium,draw_2,23,0,0.04605298957655309
pythia-1.4b,medium,draw_2,23,1,0.045965589443028095
pythia-1.4b,medium,draw_2,23,2,0.08365647489476888
pythia-1.4b,medium,draw_2,23,3,0.026680803163919183
pythia-1.4b,medium,draw_2,23,4,0.07257970333436307
pythia-1.4b,medium,draw_2,23,5,0.059663299387209635
pythia-1.4b,medium,draw_2,23,6,0.03164733179854554
pythia-1.4b,medium,draw_2,23,7,0.04069574968592376
pythia-1.4b,medium,draw_2,23,8,0.02402363443681585
pythia-1.4b,medium,draw_2,23,9,0.02527483111213914
pythia-1.4b,medium,draw_2,23,10,0.07158679712102674
pythia-1.4b,medium,draw_2,23,11,0.04696513738352419
pythia-1.4b,medium,draw_2,23,12,0.06106822071931417
pythia-1.4b,medium,draw_2,23,13,0.054951126033532666
pythia-1.4b,medium,draw_2,23,14,0.023939476667213487
pythia-1.4b,medium,draw_2,23,15,0.0507751607912073
pythia-1.4b,medium,draw_3,0,0,0.0
pythia-1.4b,medium,draw_3,0,1,0.0
pythia-1.4b,medium,draw_3,0,2,0.0
pythia-1.4b,medium,draw_3,0,3,0.0
pythia-1.4b,medium,draw_3,0,4,0.0
pythia-1.4b,medium,draw_3,0,5,0.0
pythia-1.4b,medium,draw_3,0,6,0.0
pythia-1.4b,medium,draw_3,0,7,0.0
pythia-1.4b,medium,draw_3,0,8,0.0
pythia-1.4b,medium,draw_3,0,9,0.0
pythia-1.4b,medium,draw_3,0,10,0.0
pythia-1.4b,medium,draw_3,0,11,0.0
pythia-1.4b,medium,draw_3,0,12,0.0
pythia-1.4b,medium,draw_3,0,13,0.0
pythia-1.4b,medium,draw_3,0,14,0.0
pythia-1.4b,medium,draw_3,0,15,0.0
pythia-1.4b,medium,draw_3,1,0,0.006439986340213218
pythia-1.4b,medium,draw_3,1,1,0.004757592797883384
pythia-1.4b,medium,draw_3,1,2,0.008672329776884551
pythia-1.4b,medium,draw_3,1,3,0.0032510666526785917
pythia-1.4b,medium,draw_3,1,4,0.0020970795136610967
pythia-1.4b,medium,draw_3,1,5,0.006809950505084907
pythia-1.4b,medium,draw_3,1,6,0.0030042745129776386
pythia-1.4b,medium,draw_3,1,7,0.00630721087262948
pythia-1.4b,medium,draw_3,1,8,0.003355925582051262
pythia-1.4b,medium,draw_3,1,9,0.0065396028461917255
pythia-1.4b,medium,draw_3,1,10,0.004317529573170154
pythia-1.4b,medium,draw_3,1,11,0.0014750453244560748
pythia-1.4b,medium,draw_3,1,12,0.002226267259665812
pythia-1.4b,medium,draw_3,1,13,0.0023335735301922866
pythia-1.4b,medium,draw_3,1,14,0.005962390130833151
pythia-1.4b,medium,draw_3,1,15,0.004096688272264872
pythia-1.4b,medium,draw_3,2,0,0.005437380952035428
pythia-1.4b,medium,draw_3,2,1,0.003910882678185987
pythia-1.4b,medium,draw_3,2,2,0.005346757853385154
pythia-1.4b,medium,draw_3,2,3,0.002691354756976928
pythia-1.4b,medium,draw_3,2,4,0.010638496510321116
pythia-1.4b,medium,draw_3,2,5,0.00450636857927239
pythia-1.4b,medium,draw_3,2,6,0.008182375357432766
pythia-1.4b,medium,draw_3,2,7,0.010866797075450211
pythia-1.4b,medium,draw_3,2,8,0.002280395427203765
pythia-1.4b,medium,draw_3,2,9,0.010002977116181942
pythia-1.4b,medium,draw_3,2,10,0.0066025831136149425
pythia-1.4b,medium,draw_3,2,11,0.005542963841834661
pythia-1.4b,medium,draw_3,2,12,0.005555959569294042
pythia-1.4b,medium,draw_3,2,13,0.005180010552134936
pythia-1.4b,medium,draw_3,2,14,0.002458932671143495
pythia-1.4b,medium,draw_3,2,15,0.002723739260340349
pythia-1.4b,medium,draw_3,3,0,0.008087444300359329
pythia-1.4b,medium,draw_3,3,1,0.010735683205970821
pythia-1.4b,medium,draw_3,3,2,0.009029924274462678
pythia-1.4b,medium,draw_3,3,3,0.016036941027370362
pythia-1.4b,medium,draw_3,3,4,0.007448528297053758
pythia-1.4b,medium,draw_3,3,5,0.010146027702503708
pythia-1.4b,medium,draw_3,3,6,0.005563714710988814
pythia-1.4b,medium,draw_3,3,7,0.006635073487059718
pythia-1.4b,medium,draw_3,3,8,0.00552379755562401
pythia-1.4b,medium,draw_3,3,9,0.008934102436740178
pythia-1.4b,medium,draw_3,3,10,0.01009997131263101
pythia-1.4b,medium,draw_3,3,11,0.006534161084054129
pythia-1.4b,medium,draw_3,3,12,0.010130790288809852
pythia-1.4b,medium,draw_3,3,13,0.0061206107344983236
pythia-1.4b,medium,draw_3,3,14,0.011807862850375645
pythia-1.4b,medium,draw_3,3,15,0.007941452123103238
pythia-1.4b,medium,draw_3,4,0,0.007610715889308318
pythia-1.4b,medium,draw_3,4,1,0.00987814660006231
pythia-1.4b,medium,draw_3,4,2,0.018751591314399824
pythia-1.4b,medium,draw_3,4,3,0.020082145414332137
pythia-1.4b,medium,draw_3,4,4,0.006747405855686261
pythia-1.4b,medium,draw_3,4,5,0.011953788330646337
pythia-1.4b,medium,draw_3,4,6,0.011875778142552747
pythia-1.4b,medium,draw_3,4,7,0.015500946180856632
pythia-1.4b,medium,draw_3,4,8,0.014411998968713459
pythia-1.4b,medium,draw_3,4,9,0.008972090928402187
pythia-1.4b,medium,draw_3,4,10,0.014777999349491712
pythia-1.4b,medium,draw_3,4,11,0.010466346173389152
pythia-1.4b,medium,draw_3,4,12,0.0042277345145133064
pythia-1.4b,medium,draw_3,4,13,0.015005170730624032
pythia-1.4b,medium,draw_3,4,14,0.012127099601363557
pythia-1.4b,medium,draw_3,4,15,0.0017502685765462777
pythia-1.4b,medium,draw_3,5,0,0.018269193363959806
pythia-1.4b,medium,draw_3,5,1,0.015636094632214045
pythia-1.4b,medium,draw_3,5,2,0.03004479396061046
pythia-1.4b,medium,draw_3,5,3,0.003466008828819746
pythia-1.4b,medium,draw_3,5,4,0.01607504556320906
pythia-1.4b,medium,draw_3,5,5,0.013800410110320101
pythia-1.4b,medium,draw_3,5,6,0.008130343312461217
pythia-1.4b,medium,draw_3,5,7,0.011283469563633903
pythia-1.4b,medium,draw_3,5,8,0.007141517766272853
pythia-1.4b,medium,draw_3,5,9,0.005974474806032357
pythia-1.4b,medium,draw_3,5,10,0.022844147599963595
pythia-1.4b,medium,draw_3,5,11,0.013498395078894377
pythia-1.4b,medium,draw_3,5,12,0.01596070065324956
pythia-1.4b,medium,draw_3,5,13,0.0219112976656025
pythia-1.4b,medium,draw_3,5,14,0.01192197200026679
pythia-1.4b,medium,draw_3,5,15,0.003679858102745745
pythia-1.4b,medium,draw_3,6,0,0.007736134575808915
pythia-1.4b,medium,draw_3,6,1,0.025067004734496065
pythia-1.4b,medium,draw_3,6,2,0.009694632634229846
pythia-1.4b,medium,draw_3,6,3,0.006621312360052197
pythia-1.4b,medium,draw_3,6,4,0.02027671463155222
pythia-1.4b,medium,draw_3,6,5,0.02227100633541234
pythia-1.4b,medium,draw_3,6,6,0.026790439377522342
pythia-1.4b,medium,draw_3,6,7,0.00881922368052204
pythia-1.4b,medium,draw_3,6,8,0.01179850775427874
pythia-1.4b,medium,draw_3,6,9,0.009648128825049344
pythia-1.4b,medium,draw_3,6,10,0.006966263908948263
pythia-1.4b,medium,draw_3,6,11,0.007149786857631518
pythia-1.4b,medium,draw_3,6,12,0.018394028774234832
pythia-1.4b,medium,draw_3,6,13,0.011624471089517264
pythia-1.4b,medium,draw_3,6,14,0.012689036986968369
pythia-1.4b,medium,draw_3,6,15,0.007909756152901702
pythia-1.4b,medium,draw_3,7,0,0.010189379876535058
pythia-1.4b,medium,draw_3,7,1,0.02125778925229196
pythia-1.4b,medium,draw_3,7,2,0.02259527079669572
pythia-1.4b,medium,draw_3,7,3,0.013118874786868726
pythia-1.4b,medium,draw_3,7,4,0.025993814063910475
pythia-1.4b,medium,draw_3,7,5,0.008098525928742802
pythia-1.4b,medium,draw_3,7,6,0.018730465018338655
pythia-1.4b,medium,draw_3,7,7,0.010760012787183675
pythia-1.4b,medium,draw_3,7,8,0.012689199259553809
pythia-1.4b,medium,draw_3,7,9,0.020301982989359074
pythia-1.4b,medium,draw_3,7,10,0.015067918511274696
pythia-1.4b,medium,draw_3,7,11,0.017910060130914916
pythia-1.4b,medium,draw_3,7,12,0.022833784944033573
pythia-1.4b,medium,draw_3,7,13,0.011956285458372032
pythia-1.4b,medium,draw_3,7,14,0.019284007420559794
pythia-1.4b,medium,draw_3,7,15,0.013356576749015884
pythia-1.4b,medium,draw_3,8,0,0.019459389574104563
pythia-1.4b,medium,draw_3,8,1,0.03106303275337947
pythia-1.4b,medium,draw_3,8,2,0.023535763368650615
pythia-1.4b,medium,draw_3,8,3,0.02780232182321609
pythia-1.4b,medium,draw_3,8,4,0.008078401250930189
pythia-1.4b,medium,draw_3,8,5,0.03147665913695543
pythia-1.4b,medium,draw_3,8,6,0.02644643970634085
pythia-1.4b,medium,draw_3,8,7,0.02933469159519392
pythia-1.4b,medium,draw_3,8,8,0.033887484360436766
pythia-1.4b,medium,draw_3,8,9,0.03426680531938969
pythia-1.4b,medium,draw_3,8,10,0.01725306815822027
pythia-1.4b,medium,draw_3,8,11,0.020723303484539084
pythia-1.4b,medium,draw_3,8,12,0.032088678330696604
pythia-1.4b,medium,draw_3,8,13,0.014358950212232989
pythia-1.4b,medium,draw_3,8,14,0.00897499286529628
pythia-1.4b,medium,draw_3,8,15,0.01590913537726268
pythia-1.4b,medium,draw_3,9,0,0.01989909323333397
pythia-1.4b,medium,draw_3,9,1,0.01478024282112013
pythia-1.4b,medium,draw_3,9,2,0.01788963036604195
pythia-1.4b,medium,draw_3,9,3,0.00978722567575782
pythia-1.4b,medium,draw_3,9,4,0.026473288842605476
pythia-1.4b,medium,draw_3,9,5,0.0288489935357713
pythia-1.4b,medium,draw_3,9,6,0.028649403519385823
pythia-1.4b,medium,draw_3,9,7,0.023274663166996636
pythia-1.4b,medium,draw_3,9,8,0.03826586696459469
pythia-1.4b,medium,draw_3,9,9,0.01794722186775573
pythia-1.4b,medium,draw_3,9,10,0.0672077447863889
pythia-1.4b,medium,draw_3,9,11,0.031947382449394574
pythia-1.4b,medium,draw_3,9,12,0.033650373267226245
pythia-1.4b,medium,draw_3,9,13,0.029538059874909754
pythia-1.4b,medium,draw_3,9,14,0.02064975932173833
pythia-1.4b,medium,draw_3,9,15,0.018035892706029864
pythia-1.4b,medium,draw_3,10,0,0.008553310091791616
pythia-1.4b,medium,draw_3,10,1,0.010502480940008583
pythia-1.4b,medium,draw_3,10,2,0.013905971231639974
pythia-1.4b,medium,draw_3,10,3,0.024581760001129487
pythia-1.4b,medium,draw_3,10,4,0.03858781526665064
pythia-1.4b,medium,draw_3,10,5,0.02106661651937162
pythia-1.4b,medium,draw_3,10,6,0.0174303098378972
pythia-1.4b,medium,draw_3,10,7,0.021091148979924534
pythia-1.4b,medium,draw_3,10,8,0.030786794516208117
pythia-1.4b,medium,draw_3,10,9,0.02999858914350935
pythia-1.4b,medium,draw_3,10,10,0.021712658351818386
pythia-1.4b,medium,draw_3,10,11,0.023511719411028274
pythia-1.4b,medium,draw_3,10,12,0.005952892529309123
pythia-1.4b,medium,draw_3,10,13,0.03959658113747194
pythia-1.4b,medium,draw_3,10,14,0.00945935396807109
pythia-1.4b,medium,draw_3,10,15,0.029172252798801045
pythia-1.4b,medium,draw_3,11,0,0.013724557137617232
pythia-1.4b,medium,draw_3,11,1,0.010607043391111055
pythia-1.4b,medium,draw_3,11,2,0.06161955107557915
pythia-1.4b,medium,draw_3,11,3,0.017601024758310733
pythia-1.4b,medium,draw_3,11,4,0.014022965165912898
pythia-1.4b,medium,draw_3,11,5,0.023350192911888643
