model,layer,head,in_circuit,induction_score,bos_fraction,source_fraction,target_fraction,repeat_fraction,entropy_mean,circuit_role,mean_js_divergence
pythia-70m,1,7,True,0.00584822865203023,0.6402859091758728,0.027924419194459916,0.004426256380975246,0.2578877151012421,1.865359401702881,bos_sink,0.0
pythia-70m,2,0,True,0.009416590817272663,0.24790295958518982,0.05450475364923477,0.01412346176803112,0.4030910074710846,3.2830291271209715,diffuse,0.0026083543985142934
pythia-70m,2,1,True,8.458718667725406e-08,0.0003179336548782885,0.0074050196446478365,2.1023230146965943e-05,0.9677769660949707,0.7193143606185913,previous_token,0.0008603758576395077
pythia-70m,2,2,True,0.010833101719617844,0.18981125950813293,0.03409744687378406,0.012228970788419247,0.3187176585197449,3.7325836181640626,diffuse,0.0021298482241010877
pythia-70m,2,3,True,0.008728585578501225,0.05340159982442856,0.03941327258944512,0.01035924106836319,0.6401681542396546,3.2776316165924073,diffuse,0.0017033847055849603
pythia-70m,2,4,True,0.0005456142942421138,0.0020518291275948286,0.001464371127076447,0.0009089836501516401,0.862643837928772,1.9739292860031128,previous_token,0.0016383749386550148
pythia-70m,2,5,True,0.03934181109070778,0.2009144276380539,0.11305343508720397,0.046171043813228604,0.16834584176540374,3.8716079235076903,diffuse,0.0031302987283068394
pythia-70m,2,6,True,0.6078225016593933,0.20623843669891356,0.6229237079620361,0.009756687190383672,0.08349310085177422,1.6370665073394775,induction,0.004248702410314123
pythia-70m,2,7,True,0.0001887649326818064,0.1459065318107605,0.0014727872563526033,0.0003122640831861645,0.7781016826629639,2.6562855720520018,previous_token,0.0018596505593780062
pythia-70m,3,0,True,0.007985456474125385,0.2902339994907379,0.012619954533874989,0.27875969409942625,0.22009994685649872,1.9474964380264281,diffuse,0.005062316797417405
pythia-70m,3,1,True,0.007279342319816351,0.2761053919792175,0.009707312472164631,0.5769919991493225,0.09164506569504738,0.9565586447715759,diffuse,0.005415188082865548
pythia-70m,3,2,True,0.01257970854640007,0.15008464455604553,0.0959676206111908,0.017092269100248813,0.3682744145393372,3.8059834480285644,diffuse,0.003352551263997751
pythia-70m,3,3,True,0.024558397009968758,0.5026484787464142,0.08286161720752716,0.15210434496402742,0.07203652188181878,2.6566442966461183,bos_sink,0.00367689760750765
pythia-70m,3,4,True,0.0032619350589811803,0.12025517076253892,0.025747595727443694,0.00426740450784564,0.6648871898651123,3.0665164470672606,previous_token,0.0014450790864884084
pythia-70m,3,5,True,0.0018394755083136261,0.16119543761014937,0.003582530003041029,0.7409221172332764,0.07020998857915402,0.6363126695156097,diffuse,0.005153350797279363
pythia-70m,3,6,True,0.002276457077823579,0.11242251098155975,0.003966207429766655,0.8342644810676575,0.03407505378127098,0.3779982805252075,diffuse,0.002967664231114214
pythia-70m,3,7,True,0.008496912755072117,0.2485957086086273,0.03775075972080231,0.01583587322384119,0.3424618363380432,3.3656418323516846,diffuse,0.0016067741548922365
pythia-70m,4,0,True,0.018652818351984023,0.3223137676715851,0.06231642886996269,0.048977240920066833,0.08558213710784912,2.181218457221985,bos_sink,0.00761636901313076
pythia-70m,4,1,True,0.0006632605858612805,0.8653366446495057,0.0015258409548550844,0.053792118281126025,0.06330059990286827,0.4871789276599884,bos_sink,0.004538578716102925
pythia-70m,4,2,True,0.022075132839381693,0.4417509913444519,0.049728333950042725,0.16546077132225037,0.05889756307005882,1.0167007923126221,bos_sink,0.010861471987940819
pythia-70m,4,3,True,0.0018050971266347915,0.9117175459861755,0.004166305297985673,0.02358996409457177,0.011043699737638236,0.1209122896194458,bos_sink,0.012319850131144745
pythia-70m,4,4,True,0.015225945506244898,0.5895270824432373,0.05092201735824346,0.14696235954761505,0.03164808414876461,0.8243512809276581,bos_sink,0.009540693318551863
pythia-70m,4,5,True,0.03331522569060326,0.27514647245407103,0.16676715314388274,0.07154500484466553,0.06789563149213791,1.2657546043395995,diffuse,0.008319797351228191
pythia-70m,4,6,True,0.02720588371157646,0.503332382440567,0.1259659618139267,0.0731940135359764,0.034131523594260214,0.693208384513855,bos_sink,0.011277428127009643
pythia-70m,4,7,True,0.04769229292869568,0.02152371723204851,0.09141117930412293,0.46749256253242494,0.04500439241528511,0.9150266528129578,diffuse,0.010798750813941231
pythia-70m,5,0,True,7.277725616461339e-05,0.4193346738815308,0.0001215906239394826,0.00017172192534076203,0.5155621886253356,0.6935186743736267,bos_sink,0.007836318498876733
pythia-70m,5,1,True,0.00034588730823088555,0.0003972441627411172,0.002543786505702883,0.0007059018535073847,0.7462346911430359,0.6660660862922668,previous_token,0.010379107505217536
pythia-70m,5,2,True,1.5526281629263394e-06,0.034476999565958975,7.925354314863852e-06,2.511964386719967e-05,0.9109819293022156,0.27853233814239503,diffuse,0.00952714937421062
pythia-70m,5,3,True,2.7346904433596408e-05,0.07264461535960436,0.0003593098131687178,1.573692742072839e-13,0.8353993177413941,0.21133026778697966,diffuse,0.015366500747340835
pythia-70m,5,4,False,1.863386954685063e-08,0.8726356148719787,1.4385478903214398e-06,1.236038284555376e-10,0.12274592220783234,0.11911355555057526,bos_sink,0.01009481614283268
pythia-70m,5,5,True,0.0001991951878153486,0.8122470617294312,0.0004828676424949663,0.0008092438217317977,0.1422219231724739,0.38345043659210204,bos_sink,0.0075128122763239245
pythia-70m,5,6,False,0.0005281352816234542,0.8279278516769409,0.0014117422411235481,0.00011275091779561208,0.124355249106884,0.1382574200630188,bos_sink,0.02324402853666478
pythia-70m,5,7,True,4.146184511455431e-06,5.240119183014258e-08,3.9780787847121243e-05,5.345729857140213e-05,0.9711679935455322,0.6229071736335754,previous_token,0.007115032831882449
pythia-160m,0,0,True,0.0005220475839450955,0.3067627280950546,0.018361316248774528,0.001474751252681017,0.6021828770637512,2.0030100345611572,previous_token,0.0
pythia-160m,0,1,True,0.031067629531025886,0.44861950278282164,0.10655123889446258,0.02179381363093853,0.17259446382522584,2.9088640213012695,bos_sink,0.0
pythia-160m,0,2,True,0.02490066234022379,0.013660556357353925,0.09615903496742248,0.02168173398822546,0.5597532987594604,2.6613051891326904,diffuse,0.0
pythia-160m,0,3,True,0.03062618412077427,0.015469725988805295,0.12575245499610901,0.028218037635087966,0.4578887403011322,3.508367729187012,diffuse,0.0
pythia-160m,0,4,True,0.0027698840014636515,0.002408977458253503,0.028226951137185097,0.0104063393548131,0.6996297478675843,3.414283275604248,previous_token,0.0
pythia-160m,0,5,True,0.022161522507667543,0.6268300294876099,0.08234695047140121,0.015499117225408554,0.10210007727146149,2.44665584564209,bos_sink,0.0
pythia-160m,0,6,True,0.013683759421110154,0.42930468916893005,0.09738908112049102,0.015652890875935556,0.25050209164619447,3.0988136768341064,bos_sink,0.0
pythia-160m,0,7,True,0.8490455985069275,0.07126670554280282,0.8542345643043519,0.0008956019999459385,0.06806885376572609,0.7694866538047791,induction,0.0
pythia-160m,0,8,True,0.0025831347331404684,0.009685849770903587,0.03501400351524353,0.004698430420830846,0.8048888206481933,2.387256383895874,previous_token,0.0
pythia-160m,0,9,True,0.05178172960877418,0.03861501179635525,0.14012373685836793,0.028330455347895623,0.44053305983543395,3.4523959159851074,diffuse,0.0
pythia-160m,0,10,True,0.02119743525981903,0.1908406436443329,0.09787335991859436,0.023122218996286394,0.3741053879261017,3.6085190296173097,diffuse,0.0
pythia-160m,0,11,False,0.0008779952535405755,0.9844695448875427,0.0038202513940632345,0.00073232680442743,0.003195609198883176,0.1599494695663452,bos_sink,0.0
pythia-160m,1,0,True,0.005963247735053301,0.15376465618610383,0.06965236514806747,0.009536419622600078,0.6123830914497376,2.8878766536712646,previous_token,0.0023951710761307495
pythia-160m,1,1,True,9.086843274417334e-05,0.662867271900177,0.01005993951112032,0.00023736167058814318,0.30379650592803953,1.33581485748291,bos_sink,0.002033811626456992
pythia-160m,1,2,True,2.7399933605920525e-05,0.0024487895192578436,0.004353531356900931,9.589195542503148e-05,0.9675541520118713,1.597078013420105,previous_token,0.0023507175532403186
pythia-160m,1,3,True,0.11405908614397049,0.10806404799222946,0.2802682340145111,0.0471786767244339,0.1996550440788269,3.855764389038086,diffuse,0.004373428591637531
pythia-160m,1,4,False,0.022663490474224092,0.6565163016319275,0.09706781655550004,0.020519329980015755,0.035590505599975585,1.996316623687744,bos_sink,0.005042053807343242
pythia-160m,1,5,True,0.029784932732582092,0.12431132793426514,0.19808194041252136,0.03172432892024517,0.2686362206935883,3.859373617172241,diffuse,0.005006069339515045
pythia-160m,1,6,True,0.47455020546913146,0.330910450220108,0.49075868129730227,0.0046864872798323635,0.07680425643920899,2.051581072807312,induction,0.002442497640651174
pythia-160m,1,7,True,0.005416686739772558,0.007599921617656946,0.07655705362558365,0.007899707648903131,0.6475334405899048,2.899176263809204,previous_token,0.0023311679647885337
pythia-160m,1,8,True,0.03550420254468918,0.508659428358078,0.17005884200334548,0.016698448173701762,0.09233971610665322,2.6643550395965576,bos_sink,0.004379060053592272
pythia-160m,1,9,False,0.010384793765842915,0.4153965890407562,0.15125178396701813,0.027319049835205077,0.11569993197917938,3.275641393661499,bos_sink,0.003470809569359093
pythia-160m,1,10,True,0.5922547698020935,0.38526148200035093,0.5955116271972656,0.0022205904358997943,0.007280650734901428,0.9287863612174988,induction,0.00398072283798706
pythia-160m,1,11,True,0.010016319155693055,0.024625984206795692,0.03909888416528702,0.009082579612731933,0.6615503430366516,3.256621217727661,diffuse,0.0018296076361593579
pythia-160m,2,0,True,0.013826369680464268,0.4057513952255249,0.030686754360795022,0.008018819987773896,0.39572225213050843,2.782585859298706,bos_sink,0.005089749010002164
pythia-160m,2,1,True,0.0021747410064563155,0.3251877069473267,0.015188432484865188,0.002997139748185873,0.5623685479164123,2.5469618797302247,bos_sink,0.00621740294337618
pythia-160m,2,2,False,0.010628164000809192,0.6208725810050965,0.04867587983608246,0.008117126766592264,0.19747092127799987,2.2135138511657715,bos_sink,0.007404707137731821
pythia-160m,2,3,True,0.020502571389079093,0.30981417894363406,0.08604493737220764,0.01639204304665327,0.37970603704452516,3.2440677642822267,bos_sink,0.007736680675045896
pythia-160m,2,4,True,0.0111921651288867,0.3075114905834198,0.10007966011762619,0.02449498176574707,0.26558374166488646,3.6506765842437745,bos_sink,0.004494115114092571
pythia-160m,2,5,True,0.005095397308468819,0.7659824132919312,0.030794547498226167,0.0038930187933146954,0.14239630699157715,1.4276214599609376,bos_sink,0.004158359554588149
pythia-160m,2,6,True,0.0015535047743469477,0.4391754448413849,0.028757017105817795,0.002573745837435126,0.44534629583358765,2.39892897605896,bos_sink,0.0053983281289425806
pythia-160m,2,7,True,0.04083377793431282,0.035248172283172605,0.21453655064105986,0.036599169671535495,0.26550531983375547,4.014454507827759,diffuse,0.006301820955351743
pythia-160m,2,8,True,0.00020106934243813157,0.0012904868926852942,0.003876462345942855,0.0007687745499424636,0.9240108609199524,2.0529707431793214,previous_token,0.0027269845803524306
pythia-160m,2,9,True,0.0014099405379965901,0.6582645654678345,0.01999044343829155,0.002296359301544726,0.25633915364742277,1.727575135231018,bos_sink,0.004359083544010025
pythia-160m,2,10,True,0.1228598803281784,0.3795821964740753,0.18366971909999846,0.02306118793785572,0.1855192631483078,2.99523344039917,bos_sink,0.007859242990823127
pythia-160m,2,11,True,0.0030235296580940485,0.5718130111694336,0.015314694494009018,0.0018660297617316246,0.33781657218933103,1.8450318098068237,bos_sink,0.013884838375912138
pythia-160m,3,0,True,8.558973050298845e-08,0.026402466744184495,0.012000792473554612,6.500644485640805e-06,0.9499853134155274,0.9719509840011596,previous_token,0.002143210668012113
pythia-160m,3,1,True,4.01983540996298e-06,0.039382902532815935,0.0006900140317156911,3.2561242551309985e-05,0.9414960861206054,1.4127561092376708,previous_token,0.003545598071313244
pythia-160m,3,2,True,1.4245811631036221e-10,1.0590537021926138e-05,0.00012906531483167783,6.742916998092597e-08,0.9986357092857361,0.25190896093845366,previous_token,0.0011198829498825001
pythia-160m,3,3,True,0.40798357129096985,0.00540090030990541,0.41203510761260986,0.0013518870226107537,0.5610516667366028,1.2354735851287841,induction,0.009618756547332808
pythia-160m,3,4,True,0.0003180961968610063,0.017746829614043235,0.007090567238628864,0.0008497164235450327,0.9384638905525208,2.140208387374878,previous_token,0.0026093948868920447
pythia-160m,3,5,True,0.010258357971906662,0.536324942111969,0.04417577162384987,0.012253369018435479,0.26565331816673277,2.4381956100463866,bos_sink,0.006676063597463509
pythia-160m,3,6,True,0.011519249528646469,0.32199437022209165,0.05827120691537857,0.017901910468935966,0.32822073101997373,3.367751407623291,bos_sink,0.005573261054309216
pythia-160m,3,7,True,0.06872327774763107,0.3785511374473572,0.15215620696544646,0.023808903247117996,0.22594438791275023,3.4070013999938964,bos_sink,0.00434052890472314
pythia-160m,3,8,True,0.0037873415276408195,0.21547512114048004,0.012998942844569683,0.00353137101046741,0.5720369577407837,3.2300039768218993,diffuse,0.0033226050392589873
pythia-160m,3,9,True,0.0007094208267517388,0.4011362731456757,0.010741201974451543,0.0008928304305300117,0.535699725151062,2.1074952602386476,bos_sink,0.005837417582286957
pythia-160m,3,10,True,0.01713801547884941,0.3208839178085327,0.07571794539690017,0.01897280178964138,0.3950145959854126,3.201482152938843,bos_sink,0.004548316254028358
pythia-160m,3,11,True,0.01791674867272377,0.36950269937515257,0.13593244552612305,0.019408933259546755,0.2374371737241745,3.1908583641052246,bos_sink,0.005430821475490158
pythia-160m,4,0,True,0.002034801943227649,0.5729017138481141,0.0126277981325984,0.0029090754687786102,0.3435662269592285,1.8168509483337403,bos_sink,0.004951072210817876
pythia-160m,4,1,True,0.007425760012120008,0.4862606108188629,0.09558317512273788,0.030403366312384605,0.10992378890514373,3.0397877216339113,bos_sink,0.005363488719630552
pythia-160m,4,2,True,0.0018359268782660366,0.6041722893714905,0.033728315681219104,0.0013271483825519682,0.3133647918701172,1.893053936958313,bos_sink,0.005158553251772285
pythia-160m,4,3,True,0.011493313126266003,0.18979840874671935,0.14609065651893616,0.015023046173155308,0.33794726729393004,3.5459750652313233,diffuse,0.006268934190213464
pythia-160m,4,4,True,0.0016848166706040502,0.4450428307056427,0.016984302178025247,0.002568001486361027,0.4116138219833374,2.4211023807525636,bos_sink,0.006554283900107848
pythia-160m,4,5,True,0.0002988508058479056,0.2598687320947647,0.003664649883285165,0.0004182434233371168,0.6661603212356567,1.8913512229919434,previous_token,0.005382957650584291
pythia-160m,4,6,True,0.00035278230934636666,0.010719183459877967,0.0005903740297071636,0.9884899377822876,5.2060986126889476e-05,0.0631527028977871,diffuse,0.004812428961297381
pythia-160m,4,7,True,0.0010105408728122711,0.17060229182243347,0.006929314136505127,0.002779828757047653,0.6641753792762757,2.864561414718628,previous_token,0.003988172484485531
pythia-160m,4,8,True,0.0052751172333955765,0.08729052692651748,0.012006825581192971,0.8281990170478821,0.02937500588595867,0.9527953028678894,diffuse,0.0048266561977902845
pythia-160m,4,9,True,0.02621200829744339,0.30223737359046937,0.08051184564828873,0.08489084988832474,0.2791766107082367,3.3697132587432863,bos_sink,0.0056315883354049
pythia-160m,4,10,True,0.002247334364801645,0.07209791913628578,0.002459045103751123,0.924819540977478,8.226851205108687e-05,0.239135217666626,diffuse,0.009168425675190415
pythia-160m,4,11,True,0.004591093491762876,0.21532554626464845,0.013104143925011158,0.7463375329971313,0.007255920208990574,0.9366003513336182,diffuse,0.005570762497915627
pythia-160m,5,0,True,0.006756370514631271,0.3440474450588226,0.01701063774526119,0.6108338832855225,0.009693723917007447,1.094743585586548,bos_sink,0.005500162221474829
pythia-160m,5,1,True,0.00026003301027230916,0.12513259649276734,0.002493486553430557,0.0006262480979785323,0.7988697290420532,2.4564130306243896,previous_token,0.004184116866084106
pythia-160m,5,2,True,0.028937569260597228,0.41467493772506714,0.059841769933700564,0.06506317257881164,0.10423009246587753,3.014957857131958,bos_sink,0.007374355445064259
pythia-160m,5,3,True,0.02501259557902813,0.5584224581718444,0.06416569650173187,0.034027322009205815,0.08117439746856689,2.624047327041626,bos_sink,0.004754575933638678
pythia-160m,5,4,True,0.03525884822010994,0.37421603202819825,0.13347418159246444,0.048355259001255035,0.07914455384016036,3.339765453338623,bos_sink,0.005918124759116996
pythia-160m,5,5,True,0.16501124501228331,0.4749440312385559,0.22682814598083495,0.06961512714624404,0.10814326256513596,2.4617433547973633,bos_sink,0.006145404879593224
pythia-160m,5,6,True,0.01480382177978754,0.4525006592273712,0.016901450417935848,0.46749091148376465,0.018314492888748646,0.9409902334213257,bos_sink,0.013825761476459362
pythia-160m,5,7,True,0.022383514791727066,0.45099849700927735,0.04403297901153565,0.39352906942367555,0.0270856149494648,1.565322208404541,bos_sink,0.007464506685021608
pythia-160m,5,8,True,0.0007471619988791645,0.4345933496952057,0.01082039177417755,0.001221325865481049,0.5026000797748565,2.0476291179656982,bos_sink,0.0051992073440783465
pythia-160m,5,9,False,0.013691050745546818,0.9390780091285705,0.01978270560503006,0.011527011077851057,0.008238251693546772,0.4766225516796112,bos_sink,0.0034617585621524497
pythia-160m,5,10,True,0.03729504346847534,0.052119869738817215,0.061684783548116684,0.227411487698555,0.03740962296724319,2.458961248397827,diffuse,0.006958495971473524
pythia-160m,5,11,True,0.008839989453554154,0.30802580118179324,0.06165502965450287,0.0189008254557848,0.35349016189575194,3.4166271686553955,bos_sink,0.005847284081472843
pythia-160m,6,0,True,0.020069959014654158,0.30312687158584595,0.12669100612401962,0.025393116846680643,0.34709490537643434,2.761617136001587,bos_sink,0.012269396267011953
pythia-160m,6,1,True,0.023302750289440156,0.3889917373657227,0.14321570098400116,0.022441621869802475,0.23109609484672547,3.2904478549957275,bos_sink,0.006241998616058319
pythia-160m,6,2,True,0.00026189437339780853,0.48837617635726926,0.0018117749714292586,0.0011082245036959648,0.4824507892131805,1.1821374893188477,bos_sink,0.010514743129306765
pythia-160m,6,3,True,0.007340551912784576,0.143385848402977,0.030701403692364692,0.011182582937180996,0.6944124698638916,2.773288440704346,previous_token,0.009223692880473805
pythia-160m,6,4,True,0.00498354434967041,0.63920578956604,0.03782334849238396,0.008278536424040795,0.17727285027503967,2.079064464569092,bos_sink,0.005466986102722032
pythia-160m,6,5,True,0.0056989285163581375,0.3128436326980591,0.046450643241405486,0.011969811096787453,0.48573885560035707,3.067722702026367,diffuse,0.004450590712671904
pythia-160m,6,6,True,0.039001449942588806,0.15688776671886445,0.09756953865289689,0.15491615533828734,0.18758328258991241,3.681522512435913,diffuse,0.007104925247611553
pythia-160m,6,7,True,0.025521671399474144,0.14632496982812881,0.07369384616613388,0.04937968924641609,0.271014529466629,3.96463565826416,diffuse,0.0057375026488458445
pythia-160m,6,8,True,0.006983179040253163,0.27780768275260925,0.03618623539805412,0.01576904971152544,0.388369482755661,3.273602104187012,diffuse,0.004677655279845414
pythia-160m,6,9,False,0.002191937970928848,0.8882031440734863,0.012970487494021654,0.002821637410670519,0.05936461091041565,0.5968983829021454,bos_sink,0.011835160888976765
pythia-160m,6,10,True,0.17312353551387788,0.16020174324512482,0.2299188643693924,0.06724560856819153,0.16695097386837005,3.4558101654052735,induction,0.008003428708307751
pythia-160m,6,11,True,0.02736477479338646,0.03884341008961201,0.05558508932590485,0.07790305837988853,0.5357912361621857,3.3000370979309084,diffuse,0.008686602460607505
pythia-160m,7,0,True,0.018706339970231058,0.2295044481754303,0.13364495038986207,0.01961445063352585,0.22294055819511413,3.5109521389007567,diffuse,0.0074685607465190375
pythia-160m,7,1,True,0.003352945583174005,0.7919926643371582,0.01908730110153556,0.006671520229429006,0.07992675378918648,0.9984921336174011,bos_sink,0.009738027023927382
pythia-160m,7,2,True,0.00028340863937046377,0.22439784109592437,0.0011720758979208768,0.010115221701562404,0.7529039144515991,1.3357053995132446,diffuse,0.008915615320487185
pythia-160m,7,3,True,0.005895797908306122,0.009410307742655277,0.020804284140467644,0.012772396765649318,0.8228289365768433,2.163248586654663,previous_token,0.008933185931558514
pythia-160m,7,4,True,0.0005418455752078444,0.15639137327671052,0.004971845541149378,0.001357729290612042,0.8125137090682983,1.5152538537979126,previous_token,0.011689203433638901
pythia-160m,7,5,True,0.13130779266357423,0.1217214897274971,0.21083326935768126,0.129124952852726,0.05170376040041447,2.1366937160491943,diffuse,0.01333489699737971
pythia-160m,7,6,False,0.0028690808918327092,0.9062929391860962,0.006143666338175535,0.000853445747634396,0.07560255974531174,0.31203705072402954,bos_sink,0.016628490699936372
pythia-160m,7,7,True,7.155901970978817e-09,0.044232269376516344,0.0032183762174099683,1.410481083041759e-07,0.9487930059432983,0.6845862746238709,previous_token,0.005906308948810368
pythia-160m,7,8,True,0.048239375650882724,0.18833581507205963,0.17006251811981202,0.10364646017551422,0.07998132705688477,3.871378183364868,diffuse,0.004975963686240954
pythia-160m,7,9,True,0.008055069483816624,0.7519501924514771,0.028715426847338677,0.03859372399747372,0.035162190347909926,0.9977431178092957,bos_sink,0.013251192649329842
pythia-160m,7,10,False,1.3677840631778495e-14,0.9660616159439087,1.3937078104655801e-14,6.040854881348104e-30,0.033938408643007276,0.0008753889241802426,bos_sink,0.01109250437510997
pythia-160m,7,11,True,0.04635181277990341,0.3390508830547333,0.11225229203701019,0.15183604061603545,0.050123777240514755,3.0937466621398926,bos_sink,0.007093977359164281
pythia-160m,8,0,True,0.000516538874944672,0.8567408204078675,0.003546294430270791,0.001494501461274922,0.10470757111907006,0.6700996160507202,bos_sink,0.011587606603857093
pythia-160m,8,1,True,0.02472519522998482,0.30844051092863084,0.06770923510193824,0.0991334617137909,0.10030346363782883,0.531693023443222,bos_sink,0.030487976510969055
pythia-160m,8,2,True,0.011298386752605439,0.0006266839309319039,0.020930896140635015,0.910392951965332,0.0011751028709113599,0.1754756897687912,diffuse,0.023825182875302376
pythia-160m,8,3,True,0.008071643672883511,0.8954320549964905,0.051995616406202316,0.02458646334707737,0.0020569392770994456,0.1426972821354866,bos_sink,0.028608073835734087
pythia-160m,8,4,True,0.0029948151176540706,0.730949068069458,0.01298606926575303,0.007338083279319107,0.13785471767187119,0.21551526486873626,bos_sink,0.04514777729837135
pythia-160m,8,5,False,0.0001414057354850229,0.9890829682350158,0.0022439502412453295,0.0015630495530785994,0.0033504956954857334,0.038465512730181214,bos_sink,0.014724841601586608
pythia-160m,8,6,False,5.567309690377442e-05,0.9998804926872253,5.951499842922203e-05,2.4680792449771615e-07,5.7802434457698834e-05,0.0009808654664084314,bos_sink,0.002158210060429668
pythia-160m,8,7,True,0.0594928003847599,0.4664965808391571,0.09245418012142181,0.009548397548496724,0.13558529764413835,1.1392173171043396,bos_sink,0.024714276180844468
pythia-160m,8,8,True,0.021288224123418333,0.116328876465559,0.04411897175014019,0.6636718273162842,0.0015794858860317617,0.36815041303634644,diffuse,0.026207583591056485
pythia-160m,8,9,True,7.027434276096756e-05,0.9923868656158448,0.00018557785515440627,0.005499925324693322,0.0005496502009918914,0.03978992141783237,bos_sink,0.007903209521155221
pythia-160m,8,10,True,0.009708928130567073,0.7811928629875183,0.030781874805688857,0.08009513765573502,0.02252374552190304,1.1157125115394593,bos_sink,0.011863504527026694
pythia-160m,8,11,True,0.040298577025532724,0.007282701646909117,0.09054670333862305,0.6997205972671509,0.0015323176514357329,0.6198531150817871,diffuse,0.021621725047146836
pythia-160m,9,0,True,0.00017875698686111718,0.7136112511157989,0.005876798694953322,0.0020026181402499786,0.27310594320297243,0.496512109041214,bos_sink,0.014607101962151927
pythia-160m,9,1,True,0.001545224929577671,0.670734566450119,0.007926318445242941,0.0030235376092605294,0.3176169693470001,0.10143073052167892,bos_sink,0.02297015106378261
pythia-160m,9,2,True,0.018291962891817094,0.14734085351228715,0.04855576604604721,0.5293026566505432,0.01588616669178009,0.3460901379585266,diffuse,0.03253201576914782
pythia-160m,9,3,True,0.01882920004427433,0.43219215869903566,0.15404635965824126,0.030910753831267356,0.11368670165538788,1.4698355197906494,bos_sink,0.024409764746393
pythia-160m,9,4,True,0.03794130124151707,0.3026032939553261,0.10713989585638047,0.2353145271539688,0.02129249256104231,0.37441869974136355,bos_sink,0.029855579683750345
pythia-160m,9,5,True,2.777254371721938e-06,0.34593653678894043,9.150311598205008e-06,0.3832732081413269,0.24514094293117522,0.4479802012443542,bos_sink,0.02334798543988278
pythia-160m,9,6,True,0.027009380236268043,0.032950522005558015,0.05284057036042213,0.6215733170509339,0.011394774075597525,0.3831801235675812,diffuse,0.028673773940229786
pythia-160m,9,7,True,0.02481757141649723,0.03627114668488503,0.053823813796043396,0.4603184342384338,0.11643866449594498,0.7223451852798461,diffuse,0.025965545902535626
pythia-160m,9,8,True,0.017453441955149175,0.028413781709969044,0.03729720488190651,0.7111303448677063,0.018989323638379574,0.36898422837257383,diffuse,0.02780682015991458
pythia-160m,9,9,True,0.021764997206628323,0.035154984891414644,0.055566883832216266,0.6637829661369323,0.03340751174837351,0.3804116487503052,diffuse,0.028881958469906814
pythia-160m,9,10,False,0.00015446458346559666,0.9932732343673706,0.004889544798061252,6.306329014478251e-05,0.0004394172225147486,0.04921331368386746,bos_sink,0.006539131826081849
pythia-160m,9,11,False,0.000281897389140795,0.9990602493286133,0.0005836148746311664,1.6415331901953323e-05,1.2064977681802702e-05,0.007420147396624088,bos_sink,0.006518284598374605
pythia-160m,10,0,True,0.003227644124604012,0.7710880517959595,0.010686556715518237,0.09230308160185814,0.030087363626807927,0.1363749697804451,bos_sink,0.03510171064808632
pythia-160m,10,1,True,0.0030127798090688884,0.6162299275398254,0.035116436146199706,6.410023178382573e-06,0.29496923089027405,0.14467208385467528,bos_sink,0.040179414911214094
