model,draw,band,layer,head,entropy_base,entropy_circuit,delta_entropy
pythia-160m,draw_3,control,10,7,0.0755123123526573,0.062156226485967636,-0.013356085866689668
pythia-160m,draw_3,control,10,8,0.1343505978584289,0.15310658514499664,0.018755987286567743
pythia-160m,draw_3,control,10,9,1.2130628824234009,1.2277486324310303,0.014685750007629395
pythia-160m,draw_3,control,10,10,0.2093049585819244,0.22349928319454193,0.01419432461261752
pythia-160m,draw_3,control,10,11,0.2468792051076889,0.25115692615509033,0.004277721047401428
pythia-160m,draw_3,control,11,0,0.3073273003101349,0.30091896653175354,-0.006408333778381348
pythia-160m,draw_3,control,11,1,0.2539925575256347,0.24771274626255035,-0.006279811263084356
pythia-160m,draw_3,control,11,2,0.1287508755922317,0.11756280064582825,-0.011188074946403448
pythia-160m,draw_3,control,11,3,0.0172099694609642,0.013743068091571331,-0.0034669013693928684
pythia-160m,draw_3,control,11,4,0.2452023029327392,0.24760915338993073,0.002406850457191523
pythia-160m,draw_3,control,11,5,0.1905260235071182,0.18999207019805908,-0.0005339533090591153
pythia-160m,draw_3,control,11,6,0.2662735283374786,0.27747055888175964,0.011197030544281061
pythia-160m,draw_3,control,11,7,0.2181613594293594,0.21415825188159943,-0.004003107547759982
pythia-160m,draw_3,control,11,8,0.1521863490343094,0.15275061130523682,0.0005642622709274292
pythia-160m,draw_3,control,11,9,0.281857967376709,0.24712327122688293,-0.03473469614982605
pythia-160m,draw_3,control,11,10,0.123157300055027,0.11746250092983246,-0.005694799125194536
pythia-160m,draw_3,control,11,11,0.2004788070917129,0.19844557344913483,-0.0020332336425780695
pythia-410m,draw_1,low,0,0,2.6747875213623047,2.6747875213623047,0.0
pythia-410m,draw_1,low,0,1,0.0096594113856554,0.009659411385655403,3.469446951953614e-18
pythia-410m,draw_1,low,0,2,3.355546236038208,3.355546236038208,0.0
pythia-410m,draw_1,low,0,3,3.544011116027832,3.544011116027832,0.0
pythia-410m,draw_1,low,0,4,3.931670665740967,3.931670665740967,0.0
pythia-410m,draw_1,low,0,5,1.5671014785766602,1.5671014785766602,0.0
pythia-410m,draw_1,low,0,6,4.018589019775391,4.018589019775391,0.0
pythia-410m,draw_1,low,0,7,3.378577470779419,3.378577470779419,0.0
pythia-410m,draw_1,low,0,8,2.2057301998138428,2.2057301998138428,0.0
pythia-410m,draw_1,low,0,9,3.671231985092163,3.671231985092163,0.0
pythia-410m,draw_1,low,0,10,4.097740173339844,4.097740173339844,0.0
pythia-410m,draw_1,low,0,11,3.452893018722534,3.452893018722534,0.0
pythia-410m,draw_1,low,0,12,3.3556087017059326,3.3556087017059326,0.0
pythia-410m,draw_1,low,0,13,2.94045352935791,2.94045352935791,0.0
pythia-410m,draw_1,low,0,14,2.899231195449829,2.899231195449829,0.0
pythia-410m,draw_1,low,0,15,2.938518524169922,2.938518524169922,0.0
pythia-410m,draw_1,low,1,0,0.7888302803039551,0.7690831422805786,-0.019747138023376465
pythia-410m,draw_1,low,1,1,1.105393886566162,1.0814838409423828,-0.023910045623779297
pythia-410m,draw_1,low,1,2,3.949821949005127,3.9422812461853027,-0.007540702819824219
pythia-410m,draw_1,low,1,3,3.067542314529419,3.0688488483428955,0.0013065338134765625
pythia-410m,draw_1,low,1,4,2.105799674987793,2.1023402214050293,-0.003459453582763672
pythia-410m,draw_1,low,1,5,3.879292249679565,3.894286632537842,0.014994382858276811
pythia-410m,draw_1,low,1,6,2.80924129486084,2.8123369216918945,0.0030956268310546875
pythia-410m,draw_1,low,1,7,2.028585910797119,1.9983599185943604,-0.03022599220275879
pythia-410m,draw_1,low,1,8,3.63135027885437,3.675718307495117,0.04436802864074707
pythia-410m,draw_1,low,1,9,0.7301473021507263,0.7179246544837952,-0.012222647666931152
pythia-410m,draw_1,low,1,10,3.162973642349243,3.203094005584717,0.04012036323547363
pythia-410m,draw_1,low,1,11,2.998998641967773,2.9909934997558594,-0.008005142211913618
pythia-410m,draw_1,low,1,12,2.865683317184448,2.8387110233306885,-0.02697229385375932
pythia-410m,draw_1,low,1,13,3.701124668121338,3.6998860836029053,-0.0012385845184326172
pythia-410m,draw_1,low,1,14,2.5570178031921387,2.5538206100463867,-0.003197193145751953
pythia-410m,draw_1,low,1,15,0.6544151306152344,0.6519806385040283,-0.0024344921112060547
pythia-410m,draw_1,low,2,0,3.7882297039031982,3.7830586433410645,-0.005171060562133789
pythia-410m,draw_1,low,2,1,2.308774471282959,2.2643961906433105,-0.04437828063964844
pythia-410m,draw_1,low,2,2,0.8617109060287476,0.8318563103675842,-0.02985459566116333
pythia-410m,draw_1,low,2,3,3.5904366970062256,3.5802669525146484,-0.010169744491577148
pythia-410m,draw_1,low,2,4,3.7915544509887695,3.772547721862793,-0.019006729125976562
pythia-410m,draw_1,low,2,5,2.668635845184326,2.6180925369262695,-0.05054330825805664
pythia-410m,draw_1,low,2,6,2.001744747161865,1.9308035373687744,-0.07094120979309038
pythia-410m,draw_1,low,2,7,2.9999420642852783,3.01208758354187,0.012145519256591797
pythia-410m,draw_1,low,2,8,3.392970561981201,3.305347204208374,-0.08762335777282715
pythia-410m,draw_1,low,2,9,2.5718586444854736,2.5110676288604736,-0.060791015625
pythia-410m,draw_1,low,2,10,1.9415054321289065,1.9265400171279907,-0.01496541500091575
pythia-410m,draw_1,low,2,11,3.5060460567474365,3.482952833175659,-0.023093223571777344
pythia-410m,draw_1,low,2,12,1.1082247495651243,1.0699442625045776,-0.03828048706054665
pythia-410m,draw_1,low,2,13,3.823174953460693,3.8305552005767822,0.007380247116089311
pythia-410m,draw_1,low,2,14,3.936553716659546,3.9420485496520996,0.005494832992553711
pythia-410m,draw_1,low,2,15,3.494728803634644,3.4992594718933105,0.004530668258666548
pythia-410m,draw_1,low,3,0,2.45439076423645,2.4445247650146484,-0.009865999221801758
pythia-410m,draw_1,low,3,1,0.909123957157135,0.9106740951538086,0.001550137996673584
pythia-410m,draw_1,low,3,2,2.510792016983032,2.4848475456237793,-0.025944471359252486
pythia-410m,draw_1,low,3,3,2.3627755641937256,2.3452136516571045,-0.017561912536621094
pythia-410m,draw_1,low,3,4,2.294442892074585,2.293790578842163,-0.000652313232421875
pythia-410m,draw_1,low,3,5,3.3550784587860107,3.3984549045562744,0.04337644577026367
pythia-410m,draw_1,low,3,6,4.1468186378479,4.163366317749023,0.016547679901123047
pythia-410m,draw_1,low,3,7,3.852774620056152,3.8629698753356934,0.01019525527954146
pythia-410m,draw_1,low,3,8,1.633304476737976,1.6143229007720947,-0.018981575965881348
pythia-410m,draw_1,low,3,9,2.3272058963775635,2.317922592163086,-0.009283304214477539
pythia-410m,draw_1,low,3,10,2.288043260574341,2.296191453933716,0.008148193359375
pythia-410m,draw_1,low,3,11,1.731951355934143,1.6772528886795044,-0.05469846725463867
pythia-410m,draw_1,low,3,12,3.8192951679229736,3.8270373344421387,0.007742166519165039
pythia-410m,draw_1,low,3,13,1.5553028583526611,1.5092331171035767,-0.04606974124908447
pythia-410m,draw_1,low,3,14,3.585166454315185,3.6240527629852295,0.03888630867004439
pythia-410m,draw_1,low,3,15,3.771738767623901,3.786731004714966,0.014992237091064897
pythia-410m,draw_1,low,4,0,1.3506934642791748,1.2864487171173096,-0.06424474716186523
pythia-410m,draw_1,low,4,1,3.2644004821777344,3.3141086101531982,0.04970812797546387
pythia-410m,draw_1,low,4,2,2.967230796813965,2.870044708251953,-0.09718608856201172
pythia-410m,draw_1,low,4,3,3.124436378479004,3.026723861694336,-0.09771251678466797
pythia-410m,draw_1,low,4,4,3.652850389480591,3.7230241298675537,0.07017374038696289
pythia-410m,draw_1,low,4,5,1.6430778503417969,1.5266181230545044,-0.11645972728729248
pythia-410m,draw_1,low,4,6,3.942312240600586,3.941006898880005,-0.0013053417205810547
pythia-410m,draw_1,low,4,7,3.309603452682495,3.341811418533325,0.03220796585083008
pythia-410m,draw_1,low,4,8,3.872554063796997,3.869345188140869,-0.0032088756561279297
pythia-410m,draw_1,low,4,9,1.549773931503296,1.5559877157211304,0.006213784217834473
pythia-410m,draw_1,low,4,10,3.528480529785156,3.539188861846924,0.010708332061768022
pythia-410m,draw_1,low,4,11,3.992472887039185,4.000999450683594,0.008526563644408736
pythia-410m,draw_1,low,4,12,3.970126390457153,3.9755561351776123,0.0054297447204594285
pythia-410m,draw_1,low,4,13,3.906583070755005,3.9210267066955566,0.014443635940551758
pythia-410m,draw_1,low,4,14,3.36428451538086,3.373314380645752,0.009029865264892134
pythia-410m,draw_1,low,4,15,2.8409194946289062,2.7948415279388428,-0.04607796669006348
pythia-410m,draw_1,low,5,0,2.8399062156677246,2.8537728786468506,0.013866662979125977
pythia-410m,draw_1,low,5,1,2.5834145545959477,2.641312837600708,0.0578982830047603
pythia-410m,draw_1,low,5,2,0.4271737337112427,0.4265417456626892,-0.0006319880485534668
pythia-410m,draw_1,low,5,3,3.4269206523895264,3.4838662147521973,0.0569455623626709
pythia-410m,draw_1,low,5,4,2.239243984222412,2.281919479370117,0.04267549514770508
pythia-410m,draw_1,low,5,5,1.6813726425170898,1.7014148235321045,0.02004218101501465
pythia-410m,draw_1,low,5,6,3.4598333835601807,3.4604172706604004,0.0005838871002197266
pythia-410m,draw_1,low,5,7,3.8145346641540527,3.8051743507385254,-0.009360313415527344
pythia-410m,draw_1,low,5,8,1.8798426389694212,1.8861087560653687,0.006266117095947488
pythia-410m,draw_1,low,5,9,1.9012808799743648,1.9144082069396973,0.013127326965332475
pythia-410m,draw_1,low,5,10,4.009396076202393,4.018746852874756,0.009350776672363281
pythia-410m,draw_1,low,5,11,2.911616325378418,3.0149037837982178,0.1032874584197998
pythia-410m,draw_1,low,5,12,1.7950258255004885,1.7868471145629883,-0.008178710937500222
pythia-410m,draw_1,low,5,13,2.5581603050231934,2.6422781944274902,0.08411788940429688
pythia-410m,draw_1,low,5,14,2.6516401767730717,2.6936075687408447,0.04196739196777299
pythia-410m,draw_1,low,5,15,2.3773462772369385,2.4521241188049316,0.07477784156799316
pythia-410m,draw_1,low,6,0,0.3319590985774994,0.29029276967048645,-0.04166632890701294
pythia-410m,draw_1,low,6,1,3.7160606384277344,3.8220226764678955,0.10596203804016113
pythia-410m,draw_1,low,6,2,3.819087028503418,3.796821355819702,-0.02226567268371582
pythia-410m,draw_1,low,6,3,1.8316869735717771,1.7747949361801147,-0.056892037391662376
pythia-410m,draw_1,low,6,4,1.8645442724227903,1.963585615158081,0.09904134273529075
pythia-410m,draw_1,low,6,5,2.589588165283203,2.6421382427215576,0.05255007743835449
pythia-410m,draw_1,low,6,6,3.781107902526856,3.793419599533081,0.012311697006225142
pythia-410m,draw_1,low,6,7,3.583381175994873,3.63430118560791,0.05092000961303711
pythia-410m,draw_1,low,6,8,1.0559931993484497,1.0589406490325928,0.0029474496841430664
pythia-410m,draw_1,low,6,9,1.936780571937561,1.9833787679672241,0.046598196029663086
pythia-410m,draw_1,low,6,10,3.327924966812134,3.3893120288848877,0.061387062072753906
pythia-410m,draw_1,low,6,11,3.786829948425293,3.836373805999756,0.04954385757446289
pythia-410m,draw_1,low,6,12,3.656809329986572,3.6916823387145996,0.03487300872802779
pythia-410m,draw_1,low,6,13,2.396594524383545,2.4252636432647705,0.028669118881225586
pythia-410m,draw_1,low,6,14,2.6245346069335938,2.607044219970703,-0.017490386962890625
pythia-410m,draw_1,low,6,15,2.5716183185577397,2.661825180053711,0.09020686149597124
pythia-410m,draw_1,low,7,0,1.922423243522644,1.9599946737289429,0.03757143020629883
pythia-410m,draw_1,low,7,1,0.908851444721222,0.8824679851531982,-0.026383459568023793
pythia-410m,draw_1,low,7,2,1.8113430738449097,1.8503673076629639,0.0390242338180542
pythia-410m,draw_1,low,7,3,3.0118114948272705,3.050302743911743,0.038491249084472656
pythia-410m,draw_1,low,7,4,3.741953611373901,3.785815715789795,0.043862104415894
pythia-410m,draw_1,low,7,5,1.8271633386611936,1.8407293558120728,0.013566017150879128
pythia-410m,draw_1,low,7,6,3.718641042709351,3.7397546768188477,0.021113634109496626
pythia-410m,draw_1,low,7,7,1.4526773691177368,1.510410189628601,0.05773282051086426
pythia-410m,draw_1,low,7,8,0.5091081261634827,0.5102291107177734,0.0011209845542907715
pythia-410m,draw_1,low,7,9,2.8439087867736816,2.8617403507232666,0.01783156394958496
pythia-410m,draw_1,low,7,10,2.177474975585937,2.1950523853302,0.01757740974426314
pythia-410m,draw_1,low,7,11,3.3291985988616943,3.3510990142822266,0.021900415420532227
pythia-410m,draw_1,low,7,12,3.831343650817871,3.8963963985443115,0.06505274772644043
pythia-410m,draw_1,low,7,13,1.5539263486862185,1.6838574409484863,0.12993109226226784
pythia-410m,draw_1,low,7,14,2.7111752033233643,2.8605706691741943,0.14939546585083008
pythia-410m,draw_1,low,7,15,1.284265637397766,1.3392895460128784,0.05502390861511253
pythia-410m,draw_1,low,8,0,2.9892799854278564,3.05767822265625,0.06839823722839355
pythia-410m,draw_1,low,8,1,1.6862329244613647,1.7831470966339111,0.09691417217254639
pythia-410m,draw_1,low,8,2,2.4072916507720947,2.430462598800659,0.023170948028564453
pythia-410m,draw_1,low,8,3,2.899120092391968,2.9818196296691895,0.08269953727722124
pythia-410m,draw_1,low,8,4,3.4320645332336426,3.477638006210327,0.04557347297668457
pythia-410m,draw_1,low,8,5,2.7885384559631348,2.86731219291687,0.07877373695373535
pythia-410m,draw_1,low,8,6,0.6020578145980835,0.5839552879333496,-0.018102526664733887
pythia-410m,draw_1,low,8,7,1.744267821311951,1.7662080526351929,0.021940231323241965
pythia-410m,draw_1,low,8,8,2.7756028175354004,2.912782669067383,0.13717985153198242
pythia-410m,draw_1,low,8,9,0.8548117280006409,0.8652110695838928,0.010399341583251953
pythia-410m,draw_1,low,8,10,3.646663427352905,3.637742519378662,-0.00892090797424272
pythia-410m,draw_1,low,8,11,3.4594197273254395,3.447549343109131,-0.011870384216308594
pythia-410m,draw_1,low,8,12,2.417473316192627,2.44598388671875,0.028510570526123047
pythia-410m,draw_1,low,8,13,3.867447853088379,3.8987131118774414,0.0312652587890625
pythia-410m,draw_1,low,8,14,3.544562339782715,3.5437653064727783,-0.0007970333099365234
pythia-410m,draw_1,low,8,15,3.5858263969421387,3.621072292327881,0.03524589538574219
pythia-410m,draw_1,low,9,0,0.9501593708992004,0.9763666391372681,0.026207268238067627
pythia-410m,draw_1,low,9,1,2.878711462020874,2.8844070434570312,0.0056955814361572266
pythia-410m,draw_1,low,9,2,3.312474489212036,3.3254566192626953,0.01298213005065918
pythia-410m,draw_1,low,9,3,3.7006680965423584,3.7670557498931885,0.06638765335083008
pythia-410m,draw_1,low,9,4,2.730494737625122,2.7888259887695312,0.05833125114440918
pythia-410m,draw_1,low,9,5,1.129133701324463,1.1100122928619385,-0.019121408462524414
pythia-410m,draw_1,low,9,6,3.037648200988769,3.0738306045532227,0.03618240356445357
pythia-410m,draw_1,low,9,7,1.8860666751861568,1.9032126665115356,0.017145991325378862
pythia-410m,draw_1,low,9,8,1.5378870964050293,1.608068823814392,0.07018172740936279
pythia-410m,draw_1,low,9,9,1.3346421718597412,1.3426270484924316,0.00798487663269043
pythia-410m,draw_1,low,9,10,2.226806402206421,2.1967933177948,-0.030013084411621094
pythia-410m,draw_1,low,9,11,0.6597663164138794,0.6472558379173279,-0.012510478496551514
pythia-410m,draw_1,low,9,12,2.243187189102173,2.2320163249969482,-0.01117086410522461
pythia-410m,draw_1,low,9,13,2.553375720977783,2.506107807159424,-0.047267913818359375
pythia-410m,draw_1,low,9,14,1.5332750082015991,1.4691288471221924,-0.06414616107940674
pythia-410m,draw_1,low,9,15,3.196479797363281,3.181919813156128,-0.014559984207152876
pythia-410m,draw_1,low,10,0,1.4106941223144531,1.381908893585205,-0.028785228729248047
pythia-410m,draw_1,low,10,1,2.731881856918335,2.748180866241455,0.016299009323120117
pythia-410m,draw_1,low,10,2,2.1467647552490234,2.213822841644287,0.06705808639526367
pythia-410m,draw_1,low,10,3,2.358164072036743,2.3713090419769287,0.013144969940185547
pythia-410m,draw_1,low,10,4,2.0501506328582764,2.0643117427825928,0.014161109924316406
pythia-410m,draw_1,low,10,5,2.7131106853485107,2.7183470726013184,0.005236387252807617
pythia-410m,draw_1,low,10,6,3.7343521118164062,3.782681703567505,0.04832959175109863
pythia-410m,draw_1,low,10,7,3.0115087032318115,3.047729969024658,0.03622126579284668
pythia-410m,draw_1,low,10,8,0.4499081075191498,0.48446983098983765,0.034561723470687866
pythia-410m,draw_1,low,10,9,0.3897439837455749,0.38579943776130676,-0.003944545984268133
pythia-410m,draw_1,low,10,10,3.900496482849121,3.904421091079712,0.00392460823059082
pythia-410m,draw_1,low,10,11,2.5191681385040283,2.4755403995513916,-0.04362773895263672
pythia-410m,draw_1,low,10,12,3.269040822982788,3.310990333557129,0.04194951057434082
pythia-410m,draw_1,low,10,13,2.680881977081299,2.6899054050445557,0.009023427963256836
pythia-410m,draw_1,low,10,14,1.565798282623291,1.57671058177948,0.010912299156188965
pythia-410m,draw_1,low,10,15,2.2247021198272705,2.2649941444396973,0.04029202461242676
pythia-410m,draw_1,low,11,0,1.9924819469451904,2.001859426498413,0.009377479553222656
pythia-410m,draw_1,low,11,1,2.2639286518096924,2.305553913116455,0.041625261306762695
pythia-410m,draw_1,low,11,2,0.8595044016838074,0.8374422192573547,-0.022062182426452637
pythia-410m,draw_1,low,11,3,2.051591396331787,2.058786392211914,0.007194995880126953
pythia-410m,draw_1,low,11,4,2.536640882492065,2.5299360752105713,-0.0067048072814936965
pythia-410m,draw_1,low,11,5,0.5568534135818481,0.6035100817680359,0.046656668186187744
pythia-410m,draw_1,low,11,6,1.930507779121399,1.97380530834198,0.043297529220581055
pythia-410m,draw_1,low,11,7,1.7444422245025637,1.7272168397903442,-0.01722538471221946
pythia-410m,draw_1,low,11,8,2.3546457290649414,2.3497514724731445,-0.004894256591796875
pythia-410m,draw_1,low,11,9,2.4574334621429443,2.462683916091919,0.005250453948974609
pythia-410m,draw_1,low,11,10,0.8968489170074463,0.8428458571434021,-0.05400305986404419
pythia-410m,draw_1,low,11,11,0.5660672187805176,0.5733665823936462,0.007299363613128662
pythia-410m,draw_1,low,11,12,1.3540312051773071,1.381093978881836,0.02706277370452881
pythia-410m,draw_1,low,11,13,2.7269201278686523,2.7156152725219727,-0.011304855346679688
pythia-410m,draw_1,low,11,14,0.465530127286911,0.4651983082294464,-0.0003318190574645996
pythia-410m,draw_1,low,11,15,3.2073395252227783,3.243196964263916,0.035857439041137695
pythia-410m,draw_1,low,12,0,2.6150805950164795,2.612088680267334,-0.002991914749145508
pythia-410m,draw_1,low,12,1,3.2203776836395264,3.2472498416900635,0.02687215805053711
pythia-410m,draw_1,low,12,2,2.2220633029937744,2.1704344749450684,-0.051628828048706055
pythia-410m,draw_1,low,12,3,2.122316360473633,2.1885862350463867,0.0662698745727539
pythia-410m,draw_1,low,12,4,2.8248093128204346,2.8154938220977783,-0.00931549072265625
pythia-410m,draw_1,low,12,5,3.3265914916992188,3.298760414123535,-0.027831077575683594
pythia-410m,draw_1,low,12,6,2.224418878555298,2.1204373836517334,-0.10398149490356445
pythia-410m,draw_1,low,12,7,3.066204309463501,2.998523712158203,-0.06768059730529785
pythia-410m,draw_1,low,12,8,1.055096983909607,0.9688602685928345,-0.08623671531677246
pythia-410m,draw_1,low,12,9,2.2604823112487797,2.30588698387146,0.04540467262268022
pythia-410m,draw_1,low,12,10,3.015864610671997,3.0066075325012207,-0.009257078170776367
pythia-410m,draw_1,low,12,11,3.069880962371826,3.1306209564208984,0.060739994049072266
pythia-410m,draw_1,low,12,12,3.6057090759277344,3.5982797145843506,-0.007429361343383789
pythia-410m,draw_1,low,12,13,3.429018259048462,3.4494407176971436,0.02042245864868164
pythia-410m,draw_1,low,12,14,1.967219591140747,1.929613709449768,-0.037605881690979004
pythia-410m,draw_1,low,12,15,2.1171231269836426,2.125969171524048,0.008846044540405273
pythia-410m,draw_1,low,13,0,1.9697750806808472,1.9688059091567993,-0.0009691715240478516
pythia-410m,draw_1,low,13,1,0.9770386815071106,0.9073691368103027,-0.06966954469680786
pythia-410m,draw_1,low,13,2,1.7189388275146484,1.756769061088562,0.037830233573913574
pythia-410m,draw_1,low,13,3,0.9279870390892028,0.8630355000495911,-0.0649515390396117
pythia-410m,draw_1,low,13,4,1.226076602935791,1.2280795574188232,0.0020029544830322266
pythia-410m,draw_1,low,13,5,1.4217474460601809,1.418310523033142,-0.0034369230270387963
pythia-410m,draw_1,low,13,6,1.2176638841629028,1.1646223068237305,-0.05304157733917236
pythia-410m,draw_1,low,13,7,1.0453981161117554,0.9600308537483215,-0.08536726236343384
pythia-410m,draw_1,low,13,8,1.916551947593689,1.8174821138381958,-0.09906983375549316
pythia-410m,draw_1,low,13,9,2.461108446121216,2.475013494491577,0.013905048370361328
pythia-410m,draw_1,low,13,10,0.9845134615898132,0.8860676884651184,-0.09844577312469482
pythia-410m,draw_1,low,13,11,1.2801001071929932,1.1934871673583984,-0.08661293983459473
pythia-410m,draw_1,low,13,12,3.154549598693848,3.181872844696045,0.02732324600219682
pythia-410m,draw_1,low,13,13,1.1823318004608154,1.1633445024490356,-0.018987298011779785
pythia-410m,draw_1,low,13,14,2.0873847007751465,2.0936272144317627,0.006242513656616211
pythia-410m,draw_1,low,13,15,0.8942140936851501,0.8401966691017151,-0.05401742458343506
pythia-410m,draw_1,low,14,0,1.562182068824768,1.5577924251556396,-0.004389643669128418
pythia-410m,draw_1,low,14,1,1.7539196014404297,1.6839596033096313,-0.06995999813079834
pythia-410m,draw_1,low,14,2,2.8646819591522217,2.8696022033691406,0.004920244216918945
pythia-410m,draw_1,low,14,3,0.1606630384922027,0.12871888279914856,-0.031944155693054144
pythia-410m,draw_1,low,14,4,0.3951632976531982,0.3696586489677429,-0.025504648685455267
pythia-410m,draw_1,low,14,5,3.1506998538970947,3.234423875808716,0.0837240219116211
pythia-410m,draw_1,low,14,6,1.541346788406372,1.5053930282592773,-0.03595376014709473
pythia-410m,draw_1,low,14,7,1.6276646852493286,1.513008713722229,-0.11465597152709961
pythia-410m,draw_1,low,14,8,2.951930284500122,2.9579954147338867,0.0060651302337646484
pythia-410m,draw_1,low,14,9,1.3529421091079712,1.2583907842636108,-0.09455132484436035
pythia-410m,draw_1,low,14,10,1.1042118072509766,1.0075581073760986,-0.09665369987487793
pythia-410m,draw_1,low,14,11,2.5778918266296387,2.5256383419036865,-0.05225348472595215
pythia-410m,draw_1,low,14,12,1.987401247024536,1.9022647142410278,-0.08513653278350808
pythia-410m,draw_1,low,14,13,1.6688909530639648,1.5724360942840576,-0.09645485877990723
pythia-410m,draw_1,low,14,14,1.4142787456512451,1.3508611917495728,-0.06341755390167236
pythia-410m,draw_1,low,14,15,0.6319482326507568,0.5706312656402588,-0.06131696701049805
pythia-410m,draw_1,low,15,0,1.7409749031066897,1.7082405090332031,-0.03273439407348655
pythia-410m,draw_1,low,15,1,1.110631227493286,1.1032066345214844,-0.007424592971801536
pythia-410m,draw_1,low,15,2,2.3494434356689453,2.3544111251831055,0.004967689514160156
pythia-410m,draw_1,low,15,3,1.2664823532104492,1.194467544555664,-0.07201480865478516
pythia-410m,draw_1,low,15,4,1.9783048629760744,1.9784802198410034,0.00017535686492897717
pythia-410m,draw_1,low,15,5,0.815373420715332,0.7736295461654663,-0.04174387454986572
pythia-410m,draw_1,low,15,6,2.8642311096191406,2.907153844833374,0.0429227352142334
pythia-410m,draw_1,low,15,7,0.4769293069839477,0.4513094127178192,-0.025619894266128485
pythia-410m,draw_1,low,15,8,1.193933367729187,1.2485147714614868,0.054581403732299805
pythia-410m,draw_1,low,15,9,0.5491411685943604,0.5129238367080688,-0.036217331886291504
pythia-410m,draw_1,low,15,10,2.203221082687378,2.1751961708068848,-0.028024911880493164
pythia-410m,draw_1,low,15,11,2.841578245162964,2.828040838241577,-0.013537406921386719
pythia-410m,draw_1,low,15,12,1.5747653245925903,1.500048041343689,-0.07471728324890137
pythia-410m,draw_1,low,15,13,1.2207801342010498,1.1732988357543945,-0.04748129844665527
pythia-410m,draw_1,low,15,14,2.12326717376709,2.1172049045562744,-0.00606226921081543
pythia-410m,draw_1,low,15,15,1.718442440032959,1.6489884853363037,-0.06945395469665527
pythia-410m,draw_1,low,16,0,1.763585329055786,1.7490659952163696,-0.014519333839416282
pythia-410m,draw_1,low,16,1,2.111617088317871,2.1682333946228027,0.05661630630493164
pythia-410m,draw_1,low,16,2,0.9458695650100708,0.8818269968032837,-0.06404256820678711
pythia-410m,draw_1,low,16,3,1.7614260911941528,1.7852025032043457,0.02377641201019287
pythia-410m,draw_1,low,16,4,1.4181549549102783,1.4126741886138916,-0.005480766296386719
pythia-410m,draw_1,low,16,5,2.0007238388061523,2.053483724594116,0.05275988578796387
pythia-410m,draw_1,low,16,6,1.1935842037200928,1.153978705406189,-0.03960549831390381
pythia-410m,draw_1,low,16,7,1.936626434326172,1.9196875095367432,-0.016938924789428933
pythia-410m,draw_1,low,16,8,0.4557904601097107,0.42563438415527344,-0.030156075954437256
pythia-410m,draw_1,low,16,9,0.4862063229084015,0.4588398039340973,-0.0273665189743042
pythia-410m,draw_1,low,16,10,3.024288892745972,3.05509877204895,0.03080987930297807
pythia-410m,draw_1,low,16,11,1.185227632522583,1.29754638671875,0.11231875419616699
pythia-410m,draw_1,low,16,12,2.4253554344177246,2.4502649307250977,0.024909496307373047
pythia-410m,draw_1,low,16,13,1.2662585973739624,1.2497788667678833,-0.0164797306060791
pythia-410m,draw_1,low,16,14,2.0021252632141118,1.9768463373184204,-0.025278925895691362
pythia-410m,draw_1,low,16,15,2.144019842147827,2.124028205871582,-0.019991636276245117
pythia-410m,draw_1,low,17,0,1.7557302713394165,1.5952107906341553,-0.16051948070526123
pythia-410m,draw_1,low,17,1,2.210096836090088,2.293649673461914,0.08355283737182617
pythia-410m,draw_1,low,17,2,2.831104040145874,2.8318538665771484,0.0007498264312744141
pythia-410m,draw_1,low,17,3,0.2650808095932007,0.24074222147464752,-0.02433858811855316
pythia-410m,draw_1,low,17,4,3.165313243865967,3.125483512878418,-0.03982973098754883
pythia-410m,draw_1,low,17,5,2.280587673187256,2.2541344165802,-0.026453256607055664
pythia-410m,draw_1,low,17,6,1.5266530513763428,1.571325659751892,0.044672608375549316
pythia-410m,draw_1,low,17,7,1.984548091888428,1.8679187297821045,-0.11662936210632346
pythia-410m,draw_1,low,17,8,0.6158467531204224,0.6165623664855957,0.0007156133651733398
pythia-410m,draw_1,low,17,9,1.9815776348114011,1.9870027303695679,0.005425095558166726
pythia-410m,draw_1,low,17,10,1.938573718070984,1.9503254890441895,0.011751770973205344
pythia-410m,draw_1,low,17,11,1.274022936820984,1.2010904550552368,-0.07293248176574729
pythia-410m,draw_1,low,17,12,1.4674214124679563,1.4686541557312012,0.001232743263244851
pythia-410m,draw_1,low,17,13,0.9297652244567872,0.9238842725753784,-0.005880951881408802
pythia-410m,draw_1,low,17,14,0.5591821074485779,0.5596725940704346,0.0004904866218566895
pythia-410m,draw_1,low,17,15,1.0448278188705444,1.033365249633789,-0.011462569236755371
pythia-410m,draw_1,low,18,0,1.7489724159240725,1.769569993019104,0.020597577095031516
pythia-410m,draw_1,low,18,1,0.3376149535179138,0.3302411437034607,-0.007373809814453125
pythia-410m,draw_1,low,18,2,1.948709845542908,2.0139825344085693,0.0652726888656614
pythia-410m,draw_1,low,18,3,0.0822123438119888,0.09548583626747131,0.01327349245548251
pythia-410m,draw_1,low,18,4,0.9969411492347716,1.0307154655456543,0.03377431631088268
pythia-410m,draw_1,low,18,5,0.3314488530158996,0.3270380198955536,-0.004410833120346014
pythia-410m,draw_1,low,18,6,0.2077781558036804,0.21424990892410278,0.006471753120422391
pythia-410m,draw_1,low,18,7,1.202309012413025,1.2901453971862793,0.0878363847732544
