model,band,draw,n_edges,total_edges,size_fraction,base_accuracy,circuit_accuracy,circuit_kl_div,retention_ratio,completeness,frequency_rank,edge_fraction,skip_fraction,attn_fraction,mlp_fraction,resid_fraction,head_participation_rate,active_heads,mean_edges_per_head,n_universal,universal_fraction,convergence_layer,frac_converged,final_prob_correct,peak_probe_accuracy,peak_probe_layer,peak_separation_ratio,peak_mi_probe,peak_mi_probe_layer,peak_efficiency,model_capacity
pythia-160m,high,draw_1,1360,11467,0.1186012034533879,0.9688888888888888,0.9111111111111112,0.3154118955135345,0.940366972477064,1.0,3.0,0.1186012034533879,0.8117647058823529,0.5507352941176471,0.3566176470588235,0.0926470588235294,0.6875,99,7.565656565656566,694,0.4943724177233224,8.96888888888889,1.0,0.5052105188369751,0.663111111111111,7,12.593442586559542,1.1471012670609728,7,0.0011809256035744,160
pythia-160m,high,draw_2,1454,11467,0.1267986395744309,0.96,0.9333333333333332,0.3136653006076813,0.9722222222222224,1.0,3.0,0.1267986395744309,0.797799174690509,0.5735900962861072,0.3404401650618982,0.0859697386519945,0.6875,99,8.424242424242424,723,0.5065863228699551,8.95111111111111,1.0,0.5085474252700806,0.6266666666666667,6,13.26240001907072,1.064969575705608,7,0.0011905621493726,160
pythia-160m,high,draw_3,1385,11467,0.1207813726345164,0.9511111111111112,0.9244444444444444,0.2708108723163605,0.9719626168224298,0.9955555555555556,3.0,0.1207813726345164,0.8072202166064982,0.5581227436823105,0.3509025270758122,0.0909747292418772,0.6736111111111112,97,7.969072164948454,723,0.5206682990061933,8.924444444444445,1.0,0.5074169039726257,0.6533333333333333,7,12.591297954498204,1.0932937931829931,8,0.0011900249998431,160
pythia-160m,very_high,draw_1,1358,11467,0.1184267899188977,0.9733333333333334,0.9644444444444444,0.2621532678604126,0.9908675799086756,1.0,4.0,0.1184267899188977,0.7893961708394698,0.553019145802651,0.3556701030927835,0.0913107511045655,0.6805555555555556,98,7.663265306122449,694,0.4943724177233224,8.72888888888889,1.0,0.5615376830101013,0.663111111111111,7,12.593442586559542,1.1471012670609728,7,0.0011809256035744,160
pythia-160m,very_high,draw_2,1306,11467,0.1138920380221505,0.9688888888888888,0.9377777777777778,0.2730286121368408,0.9678899082568808,1.0,4.0,0.1138920380221505,0.7840735068912711,0.5428790199081164,0.3621745788667687,0.0949464012251148,0.6388888888888888,92,7.706521739130435,723,0.5065863228699551,8.795555555555556,1.0,0.5468412041664124,0.6266666666666667,6,13.26240001907072,1.064969575705608,7,0.0011905621493726,160
pythia-160m,very_high,draw_3,1330,11467,0.1159850004360338,0.9644444444444444,0.9511111111111112,0.3031104803085327,0.9861751152073732,1.0,4.0,0.1159850004360338,0.7834586466165413,0.5616541353383459,0.3451127819548872,0.0932330827067669,0.6805555555555556,98,7.622448979591836,723,0.5206682990061933,8.493333333333334,1.0,0.5325006246566772,0.6533333333333333,7,12.591297954498204,1.0932937931829931,8,0.0011900249998431,160
pythia-410m,low,draw_1,3957,80581,0.0491058686290813,0.9777777777777776,0.9377777777777778,0.3796885013580322,0.9590909090909092,1.0,1.0,0.0491058686290813,0.8827394490775841,0.565832701541572,0.3629011877685115,0.0712661106899166,0.609375,234,9.568376068376068,1283,0.3603527693517582,21.08888888888889,1.0,0.5996444821357727,0.6826666666666666,23,13.27049975290314,1.2057349350720794,23,0.0009588892412377,410
pythia-410m,low,draw_2,3848,80581,0.0477531924399051,0.9822222222222222,0.9422222222222222,0.4559787511825561,0.9592760180995474,1.0,1.0,0.0477531924399051,0.8885135135135135,0.5743243243243243,0.3565488565488565,0.0691268191268191,0.5520833333333334,212,10.424528301886792,1301,0.3647731733303426,20.808888888888887,1.0,0.6482852101325989,0.6951111111111111,23,15.194270810876482,1.2216017508805002,23,0.0009899419917691,410
pythia-410m,low,draw_3,4122,80581,0.0511534977227882,0.9866666666666668,0.96,0.3227486312389374,0.9729729729729728,1.0,1.0,0.0511534977227882,0.8898592916060165,0.5839398350315381,0.3491023774866569,0.0669577874818049,0.6015625,231,10.41991341991342,1324,0.3660896975059448,21.142222222222223,1.0,0.6203447580337524,0.6871111111111111,22,12.672243163033846,1.1568192341679395,22,0.0009452971564196,410
pythia-410m,medium,draw_1,3809,80581,0.0472692073813926,0.9911111111111112,0.9777777777777776,0.2956857681274414,0.9865470852017936,1.0,2.0,0.0472692073813926,0.8894723024415857,0.565240220530323,0.3654502494092937,0.0693095300603833,0.5625,216,9.967592592592592,1283,0.3603527693517582,20.04888888888889,1.0,0.5878000259399414,0.6826666666666666,23,13.27049975290314,1.2057349350720794,23,0.0009588892412377,410
pythia-410m,medium,draw_2,3709,80581,0.0460282200518732,0.9777777777777776,0.9822222222222222,0.322847306728363,1.0045454545454546,0.9955555555555556,2.0,0.0460282200518732,0.8881100026961445,0.5621461310326233,0.3680237260717174,0.0698301428956592,0.5546875,213,9.788732394366198,1301,0.3647731733303426,19.968888888888888,1.0,0.5542446970939636,0.6951111111111111,23,15.194270810876482,1.2216017508805002,23,0.0009899419917691,410
pythia-410m,medium,draw_3,3920,80581,0.0486467033171591,0.9911111111111112,0.9644444444444444,0.2926862239837646,0.9730941704035874,1.0,2.0,0.0486467033171591,0.8841836734693878,0.576530612244898,0.3543367346938775,0.0691326530612244,0.578125,222,10.18018018018018,1324,0.3660896975059448,20.342222222222222,1.0,0.5758283734321594,0.6871111111111111,22,12.672243163033846,1.1568192341679395,22,0.0009452971564196,410
pythia-410m,high,draw_1,3480,80581,0.0431863590672739,0.9911111111111112,0.9688888888888888,0.3180382847785949,0.9775784753363228,1.0,3.0,0.0431863590672739,0.8775862068965518,0.5545977011494253,0.3712643678160919,0.0741379310344827,0.5625,216,8.935185185185185,1283,0.3603527693517582,18.897777777777776,1.0,0.5613569021224976,0.6826666666666666,23,13.27049975290314,1.2057349350720794,23,0.0009588892412377,410
pythia-410m,high,draw_2,3483,80581,0.0432235886871595,0.9911111111111112,0.9555555555555556,0.2280214875936508,0.9641255605381166,1.0,3.0,0.0432235886871595,0.8903244329600919,0.5624461670973299,0.3626184323858742,0.0749354005167958,0.5234375,201,9.74626865671642,1301,0.3647731733303426,18.808888888888887,1.0,0.5678635835647583,0.6951111111111111,23,15.194270810876482,1.2216017508805002,23,0.0009899419917691,410
pythia-410m,high,draw_3,3379,80581,0.0419329618644593,0.9955555555555556,0.9777777777777776,0.2785253822803497,0.9821428571428572,1.0,3.0,0.0419329618644593,0.8863569103284995,0.5590411364308967,0.3649008582420834,0.0760580053270198,0.5260416666666666,202,9.351485148514852,1324,0.3660896975059448,18.884444444444444,1.0,0.5632392168045044,0.6871111111111111,22,12.672243163033846,1.1568192341679395,22,0.0009452971564196,410
pythia-410m,very_high,draw_1,3131,80581,0.0388553132872513,0.9822222222222222,0.9555555555555556,0.320374459028244,0.9728506787330318,1.0,4.0,0.0388553132872513,0.8847013733631428,0.5266687959118492,0.3886937080804855,0.0846374960076652,0.5208333333333334,200,8.245,1283,0.3603527693517582,17.502222222222223,1.0,0.5342928767204285,0.6826666666666666,23,13.27049975290314,1.2057349350720794,23,0.0009588892412377,410
pythia-410m,very_high,draw_2,3476,80581,0.0431367195740931,0.9955555555555556,0.9555555555555556,0.3194559216499328,0.9598214285714286,1.0,4.0,0.0431367195740931,0.8889528193325662,0.5512082853855006,0.3722669735327963,0.0765247410817031,0.5651041666666666,217,8.829493087557603,1301,0.3647731733303426,17.52888888888889,1.0,0.5137859582901001,0.6951111111111111,23,15.194270810876482,1.2216017508805002,23,0.0009899419917691,410
pythia-410m,very_high,draw_3,3280,80581,0.0407043844082351,0.9955555555555556,0.9777777777777776,0.3162392973899841,0.9821428571428572,1.0,4.0,0.0407043844082351,0.8804878048780488,0.5298780487804878,0.3896341463414634,0.0804878048780487,0.5598958333333334,215,8.083720930232559,1324,0.3660896975059448,17.657777777777778,1.0,0.5304538011550903,0.6871111111111111,22,12.672243163033846,1.1568192341679395,22,0.0009452971564196,410
pythia-1b,low,draw_1,972,10009,0.0971125986612049,0.9733333333333334,0.8577777777777778,0.6977086067199707,0.8812785388127853,1.0,1.0,0.0971125986612049,0.779835390946502,0.6111111111111112,0.3179012345679012,0.0709876543209876,0.671875,86,6.906976744186046,348,0.3763789746917585,12.506666666666666,1.0,0.6486461758613586,0.6977777777777778,15,16.42091283795757,1.2691539247190269,15,0.0005622864171196,1000
pythia-1b,low,draw_2,952,10009,0.0951143970426616,0.9777777777777776,0.9377777777777778,0.5552815794944763,0.9590909090909092,1.0,1.0,0.0951143970426616,0.7983193277310925,0.6176470588235294,0.3109243697478991,0.0714285714285714,0.6328125,81,7.2592592592592595,356,0.3873775843307943,12.417777777777776,1.0,0.6964117288589478,0.6924444444444444,15,16.26044473274649,1.2813094285395317,13,0.0005706146632273,1000
pythia-1b,low,draw_3,978,10009,0.0977120591467679,0.9777777777777776,0.92,0.6099830865859985,0.940909090909091,1.0,1.0,0.0977120591467679,0.7995910020449898,0.6288343558282209,0.3077709611451942,0.0633946830265848,0.609375,78,7.884615384615385,364,0.4039955604883463,12.537777777777778,1.0,0.6642535328865051,0.6817777777777777,15,16.04002500234986,1.211068473301589,13,0.0005629039106863,1000
pythia-1b,medium,draw_1,904,10009,0.0903187131581576,0.9955555555555556,0.9466666666666668,0.5399011373519897,0.9508928571428572,1.0,2.0,0.0903187131581576,0.7820796460176991,0.6216814159292036,0.3053097345132743,0.0730088495575221,0.5859375,75,7.493333333333333,348,0.3763789746917585,11.88888888888889,1.0,0.7119503021240234,0.6977777777777778,15,16.42091283795757,1.2691539247190269,15,0.0005622864171196,1000
pythia-1b,medium,draw_2,1007,10009,0.1006094514936557,0.9777777777777776,0.9288888888888888,0.5246813893318176,0.95,1.0,2.0,0.1006094514936557,0.7904667328699106,0.6186693147964251,0.3118172790466733,0.0695134061569016,0.671875,86,7.244186046511628,356,0.3873775843307943,11.937777777777775,1.0,0.6889775395393372,0.6924444444444444,15,16.26044473274649,1.2813094285395317,13,0.0005706146632273,1000
pythia-1b,medium,draw_3,900,10009,0.089919072834449,0.9955555555555556,0.9288888888888888,0.5699511170387268,0.9330357142857144,1.0,2.0,0.089919072834449,0.7866666666666666,0.6077777777777778,0.3177777777777777,0.0744444444444444,0.625,80,6.8375,364,0.4039955604883463,11.937777777777775,1.0,0.6768593192100525,0.6817777777777777,15,16.04002500234986,1.211068473301589,13,0.0005629039106863,1000
pythia-1b,high,draw_1,1002,10009,0.1001099010890198,0.9822222222222222,0.9155555555555556,0.5099473595619202,0.9321266968325792,1.0,3.0,0.1001099010890198,0.7964071856287425,0.6057884231536926,0.3223552894211577,0.0718562874251497,0.625,80,7.5875,348,0.3763789746917585,11.386666666666668,1.0,0.6321383118629456,0.6977777777777778,15,16.42091283795757,1.2691539247190269,15,0.0005622864171196,1000
pythia-1b,high,draw_2,902,10009,0.0901188929963033,1.0,0.9422222222222222,0.4405235350131988,0.9422222222222222,1.0,3.0,0.0901188929963033,0.7771618625277162,0.6219512195121951,0.3015521064301552,0.0764966740576496,0.640625,82,6.841463414634147,356,0.3873775843307943,11.422222222222222,1.0,0.6755989789962769,0.6924444444444444,15,16.26044473274649,1.2813094285395317,13,0.0005706146632273,1000
pythia-1b,high,draw_3,945,10009,0.0944150264761714,0.9866666666666668,0.9511111111111112,0.4479084014892578,0.963963963963964,1.0,3.0,0.0944150264761714,0.798941798941799,0.6285714285714286,0.3026455026455026,0.0687830687830687,0.6640625,85,6.988235294117647,364,0.4039955604883463,11.431111111111113,1.0,0.6723552346229553,0.6817777777777777,15,16.04002500234986,1.211068473301589,13,0.0005629039106863,1000
pythia-1b,very_high,draw_1,817,10009,0.0816265361174942,0.9866666666666668,0.9288888888888888,0.5041481852531433,0.9414414414414414,1.0,4.0,0.0816265361174942,0.7821297429620563,0.5997552019583844,0.3182374541003672,0.0820073439412484,0.578125,74,6.621621621621622,348,0.3763789746917585,10.995555555555557,1.0,0.5815550684928894,0.6977777777777778,15,16.42091283795757,1.2691539247190269,15,0.0005622864171196,1000
pythia-1b,very_high,draw_2,911,10009,0.0910180837246478,0.9911111111111112,0.9466666666666668,0.4560651481151581,0.9551569506726456,0.9955555555555556,4.0,0.0910180837246478,0.7870472008781558,0.6234906695938529,0.2996706915477497,0.0768386388583973,0.65625,84,6.761904761904762,356,0.3873775843307943,11.08,1.0,0.6167497634887695,0.6924444444444444,15,16.26044473274649,1.2813094285395317,13,0.0005706146632273,1000
pythia-1b,very_high,draw_3,812,10009,0.0811269857128584,0.9955555555555556,0.9333333333333332,0.480319619178772,0.9375,1.0,4.0,0.0811269857128584,0.7894088669950738,0.5886699507389163,0.3275862068965517,0.083743842364532,0.578125,74,6.45945945945946,364,0.4039955604883463,10.915555555555557,1.0,0.5803636312484741,0.6817777777777777,15,16.04002500234986,1.211068473301589,13,0.0005629039106863,1000
pythia-1.4b,low,draw_1,2507,80581,0.0311115523510504,0.9466666666666668,0.8177777777777778,0.5810007452964783,0.863849765258216,1.0,1.0,0.0311115523510504,0.856003191065018,0.6106900678101316,0.3179098524132429,0.0714000797766254,0.4739583333333333,182,8.412087912087912,625,0.2742912314579128,21.426666666666662,1.0,0.5388140678405762,0.7262222222222222,23,19.90394013720477,1.3527519245452375,20,0.0005482882253657,1400
pythia-1.4b,low,draw_2,2589,80581,0.0321291619612563,0.9688888888888888,0.8044444444444444,0.7107469439506531,0.8302752293577981,1.0,1.0,0.0321291619612563,0.8443414445731943,0.6264967168791039,0.3066821166473542,0.0668211664735419,0.4817708333333333,185,8.767567567567568,616,0.2685734216951517,21.49333333333333,1.0,0.5839020013809204,0.735111111111111,23,19.740748776294343,1.3946437606705897,21,0.0005668637321847,1400
pythia-1.4b,low,draw_3,2604,80581,0.0323153100606842,0.96,0.7733333333333333,0.6475886106491089,0.8055555555555556,1.0,1.0,0.0323153100606842,0.8567588325652842,0.619431643625192,0.315668202764977,0.064900153609831,0.4739583333333333,182,8.862637362637363,619,0.2740878498051718,21.77777777777778,1.0,0.5533764362335205,0.7457777777777778,23,19.2901347574932,1.366887196928416,22,0.000543230168755,1400
pythia-1.4b,medium,draw_1,2551,80581,0.031657586776039,0.9688888888888888,0.8444444444444444,0.6263484358787537,0.8715596330275229,1.0,2.0,0.031657586776039,0.826734613876911,0.6377891023128185,0.2943943551548412,0.0678165425323402,0.4791666666666667,184,8.842391304347826,625,0.2742912314579128,19.27555555555556,1.0,0.5340842604637146,0.7262222222222222,23,19.90394013720477,1.3527519245452375,20,0.0005482882253657,1400
pythia-1.4b,medium,draw_2,2451,80581,0.0304165994465196,0.9733333333333334,0.8622222222222222,0.5268613696098328,0.8858447488584474,1.0,2.0,0.0304165994465196,0.8486332109343125,0.6299469604243166,0.3023255813953488,0.0677274581803345,0.4375,168,9.19047619047619,616,0.2685734216951517,19.217777777777776,1.0,0.5665205121040344,0.735111111111111,23,19.740748776294343,1.3946437606705897,21,0.0005668637321847,1400
pythia-1.4b,medium,draw_3,2453,80581,0.03044141919311,0.9688888888888888,0.8711111111111111,0.5460251569747925,0.8990825688073394,1.0,2.0,0.03044141919311,0.8495719527109662,0.6025275173257236,0.3289849164288626,0.0684875662454137,0.46875,180,8.21111111111111,619,0.2740878498051718,19.622222222222224,1.0,0.5651969313621521,0.7457777777777778,23,19.2901347574932,1.366887196928416,22,0.000543230168755,1400
pythia-1.4b,high,draw_1,2162,80581,0.0268301460642086,0.9777777777777776,0.8844444444444445,0.5201826691627502,0.9045454545454548,1.0,3.0,0.0268301460642086,0.8464384828862165,0.6160962072155411,0.3108233117483811,0.0730804810360777,0.4192708333333333,161,8.273291925465838,625,0.2742912314579128,16.92,1.0,0.5325555205345154,0.7262222222222222,23,19.90394013720477,1.3527519245452375,20,0.0005482882253657,1400
pythia-1.4b,high,draw_2,2182,80581,0.0270783435301125,0.9911111111111112,0.9155555555555556,0.5084291696548462,0.9237668161434978,0.9955555555555556,3.0,0.0270783435301125,0.8505957836846929,0.6310724106324473,0.2992667277726856,0.069660861594867,0.4296875,165,8.345454545454546,616,0.2685734216951517,16.41777777777778,1.0,0.5600730180740356,0.735111111111111,23,19.740748776294343,1.3946437606705897,21,0.0005668637321847,1400
pythia-1.4b,high,draw_3,2121,80581,0.0263213412591057,1.0,0.8844444444444445,0.5923548936843872,0.8844444444444445,1.0,3.0,0.0263213412591057,0.8434700612918434,0.6166902404526167,0.3064592173503064,0.0768505421970768,0.4244791666666667,163,8.024539877300613,619,0.2740878498051718,17.04,1.0,0.5556079745292664,0.7457777777777778,23,19.2901347574932,1.366887196928416,22,0.000543230168755,1400
pythia-1.4b,very_high,draw_1,1940,80581,0.0240751541926756,0.9866666666666668,0.8977777777777778,0.5287683606147766,0.90990990990991,1.0,4.0,0.0240751541926756,0.8391752577319588,0.606701030927835,0.3128865979381443,0.0804123711340206,0.3958333333333333,152,7.743421052631579,625,0.2742912314579128,14.746666666666666,1.0,0.5436775088310242,0.7262222222222222,23,19.90394013720477,1.3527519245452375,20,0.0005482882253657,1400
pythia-1.4b,very_high,draw_2,2025,80581,0.0251299934227671,1.0,0.9244444444444444,0.4513507783412933,0.9244444444444444,1.0,4.0,0.0251299934227671,0.8325925925925926,0.605925925925926,0.3175308641975308,0.0765432098765432,0.4244791666666667,163,7.52760736196319,616,0.2685734216951517,14.488888888888887,1.0,0.5676743984222412,0.735111111111111,23,19.740748776294343,1.3946437606705897,21,0.0005668637321847,1400
pythia-1.4b,very_high,draw_3,2108,80581,0.0261600129062682,0.9955555555555556,0.9333333333333332,0.5488002896308899,0.9375,1.0,4.0,0.0261600129062682,0.8325426944971537,0.618595825426945,0.3107210626185958,0.0706831119544592,0.4348958333333333,167,7.808383233532934,619,0.2740878498051718,14.604444444444445,1.0,0.5425938367843628,0.7457777777777778,23,19.2901347574932,1.366887196928416,22,0.000543230168755,1400
