model,draw,layer,attn_mi,mlp_mi,mlp_advantage
pythia-410m,draw_3,7,0.8109403948105721,0.6542672092835469,-0.15667318552702525
pythia-410m,draw_3,8,0.785231753286349,0.703916215162489,-0.08131553812385994
pythia-410m,draw_3,9,0.6481106694251263,0.54999042372806,-0.09812024569706634
pythia-410m,draw_3,10,0.8743007346701015,0.6066019412831105,-0.267698793386991
pythia-410m,draw_3,11,0.5260746693188122,0.6572555584635916,0.13118088914477943
pythia-410m,draw_3,12,1.020315745180374,0.7272103682882819,-0.29310537689209204
pythia-410m,draw_3,13,0.7976812162205928,0.6464369861026756,-0.1512442301179172
pythia-410m,draw_3,14,0.808981506318776,0.7369912607784903,-0.07199024554028566
pythia-410m,draw_3,15,0.9734616309864109,0.6522089077059084,-0.3212527232805025
pythia-410m,draw_3,16,0.9131193118922604,0.776497387006009,-0.13662192488625136
pythia-410m,draw_3,17,1.051204478195663,0.5549491723827079,-0.4962553058129552
pythia-410m,draw_3,18,0.8101452411103247,0.44006951407038375,-0.37007572703994096
pythia-410m,draw_3,19,1.0653188172028234,0.34039699538551543,-0.7249218218173079
pythia-410m,draw_3,20,1.2202686778762177,0.3970080647929381,-0.8232606130832796
pythia-410m,draw_3,21,0.7626929374856612,0.5791714547779765,-0.18352148270768476
pythia-410m,draw_3,22,0.7237069841460392,0.5651052833608076,-0.15860170078523161
pythia-410m,draw_3,23,1.2801586297202527,0.6916880291347045,-0.5884706005855482
pythia-1b,draw_1,0,1.3892167953580565,0.8706700682201982,-0.5185467271378583
pythia-1b,draw_1,1,1.016284153898045,0.9542720427739732,-0.06201211112407179
pythia-1b,draw_1,2,1.2206108648423484,0.4989794481025662,-0.7216314167397821
pythia-1b,draw_1,3,0.6532650835199897,0.7265993030920427,0.073334219572053
pythia-1b,draw_1,4,0.713273785240045,0.4617378791711492,-0.2515359060688958
pythia-1b,draw_1,5,1.0633718523383946,0.5557648740386897,-0.5076069782997049
pythia-1b,draw_1,6,0.887319461421322,0.659797959044057,-0.22752150237726498
pythia-1b,draw_1,7,0.851350047097782,0.6486107071191581,-0.2027393399786238
pythia-1b,draw_1,8,0.9375263019931683,0.7106297368189889,-0.22689656517417944
pythia-1b,draw_1,9,1.0716991446378294,0.63120681371924,-0.4404923309185894
pythia-1b,draw_1,10,0.9876548926408943,0.7142609854792223,-0.273393907161672
pythia-1b,draw_1,11,1.3281196851906576,0.8354255567784468,-0.49269412841221083
pythia-1b,draw_1,12,1.3582018728402958,0.9923219583912081,-0.36587991444908774
pythia-1b,draw_1,13,1.3794140208891683,0.9892021657640412,-0.3902118551251271
pythia-1b,draw_1,14,1.190724303358065,0.9667851891504838,-0.22393911420758117
pythia-1b,draw_1,15,1.5150636811175544,0.9243433616913231,-0.5907203194262313
pythia-1b,draw_2,0,1.486543206360733,0.9006153430390776,-0.5859278633216553
pythia-1b,draw_2,1,1.0374696066354623,1.0400087738983128,0.002539167262850528
pythia-1b,draw_2,2,1.2611891167256237,0.5487631398377749,-0.7124259768878488
pythia-1b,draw_2,3,0.758979576363172,0.8166760763077315,0.0576964999445595
pythia-1b,draw_2,4,0.993093374744245,0.5128772910788924,-0.4802160836653526
pythia-1b,draw_2,5,1.2021557326897296,0.6126857790525642,-0.5894699536371655
pythia-1b,draw_2,6,0.9723753905651782,0.8031220434216705,-0.1692533471435077
pythia-1b,draw_2,7,0.8911923823765532,0.7110899048974119,-0.18010247747914132
pythia-1b,draw_2,8,0.9085147746049643,0.7613450299231129,-0.1471697446818514
pythia-1b,draw_2,9,1.126678660842606,0.6459140519432673,-0.4807646088993387
pythia-1b,draw_2,10,0.9823430006961796,0.7380638645078339,-0.24427913618834574
pythia-1b,draw_2,11,1.2753220984405953,0.8863284578674381,-0.3889936405731572
pythia-1b,draw_2,12,1.3256386647046674,0.9129776907064403,-0.4126609739982271
pythia-1b,draw_2,13,1.3427207764117097,0.9575625129634634,-0.38515826344824633
pythia-1b,draw_2,14,1.1649226634014127,0.949465172701368,-0.21545749070004472
pythia-1b,draw_2,15,1.4551364146530137,0.9575386834470061,-0.4975977312060076
pythia-1b,draw_3,0,1.3288690070008105,0.8694427851403025,-0.45942622186050797
pythia-1b,draw_3,1,1.0027465406612501,0.9338327258241551,-0.06891381483709502
pythia-1b,draw_3,2,1.179289115362383,0.4984089592644552,-0.6808801560979278
pythia-1b,draw_3,3,0.631814029606224,0.7433324023079824,0.11151837270175835
pythia-1b,draw_3,4,0.9616546118389374,0.463226606735064,-0.4984280051038734
pythia-1b,draw_3,5,1.0581167366196018,0.5811515430991413,-0.4769651935204605
pythia-1b,draw_3,6,0.9306234823881526,0.7277841693641691,-0.2028393130239835
pythia-1b,draw_3,7,0.8698569492509101,0.7307389137459952,-0.13911803550491486
pythia-1b,draw_3,8,0.9588844931829963,0.8037151624462908,-0.15516933073670547
pythia-1b,draw_3,9,1.0727355683332251,0.6825063168735909,-0.3902292514596343
pythia-1b,draw_3,10,1.037834259293489,0.7274326515059534,-0.31040160778753567
