model,draw,layer,mi_ksg,d_model,mi_probe,probe_accuracy
pythia-160m,draw_1,2,0.8026524038829718,768,0.8934136154175221,0.6124444444444445
pythia-160m,draw_1,3,0.76898860960573,768,,
pythia-160m,draw_1,4,0.7838934591007275,768,1.002946561035547,0.6302222222222222
pythia-160m,draw_1,5,0.8321785039551061,768,,
pythia-160m,draw_1,6,0.8991367277248802,768,1.1442925967713342,0.6773333333333333
pythia-160m,draw_1,7,0.8865308732251426,768,,
pythia-160m,draw_1,8,0.7098966159241696,768,1.1171827207991665,0.6631111111111111
pythia-160m,draw_1,9,0.677818009503799,768,,
pythia-160m,draw_1,10,0.7488983161235953,768,1.0035111646617334,0.6053333333333333
pythia-160m,draw_1,11,0.6915694836428344,768,1.0548996100184385,0.6284444444444445
pythia-160m,draw_2,0,0.8505572092931524,768,,
pythia-160m,draw_2,1,0.8751585398306461,768,,
pythia-160m,draw_2,2,0.8651784623898192,768,,
pythia-160m,draw_2,3,0.7562861817356522,768,,
pythia-160m,draw_2,4,0.8402399345363384,768,,
pythia-160m,draw_2,5,0.8742860239782613,768,,
pythia-160m,draw_2,6,0.9216711526809525,768,,
pythia-160m,draw_2,7,0.8996515295586824,768,,
pythia-160m,draw_2,8,0.7887889530780535,768,,
pythia-160m,draw_2,9,0.7319758976139134,768,,
pythia-160m,draw_2,10,0.780321902991826,768,,
pythia-160m,draw_2,11,0.706723511506589,768,,
pythia-160m,draw_3,0,0.882677506231046,768,,
pythia-160m,draw_3,1,0.845021128659188,768,,
pythia-160m,draw_3,2,0.7996843876287163,768,,
pythia-160m,draw_3,3,0.7923468913509328,768,,
pythia-160m,draw_3,4,0.84967804745115,768,,
pythia-160m,draw_3,5,0.8600128376577609,768,,
pythia-160m,draw_3,6,0.8965985893284821,768,,
pythia-160m,draw_3,7,0.8330499202639017,768,,
pythia-160m,draw_3,8,0.7205366073539172,768,,
pythia-160m,draw_3,9,0.6885765266369644,768,,
pythia-160m,draw_3,10,0.7518296721822151,768,,
pythia-160m,draw_3,11,0.6865003302014205,768,,
pythia-1b,draw_1,0,1.0930626244250436,2048,1.0023673804776836,0.6133333333333333
pythia-1b,draw_1,1,1.0847493333380098,2048,,
pythia-1b,draw_1,2,1.0205943352445375,2048,0.9568256335514289,0.6204444444444445
pythia-1b,draw_1,3,1.000708616806449,2048,,
pythia-1b,draw_1,4,0.9571570506337491,2048,1.0326351442443635,0.6711111111111111
pythia-1b,draw_1,5,0.9734283156105293,2048,,
pythia-1b,draw_1,6,0.9344032464254765,2048,1.2231262584578055,0.7493333333333333
pythia-1b,draw_1,7,0.9026946280845078,2048,,
pythia-1b,draw_1,8,0.8651728590515685,2048,1.213120734424244,0.7262222222222222
pythia-1b,draw_1,9,0.9084545381575454,2048,,
pythia-1b,draw_1,10,0.9873022912560004,2048,1.2431016338035286,0.7386666666666667
pythia-1b,draw_1,11,1.123808612660131,2048,,
pythia-1b,draw_1,12,1.1960723893357668,2048,1.390658721665298,0.7786666666666666
pythia-1b,draw_1,13,1.2246518504763797,2048,,
pythia-1b,draw_1,14,1.206839852212778,2048,1.432672177120865,0.784888888888889
pythia-1b,draw_1,15,1.1013261290034189,2048,1.4842767660010237,0.808
pythia-1b,draw_2,0,1.1556501944363133,2048,,
pythia-1b,draw_2,1,1.1021979916652598,2048,,
pythia-1b,draw_2,2,1.0257840724327942,2048,,
pythia-1b,draw_2,3,1.0415828904960598,2048,,
pythia-1b,draw_2,4,1.0538582735610493,2048,,
pythia-1b,draw_2,5,1.0351878460066382,2048,,
pythia-1b,draw_2,6,1.0209466729173142,2048,,
pythia-1b,draw_2,7,0.9847674349417457,2048,,
pythia-1b,draw_2,8,0.9473493642340954,2048,,
pythia-1b,draw_2,9,0.9846716958997304,2048,,
pythia-1b,draw_2,10,1.0535534239584772,2048,,
pythia-1b,draw_2,11,1.1764334347420526,2048,,
pythia-1b,draw_2,12,1.1686039461353919,2048,,
pythia-1b,draw_2,13,1.197708686605872,2048,,
pythia-1b,draw_2,14,1.1932944505637448,2048,,
pythia-1b,draw_2,15,1.0964335799697067,2048,,
pythia-1b,draw_3,0,1.1003401588920914,2048,,
pythia-1b,draw_3,1,1.0905508362557643,2048,,
pythia-1b,draw_3,2,1.0395814559046688,2048,,
pythia-1b,draw_3,3,1.0198192464460494,2048,,
pythia-1b,draw_3,4,1.006586194941019,2048,,
pythia-1b,draw_3,5,1.021298118014188,2048,,
pythia-1b,draw_3,6,0.9652841590060618,2048,,
pythia-1b,draw_3,7,0.9793411759036412,2048,,
pythia-1b,draw_3,8,0.9396918273328969,2048,,
pythia-1b,draw_3,9,0.9614159928500906,2048,,
pythia-1b,draw_3,10,1.0219175886853227,2048,,
pythia-1b,draw_3,11,1.1387736465067688,2048,,
pythia-1b,draw_3,12,1.1479294164008385,2048,,
pythia-1b,draw_3,13,1.1904227417007107,2048,,
pythia-1b,draw_3,14,1.1766569828053175,2048,,
pythia-1b,draw_3,15,1.0621598282497202,2048,,
pythia-410m,draw_1,0,0.8611591287619128,1024,0.7763573960863326,0.5688888888888889
pythia-410m,draw_1,1,0.9416801880590706,1024,,
pythia-410m,draw_1,2,0.934405427199008,1024,0.8729694791819835,0.6115555555555556
pythia-410m,draw_1,3,0.9710024421597402,1024,,
pythia-410m,draw_1,4,0.8809618934434736,1024,0.9090979547306546,0.6355555555555555
pythia-410m,draw_1,5,0.8521989503101973,1024,,
pythia-410m,draw_1,6,0.8729976398664796,1024,0.9512659523535478,0.6373333333333334
pythia-410m,draw_1,7,0.8371541340590613,1024,,
pythia-410m,draw_1,8,0.801289851448677,1024,0.9469451791384458,0.632
pythia-410m,draw_1,9,0.7766524036786321,1024,,
pythia-410m,draw_1,10,0.8212973927931284,1024,0.9430767453226381,0.616
pythia-410m,draw_1,11,0.8770198942301647,1024,,
pythia-410m,draw_1,12,0.852423127562329,1024,0.9840975175772422,0.6311111111111112
pythia-410m,draw_1,13,0.8351636460993866,1024,,
pythia-410m,draw_1,14,0.879710882439943,1024,0.9657646028690334,0.6151111111111112
pythia-410m,draw_1,15,0.9048553667880066,1024,,
pythia-410m,draw_1,16,0.9499205042604224,1024,1.0743717753297992,0.6373333333333333
pythia-410m,draw_1,17,0.874034330561721,1024,,
pythia-410m,draw_1,18,0.7877205879483178,1024,1.147197158245553,0.6799999999999999
pythia-410m,draw_1,19,0.8101702632013711,1024,,
pythia-410m,draw_1,20,0.7576072653463861,1024,1.271193183029653,0.7093333333333333
pythia-410m,draw_1,21,0.7771727170385396,1024,,
pythia-410m,draw_1,22,0.8643631392581098,1024,1.2482487652404406,0.704
pythia-410m,draw_1,23,0.9778881944393776,1024,1.2491975617264608,0.7084444444444445
pythia-410m,draw_2,0,0.8933733637120653,1024,,
pythia-410m,draw_2,1,0.9726761683440093,1024,,
pythia-410m,draw_2,2,0.9573266285219675,1024,,
pythia-410m,draw_2,3,1.0100090606814893,1024,,
pythia-410m,draw_2,4,0.9360954769733961,1024,,
pythia-410m,draw_2,5,0.9042023548396216,1024,,
pythia-410m,draw_2,6,0.9027595848219954,1024,,
pythia-410m,draw_2,7,0.8764710203649779,1024,,
pythia-410m,draw_2,8,0.8728368530886689,1024,,
pythia-410m,draw_2,9,0.9022012997131752,1024,,
pythia-410m,draw_2,10,0.9163898632064849,1024,,
pythia-410m,draw_2,11,0.8947348474008363,1024,,
pythia-410m,draw_2,12,0.891961772596072,1024,,
pythia-410m,draw_2,13,0.8872975229581129,1024,,
pythia-410m,draw_2,14,0.9246829326755828,1024,,
pythia-410m,draw_2,15,0.9794776376509804,1024,,
pythia-410m,draw_2,16,0.9937840010281578,1024,,
pythia-410m,draw_2,17,0.8982855720429965,1024,,
pythia-410m,draw_2,18,0.8146055281276835,1024,,
pythia-410m,draw_2,19,0.8489986661347186,1024,,
pythia-410m,draw_2,20,0.8146154526416728,1024,,
pythia-410m,draw_2,21,0.8087693195320546,1024,,
pythia-410m,draw_2,22,0.9248060770409036,1024,,
pythia-410m,draw_2,23,1.0221014438772276,1024,,
pythia-410m,draw_3,0,0.8515934913031323,1024,,
pythia-410m,draw_3,1,0.9501603651918423,1024,,
pythia-410m,draw_3,2,0.9347736289061578,1024,,
pythia-410m,draw_3,3,0.9698169318869908,1024,,
pythia-410m,draw_3,4,0.9201862652378752,1024,,
pythia-410m,draw_3,5,0.8630642287181437,1024,,
pythia-410m,draw_3,6,0.8791146691750997,1024,,
pythia-410m,draw_3,7,0.8719378287800109,1024,,
pythia-410m,draw_3,8,0.8884874388596773,1024,,
pythia-410m,draw_3,9,0.8578712140567729,1024,,
pythia-410m,draw_3,10,0.918951451997322,1024,,
pythia-410m,draw_3,11,0.8389622642432598,1024,,
pythia-410m,draw_3,12,0.8299111178546695,1024,,
pythia-410m,draw_3,13,0.8556482020195748,1024,,
pythia-410m,draw_3,14,0.8954870168609085,1024,,
pythia-410m,draw_3,15,0.9234398503673401,1024,,
pythia-410m,draw_3,16,0.9345775921492464,1024,,
pythia-410m,draw_3,17,0.8455034306424796,1024,,
pythia-410m,draw_3,18,0.7660656916678055,1024,,
pythia-410m,draw_3,19,0.812242369024107,1024,,
pythia-410m,draw_3,20,0.7668134435981557,1024,,
pythia-410m,draw_3,21,0.7594243779977461,1024,,
pythia-410m,draw_3,22,0.8871750644657027,1024,,
pythia-410m,draw_3,23,0.939777558815238,1024,,
pythia-70m,draw_1,0,0.7587233504540193,512,0.780151149246519,0.5519999999999999
pythia-70m,draw_1,1,0.5490447180190007,512,0.8079876385080162,0.5635555555555556
pythia-70m,draw_1,2,0.587116223190385,512,0.9332996645757747,0.5955555555555556
pythia-70m,draw_1,3,0.5381614211169009,512,0.9456873670697306,0.6035555555555556
pythia-70m,draw_1,4,0.6274900368773882,512,0.9167986526552236,0.5946666666666667
pythia-70m,draw_1,5,0.6654684099077836,512,0.8496441494289793,0.5848888888888888
pythia-70m,draw_2,0,0.7286482597842364,512,,
pythia-70m,draw_2,1,0.6361424858774771,512,,
pythia-70m,draw_2,2,0.5555311265029182,512,,
pythia-70m,draw_2,3,0.5300442331136382,512,,
pythia-70m,draw_2,4,0.6163791993076868,512,,
pythia-70m,draw_2,5,0.6187368327013998,512,,
pythia-70m,draw_3,0,0.6879716270465801,512,,
pythia-70m,draw_3,1,0.5869864941116966,512,,
pythia-70m,draw_3,2,0.6005131580109248,512,,
pythia-70m,draw_3,3,0.5015592601206108,512,,
pythia-70m,draw_3,4,0.589022014290822,512,,
pythia-70m,draw_3,5,0.6239683811523182,512,,
