model,draw,source_band,test_band,circuit_type,ablation,n_edges,accuracy,top5_accuracy
pythia-70m,draw_3,medium,high,cross_band,tokenwise_mean_corrupt,406,0.48,0.6888888888888889
pythia-70m,draw_3,medium,very_high,cross_band,tokenwise_mean_corrupt,406,0.5333333333333333,0.76
pythia-70m,draw_3,medium,control,cross_band,tokenwise_mean_corrupt,406,0.5111111111111111,0.7377777777777778
pythia-70m,draw_3,high,low,cross_band,tokenwise_mean_corrupt,431,0.2088888888888889,0.3422222222222222
pythia-70m,draw_3,high,medium,cross_band,tokenwise_mean_corrupt,431,0.3333333333333333,0.4888888888888889
pythia-70m,draw_3,high,high,cross_band,tokenwise_mean_corrupt,431,0.4888888888888889,0.6266666666666667
pythia-70m,draw_3,high,very_high,cross_band,tokenwise_mean_corrupt,431,0.6177777777777778,0.7911111111111111
pythia-70m,draw_3,high,control,cross_band,tokenwise_mean_corrupt,431,0.56,0.7555555555555555
pythia-70m,draw_3,very_high,low,cross_band,tokenwise_mean_corrupt,417,0.14222222222222222,0.28444444444444444
pythia-70m,draw_3,very_high,medium,cross_band,tokenwise_mean_corrupt,417,0.23555555555555555,0.39111111111111113
pythia-70m,draw_3,very_high,high,cross_band,tokenwise_mean_corrupt,417,0.3377777777777778,0.5466666666666666
pythia-70m,draw_3,very_high,very_high,cross_band,tokenwise_mean_corrupt,417,0.5333333333333333,0.6933333333333334
pythia-70m,draw_3,very_high,control,cross_band,tokenwise_mean_corrupt,417,0.48444444444444446,0.6577777777777778
pythia-70m,draw_3,control,low,cross_band,tokenwise_mean_corrupt,426,0.19555555555555557,0.35555555555555557
pythia-70m,draw_3,control,medium,cross_band,tokenwise_mean_corrupt,426,0.30666666666666664,0.47555555555555556
pythia-70m,draw_3,control,high,cross_band,tokenwise_mean_corrupt,426,0.4577777777777778,0.6311111111111111
pythia-70m,draw_3,control,very_high,cross_band,tokenwise_mean_corrupt,426,0.6666666666666666,0.8222222222222222
pythia-70m,draw_3,control,control,cross_band,tokenwise_mean_corrupt,426,0.5911111111111111,0.8133333333333334
