model,draw,source_band,test_band,circuit_type,ablation,n_edges,accuracy,top5_accuracy
pythia-1b,draw_2,low,low,cross_band,tokenwise_mean_corrupt,952,0.4266666666666667,0.7377777777777778
pythia-1b,draw_2,low,medium,cross_band,tokenwise_mean_corrupt,952,0.4888888888888889,0.8266666666666667
pythia-1b,draw_2,low,high,cross_band,tokenwise_mean_corrupt,952,0.4444444444444444,0.6311111111111111
pythia-1b,draw_2,low,very_high,cross_band,tokenwise_mean_corrupt,952,0.5066666666666667,0.7155555555555555
pythia-1b,draw_2,low,control,cross_band,tokenwise_mean_corrupt,952,0.4622222222222222,0.7111111111111111
pythia-1b,draw_2,medium,low,cross_band,tokenwise_mean_corrupt,1007,0.4711111111111111,0.7022222222222222
pythia-1b,draw_2,medium,medium,cross_band,tokenwise_mean_corrupt,1007,0.5822222222222222,0.8355555555555556
pythia-1b,draw_2,medium,high,cross_band,tokenwise_mean_corrupt,1007,0.6044444444444445,0.7911111111111111
pythia-1b,draw_2,medium,very_high,cross_band,tokenwise_mean_corrupt,1007,0.5466666666666666,0.7688888888888888
pythia-1b,draw_2,medium,control,cross_band,tokenwise_mean_corrupt,1007,0.49333333333333335,0.7422222222222222
pythia-1b,draw_2,high,low,cross_band,tokenwise_mean_corrupt,902,0.05333333333333334,0.1288888888888889
pythia-1b,draw_2,high,medium,cross_band,tokenwise_mean_corrupt,902,0.08888888888888889,0.23555555555555555
pythia-1b,draw_2,high,high,cross_band,tokenwise_mean_corrupt,902,0.12444444444444444,0.3466666666666667
pythia-1b,draw_2,high,very_high,cross_band,tokenwise_mean_corrupt,902,0.29777777777777775,0.5688888888888889
pythia-1b,draw_2,high,control,cross_band,tokenwise_mean_corrupt,902,0.2,0.44
pythia-1b,draw_2,very_high,low,cross_band,tokenwise_mean_corrupt,911,0.13333333333333333,0.3111111111111111
pythia-1b,draw_2,very_high,medium,cross_band,tokenwise_mean_corrupt,911,0.21777777777777776,0.4088888888888889
pythia-1b,draw_2,very_high,high,cross_band,tokenwise_mean_corrupt,911,0.29777777777777775,0.52
pythia-1b,draw_2,very_high,very_high,cross_band,tokenwise_mean_corrupt,911,0.31555555555555553,0.6355555555555555
pythia-1b,draw_2,very_high,control,cross_band,tokenwise_mean_corrupt,911,0.35555555555555557,0.6177777777777778
pythia-1b,draw_2,control,low,cross_band,tokenwise_mean_corrupt,823,0.10666666666666667,0.29777777777777775
pythia-1b,draw_2,control,medium,cross_band,tokenwise_mean_corrupt,823,0.2,0.41333333333333333
pythia-1b,draw_2,control,high,cross_band,tokenwise_mean_corrupt,823,0.21333333333333335,0.4711111111111111
pythia-1b,draw_2,control,very_high,cross_band,tokenwise_mean_corrupt,823,0.3466666666666667,0.6222222222222222
pythia-1b,draw_2,control,control,cross_band,tokenwise_mean_corrupt,823,0.32,0.5644444444444444
pythia-1b,draw_3,low,low,cross_band,tokenwise_mean_corrupt,978,0.6266666666666667,0.7822222222222223
pythia-1b,draw_3,low,medium,cross_band,tokenwise_mean_corrupt,978,0.6622222222222223,0.8044444444444444
pythia-1b,draw_3,low,high,cross_band,tokenwise_mean_corrupt,978,0.6311111111111111,0.8
pythia-1b,draw_3,low,very_high,cross_band,tokenwise_mean_corrupt,978,0.4622222222222222,0.6577777777777778
pythia-1b,draw_3,low,control,cross_band,tokenwise_mean_corrupt,978,0.5422222222222223,0.7422222222222222
pythia-1b,draw_3,medium,low,cross_band,tokenwise_mean_corrupt,900,0.29333333333333333,0.5822222222222222
pythia-1b,draw_3,medium,medium,cross_band,tokenwise_mean_corrupt,900,0.4,0.6444444444444445
pythia-1b,draw_3,medium,high,cross_band,tokenwise_mean_corrupt,900,0.4177777777777778,0.7511111111111111
pythia-1b,draw_3,medium,very_high,cross_band,tokenwise_mean_corrupt,900,0.36444444444444446,0.7022222222222222
pythia-1b,draw_3,medium,control,cross_band,tokenwise_mean_corrupt,900,0.4,0.6711111111111111
pythia-1b,draw_3,high,low,cross_band,tokenwise_mean_corrupt,945,0.19555555555555557,0.38222222222222224
pythia-1b,draw_3,high,medium,cross_band,tokenwise_mean_corrupt,945,0.2088888888888889,0.37777777777777777
pythia-1b,draw_3,high,high,cross_band,tokenwise_mean_corrupt,945,0.30666666666666664,0.52
pythia-1b,draw_3,high,very_high,cross_band,tokenwise_mean_corrupt,945,0.4533333333333333,0.6711111111111111
pythia-1b,draw_3,high,control,cross_band,tokenwise_mean_corrupt,945,0.3288888888888889,0.5644444444444444
pythia-1b,draw_3,very_high,low,cross_band,tokenwise_mean_corrupt,812,0.1688888888888889,0.38666666666666666
pythia-1b,draw_3,very_high,medium,cross_band,tokenwise_mean_corrupt,812,0.17777777777777778,0.37333333333333335
pythia-1b,draw_3,very_high,high,cross_band,tokenwise_mean_corrupt,812,0.2088888888888889,0.4533333333333333
pythia-1b,draw_3,very_high,very_high,cross_band,tokenwise_mean_corrupt,812,0.27111111111111114,0.56
pythia-1b,draw_3,very_high,control,cross_band,tokenwise_mean_corrupt,812,0.3466666666666667,0.5688888888888889
pythia-1b,draw_3,control,low,cross_band,tokenwise_mean_corrupt,870,0.40444444444444444,0.7155555555555555
pythia-1b,draw_3,control,medium,cross_band,tokenwise_mean_corrupt,870,0.49333333333333335,0.8
pythia-1b,draw_3,control,high,cross_band,tokenwise_mean_corrupt,870,0.6177777777777778,0.8622222222222222
pythia-1b,draw_3,control,very_high,cross_band,tokenwise_mean_corrupt,870,0.6977777777777778,0.88
pythia-1b,draw_3,control,control,cross_band,tokenwise_mean_corrupt,870,0.7155555555555555,0.9022222222222223
