model,draw,source_band,test_band,n_edges,ablation,accuracy,top5_accuracy,source_variant,test_variant
pythia-1b,draw_1,control,very_low,928,zero,0.0,0.0,matched,unmatched
pythia-1b,draw_1,control,low,928,zero,0.0,0.0,matched,matched
pythia-1b,draw_1,control,medium,928,zero,0.0,0.0,matched,matched
pythia-1b,draw_1,control,high,928,zero,0.0,0.0,matched,matched
pythia-1b,draw_1,control,very_high,928,zero,0.0,0.0,matched,matched
pythia-1b,draw_1,control,control,928,zero,0.0,0.0,matched,matched
pythia-1b,draw_2,very_low,very_low,911,zero,0.0,0.0,unmatched,unmatched
pythia-1b,draw_2,very_low,low,911,zero,0.0,0.0,unmatched,matched
pythia-1b,draw_2,very_low,medium,911,zero,0.0,0.0,unmatched,matched
pythia-1b,draw_2,very_low,high,911,zero,0.0,0.0,unmatched,matched
pythia-1b,draw_2,very_low,very_high,911,zero,0.0,0.0044444444444444,unmatched,matched
pythia-1b,draw_2,very_low,control,911,zero,0.0,0.0,unmatched,matched
pythia-1b,draw_2,low,very_low,952,zero,0.0,0.0,matched,unmatched
pythia-1b,draw_2,low,low,952,zero,0.0,0.0,matched,matched
pythia-1b,draw_2,low,medium,952,zero,0.0,0.0,matched,matched
pythia-1b,draw_2,low,high,952,zero,0.0,0.0,matched,matched
pythia-1b,draw_2,low,very_high,952,zero,0.0,0.0,matched,matched
pythia-1b,draw_2,low,control,952,zero,0.0,0.0,matched,matched
pythia-1b,draw_2,medium,very_low,1007,zero,0.0,0.0,matched,unmatched
pythia-1b,draw_2,medium,low,1007,zero,0.0,0.0,matched,matched
pythia-1b,draw_2,medium,medium,1007,zero,0.0,0.0,matched,matched
pythia-1b,draw_2,medium,high,1007,zero,0.0,0.0,matched,matched
pythia-1b,draw_2,medium,very_high,1007,zero,0.0,0.0,matched,matched
pythia-1b,draw_2,medium,control,1007,zero,0.0,0.0044444444444444,matched,matched
pythia-1b,draw_2,high,very_low,902,zero,0.0,0.0,matched,unmatched
pythia-1b,draw_2,high,low,902,zero,0.0,0.0,matched,matched
pythia-1b,draw_2,high,medium,902,zero,0.0,0.0,matched,matched
pythia-1b,draw_2,high,high,902,zero,0.0,0.0,matched,matched
pythia-1b,draw_2,high,very_high,902,zero,0.0,0.0,matched,matched
pythia-1b,draw_2,high,control,902,zero,0.0,0.0,matched,matched
pythia-1b,draw_2,very_high,very_low,911,zero,0.0,0.0,matched,unmatched
pythia-1b,draw_2,very_high,low,911,zero,0.0,0.0,matched,matched
pythia-1b,draw_2,very_high,medium,911,zero,0.0,0.0,matched,matched
pythia-1b,draw_2,very_high,high,911,zero,0.0,0.0,matched,matched
pythia-1b,draw_2,very_high,very_high,911,zero,0.0,0.0,matched,matched
pythia-1b,draw_2,very_high,control,911,zero,0.0,0.0,matched,matched
pythia-1b,draw_2,control,very_low,823,zero,0.0,0.0,matched,unmatched
pythia-1b,draw_2,control,low,823,zero,0.0,0.0,matched,matched
pythia-1b,draw_2,control,medium,823,zero,0.0,0.0,matched,matched
pythia-1b,draw_2,control,high,823,zero,0.0,0.0,matched,matched
pythia-1b,draw_2,control,very_high,823,zero,0.0,0.0,matched,matched
pythia-1b,draw_2,control,control,823,zero,0.0,0.0,matched,matched
pythia-1b,draw_3,very_low,very_low,922,zero,0.0,0.0,unmatched,unmatched
pythia-1b,draw_3,very_low,low,922,zero,0.0,0.0,unmatched,matched
pythia-1b,draw_3,very_low,medium,922,zero,0.0,0.0,unmatched,matched
pythia-1b,draw_3,very_low,high,922,zero,0.0,0.0,unmatched,matched
pythia-1b,draw_3,very_low,very_high,922,zero,0.0,0.0,unmatched,matched
pythia-1b,draw_3,very_low,control,922,zero,0.0,0.0,unmatched,matched
pythia-1b,draw_3,low,very_low,978,zero,0.0,0.0,matched,unmatched
pythia-1b,draw_3,low,low,978,zero,0.0,0.0,matched,matched
pythia-1b,draw_3,low,medium,978,zero,0.0,0.0,matched,matched
pythia-1b,draw_3,low,high,978,zero,0.0,0.0,matched,matched
pythia-1b,draw_3,low,very_high,978,zero,0.0,0.0,matched,matched
pythia-1b,draw_3,low,control,978,zero,0.0,0.0,matched,matched
pythia-1b,draw_3,medium,very_low,900,zero,0.0,0.0,matched,unmatched
pythia-1b,draw_3,medium,low,900,zero,0.0,0.0,matched,matched
pythia-1b,draw_3,medium,medium,900,zero,0.0,0.0044444444444444,matched,matched
pythia-1b,draw_3,medium,high,900,zero,0.0,0.0,matched,matched
pythia-1b,draw_3,medium,very_high,900,zero,0.0,0.0,matched,matched
pythia-1b,draw_3,medium,control,900,zero,0.0,0.0044444444444444,matched,matched
pythia-1b,draw_3,high,very_low,945,zero,0.0,0.0088888888888888,matched,unmatched
pythia-1b,draw_3,high,low,945,zero,0.0,0.0222222222222222,matched,matched
pythia-1b,draw_3,high,medium,945,zero,0.0088888888888888,0.0133333333333333,matched,matched
pythia-1b,draw_3,high,high,945,zero,0.0,0.0222222222222222,matched,matched
pythia-1b,draw_3,high,very_high,945,zero,0.0044444444444444,0.0133333333333333,matched,matched
pythia-1b,draw_3,high,control,945,zero,0.0044444444444444,0.0177777777777777,matched,matched
pythia-1b,draw_3,very_high,very_low,812,zero,0.0,0.0,matched,unmatched
pythia-1b,draw_3,very_high,low,812,zero,0.0,0.0,matched,matched
pythia-1b,draw_3,very_high,medium,812,zero,0.0,0.0,matched,matched
pythia-1b,draw_3,very_high,high,812,zero,0.0,0.0,matched,matched
pythia-1b,draw_3,very_high,very_high,812,zero,0.0,0.0,matched,matched
pythia-1b,draw_3,very_high,control,812,zero,0.0,0.0,matched,matched
pythia-1b,draw_3,control,very_low,870,zero,0.0044444444444444,0.0488888888888888,matched,unmatched
pythia-1b,draw_3,control,low,870,zero,0.0177777777777777,0.0355555555555555,matched,matched
pythia-1b,draw_3,control,medium,870,zero,0.0133333333333333,0.0488888888888888,matched,matched
pythia-1b,draw_3,control,high,870,zero,0.0177777777777777,0.0888888888888888,matched,matched
pythia-1b,draw_3,control,very_high,870,zero,0.0088888888888888,0.0488888888888888,matched,matched
pythia-1b,draw_3,control,control,870,zero,0.0133333333333333,0.0844444444444444,matched,matched
