model,layer,head,copy_score
pythia-1b,9,5,-0.00024492686497978866
pythia-1b,9,6,-0.0029789297841489315
pythia-1b,9,7,-0.0013715201057493687
pythia-1b,10,0,0.0021449520718306303
pythia-1b,10,1,-0.003341641277074814
pythia-1b,10,2,0.0003926797944586724
pythia-1b,10,3,-0.001290242071263492
pythia-1b,10,4,0.0009280875092372298
pythia-1b,10,5,-0.0014241802273318172
pythia-1b,10,6,0.0014521889388561249
pythia-1b,10,7,9.272664465242997e-05
pythia-1b,11,0,-0.0033448925241827965
pythia-1b,11,1,-0.001489868969656527
pythia-1b,11,2,-0.0033973860554397106
pythia-1b,11,3,0.0015461724251508713
pythia-1b,11,4,-0.0011681073810905218
pythia-1b,11,5,0.002058078534901142
pythia-1b,11,6,0.0005911826738156378
pythia-1b,11,7,0.001705488539300859
pythia-1b,12,0,-9.081765892915428e-05
pythia-1b,12,1,-2.2913774955668487e-05
pythia-1b,12,2,0.000978305353783071
pythia-1b,12,3,0.002702892292290926
pythia-1b,12,4,0.0002723943325690925
pythia-1b,12,5,-0.0006613777950406075
pythia-1b,12,6,0.002054604236036539
pythia-1b,12,7,0.0035053801257163286
pythia-1b,13,0,-0.0024430693592876196
pythia-1b,13,1,0.0014685878995805979
pythia-1b,13,2,0.0009481990127824247
pythia-1b,13,3,-0.003462814958766103
pythia-1b,13,4,0.0022842450998723507
pythia-1b,13,5,0.00032898702193051577
pythia-1b,13,6,0.00344471144489944
pythia-1b,13,7,-0.00036763667594641447
pythia-1b,14,0,-0.0014615148538723588
pythia-1b,14,1,0.0020073202904313803
pythia-1b,14,2,-0.0019589727744460106
pythia-1b,14,3,-0.00039718716288916767
pythia-1b,14,4,0.0013145251432433724
pythia-1b,14,5,4.996679490432143e-05
pythia-1b,14,6,0.0029106480069458485
pythia-1b,14,7,-0.0005762588698416948
pythia-1b,15,0,-0.0005096971872262657
pythia-1b,15,1,0.0016427247319370508
pythia-1b,15,2,-0.0018886154284700751
pythia-1b,15,3,-0.00044007168617099524
pythia-1b,15,4,-0.003954193089157343
pythia-1b,15,5,0.0031355523969978094
pythia-1b,15,6,0.0039592222310602665
pythia-1b,15,7,-0.00029064915725030005
pythia-1.4b,0,0,0.00027699119527824223
pythia-1.4b,0,1,0.00043207977432757616
pythia-1.4b,0,2,1.5992372937034816e-05
pythia-1.4b,0,3,-0.00031725529697723687
pythia-1.4b,0,4,-0.00026266483473591506
pythia-1.4b,0,5,-0.0003087120712734759
pythia-1.4b,0,6,0.000864486675709486
pythia-1.4b,0,7,-6.496403511846438e-05
pythia-1.4b,0,8,0.00026946348953060806
pythia-1.4b,0,9,0.0005381323862820864
pythia-1.4b,0,10,0.0003476493584457785
pythia-1.4b,0,11,2.090042835334316e-05
pythia-1.4b,0,12,-0.00016243799473159015
pythia-1.4b,0,13,0.00010729092900874093
pythia-1.4b,0,14,0.00022505249944515526
pythia-1.4b,0,15,-9.621850767871365e-05
pythia-1.4b,1,0,-0.0001391850964864716
pythia-1.4b,1,1,0.0002813962346408516
pythia-1.4b,1,2,-0.00032594153890386224
pythia-1.4b,1,3,-5.325461461325176e-05
pythia-1.4b,1,4,-9.960559691535309e-05
pythia-1.4b,1,5,-0.00040880165761336684
pythia-1.4b,1,6,0.00042208994273096323
pythia-1.4b,1,7,7.167824514908716e-05
pythia-1.4b,1,8,-0.00014921175898052752
pythia-1.4b,1,9,0.0009250761358998716
pythia-1.4b,1,10,-0.0006221882649697363
pythia-1.4b,1,11,-0.0003688752476591617
pythia-1.4b,1,12,0.00030848023016005754
pythia-1.4b,1,13,-0.00011431321036070585
pythia-1.4b,1,14,0.00011722122872015461
pythia-1.4b,1,15,2.805062467814423e-05
pythia-1.4b,2,0,-0.0005017868825234473
pythia-1.4b,2,1,-0.0003168181865476072
pythia-1.4b,2,2,-0.0009340937249362469
pythia-1.4b,2,3,-0.00011324049410177395
pythia-1.4b,2,4,0.00035183681757189333
pythia-1.4b,2,5,0.0007315605180338025
pythia-1.4b,2,6,-6.071943789720535e-05
pythia-1.4b,2,7,0.00011079370597144589
pythia-1.4b,2,8,-0.00019964705279562622
pythia-1.4b,2,9,6.320857210084796e-05
pythia-1.4b,2,10,0.0005400468944571912
pythia-1.4b,2,11,0.00027488995692692697
pythia-1.4b,2,12,-0.0006260316004045308
pythia-1.4b,2,13,-0.00018973342957906425
pythia-1.4b,2,14,0.0006234113243408501
pythia-1.4b,2,15,0.00039357334026135504
pythia-1.4b,3,0,-0.0010610625613480806
pythia-1.4b,3,1,0.00015410549531225115
pythia-1.4b,3,2,0.0005038888775743544
pythia-1.4b,3,3,0.0003812794166151434
pythia-1.4b,3,4,-7.406856457237154e-05
pythia-1.4b,3,5,-0.0001425620575901121
pythia-1.4b,3,6,-4.685168823925778e-05
pythia-1.4b,3,7,-0.00015698712377343327
pythia-1.4b,3,8,-1.203194278787123e-05
pythia-1.4b,3,9,0.00018262903904542327
pythia-1.4b,3,10,0.00030753729515708983
pythia-1.4b,3,11,-0.0002679578319657594
pythia-1.4b,3,12,0.00018964962509926409
pythia-1.4b,3,13,5.53218815184664e-05
pythia-1.4b,3,14,-2.5263576389988884e-05
pythia-1.4b,3,15,-0.00021583883790299296
pythia-1.4b,4,0,-0.0017603468149900436
pythia-1.4b,4,1,0.00024001087876968086
pythia-1.4b,4,2,-0.000416753813624382
pythia-1.4b,4,3,0.00025261996779590845
pythia-1.4b,4,4,0.0010411388939246535
pythia-1.4b,4,5,-0.0006239719223231077
pythia-1.4b,4,6,0.0007627130835317075
pythia-1.4b,4,7,-0.0002916511439252645
pythia-1.4b,4,8,-0.0005407381104305387
pythia-1.4b,4,9,-0.00034408969804644585
pythia-1.4b,4,10,0.00018089034711010754
pythia-1.4b,4,11,0.000551626377273351
pythia-1.4b,4,12,0.0006171063287183642
pythia-1.4b,4,13,-0.0012347615556791425
pythia-1.4b,4,14,-0.00036439404357224703
pythia-1.4b,4,15,-0.0006041940650902689
pythia-1.4b,5,0,-0.0001922959490912035
pythia-1.4b,5,1,0.0008868367876857519
pythia-1.4b,5,2,-4.992179310647771e-05
pythia-1.4b,5,3,-0.0010269071208313107
pythia-1.4b,5,4,-4.211559644318186e-05
pythia-1.4b,5,5,0.0011813200544565916
pythia-1.4b,5,6,0.0014494116185232997
pythia-1.4b,5,7,-0.001336919143795967
pythia-1.4b,5,8,-0.0002251654223073274
pythia-1.4b,5,9,-0.00011919924872927368
pythia-1.4b,5,10,-0.0006331801996566355
pythia-1.4b,5,11,-0.0013808913063257933
pythia-1.4b,5,12,3.03133565466851e-05
pythia-1.4b,5,13,0.0007416359148919582
pythia-1.4b,5,14,0.0006959664751775563
pythia-1.4b,5,15,0.0006369787151925266
pythia-1.4b,6,0,-0.0008731137495487928
pythia-1.4b,6,1,-0.0005140047869645059
pythia-1.4b,6,2,-0.0005647604702971876
pythia-1.4b,6,3,0.00010019238834502175
pythia-1.4b,6,4,0.0006818699766881764
pythia-1.4b,6,5,-0.00039301213109865785
pythia-1.4b,6,6,0.0004955242038704455
pythia-1.4b,6,7,0.0009873268427327275
pythia-1.4b,6,8,0.0004695164680015296
pythia-1.4b,6,9,-0.0003506770299281925
pythia-1.4b,6,10,0.0006088899099268019
pythia-1.4b,6,11,-0.0010132214520126581
pythia-1.4b,6,12,-0.0007978393696248531
pythia-1.4b,6,13,0.00031587205012328923
pythia-1.4b,6,14,0.0008557170513086021
pythia-1.4b,6,15,0.00026934914058074355
pythia-1.4b,7,0,7.664915028726682e-05
pythia-1.4b,7,1,-4.588946467265487e-05
pythia-1.4b,7,2,-0.0003135196166113019
pythia-1.4b,7,3,0.0006077848374843597
pythia-1.4b,7,4,0.0006883647874929011
pythia-1.4b,7,5,-0.0003224470419809222
pythia-1.4b,7,6,-0.0004446356324478984
pythia-1.4b,7,7,0.0002392059104749933
pythia-1.4b,7,8,0.0007351116510108113
pythia-1.4b,7,9,-0.00030190518009476364
pythia-1.4b,7,10,0.0004315173137001693
pythia-1.4b,7,11,0.00036145898047834635
pythia-1.4b,7,12,0.0007480279891751707
pythia-1.4b,7,13,4.652796269510873e-05
pythia-1.4b,7,14,0.0005397587665356696
pythia-1.4b,7,15,0.0007127901772037148
pythia-1.4b,8,0,-0.0006043886533007026
pythia-1.4b,8,1,-0.0009177761385217309
pythia-1.4b,8,2,0.0005199089064262807
pythia-1.4b,8,3,-0.0008075602818280458
pythia-1.4b,8,4,0.00015256441838573664
pythia-1.4b,8,5,-0.0008201637538149953
pythia-1.4b,8,6,0.0001809777895687148
pythia-1.4b,8,7,0.000688341970089823
pythia-1.4b,8,8,-0.0016562177333980799
pythia-1.4b,8,9,0.00042639393359422684
pythia-1.4b,8,10,-8.360434003407136e-05
pythia-1.4b,8,11,-0.00010027624375652522
pythia-1.4b,8,12,0.0013708072947338223
pythia-1.4b,8,13,-0.00038893328746780753
pythia-1.4b,8,14,0.0004949347930960357
pythia-1.4b,8,15,-0.0008109165355563164
pythia-1.4b,9,0,0.00013098589261062443
pythia-1.4b,9,1,-0.00013927064719609916
pythia-1.4b,9,2,0.000981430523097515
pythia-1.4b,9,3,-8.769211854087189e-05
pythia-1.4b,9,4,-0.00021392136113718152
pythia-1.4b,9,5,0.0007259590784087777
pythia-1.4b,9,6,0.0007045441889204085
pythia-1.4b,9,7,-0.0003990423574578017
pythia-1.4b,9,8,0.0008809606661088765
pythia-1.4b,9,9,0.0005130086210556328
pythia-1.4b,9,10,0.0004463791847229004
pythia-1.4b,9,11,-0.0013776960549876094
pythia-1.4b,9,12,-0.0002478184178471565
pythia-1.4b,9,13,-0.00038338566082529724
pythia-1.4b,9,14,-0.0003561732009984553
pythia-1.4b,9,15,0.00045712999417446554
pythia-1.4b,10,0,0.0014007413992658257
pythia-1.4b,10,1,-0.0008806759724393487
pythia-1.4b,10,2,0.00041819349280558527
pythia-1.4b,10,3,0.0005379010108299553
pythia-1.4b,10,4,-0.00028321731952019036
pythia-1.4b,10,5,-0.0010031344136223197
pythia-1.4b,10,6,-0.00026553196948952973
pythia-1.4b,10,7,6.0269234381848946e-05
pythia-1.4b,10,8,-0.0018001608550548553
pythia-1.4b,10,9,0.0011866639833897352
pythia-1.4b,10,10,-0.00018635881133377552
pythia-1.4b,10,11,0.0002929668698925525
pythia-1.4b,10,12,1.8350127675148542e-06
pythia-1.4b,10,13,0.0010329514043405652
pythia-1.4b,10,14,0.00019376701675355434
pythia-1.4b,10,15,0.0012361167464405298
pythia-1.4b,11,0,-0.000438239163486287
pythia-1.4b,11,1,0.0008953772485256195
pythia-1.4b,11,2,0.0002244544739369303
pythia-1.4b,11,3,0.0006621749489568174
pythia-1.4b,11,4,-0.000833063037134707
pythia-1.4b,11,5,-0.0018374284263700247
pythia-1.4b,11,6,0.0015459611313417554
pythia-1.4b,11,7,-0.0008093519136309624
pythia-1.4b,11,8,0.0003469815128482878
pythia-1.4b,11,9,2.6219262508675456e-05
pythia-1.4b,11,10,-0.0008607943309471011
pythia-1.4b,11,11,0.0005237931036390364
pythia-1.4b,11,12,-0.00030038243858143687
pythia-1.4b,11,13,-1.8237828044220805e-05
pythia-1.4b,11,14,0.0003705708950292319
pythia-1.4b,11,15,-0.001717624720185995
pythia-1.4b,12,0,-0.002284602727741003
pythia-1.4b,12,1,-0.0009610411361791193
pythia-1.4b,12,2,-0.000926547683775425
pythia-1.4b,12,3,-0.0003496857243590057
pythia-1.4b,12,4,0.000878782186191529
pythia-1.4b,12,5,-0.0012786474544554949
pythia-1.4b,12,6,0.0017927297158166766
pythia-1.4b,12,7,-0.0004382699553389102
pythia-1.4b,12,8,-0.0007265684544108808
pythia-1.4b,12,9,0.0016712903743609786
pythia-1.4b,12,10,-0.00020607210171874613
pythia-1.4b,12,11,-0.0014758934266865253
pythia-1.4b,12,12,0.0022491086274385452
pythia-1.4b,12,13,-0.0020527467131614685
pythia-1.4b,12,14,-0.00036841025575995445
pythia-1.4b,12,15,-0.0004330134252086282
pythia-1.4b,13,0,0.00111008167732507
pythia-1.4b,13,1,-0.00027050470816902816
pythia-1.4b,13,2,0.00044271021033637226
pythia-1.4b,13,3,-0.0010541025549173355
pythia-1.4b,13,4,-0.0005505183362402022
pythia-1.4b,13,5,0.0017720186151564121
pythia-1.4b,13,6,0.001579241012223065
pythia-1.4b,13,7,0.0001872657157946378
pythia-1.4b,13,8,0.0005695570725947618
pythia-1.4b,13,9,0.0013415850698947906
pythia-1.4b,13,10,0.003756345948204398
pythia-1.4b,13,11,0.0007019333424977958
pythia-1.4b,13,12,-0.0003861903678625822
pythia-1.4b,13,13,-4.2031926568597555e-05
pythia-1.4b,13,14,0.0006281923269852996
pythia-1.4b,13,15,0.0003383684961590916
pythia-1.4b,14,0,9.458623935643118e-06
pythia-1.4b,14,1,0.0006538039306178689
pythia-1.4b,14,2,0.0012073535472154617
pythia-1.4b,14,3,0.0003551559057086706
pythia-1.4b,14,4,0.000326464680256322
pythia-1.4b,14,5,0.0004031880234833807
pythia-1.4b,14,6,-0.0023973213974386454
pythia-1.4b,14,7,0.0006907056667841971
pythia-1.4b,14,8,0.0011759783374145627
pythia-1.4b,14,9,0.001640301663428545
pythia-1.4b,14,10,0.00016819991287775338
pythia-1.4b,14,11,-0.00015424404409714043
pythia-1.4b,14,12,0.00012297346256673336
pythia-1.4b,14,13,-0.0005652497638948262
pythia-1.4b,14,14,-0.00018480296421330422
pythia-1.4b,14,15,0.00015059403085615486
pythia-1.4b,15,0,-0.0013096913462504745
pythia-1.4b,15,1,-0.0009821626590564847
pythia-1.4b,15,2,-0.0020289714448153973
pythia-1.4b,15,3,-0.0005148786003701389
pythia-1.4b,15,4,0.00011439964146120474
pythia-1.4b,15,5,-0.0013179514789953828
pythia-1.4b,15,6,-0.0012612913269549608
pythia-1.4b,15,7,-0.0006011376972310245
pythia-1.4b,15,8,-0.0018405558075755835
pythia-1.4b,15,9,7.836881559342146e-05
pythia-1.4b,15,10,0.0009764334536157548
pythia-1.4b,15,11,0.0002047260059043765
pythia-1.4b,15,12,-0.0011841320665553212
pythia-1.4b,15,13,0.0026140420231968164
pythia-1.4b,15,14,0.0010228811297565699
pythia-1.4b,15,15,-0.000381208403268829
pythia-1.4b,16,0,0.0018705785041674972
pythia-1.4b,16,1,0.0027417021337896585
pythia-1.4b,16,2,0.0001637429668335244
pythia-1.4b,16,3,0.0003772880882024765
pythia-1.4b,16,4,-0.0006548214587382972
pythia-1.4b,16,5,0.0009210236021317542
pythia-1.4b,16,6,-0.0005237982259131968
pythia-1.4b,16,7,-0.000681435049045831
pythia-1.4b,16,8,-0.0011129156919196248
pythia-1.4b,16,9,-0.0015048073837533593
pythia-1.4b,16,10,0.0005834937910549343
pythia-1.4b,16,11,-0.00036055862437933683
pythia-1.4b,16,12,0.0008594835526309907
pythia-1.4b,16,13,3.8997677620500326e-05
pythia-1.4b,16,14,-0.0002553731028456241
pythia-1.4b,16,15,-0.00018431298667564988
pythia-1.4b,17,0,0.0006472099339589477
pythia-1.4b,17,1,-0.0009847654728218913
pythia-1.4b,17,2,-0.003439315827563405
pythia-1.4b,17,3,0.0014490500325337052
pythia-1.4b,17,4,-0.0009717728826217353
pythia-1.4b,17,5,-0.0002931244671344757
pythia-1.4b,17,6,-0.0012017146218568087
pythia-1.4b,17,7,0.0009809122420847416
pythia-1.4b,17,8,-0.0005478834500536323
pythia-1.4b,17,9,8.507832535542548e-05
pythia-1.4b,17,10,-0.0016211370239034295
pythia-1.4b,17,11,0.0017953633796423674
pythia-1.4b,17,12,-0.0004376682045403868
pythia-1.4b,17,13,0.0006333558703772724
pythia-1.4b,17,14,0.00030478250118903816
pythia-1.4b,17,15,0.0005151649238541722
pythia-1.4b,18,0,0.001632130122743547
pythia-1.4b,18,1,0.0006470963708125055
pythia-1.4b,18,2,0.0009881486184895039
pythia-1.4b,18,3,0.001170526840724051
pythia-1.4b,18,4,-0.000901978462934494
pythia-1.4b,18,5,0.0003910314117092639
pythia-1.4b,18,6,0.00046087882947176695
pythia-1.4b,18,7,-0.0005521045532077551
pythia-1.4b,18,8,0.0008033436606638134
pythia-1.4b,18,9,0.0009674069005995989
pythia-1.4b,18,10,-0.0007532977033406496
pythia-1.4b,18,11,-0.0008306564413942397
pythia-1.4b,18,12,5.5469256039941683e-05
pythia-1.4b,18,13,-0.0015493290266022086
pythia-1.4b,18,14,-0.002680121688172221
pythia-1.4b,18,15,-0.00018964141781907529
pythia-1.4b,19,0,0.0007296178955584764
pythia-1.4b,19,1,-0.0013062905054539442
pythia-1.4b,19,2,0.00024041681899689138
pythia-1.4b,19,3,0.0015787479933351278
pythia-1.4b,19,4,4.9985905206995085e-05
pythia-1.4b,19,5,-0.0031613106839358807
pythia-1.4b,19,6,-8.1649050116539e-06
pythia-1.4b,19,7,-0.0017544032307341695
pythia-1.4b,19,8,-0.001130228745751083
pythia-1.4b,19,9,0.00017549518088344485
pythia-1.4b,19,10,-0.0012549901148304343
pythia-1.4b,19,11,0.0024226584937423468
pythia-1.4b,19,12,0.0004796714929398149
pythia-1.4b,19,13,-0.00030029777553863823
pythia-1.4b,19,14,0.0028067370876669884
pythia-1.4b,19,15,0.0017946786247193813
pythia-1.4b,20,0,-0.0006757454248145223
pythia-1.4b,20,1,-0.00027082787710241973
pythia-1.4b,20,2,0.0002808287681546062
pythia-1.4b,20,3,0.0023498476948589087
pythia-1.4b,20,4,-0.0006693267496302724
pythia-1.4b,20,5,-0.0007338537252508104
pythia-1.4b,20,6,0.0007040908676572144
pythia-1.4b,20,7,0.0005516545497812331
pythia-1.4b,20,8,0.00043107231613248587
pythia-1.4b,20,9,0.0008820394868962467
pythia-1.4b,20,10,-3.616504181991331e-05
pythia-1.4b,20,11,-0.0011678396258503199
pythia-1.4b,20,12,0.0011650280794128776
pythia-1.4b,20,13,0.00036653014831244946
pythia-1.4b,20,14,-0.0020386623218655586
pythia-1.4b,20,15,0.000764037948101759
pythia-1.4b,21,0,0.000630795955657959
pythia-1.4b,21,1,0.0010669237235561013
pythia-1.4b,21,2,0.0003595287271309644
pythia-1.4b,21,3,-0.0007893439033068717
pythia-1.4b,21,4,-0.0017427511047571898
pythia-1.4b,21,5,-0.0015367096057161689
pythia-1.4b,21,6,-0.0003652063605841249
pythia-1.4b,21,7,0.0003405307070352137
pythia-1.4b,21,8,0.0005122523871250451
pythia-1.4b,21,9,-0.0007336590788327157
pythia-1.4b,21,10,0.001425525639206171
pythia-1.4b,21,11,0.00042974730604328215
pythia-1.4b,21,12,0.0010409029200673103
pythia-1.4b,21,13,0.0007297341362573206
pythia-1.4b,21,14,0.0010224338620901108
pythia-1.4b,21,15,-0.0006573935970664024
pythia-1.4b,22,0,-0.00040555052692070603
pythia-1.4b,22,1,0.0014422271633520722
pythia-1.4b,22,2,0.001211509807035327
pythia-1.4b,22,3,0.0004959395155310631
pythia-1.4b,22,4,0.0008083076099865139
pythia-1.4b,22,5,0.0003901551535818726
pythia-1.4b,22,6,-0.00033999260631389916
pythia-1.4b,22,7,-0.0012274993350729346
pythia-1.4b,22,8,-0.0024112630635499954
pythia-1.4b,22,9,9.13428666535765e-05
pythia-1.4b,22,10,-0.0005482532433234155
pythia-1.4b,22,11,0.0007417388842441142
pythia-1.4b,22,12,0.00135526352096349
pythia-1.4b,22,13,-0.0005559520795941353
pythia-1.4b,22,14,-0.0003311669861432165
pythia-1.4b,22,15,-0.00024262758961413056
pythia-1.4b,23,0,0.0011478812666609883
pythia-1.4b,23,1,-0.0003323838172946125
pythia-1.4b,23,2,-0.0005351598956622183
pythia-1.4b,23,3,0.001402496942318976
pythia-1.4b,23,4,-0.00047746970085427165
pythia-1.4b,23,5,-0.0015487922355532646
pythia-1.4b,23,6,-0.0004358913574833423
pythia-1.4b,23,7,0.00035806119558401406
pythia-1.4b,23,8,-0.0009831477655097842
pythia-1.4b,23,9,0.00043539702892303467
pythia-1.4b,23,10,4.357559373602271e-05
pythia-1.4b,23,11,0.0038281551096588373
pythia-1.4b,23,12,-0.000989360618405044
pythia-1.4b,23,13,0.0004188003367744386
pythia-1.4b,23,14,0.001008117338642478
pythia-1.4b,23,15,-0.00012963198241777718
