model,band,layer,head,n_correct,n_incorrect,induction_score_correct,induction_score_incorrect,induction_score_diff,bos_fraction_correct,bos_fraction_incorrect,source_fraction_correct,source_fraction_incorrect,target_fraction_correct,target_fraction_incorrect,repeat_fraction_correct,repeat_fraction_incorrect,entropy_correct,entropy_incorrect
pythia-1b,control,5,1,154,71,0.8609169125556946,0.8918686509132385,-0.030951738357543945,0.10738301277160645,0.08037018030881882,0.8650625944137573,0.8954142332077026,0.0007850276306271553,0.0003993446007370949,0.02484390139579773,0.022039875388145447,0.6623134613037109,0.566477358341217
pythia-1b,control,10,6,154,71,0.15941256284713745,0.19232672452926636,-0.032914161682128906,0.10917983204126358,0.19775548577308655,0.20486445724964142,0.260615736246109,0.5786105990409851,0.406383752822876,0.008749543689191341,0.015056089498102665,1.6865500211715698,2.083550453186035
pythia-1.4b,low,0,3,129,96,0.9240627884864807,0.9290854334831238,-0.005022644996643066,0.0071527170948684216,0.00878072064369917,0.9325025081634521,0.9356172680854797,0.0021793849300593138,0.002332230331376195,0.042790621519088745,0.04010268673300743,0.5611457228660583,0.5286046862602234
pythia-1.4b,low,2,0,129,96,0.5682692527770996,0.6332724094390869,-0.0650031566619873,0.2984921336174011,0.2504912316799164,0.6050114631652832,0.6635144948959351,0.013290826231241226,0.012999564409255981,0.01884724572300911,0.01919526420533657,1.7129324674606323,1.5416914224624634
pythia-1.4b,low,2,5,129,96,0.9335778951644897,0.9340232014656067,-0.00044530630111694336,0.05418294295668602,0.05675836279988289,0.9354458451271057,0.9355595707893372,0.0017190929502248764,0.0018237702315673232,0.001181522267870605,0.0007332114619202912,0.3850013017654419,0.3618304431438446
pythia-1.4b,low,4,7,129,96,0.5592553019523621,0.5931177139282227,-0.033862411975860596,0.38218867778778076,0.34762701392173767,0.5667955279350281,0.5977342128753662,0.005268503446131945,0.00401714164763689,0.03561495989561081,0.04142504557967186,1.217172384262085,1.1795679330825806
pythia-1.4b,low,5,11,129,96,0.9619486927986145,0.9677594304084778,-0.005810737609863281,0.02753637358546257,0.023968972265720367,0.9644862413406372,0.9695065021514893,0.0005230091628618538,0.0006520585156977177,0.0048489440232515335,0.004185428377240896,0.2618691921234131,0.22991864383220673
pythia-1.4b,low,7,15,129,96,0.8468053340911865,0.8504564166069031,-0.0036510825157165527,0.07160894572734833,0.07330328226089478,0.8539357781410217,0.8578925132751465,0.004644040018320084,0.008455184288322926,0.02812054380774498,0.02604418247938156,0.8946683406829834,0.8868951797485352
pythia-1.4b,low,9,1,129,96,0.4885232150554657,0.48329296708106995,0.005230247974395752,0.31641635298728943,0.33730220794677734,0.502287745475769,0.49628499150276184,0.0055711097083985806,0.008389012888073921,0.16711227595806122,0.15068407356739044,1.4565458297729492,1.4696044921875
pythia-1.4b,medium,0,3,126,99,0.9187466502189636,0.9133861064910889,0.005360543727874756,0.0065233889035880566,0.007814467884600163,0.9244312047958374,0.9191383719444275,0.0019214714411646128,0.001760390936397016,0.05491308867931366,0.05614565312862396,0.5650898218154907,0.5911746025085449
pythia-1.4b,medium,2,0,126,99,0.6534529328346252,0.6563830971717834,-0.002930164337158203,0.20595420897006989,0.2080681324005127,0.6872382164001465,0.6899188756942749,0.010858430527150631,0.0089185182005167,0.031625110656023026,0.027726545929908752,1.6318902969360352,1.6308097839355469
pythia-1.4b,medium,2,5,126,99,0.9296008348464966,0.9343550205230713,-0.004754185676574707,0.06345503777265549,0.0591852031648159,0.9309364557266235,0.9356871843338013,0.0010957883205264807,0.00066513498313725,0.0007741723675280809,0.0008968636975623667,0.380967915058136,0.35798385739326477
pythia-1.4b,medium,4,7,126,99,0.5375691056251526,0.5505526065826416,-0.012983500957489014,0.39856916666030884,0.38927367329597473,0.5428519248962402,0.555550754070282,0.00752335786819458,0.002773172687739134,0.04315323755145073,0.04442749172449112,1.2488014698028564,1.2422939538955688
pythia-1.4b,medium,5,11,126,99,0.9594687819480896,0.9569046497344971,0.0025641322135925293,0.03166273608803749,0.035564713180065155,0.9616186618804932,0.9584605693817139,0.0004867891257163137,0.00038075126940384507,0.004637835081666708,0.004041729494929314,0.2662947177886963,0.2649580240249634
pythia-1.4b,medium,7,15,126,99,0.8838804960250854,0.8739455938339233,0.00993490219116211,0.05349734425544739,0.05392720177769661,0.890049159526825,0.880560040473938,0.007453034166246653,0.005849732086062431,0.022412529215216637,0.026692988350987434,0.7314848899841309,0.7501826286315918
pythia-1.4b,medium,9,1,126,99,0.45777469873428345,0.44016003608703613,0.017614662647247314,0.35910123586654663,0.3764738142490387,0.4705044627189636,0.45309925079345703,0.010420287027955055,0.00598149886354804,0.154035747051239,0.15755696594715118,1.4347915649414062,1.4587345123291016
pythia-1.4b,high,0,3,131,94,0.9075941443443298,0.9118626117706299,-0.004268467426300049,0.008612294681370258,0.007970771752297878,0.9121351838111877,0.9172903895378113,0.0014785228995606303,0.0012647679541260004,0.06660506874322891,0.062250155955553055,0.6066042184829712,0.5894474387168884
pythia-1.4b,high,2,0,131,94,0.6388868689537048,0.598884642124176,0.04000222682952881,0.21194790303707123,0.2206273227930069,0.6701803207397461,0.6403582692146301,0.011610567569732666,0.010249575600028038,0.04197065159678459,0.04723607376217842,1.6810640096664429,1.8866262435913086
pythia-1.4b,high,2,5,131,94,0.9146478176116943,0.9276065230369568,-0.012958705425262451,0.08044344931840897,0.06782630831003189,0.9152445793151855,0.9283270239830017,0.000622485124040395,0.000663212442304939,0.001021851785480976,0.0009279943769797683,0.4146607220172882,0.37963876128196716
pythia-1.4b,high,4,7,131,94,0.48025020956993103,0.5068759918212891,-0.026625782251358032,0.4616290032863617,0.43832001090049744,0.48430925607681274,0.5114884376525879,0.006187259219586849,0.002482679206877947,0.03949034959077835,0.038027744740247726,1.213010549545288,1.2361043691635132
pythia-1.4b,high,5,11,131,94,0.9471778869628906,0.9573527574539185,-0.010174870491027832,0.04594344645738602,0.03676392138004303,0.9482364654541016,0.9588944315910339,0.0002478345122653991,0.000250745884841308,0.004374570678919554,0.0028738249093294144,0.2886064946651459,0.26218274235725403
pythia-1.4b,high,7,15,131,94,0.8702327609062195,0.8745823502540588,-0.0043495893478393555,0.06589885801076889,0.05569348856806755,0.8780374526977539,0.8844868540763855,0.010601830668747425,0.00650887843221426,0.019846949726343155,0.023566890507936478,0.7744356393814087,0.775340735912323
pythia-1.4b,high,9,1,131,94,0.4148990213871002,0.45010387897491455,-0.03520485758781433,0.4307962656021118,0.387754887342453,0.4258694350719452,0.46277642250061035,0.007538634352385998,0.005928890313953161,0.13004906475543976,0.13536933064460754,1.4026272296905518,1.4298655986785889
pythia-1.4b,very_high,0,3,135,90,0.8851542472839355,0.886397123336792,-0.0012428760528564453,0.009867017157375813,0.009718784131109715,0.89122074842453,0.8928537368774414,0.0018964542541652918,0.0018442218424752355,0.07980496436357498,0.08065079897642136,0.725499153137207,0.7220656275749207
pythia-1.4b,very_high,2,0,135,90,0.5464613437652588,0.5294381380081177,0.017023205757141113,0.26159006357192993,0.2695169150829315,0.5829461216926575,0.5726230144500732,0.01277988962829113,0.01036195270717144,0.06064566224813461,0.06362514197826385,1.9784071445465088,2.0264604091644287
pythia-1.4b,very_high,2,5,135,90,0.9381858110427856,0.9316179752349854,0.006567835807800293,0.05720915645360947,0.06399385631084442,0.9386067986488342,0.9321479797363281,0.0005588342901319265,0.0007990088779479265,0.0011342217912897468,0.001071239123120904,0.3330795168876648,0.35055944323539734
pythia-1.4b,very_high,4,7,135,90,0.4427443742752075,0.4657135009765625,-0.02296912670135498,0.4944379925727844,0.4748883545398712,0.44838079810142517,0.4733130931854248,0.006788602564483881,0.00361049035564065,0.039800975471735,0.03833009675145149,1.2792320251464844,1.227082371711731
pythia-1.4b,very_high,5,11,135,90,0.9489890933036804,0.9468438625335693,0.002145230770111084,0.044152963906526566,0.04471262916922569,0.9504441022872925,0.9478350281715393,0.0002737050235737115,0.0002286296512465924,0.0034711123444139957,0.006154107861220837,0.28110983967781067,0.26595941185951233
pythia-1.4b,very_high,7,15,135,90,0.8251715898513794,0.8090819716453552,0.01608961820602417,0.08150344341993332,0.08219671994447708,0.8404258489608765,0.8291417360305786,0.014068499207496643,0.012272517196834087,0.02734583057463169,0.028993410989642143,1.0021127462387085,1.0798178911209106
pythia-1.4b,very_high,9,1,135,90,0.41642269492149353,0.38928043842315674,0.027142256498336792,0.4168200194835663,0.4558601677417755,0.43346744775772095,0.4100079834461212,0.013826115988194942,0.006412813439965248,0.12345246225595474,0.11587338149547577,1.4586937427520752,1.493563175201416
pythia-1.4b,control,0,3,129,96,0.8889004588127136,0.8835992813110352,0.005301177501678467,0.009081579744815826,0.010776687413454056,0.8946071863174438,0.8897039890289307,0.00238351384177804,0.0019807566422969103,0.0765836238861084,0.08107064664363861,0.7092928290367126,0.7335643768310547
pythia-1.4b,control,2,0,129,96,0.579234778881073,0.5785152912139893,0.0007194876670837402,0.23400093615055084,0.23340041935443878,0.6179454922676086,0.6190304160118103,0.011171068996191025,0.009700673632323742,0.05571136623620987,0.05954583361744881,1.9265518188476562,1.939969539642334
pythia-1.4b,control,2,5,129,96,0.9372945427894592,0.9344949722290039,0.0027995705604553223,0.05922851338982582,0.06114192679524422,0.9377325773239136,0.9349557757377625,0.0004303768218960613,0.0005418553482741117,0.0009240748477168381,0.0010335698025301099,0.3329504728317261,0.3532717227935791
pythia-1.4b,control,4,7,129,96,0.44096794724464417,0.4298288822174072,0.011139065027236938,0.49772194027900696,0.5067756772041321,0.44707217812538147,0.4364035129547119,0.0076497746631503105,0.0035340755712240934,0.03704262524843216,0.04302549734711647,1.240689992904663,1.2546035051345825
pythia-1.4b,control,5,11,129,96,0.9559871554374695,0.9528988003730774,0.00308835506439209,0.03763988986611366,0.03798522427678108,0.9572229981422424,0.9540202021598816,0.00041823278297670186,0.00016650314501021057,0.003148481249809265,0.007049813866615295,0.25517943501472473,0.23929862678050995
pythia-1.4b,control,7,15,129,96,0.8505454659461975,0.8339447379112244,0.016600728034973145,0.06885513663291931,0.07408570498228073,0.8637654781341553,0.8499522805213928,0.009690755978226662,0.009190683253109455,0.02097625471651554,0.028777599334716797,0.8959156274795532,0.9509649872779846
pythia-1.4b,control,9,1,129,96,0.421466588973999,0.4306986331939697,-0.009232044219970703,0.4271995425224304,0.4137326776981354,0.4397527277469635,0.4451492726802826,0.011785270646214485,0.007485885173082352,0.10904550552368164,0.12317950278520584,1.488938808441162,1.4228187799453735
